capture_id,tag,frames,finite_frames,xyz_diff_rmse_mm,xyz_diff_p95_mm,xyz_diff_max_mm,cpu_accept_rate,gpu_accept_rate,row_spec,seed_id,R,L,I,T,prior_sigma_mm,range_sigma_scale,robust,chunk_id,gpu_device,child_run_id
R01,BS2DCE,200,200,0.000307025326255,0.000535371600718,0.0006611198996435,1.0,1.0,R2:L0:I0:T6,S00,R2,L0,I0,T6,45.0,1.0,False,agreement_0000,cuda:0,phase4_5090D_maxfeed_10min_20260606T214953Z_agreement_0000_cuda0
R01,BSDC91,200,200,0.000287064875337,0.0004675110431285,0.0005700215089091,1.0,1.0,R2:L0:I0:T6,S00,R2,L0,I0,T6,45.0,1.0,False,agreement_0000,cuda:0,phase4_5090D_maxfeed_10min_20260606T214953Z_agreement_0000_cuda0
R01,BS2DCE,200,200,0.0004397983331226,0.0007850343935974,0.0008740415280266,1.0,1.0,R2:L2:I3:T6,S00,R2,L2,I3,T6,100.88,1.0,False,agreement_0000,cuda:0,phase4_5090D_maxfeed_10min_20260606T214953Z_agreement_0000_cuda0
R01,BSDC91,200,200,0.000469355635455,0.0008785179787556,0.0011249156138526,1.0,1.0,R2:L2:I3:T6,S00,R2,L2,I3,T6,100.88,1.0,False,agreement_0000,cuda:0,phase4_5090D_maxfeed_10min_20260606T214953Z_agreement_0000_cuda0
R01,BS2DCE,200,200,0.0004017915199423,0.0006540839172502,0.0007969553968543,1.0,1.0,R4:L8:I1+I2+I3+I8:T8,S00,R4,L8,I1+I2+I3+I8,T8,104.595,1.35,True,agreement_0001,cuda:0,phase4_5090D_maxfeed_10min_20260606T214953Z_agreement_0001_cuda0
R01,BSDC91,200,200,0.0003919223241773,0.000679258762418,0.0009355421094424,1.0,1.0,R4:L8:I1+I2+I3+I8:T8,S00,R4,L8,I1+I2+I3+I8,T8,104.595,1.35,True,agreement_0001,cuda:0,phase4_5090D_maxfeed_10min_20260606T214953Z_agreement_0001_cuda0
R01,BS2DCE,200,200,0.0003463551899663,0.0005680627680639,0.0007250183380671,1.0,1.0,R4:L14:I1+I2+I3+I8:T8,S00,R4,L14,I1+I2+I3+I8,T8,60.8855,1.35,True,agreement_0001,cuda:0,phase4_5090D_maxfeed_10min_20260606T214953Z_agreement_0001_cuda0
R01,BSDC91,200,200,0.0003929844846874,0.0006716327406743,0.0007464340694305,1.0,1.0,R4:L14:I1+I2+I3+I8:T8,S00,R4,L14,I1+I2+I3+I8,T8,60.8855,1.35,True,agreement_0001,cuda:0,phase4_5090D_maxfeed_10min_20260606T214953Z_agreement_0001_cuda0
