row_spec,stage,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R2:L17:I1+I3+I7:T6,simulate_imu_prior,0.6624183399981121,,,,
R2:L17:I1+I3+I7:T6,cpu_golden,20.601591063998058,,,,
R2:L17:I1+I3+I7:T6,torch_gpu,2.2216467420075787,0,1,2.2216467420075787,2.2216467420075787
R2:L17:I1+I3+I7:T8,simulate_imu_prior,0.5776066130056279,,,,
R2:L17:I1+I3+I7:T8,cpu_golden,21.123612402996514,,,,
R2:L17:I1+I3+I7:T8,torch_gpu,2.1033595430053538,0,1,2.1033595430053538,2.1033595430053538
R2:L17:I1+I2+I3+I8:T6,simulate_imu_prior,0.601207150000846,,,,
R2:L17:I1+I2+I3+I8:T6,cpu_golden,21.125056340999436,,,,
R2:L17:I1+I2+I3+I8:T6,torch_gpu,2.0554578579904046,0,1,2.0554578579904046,2.0554578579904046
R2:L17:I1+I2+I3+I8:T8,simulate_imu_prior,0.5940230129926931,,,,
R2:L17:I1+I2+I3+I8:T8,cpu_golden,21.009471053999732,,,,
R2:L17:I1+I2+I3+I8:T8,torch_gpu,2.024782293010503,0,1,2.024782293010503,2.024782293010503
