method,tag_method,layout,keep_k,repeats,elapsed_s,repeat_batch,captures_ok,solved_total,x_std_mm_median,y_std_mm_median,z_std_mm_median,d3_std_mm_median,d3_std_mm_p95,residual_rms_median_mm,residual_rms_p95_mm
T4_CUDA_REPLAY,T4,v4-io,8,1,5.579841970999951,1000,24.0,26564.0,23.588003158569336,26.463400840759277,42.1268253326416,61.65706825256348,85.72614135742187,80.51789474487305,167.73518829345699
T4_CUDA_REPLAY,T4,v4-io,7,5000,101.25024249200123,1000,24.0,28818.0,30.401408672332764,37.83585834503174,64.33335208892822,83.15360260009766,135.95139522552486,76.95442390441895,161.3918342590332
T4_CUDA_REPLAY,T4,v4-io,6,5000,101.7165102279996,1000,24.0,28818.0,41.3707332611084,51.64642333984375,81.24220657348633,107.29607963562012,165.90593414306642,70.8960189819336,147.6916618347168
T4_CUDA_REPLAY,T4,v4-io,5,5000,101.79074889100139,1000,24.0,28818.0,64.02764511108398,76.24184799194336,109.61037063598633,149.05715560913086,227.40925636291502,60.65099048614502,125.7161693572998
T4_CUDA_REPLAY,T4,v4-io,4,5000,103.399381430002,1000,24.0,28818.0,90.54578590393066,108.2309455871582,142.039794921875,196.36227416992188,308.59082794189453,36.122650146484375,110.42488670349121
