experiment_id,deployability,description,track_count,capture_count,sample_err3d_n,sample_err3d_p50_mm,sample_err3d_p90_mm,sample_err3d_p95_mm,sample_err3d_rmse_mm,sample_err_horizontal_xz_n,sample_err_horizontal_xz_p50_mm,sample_err_horizontal_xz_p90_mm,sample_err_horizontal_xz_p95_mm,sample_err_horizontal_xz_rmse_mm,sample_err_vertical_y_n,sample_err_vertical_y_p50_mm,sample_err_vertical_y_p90_mm,sample_err_vertical_y_p95_mm,sample_err_vertical_y_rmse_mm,trackmedian_err3d_p50_mm,trackmedian_err3d_p95_mm,trackmedian_err3d_rmse_mm,trackmedian_horizontal_xz_p95_mm,trackmedian_vertical_y_p95_mm,trackmedian_turn_center_abs_error_3d_mm,trackmedian_turn_center_abs_error_xz_mm,trackmedian_turn_center_abs_error_y_mm,trackmedian_radius_error_abs_mm,trackmedian_circle_thickness_rms_mm,trackmedian_circle_thickness_p95_mm,imu_only_endpoint_drift_3d_trackmedian_mm,imu_only_endpoint_drift_xz_trackmedian_mm,imu_only_drift_rate_3d_trackmedian_mm_s,uwb_update_accept_rate_trackmedian,uwb_innovation_nis_trackmedian,uwb_innovation_nis_p95_trackmedian,raw_range_ge4_ratio_trackmedian,raw_range_full8_ratio_trackmedian,capture_pair_count,legacy_deltaR_error_rms_mm,legacy_abs_deltaR_error_median_mm,legacy_abs_deltaR_error_p95_mm,A,L,I,T,kind,seed_id,experiment_uid,U,P,R
X_A0_L12_I0_T11,imu_only_diagnostic_screening,Phase4 L12 single-I T11.,34,17,40661,9873.006896313838,38249.44155166475,47187.89653186306,22064.257751331228,40661,6871.384776065825,30836.297136183097,39246.18435645077,17925.42445102429,40661,3369.721073055013,20799.25935378149,29431.621012799864,12865.093406882079,11123.756587815295,40628.275322891786,19988.560198863648,31706.850416681737,16566.79668436344,58731.701254494066,58260.573391076454,3623.717013287947,57338.70540555064,513.1222863829105,967.7875688399092,45120.680042478314,34917.91405441847,376.9741743112975,nan,nan,nan,nan,nan,17,117616.77057794083,50421.970287511576,264064.5997215259,A0,L12,I0,T11,imu_only,S00,X_A0_L12_I0_T11__S00,,,
X_A0_L12_I0_T12,imu_only_diagnostic_screening,Phase4 L12 single-I T12.,34,17,40661,9873.252502610541,38248.53918675637,47190.88786212566,22064.24326602672,40661,6871.349143402055,30835.898794149878,39244.84112109371,17925.412565928567,40661,3368.988206818034,20800.097914354843,29431.492340238394,12865.085123840247,11122.782724749351,40627.93139462645,19988.54519443684,31705.526393370987,16565.95032900005,58912.30817040788,58442.51442547464,3622.9424459943657,57523.293520670675,510.98707585113135,965.4026857927961,45120.680042478314,34917.91405441847,376.9741743112975,nan,nan,nan,nan,nan,17,117723.07541182144,50745.11280430727,264185.69673133193,A0,L12,I0,T12,imu_only,S00,X_A0_L12_I0_T12__S00,,,
X_A0_L12_I1_T11,imu_only_diagnostic_screening,Phase4 L12 single-I T11.,34,17,40661,4769.373951088254,21198.684793136363,27611.892737877068,12241.99038031682,40661,3407.1531497603946,17816.91706618538,23353.965246562242,10268.832269875937,40661,1379.7878222342829,9742.223313546521,14480.040063031962,6664.638946328915,5883.846744427399,20483.800991869066,10125.677411933582,17704.00435291721,8095.797906841166,22081.581504925645,21765.584647480246,1793.97675369838,20191.741426180564,429.1827239155074,803.6044316685089,22416.517365337735,19720.872698725987,186.88629223427478,nan,nan,nan,nan,nan,17,47541.743008645084,22372.600321956677,92763.8257277188,A0,L12,I1,T11,imu_only,S00,X_A0_L12_I1_T11__S00,,,
X_A0_L12_I1_T12,imu_only_diagnostic_screening,Phase4 L12 single-I T12.,34,17,40661,4768.325211737527,21195.436083702192,27613.145601918925,12241.982270828341,40661,3406.1748320513193,17818.225393329856,23353.87693344001,10268.825684759728,40661,1379.7300984268704,9740.5037466236,14480.361244832093,6664.634196660333,5883.316797490661,20483.21048796644,10125.671045848278,17703.648866031497,8094.640682841316,22129.30875959369,21845.367934498136,1792.4337608163491,20271.812279002886,427.1498657624735,798.1541401417539,22416.517365337735,19720.872698725987,186.88629223427478,nan,nan,nan,nan,nan,17,47592.99440121221,22450.21744360099,92791.60449197082,A0,L12,I1,T12,imu_only,S00,X_A0_L12_I1_T12__S00,,,
X_A0_L12_I2_T11,imu_only_diagnostic_screening,Phase4 L12 single-I T11.,34,17,40661,6187.128595746267,24182.266801455033,31083.099987906746,14010.07404271283,40661,4431.840513424362,20049.26289449987,25894.26050549273,11675.63984262308,40661,2119.642631373273,11579.848913167205,16732.411039273586,7743.488164105908,6639.990320712313,24232.855729902156,11672.495252922236,20643.478209094737,8802.557428480472,25362.158084260012,24796.713545960083,2707.644475273693,23946.681842435977,470.57491669763226,870.5260446072983,27345.348675665504,23083.065762518352,227.98292165782408,nan,nan,nan,nan,nan,17,59264.862131414586,26299.793790069445,113463.26056387254,A0,L12,I2,T11,imu_only,S00,X_A0_L12_I2_T11__S00,,,
X_A0_L12_I2_T12,imu_only_diagnostic_screening,Phase4 L12 single-I T12.,34,17,40661,6187.583070629366,24183.870656924417,31084.155271125295,14010.064526328011,40661,4432.131812888923,20048.259349068197,25894.218260066114,11675.631858749548,40661,2119.854909158791,11579.947632591604,16734.07233107017,7743.48298447327,6639.820394106607,24232.3754842008,11672.485239757614,20642.700745555107,8802.4375636839,25391.69820240995,24880.749282899524,2708.0500926706313,24001.752633103784,469.04195127134676,867.439079053099,27345.348675665504,23083.065762518352,227.98292165782408,nan,nan,nan,nan,nan,17,59318.184331239194,26300.30523596427,113474.09429331734,A0,L12,I2,T12,imu_only,S00,X_A0_L12_I2_T12__S00,,,
X_A0_L12_I3_T11,imu_only_diagnostic_screening,Phase4 L12 single-I T11.,34,17,40661,2929.476987708997,15154.153374157513,18835.388321073613,8590.953826379196,40661,2100.256135318154,11594.856139164587,15272.687260689263,6847.165383509209,40661,1016.1789749525236,7741.6741018746125,11545.645123001932,5188.527137623215,3478.969304651855,16929.8913830367,7931.387225884063,12187.81089284152,6653.649248833941,11672.721684082619,11451.153429965918,1492.9851542911097,7558.438253437776,530.2990157683241,943.8038126377468,19063.5801990123,14012.937416934044,160.17017152253555,nan,nan,nan,nan,nan,17,27752.504519128364,6842.941340816929,60305.5634754603,A0,L12,I3,T11,imu_only,S00,X_A0_L12_I3_T11__S00,,,
X_A0_L12_I3_T12,imu_only_diagnostic_screening,Phase4 L12 single-I T12.,34,17,40661,2929.326011361992,15153.7850504674,18834.514402445602,8590.94748834718,40661,2099.1223628987764,11589.27974771507,15274.573679848294,6847.160258270564,40661,1016.3198277561219,7741.034442644205,11546.616590652782,5188.523407010796,3479.766655116577,16929.178037606624,7931.379619952492,12187.40057454463,6651.39361099527,11698.00734485919,11477.117017286651,1493.5648283302407,7580.583690895072,527.9220459210312,940.4053938008735,19063.5801990123,14012.937416934044,160.17017152253555,nan,nan,nan,nan,nan,17,27807.61675198661,6875.427991283654,60394.5282652376,A0,L12,I3,T12,imu_only,S00,X_A0_L12_I3_T12__S00,,,
X_A0_L12_I4_T11,imu_only_diagnostic_screening,Phase4 L12 single-I T11.,34,17,40661,3628.7320033674487,15621.298464680141,21031.700566274238,9146.631860740006,40661,2511.8199061172545,11405.848178296861,15677.283361517442,7069.939145290226,40661,1224.4187888231454,8656.550106985005,14357.009528638737,5803.1745517257295,3725.987974644526,14308.07097888903,6790.909299457403,9943.649463338723,6067.925944911072,11284.798772820917,9975.215983017375,1828.9663489094519,7205.127260559337,515.9172915687567,1026.8489672796404,16357.72401217969,11421.949652624276,136.43589920165624,nan,nan,nan,nan,nan,17,22863.128829231322,7129.545166928272,43334.21630521298,A0,L12,I4,T11,imu_only,S00,X_A0_L12_I4_T11__S00,,,
X_A0_L12_I4_T12,imu_only_diagnostic_screening,Phase4 L12 single-I T12.,34,17,40661,3628.1323809368673,15620.329553350603,21031.931798977403,9146.626509676662,40661,2511.4950918905024,11405.176864938807,15678.362932602817,7069.9349732047385,40661,1224.674934625281,8653.558996838805,14358.779891074813,5803.171200488263,3725.9596679928086,14307.591037274768,6790.905001233874,9941.735815639116,6066.926725648993,11287.929639586535,9979.216227600686,1829.6264114678718,7213.614734481883,514.3428482361267,1021.3267969980936,16357.72401217969,11421.949652624276,136.43589920165624,nan,nan,nan,nan,nan,17,22923.184630610343,7118.107567033478,43443.22737893535,A0,L12,I4,T12,imu_only,S00,X_A0_L12_I4_T12__S00,,,
