method,evidence_label,median_3d_mm,p95_3d_mm,rmse_3d_mm
B0_oracle_link_selector,ORACLE,44.59582912114855,106.10561575540451,57.515684944460766
B1_gaussian_exponential_mix,HELD-OUT,51.471264986205654,159.17822636384537,77.27189452097305
B2_asymmetric,HELD-OUT,53.879194630966616,95.49594715868608,60.4336411326077
