ok,position_id,x_mm,y_mm,z_mm,error_3d_mm,error_horiz_mm,error_vert_mm,signed_vertical_mm,n_ranges,backend,notes,loss,split_family,split,evidence_label,dtag_fit_mm
True,ID17,-152.0311279296875,181.9578094482422,-316.23236083984375,41.28317404138235,30.789672828229715,27.500845551757834,-27.500845551757834,9500,cuda:0,torch_lbfgs,l2,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID18,-327.4068298339844,216.1624755859375,-253.42144775390625,44.43091213627288,43.455964331987474,9.256625585937513,9.256625585937513,9505,cuda:0,torch_lbfgs,l2,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID19,-204.63934326171875,-16.215967178344727,-84.02385711669922,224.78566097214923,34.14937343679407,222.17653717834474,-222.17653717834474,9485,cuda:0,torch_lbfgs,l2,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID20,-44.40879821777344,70.90640258789062,-235.124267578125,137.19219473969497,38.58748963060937,131.6537274121094,-131.6537274121094,9505,cuda:0,torch_lbfgs,l2,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID21,-214.29696655273438,1661.4410400390625,-209.5133056640625,65.2071346348425,17.565302381481306,62.79674003906257,62.79674003906257,9503,cuda:0,torch_lbfgs,l2,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID22,-171.40077209472656,1677.27197265625,-201.75711059570312,104.72587658309239,69.93701643901251,77.95077265625014,77.95077265625014,9518,cuda:0,torch_lbfgs,l2,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID23,-183.62049865722656,1700.215576171875,-265.2225036621094,118.76945588492336,63.21087292766903,100.55132617187519,100.55132617187519,9533,cuda:0,torch_lbfgs,l2,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID24,-269.2185363769531,1758.32373046875,-289.3794860839844,178.35267451013266,81.30547811017156,158.74223046875,158.74223046875,9518,cuda:0,torch_lbfgs,l2,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID01,-457.72552490234375,72.47881317138672,-366.8946533203125,139.7230702131434,86.07238247315826,110.06398741269263,-110.06398741269263,9506,cuda:0,torch_lbfgs,l2,loo_position,ID01,HELD-OUT,50.44501406224509
True,ID02,-543.9533081054688,1070.3238525390625,-215.6962127685547,56.56869696778279,44.231062062663334,35.26514746093744,-35.26514746093744,9555,cuda:0,torch_lbfgs,l2,loo_position,ID02,HELD-OUT,51.24910706458937
True,ID03,-591.902099609375,1835.6531982421875,-246.1232147216797,213.72496703604395,39.24052567307724,210.09174824218735,210.09174824218735,9515,cuda:0,torch_lbfgs,l2,loo_position,ID03,HELD-OUT,50.74733943984202
True,ID04,-255.14285278320312,-17.98889923095703,494.2942810058594,211.25356837834266,67.5793692349894,200.15268923095704,-200.15268923095704,9534,cuda:0,torch_lbfgs,l2,loo_position,ID04,HELD-OUT,48.42962419902996
True,ID05,-146.5005340576172,1176.045166015625,579.3021240234375,133.72364718081442,112.39115813116408,72.45854945604833,72.45854945604833,9495,cuda:0,torch_lbfgs,l2,loo_position,ID05,HELD-OUT,49.14867523496154
True,ID06,-182.26254272460938,1752.7650146484375,499.5464782714844,72.44946158069735,25.502825757891042,67.81246464843753,67.81246464843753,9520,cuda:0,torch_lbfgs,l2,loo_position,ID06,HELD-OUT,48.407839775594226
True,ID07,323.4124450683594,85.97344207763672,82.83011627197266,132.06824953707243,40.84965047938529,125.59191292236329,-125.59191292236329,9498,cuda:0,torch_lbfgs,l2,loo_position,ID07,HELD-OUT,50.71720308481039
True,ID08,484.39349365234375,1201.9490966796875,-97.53229522705078,118.67894849686553,96.07791379539512,69.6686966796874,69.6686966796874,9491,cuda:0,torch_lbfgs,l2,loo_position,ID08,HELD-OUT,50.215719551366206
True,ID09,425.6022644042969,1609.5482177734375,-44.419612884521484,48.136175062394145,24.62122091194094,41.3628677734373,41.3628677734373,9528,cuda:0,torch_lbfgs,l2,loo_position,ID09,HELD-OUT,50.564544482997064
True,ID10,83.68973541259766,149.22377014160156,-969.2572631835938,96.39947402025389,35.99800403891464,89.42595985839844,-89.42595985839844,9496,cuda:0,torch_lbfgs,l2,loo_position,ID10,HELD-OUT,49.373440214212025
True,ID11,-78.07536315917969,1140.03515625,-971.5491943359375,21.34123833432479,20.315959880378948,6.535306249999849,6.535306249999849,9510,cuda:0,torch_lbfgs,l2,loo_position,ID11,HELD-OUT,47.78848948865121
True,ID12,0.8166037797927856,1667.225830078125,-969.1416015625,89.93282059824342,46.304998811157006,77.09578007812479,77.09578007812479,9504,cuda:0,torch_lbfgs,l2,loo_position,ID12,HELD-OUT,49.564544482997064
True,ID13,-181.02294921875,1082.157958984375,-180.97500610351562,60.04058291072736,19.045967480589546,56.93964101562506,-56.93964101562506,9498,cuda:0,torch_lbfgs,l2,loo_position,ID13,HELD-OUT,50.23701345675377
True,ID14,-178.91233825683594,1062.5179443359375,-175.82469177246094,75.25078175779267,27.336574290193482,70.10985566406248,-70.10985566406248,9510,cuda:0,torch_lbfgs,l2,loo_position,ID14,HELD-OUT,50.983895496472144
True,ID15,-197.776123046875,1072.6142578125,-199.71510314941406,61.64394500625568,15.586721884347092,59.640842187500084,-59.640842187500084,9554,cuda:0,torch_lbfgs,l2,loo_position,ID15,HELD-OUT,51.16011910101756
True,ID16,-173.8324432373047,1095.4677734375,-182.27371215820312,28.996239384911032,11.566516050414094,26.589426562499966,-26.589426562499966,9484,cuda:0,torch_lbfgs,l2,loo_position,ID16,HELD-OUT,50.42217562192981
True,ID17,-151.9830780029297,184.15625,-316.1826171875,39.90159740631201,30.85329442363294,25.30240500000002,-25.30240500000002,9500,cuda:0,torch_lbfgs,l2,loo_position,ID17,HELD-OUT,51.82248104281042
True,ID18,-327.2084045410156,218.5072784423828,-253.4051055908203,44.826328845618875,43.29903712407279,11.601428442382826,11.601428442382826,9505,cuda:0,torch_lbfgs,l2,loo_position,ID18,HELD-OUT,51.90585012570719
True,ID19,-204.6719970703125,-15.169293403625488,-84.00812530517578,223.75566349035321,34.17865496332634,221.1298634036255,-221.1298634036255,9485,cuda:0,torch_lbfgs,l2,loo_position,ID19,HELD-OUT,50.97171282327909
True,ID20,-44.465476989746094,73.34645080566406,-235.16294860839844,134.84151313972902,38.54943287358387,129.21367919433595,-129.21367919433595,9505,cuda:0,torch_lbfgs,l2,loo_position,ID20,HELD-OUT,51.899714364693196
True,ID21,-214.3253631591797,1661.2218017578125,-209.52320861816406,64.9943601143262,17.559132109010438,62.57750175781257,62.57750175781257,9503,cuda:0,torch_lbfgs,l2,loo_position,ID21,HELD-OUT,50.47908996563507
True,ID22,-171.3644256591797,1675.98681640625,-201.7446746826172,103.79837016355482,69.97488770737728,76.66561640625014,76.66561640625014,9518,cuda:0,torch_lbfgs,l2,loo_position,ID22,HELD-OUT,51.120862571047624
True,ID23,-183.63014221191406,1700.58642578125,-265.2108459472656,119.07564820869008,63.195921006803566,100.92217578125019,100.92217578125019,9533,cuda:0,torch_lbfgs,l2,loo_position,ID23,HELD-OUT,50.133059248560826
True,ID24,-269.2662353515625,1759.443359375,-289.4011535644531,179.3711456423473,81.3522821205152,159.861859375,159.861859375,9518,cuda:0,torch_lbfgs,l2,loo_position,ID24,HELD-OUT,49.69492340168246
True,ID01,-456.6865539550781,79.08025360107422,-366.53082275390625,135.28372209164638,87.16184276826223,103.46254698300513,-103.46254698300513,9506,cuda:0,torch_lbfgs,l2,leave_height,LOW,HELD-OUT,54.698594248950855
True,ID04,-254.67355346679688,-8.344576835632324,492.2550354003906,202.15884842104347,67.63698810963251,190.50836683563233,-190.50836683563233,9534,cuda:0,torch_lbfgs,l2,leave_height,LOW,HELD-OUT,54.698594248950855
True,ID07,322.2149658203125,91.7761001586914,82.49092102050781,126.76289423068577,41.46523578015746,119.7892548413086,-119.7892548413086,9498,cuda:0,torch_lbfgs,l2,leave_height,LOW,HELD-OUT,54.698594248950855
True,ID10,83.26068878173828,157.37510681152344,-967.31396484375,88.14215445311943,34.109749591703356,81.27462318847657,-81.27462318847657,9496,cuda:0,torch_lbfgs,l2,leave_height,LOW,HELD-OUT,54.698594248950855
True,ID17,-151.81063842773438,188.454345703125,-316.062255859375,37.4945928801019,31.05903228057496,21.00430929687502,-21.00430929687502,9500,cuda:0,torch_lbfgs,l2,leave_height,LOW,HELD-OUT,54.698594248950855
True,ID18,-326.7184143066406,222.68023681640625,-253.33934020996094,45.704124744657754,42.89563776471479,15.774386816406263,15.774386816406263,9505,cuda:0,torch_lbfgs,l2,leave_height,LOW,HELD-OUT,54.698594248950855
True,ID19,-204.36830139160156,-9.550771713256836,-84.27278900146484,218.14612061039043,33.80224149838051,215.51134171325685,-215.51134171325685,9485,cuda:0,torch_lbfgs,l2,leave_height,LOW,HELD-OUT,54.698594248950855
True,ID20,-44.5416259765625,77.75840759277344,-235.2360076904297,130.60709212481763,38.50639683857946,124.80172240722658,-124.80172240722658,9505,cuda:0,torch_lbfgs,l2,leave_height,LOW,HELD-OUT,54.698594248950855
True,ID02,-545.3662109375,1071.905029296875,-215.5117950439453,55.77977074651125,44.46091477021556,33.68397070312494,-33.68397070312494,9555,cuda:0,torch_lbfgs,l2,leave_height,MID,HELD-OUT,48.47908996563507
True,ID05,-146.42279052734375,1176.4886474609375,579.55615234375,134.18711665576785,112.65645195391909,72.90203090136083,72.90203090136083,9495,cuda:0,torch_lbfgs,l2,leave_height,MID,HELD-OUT,48.47908996563507
True,ID08,485.5185852050781,1203.47314453125,-97.59063720703125,120.46493902929213,97.1771303416563,71.1927445312499,71.1927445312499,9491,cuda:0,torch_lbfgs,l2,leave_height,MID,HELD-OUT,48.47908996563507
True,ID11,-78.10757446289062,1139.6480712890625,-971.2058715820312,21.013657384977865,20.09410788450075,6.148221289062349,6.148221289062349,9510,cuda:0,torch_lbfgs,l2,leave_height,MID,HELD-OUT,48.47908996563507
True,ID13,-181.09645080566406,1082.9561767578125,-180.949462890625,59.28083468230097,19.035702166504414,56.14142324218756,-56.14142324218756,9498,cuda:0,torch_lbfgs,l2,leave_height,MID,HELD-OUT,48.47908996563507
True,ID14,-178.95086669921875,1063.3228759765625,-175.7012481689453,74.52255258191592,27.394129835239923,69.30492402343748,-69.30492402343748,9510,cuda:0,torch_lbfgs,l2,leave_height,MID,HELD-OUT,48.47908996563507
True,ID15,-198.3192596435547,1074.26513671875,-199.49249267578125,59.972272198305525,15.29174912385489,57.989963281250084,-57.989963281250084,9554,cuda:0,torch_lbfgs,l2,leave_height,MID,HELD-OUT,48.47908996563507
True,ID16,-173.92677307128906,1096.498046875,-182.2309112548828,28.02295564492253,11.489810033682017,25.559153124999966,-25.559153124999966,9484,cuda:0,torch_lbfgs,l2,leave_height,MID,HELD-OUT,48.47908996563507
True,ID03,-592.8780517578125,1840.4371337890625,-246.2646942138672,218.59425491250806,40.148334921107775,214.87568378906235,214.87568378906235,9515,cuda:0,torch_lbfgs,l2,leave_height,HIGH,HELD-OUT,47.71562910827763
True,ID06,-182.2721405029297,1753.9962158203125,499.7593078613281,73.66856122489446,25.691031957456133,69.04366582031253,69.04366582031253,9520,cuda:0,torch_lbfgs,l2,leave_height,HIGH,HELD-OUT,47.71562910827763
True,ID09,426.9299621582031,1613.958984375,-44.249942779541016,52.47782555102549,25.66508466122214,45.7736343749998,45.7736343749998,9528,cuda:0,torch_lbfgs,l2,leave_height,HIGH,HELD-OUT,47.71562910827763
True,ID12,0.882400393486023,1670.0518798828125,-969.8449096679688,92.49859264313145,46.56705647926206,79.92182988281229,79.92182988281229,9504,cuda:0,torch_lbfgs,l2,leave_height,HIGH,HELD-OUT,47.71562910827763
True,ID21,-214.4916229248047,1665.7742919921875,-209.5111541748047,69.39713218989158,17.59335474860093,67.12999199218757,67.12999199218757,9503,cuda:0,torch_lbfgs,l2,leave_height,HIGH,HELD-OUT,47.71562910827763
True,ID22,-171.5266571044922,1681.7198486328125,-201.80242919921875,107.9918731940331,69.80478049132745,82.39864863281264,82.39864863281264,9518,cuda:0,torch_lbfgs,l2,leave_height,HIGH,HELD-OUT,47.71562910827763
True,ID23,-183.78656005859375,1704.7347412109375,-265.28143310546875,122.57530907198317,63.126050650935404,105.07049121093769,105.07049121093769,9533,cuda:0,torch_lbfgs,l2,leave_height,HIGH,HELD-OUT,47.71562910827763
True,ID24,-269.46783447265625,1762.8330078125,-289.5054016113281,182.49135045446056,81.5600281243085,163.2515078125,163.2515078125,9518,cuda:0,torch_lbfgs,l2,leave_height,HIGH,HELD-OUT,47.71562910827763
True,ID07,323.4199523925781,86.24065399169922,82.81096649169922,131.8083138639492,40.83075949376103,125.32470100830079,-125.32470100830079,9498,cuda:0,torch_lbfgs,l2,leave_quadrant,NE,HELD-OUT,50.899714364693196
True,ID08,483.93499755859375,1201.3599853515625,-97.50077819824219,117.96911298780472,95.62804247073994,69.0795853515624,69.0795853515624,9491,cuda:0,torch_lbfgs,l2,leave_quadrant,NE,HELD-OUT,50.899714364693196
True,ID09,425.44549560546875,1609.0316162109375,-44.44031524658203,47.630204931606315,24.499366490831072,40.8462662109373,40.8462662109373,9528,cuda:0,torch_lbfgs,l2,leave_quadrant,NE,HELD-OUT,50.899714364693196
True,ID04,-255.2960968017578,-21.11586570739746,494.95465087890625,214.2166574802243,67.5733521255361,203.27965570739747,-203.27965570739747,9534,cuda:0,torch_lbfgs,l2,leave_quadrant,NW,HELD-OUT,46.40342784144201
True,ID05,-146.18826293945312,1177.95751953125,580.3347778320312,135.66905802040935,113.46833080345877,74.37090297167333,74.37090297167333,9495,cuda:0,torch_lbfgs,l2,leave_quadrant,NW,HELD-OUT,46.40342784144201
True,ID06,-182.28700256347656,1756.31884765625,500.1697082519531,75.97429078034587,26.05656190705269,71.36629765625003,71.36629765625003,9520,cuda:0,torch_lbfgs,l2,leave_quadrant,NW,HELD-OUT,46.40342784144201
True,ID13,-181.1763916015625,1083.916748046875,-180.9213409423828,58.36852391077559,19.025198060731924,55.18085195312506,-55.18085195312506,9498,cuda:0,torch_lbfgs,l2,leave_quadrant,NW,HELD-OUT,46.40342784144201
True,ID14,-178.988525390625,1063.996337890625,-175.59835815429688,73.91311433686482,27.438492664573957,68.63146210937498,-68.63146210937498,9510,cuda:0,torch_lbfgs,l2,leave_quadrant,NW,HELD-OUT,46.40342784144201
True,ID15,-198.78114318847656,1075.5511474609375,-199.3275604248047,58.674557582744825,15.078642975366744,56.703952539062584,-56.703952539062584,9554,cuda:0,torch_lbfgs,l2,leave_quadrant,NW,HELD-OUT,46.40342784144201
True,ID16,-174.0277557373047,1097.6136474609375,-182.18524169921875,26.97466237072473,11.408117692445396,24.443552539062466,-24.443552539062466,9484,cuda:0,torch_lbfgs,l2,leave_quadrant,NW,HELD-OUT,46.40342784144201
True,ID19,-204.8865203857422,-22.317096710205078,-83.79666137695312,230.8649632946825,34.466478764150224,228.2776667102051,-228.2776667102051,9485,cuda:0,torch_lbfgs,l2,leave_quadrant,NW,HELD-OUT,46.40342784144201
True,ID10,83.84994506835938,146.10345458984375,-970.0006103515625,99.56534860759496,36.72118667825726,92.54627541015626,-92.54627541015626,9496,cuda:0,torch_lbfgs,l2,leave_quadrant,SE,HELD-OUT,47.34681290290496
True,ID11,-78.07080841064453,1140.2681884765625,-971.7568969726562,21.55250701521568,20.462163935117097,6.768338476562349,6.768338476562349,9510,cuda:0,torch_lbfgs,l2,leave_quadrant,SE,HELD-OUT,47.34681290290496
True,ID12,0.8950461149215698,1670.618896484375,-969.9844970703125,93.01536111269625,46.619770425647054,80.48884648437479,80.48884648437479,9504,cuda:0,torch_lbfgs,l2,leave_quadrant,SE,HELD-OUT,47.34681290290496
True,ID20,-44.319908142089844,66.13728332519531,-235.04464721679688,141.78951246658633,38.64029956735547,136.4228466748047,-136.4228466748047,9505,cuda:0,torch_lbfgs,l2,leave_quadrant,SE,HELD-OUT,47.34681290290496
True,ID01,-455.9383239746094,84.20504760742188,-366.1868591308594,131.93832495055872,87.96253708404006,98.33775297665747,-98.33775297665747,9506,cuda:0,torch_lbfgs,l2,leave_quadrant,SW,HELD-OUT,57.954736600537714
True,ID02,-540.5588989257812,1066.595947265625,-216.1331329345703,58.6941365485891,43.86961936965806,38.99305273437494,-38.99305273437494,9555,cuda:0,torch_lbfgs,l2,leave_quadrant,SW,HELD-OUT,57.954736600537714
True,ID03,-589.4987182617188,1824.3187255859375,-245.7653350830078,202.17637298005502,37.02473758213661,198.75727558593735,198.75727558593735,9515,cuda:0,torch_lbfgs,l2,leave_quadrant,SW,HELD-OUT,57.954736600537714
True,ID17,-151.6731414794922,193.29946899414062,-315.94244384765625,35.165135704606044,31.23247471385187,16.159186005859397,-16.159186005859397,9500,cuda:0,torch_lbfgs,l2,leave_quadrant,SW,HELD-OUT,57.954736600537714
True,ID18,-326.1848449707031,227.54161071777344,-253.26171875,47.203934321634414,42.45440842880717,20.63576071777345,20.63576071777345,9505,cuda:0,torch_lbfgs,l2,leave_quadrant,SW,HELD-OUT,57.954736600537714
True,ID21,-213.8382110595703,1649.033203125,-209.50836181640625,53.34703091549925,17.517538336153045,50.38890312500007,50.38890312500007,9503,cuda:0,torch_lbfgs,l2,leave_quadrant,SW,HELD-OUT,57.954736600537714
True,ID22,-171.08306884765625,1664.6121826171875,-201.61656188964844,95.93044457485604,70.28326817395183,65.29098261718764,65.29098261718764,9518,cuda:0,torch_lbfgs,l2,leave_quadrant,SW,HELD-OUT,57.954736600537714
True,ID23,-183.15463256835938,1687.3675537109375,-265.0579528808594,108.24944681688005,63.451345567667566,87.70330371093769,87.70330371093769,9533,cuda:0,torch_lbfgs,l2,leave_quadrant,SW,HELD-OUT,57.954736600537714
True,ID24,-268.6076965332031,1745.4373779296875,-289.05535888671875,166.67822564548493,80.67027815550958,145.8558779296875,145.8558779296875,9518,cuda:0,torch_lbfgs,l2,leave_quadrant,SW,HELD-OUT,57.954736600537714
True,ID01,-464.12030029296875,45.688018798828125,-327.07476806640625,167.30824890410628,96.24353928378595,136.85478178525122,-136.85478178525122,9506,cuda:0,torch_lbfgs,huber,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID02,-526.267822265625,1058.6680908203125,-223.97152709960938,61.49534127737077,39.750538116757916,46.92090917968744,-46.92090917968744,9555,cuda:0,torch_lbfgs,huber,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID03,-563.3777465820312,1724.8160400390625,-258.18316650390625,99.71422541379854,9.563111734759255,99.25459003906235,99.25459003906235,9515,cuda:0,torch_lbfgs,huber,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID04,-275.1336669921875,47.767024993896484,516.6741943359375,146.73956932440544,58.90679724281549,134.39676500610352,-134.39676500610352,9534,cuda:0,torch_lbfgs,huber,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID05,-185.2388458251953,1109.6513671875,507.307373046875,34.14721016644052,33.60432653650661,6.064750627923331,6.064750627923331,9495,cuda:0,torch_lbfgs,huber,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID06,-166.75999450683594,1787.0050048828125,493.01068115234375,106.7111778071746,31.18608538091864,102.05245488281253,102.05245488281253,9520,cuda:0,torch_lbfgs,huber,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID07,296.6002502441406,87.31159210205078,49.620849609375,136.1687587750181,55.70397896047719,124.25376289794923,-124.25376289794923,9498,cuda:0,torch_lbfgs,huber,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID08,431.717529296875,1204.74755859375,-103.75303649902344,88.74165583187404,51.221015268452895,72.4671585937499,72.4671585937499,9491,cuda:0,torch_lbfgs,huber,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID09,424.0638732910156,1523.2908935546875,-46.882789611816406,49.8976904756614,21.7776788314281,44.8944564453127,-44.8944564453127,9528,cuda:0,torch_lbfgs,huber,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID10,68.09146118164062,177.8446502685547,-949.853271484375,61.96716422846429,11.944526837428205,60.80507973144532,-60.80507973144532,9496,cuda:0,torch_lbfgs,huber,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID11,-87.63639831542969,1157.2764892578125,-965.4071655273438,34.63111088768444,25.179064059630033,23.77663925781235,23.77663925781235,9510,cuda:0,torch_lbfgs,huber,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID12,16.88448715209961,1667.420166015625,-959.7777099609375,98.25766494409056,60.66965210512108,77.29011601562479,77.29011601562479,9504,cuda:0,torch_lbfgs,huber,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID13,-176.62802124023438,1079.598388671875,-184.26158142089844,62.42575670723946,18.889651976745554,59.49921132812506,-59.49921132812506,9498,cuda:0,torch_lbfgs,huber,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID14,-172.46502685546875,1070.9622802734375,-161.88584899902344,74.61109371728092,42.002130690499634,61.66551972656248,-61.66551972656248,9510,cuda:0,torch_lbfgs,huber,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID15,-187.93418884277344,1081.37548828125,-202.605712890625,55.434414879143176,22.00544169841178,50.879611718750084,-50.879611718750084,9554,cuda:0,torch_lbfgs,huber,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID16,-181.19349670410156,1118.6435546875,-166.45706176757812,19.96093651249976,19.666876013655372,3.413645312499966,-3.413645312499966,9484,cuda:0,torch_lbfgs,huber,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID17,-140.75341796875,167.51419067382812,-308.937744140625,60.84588585862073,44.07815488777628,41.9444643261719,-41.9444643261719,9500,cuda:0,torch_lbfgs,huber,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID18,-316.96337890625,228.65994262695312,-236.88539123535156,33.213994620108714,25.098384262787786,21.75409262695314,21.75409262695314,9505,cuda:0,torch_lbfgs,huber,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID19,-176.11593627929688,96.2182388305664,-67.03661346435547,120.06568606994058,48.7071834634675,109.74233116943361,-109.74233116943361,9485,cuda:0,torch_lbfgs,huber,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID20,-65.29820251464844,179.71795654296875,-214.69508361816406,27.922750353876513,16.05973533666751,22.842173457031265,-22.842173457031265,9505,cuda:0,torch_lbfgs,huber,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID21,-178.20875549316406,1595.630126953125,-222.58026123046875,34.256548712001454,34.123685183479544,3.01417304687493,-3.01417304687493,9503,cuda:0,torch_lbfgs,huber,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID22,-212.59164428710938,1578.32470703125,-234.55328369140625,29.17429797288282,20.25554109925953,20.996492968749862,-20.996492968749862,9518,cuda:0,torch_lbfgs,huber,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID23,-200.07814025878906,1668.726806640625,-239.14889526367188,77.27401037105281,34.66462100017847,69.06255664062519,69.06255664062519,9533,cuda:0,torch_lbfgs,huber,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID24,-219.7989044189453,1669.8734130859375,-240.48321533203125,71.77192026623476,14.500189427099537,70.2919130859375,70.2919130859375,9518,cuda:0,torch_lbfgs,huber,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID01,-464.0778503417969,45.7839241027832,-327.0198059082031,167.26813025742106,96.31010904046971,136.75887648129614,-136.75887648129614,9506,cuda:0,torch_lbfgs,huber,loo_position,ID01,HELD-OUT,50.44501406224509
True,ID02,-526.2736206054688,1058.6285400390625,-223.94642639160156,61.53859578986175,39.77076780809219,46.96045996093744,-46.96045996093744,9555,cuda:0,torch_lbfgs,huber,loo_position,ID02,HELD-OUT,51.24910706458937
True,ID03,-563.0782470703125,1724.0845947265625,-258.14874267578125,98.95760964649955,9.262745820642541,98.52314472656235,98.52314472656235,9515,cuda:0,torch_lbfgs,huber,loo_position,ID03,HELD-OUT,50.74733943984202
