script,syntax_compile,torch_version,torch_import,cuda_available,cuda_device_count,b2_backend,raw_total_rows,raw_expected_ratio,checkpoint_status,total_wall_s
/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_V5_rawframe_bruteforce_v2/scripts/run_rawframe_bruteforce_v2.py,PASS,2.12.0+cu126,PASS,True,2,cuda:0,230544,1.000625,OK_RAW_FRAMES,29.672516345977783
