median_3d_mm,p95_3d_mm,rmse_3d_mm,median_vertical_mm,n_positions,fail_rate,loss,split_family,split,evidence_label,dtag_fit_mm,backend
28.996239384911032,28.996239384911032,28.996239384911032,26.589426562499966,1,0.0,l2,loo_position,ID16,HELD-OUT,50.42217562192981,cuda:0
39.90159740631201,39.90159740631201,39.90159740631201,25.30240500000002,1,0.0,l2,loo_position,ID17,HELD-OUT,51.82248104281042,cuda:0
44.826328845618875,44.826328845618875,44.826328845618875,11.601428442382826,1,0.0,l2,loo_position,ID18,HELD-OUT,51.90585012570719,cuda:0
223.75566349035321,223.75566349035321,223.75566349035321,221.1298634036255,1,0.0,l2,loo_position,ID19,HELD-OUT,50.97171282327909,cuda:0
134.84151313972902,134.84151313972902,134.84151313972902,129.21367919433595,1,0.0,l2,loo_position,ID20,HELD-OUT,51.899714364693196,cuda:0
64.9943601143262,64.9943601143262,64.9943601143262,62.57750175781257,1,0.0,l2,loo_position,ID21,HELD-OUT,50.47908996563507,cuda:0
103.79837016355482,103.79837016355482,103.79837016355482,76.66561640625014,1,0.0,l2,loo_position,ID22,HELD-OUT,51.120862571047624,cuda:0
119.07564820869008,119.07564820869008,119.07564820869008,100.92217578125019,1,0.0,l2,loo_position,ID23,HELD-OUT,50.133059248560826,cuda:0
179.3711456423473,179.3711456423473,179.3711456423473,159.861859375,1,0.0,l2,loo_position,ID24,HELD-OUT,49.69492340168246,cuda:0
128.6849931777517,212.55057534411898,137.45381504702465,111.62590091215687,8,0.0,l2,leave_height,LOW,HELD-OUT,54.698594248950855,cuda:0
59.62655344030325,129.38435448650134,78.67713145556176,57.06569326171882,8,0.0,l2,leave_height,MID,HELD-OUT,48.47908996563507,cuda:0
100.24523291858227,205.95823835219142,127.14481066197058,81.16023925781246,8,0.0,l2,leave_height,HIGH,HELD-OUT,47.71562910827763,cuda:0
117.96911298780472,130.42439377633474,105.76511656277728,69.0795853515624,3,0.0,l2,leave_quadrant,NE,HELD-OUT,50.899714364693196,cuda:0
74.94370255860534,225.03805625962212,130.5785027075759,69.9988798828125,8,0.0,l2,leave_quadrant,NW,HELD-OUT,46.40342784144201,cuda:0
96.29035486014561,135.45588788773762,98.91144075690936,86.51756094726552,4,0.0,l2,leave_quadrant,SE,HELD-OUT,47.34681290290496,cuda:0
95.93044457485604,187.97711404622697,113.89124284752977,65.29098261718764,9,0.0,l2,leave_quadrant,SW,HELD-OUT,57.954736600537714,cuda:0
62.19646046785188,145.1539477419973,83.03770287747955,60.15214552978519,24,0.0,huber,all_data,ALL,TRANSDUCTIVE,50.36038839498738,cuda:0
167.26813025742106,167.26813025742106,167.26813025742106,136.75887648129614,1,0.0,huber,loo_position,ID01,HELD-OUT,50.44501406224509,cuda:0
61.53859578986175,61.53859578986175,61.53859578986175,46.96045996093744,1,0.0,huber,loo_position,ID02,HELD-OUT,51.24910706458937,cuda:0
98.95760964649955,98.95760964649955,98.95760964649955,98.52314472656235,1,0.0,huber,loo_position,ID03,HELD-OUT,50.74733943984202,cuda:0
150.47299833321253,150.47299833321253,150.47299833321253,138.3525564794922,1,0.0,huber,loo_position,ID04,HELD-OUT,48.42962419902996,cuda:0
34.660825151186394,34.660825151186394,34.660825151186394,6.134574846673331,1,0.0,huber,loo_position,ID05,HELD-OUT,49.14867523496154,cuda:0
110.83273830327295,110.83273830327295,110.83273830327295,106.27376835937503,1,0.0,huber,loo_position,ID06,HELD-OUT,48.407839775594226,cuda:0
135.70913005820816,135.70913005820816,135.70913005820816,123.67018288085939,1,0.0,huber,loo_position,ID07,HELD-OUT,50.71720308481039,cuda:0
88.4899060660963,88.4899060660963,88.4899060660963,72.1069291015624,1,0.0,huber,loo_position,ID08,HELD-OUT,50.215719551366206,cuda:0
50.18684036453338,50.18684036453338,50.18684036453338,45.2279525390627,1,0.0,huber,loo_position,ID09,HELD-OUT,50.564544482997064,cuda:0
63.59157971263277,63.59157971263277,63.59157971263277,62.37986305664063,1,0.0,huber,loo_position,ID10,HELD-OUT,49.373440214212025,cuda:0
38.449127083698805,38.449127083698805,38.449127083698805,26.94778183593735,1,0.0,huber,loo_position,ID11,HELD-OUT,47.78848948865121,cuda:0
99.31719462460336,99.31719462460336,99.31719462460336,78.54536503906229,1,0.0,huber,loo_position,ID12,HELD-OUT,49.564544482997064,cuda:0
62.47208232989241,62.47208232989241,62.47208232989241,59.53131582031256,1,0.0,huber,loo_position,ID13,HELD-OUT,50.23701345675377,cuda:0
75.14528001096434,75.14528001096434,75.14528001096434,62.18712617187498,1,0.0,huber,loo_position,ID14,HELD-OUT,50.983895496472144,cuda:0
54.997972237441886,54.997972237441886,54.997972237441886,50.492160546875084,1,0.0,huber,loo_position,ID15,HELD-OUT,51.16011910101756,cuda:0
19.971498299595726,19.971498299595726,19.971498299595726,3.482492968749966,1,0.0,huber,loo_position,ID16,HELD-OUT,50.42217562192981,cuda:0
60.4612587926912,60.4612587926912,60.4612587926912,40.092276215820334,1,0.0,huber,loo_position,ID17,HELD-OUT,51.82248104281042,cuda:0
34.100194514681704,34.100194514681704,34.100194514681704,24.111499243164076,1,0.0,huber,loo_position,ID18,HELD-OUT,51.90585012570719,cuda:0
119.13778803485948,119.13778803485948,119.13778803485948,108.83738579589846,1,0.0,huber,loo_position,ID19,HELD-OUT,50.97171282327909,cuda:0
25.93592799673529,25.93592799673529,25.93592799673529,20.501704096679703,1,0.0,huber,loo_position,ID20,HELD-OUT,51.899714364693196,cuda:0
34.31831685353614,34.31831685353614,34.31831685353614,3.23084785156243,1,0.0,huber,loo_position,ID21,HELD-OUT,50.47908996563507,cuda:0
30.159977879716074,30.159977879716074,30.159977879716074,22.059969531249862,1,0.0,huber,loo_position,ID22,HELD-OUT,51.120862571047624,cuda:0
77.58005103574885,77.58005103574885,77.58005103574885,69.43950976562519,1,0.0,huber,loo_position,ID23,HELD-OUT,50.133059248560826,cuda:0
72.92895108109423,72.92895108109423,72.92895108109423,71.4858828125,1,0.0,huber,loo_position,ID24,HELD-OUT,49.69492340168246,cuda:0
86.55886170895377,155.8992003831045,102.96186210055885,78.5091867126465,8,0.0,huber,leave_height,LOW,HELD-OUT,54.698594248950855,cuda:0
58.92011844267815,81.22469638203155,57.69846648045033,49.30693769531251,8,0.0,huber,leave_height,MID,HELD-OUT,48.47908996563507,cuda:0
78.7276733454793,109.72585724862283,79.29796032059471,74.35264990234384,8,0.0,huber,leave_height,HIGH,HELD-OUT,47.71562910827763,cuda:0
89.63291445969092,130.8806546891666,98.24242977711823,73.7274124999999,3,0.0,huber,leave_quadrant,NE,HELD-OUT,50.899714364693196,cuda:0
67.57230228046372,144.6924530286464,91.70994800998693,59.40621806640627,8,0.0,huber,leave_quadrant,NW,HELD-OUT,46.40342784144201,cuda:0
53.02530183783352,96.99070652037346,66.1358953347318,46.56317547363274,4,0.0,huber,leave_quadrant,SE,HELD-OUT,47.34681290290496,cuda:0
59.73290930909719,132.48062687571678,77.59396645907599,46.67615820312494,9,0.0,huber,leave_quadrant,SW,HELD-OUT,57.954736600537714,cuda:0
58.50539535954258,173.20215861268593,225.70091205731214,46.161782211914044,24,0.0,student_t,all_data,ALL,TRANSDUCTIVE,50.36038839498738,cuda:0
179.84417064161693,179.84417064161693,179.84417064161693,147.94232145810278,1,0.0,student_t,loo_position,ID01,HELD-OUT,50.44501406224509,cuda:0
62.773813222538756,62.773813222538756,62.773813222538756,47.89722753906244,1,0.0,student_t,loo_position,ID02,HELD-OUT,51.24910706458937,cuda:0
14.437263902745254,14.437263902745254,14.437263902745254,2.13557148437485,1,0.0,student_t,loo_position,ID03,HELD-OUT,50.74733943984202,cuda:0
1047.9194758521758,1047.9194758521758,1047.9194758521758,760.9869058007812,1,0.0,student_t,loo_position,ID04,HELD-OUT,48.42962419902996,cuda:0
24.90853284263799,24.90853284263799,24.90853284263799,7.615913434576669,1,0.0,student_t,loo_position,ID05,HELD-OUT,49.14867523496154,cuda:0
118.0965775062643,118.0965775062643,118.0965775062643,113.39388554687503,1,0.0,student_t,loo_position,ID06,HELD-OUT,48.407839775594226,cuda:0
135.42793382374893,135.42793382374893,135.42793382374893,120.30005806396485,1,0.0,student_t,loo_position,ID07,HELD-OUT,50.71720308481039,cuda:0
84.23340330141176,84.23340330141176,84.23340330141176,74.2034867187499,1,0.0,student_t,loo_position,ID08,HELD-OUT,50.215719551366206,cuda:0
73.47590453915656,73.47590453915656,73.47590453915656,69.4120345703127,1,0.0,student_t,loo_position,ID09,HELD-OUT,50.564544482997064,cuda:0
58.81364499567302,58.81364499567302,58.81364499567302,58.11875465820313,1,0.0,student_t,loo_position,ID10,HELD-OUT,49.373440214212025,cuda:0
38.06204421098619,38.06204421098619,38.06204421098619,27.15957382812485,1,0.0,student_t,loo_position,ID11,HELD-OUT,47.78848948865121,cuda:0
100.24981954432103,100.24981954432103,100.24981954432103,79.10505742187479,1,0.0,student_t,loo_position,ID12,HELD-OUT,49.564544482997064,cuda:0
62.46328741126963,62.46328741126963,62.46328741126963,59.52618886718756,1,0.0,student_t,loo_position,ID13,HELD-OUT,50.23701345675377,cuda:0
74.87258915109973,74.87258915109973,74.87258915109973,61.06639863281248,1,0.0,student_t,loo_position,ID14,HELD-OUT,50.983895496472144,cuda:0
52.00138414948391,52.00138414948391,52.00138414948391,47.650851953125084,1,0.0,student_t,loo_position,ID15,HELD-OUT,51.16011910101756,cuda:0
21.194204266329496,21.194204266329496,21.194204266329496,1.7068582031249662,1,0.0,student_t,loo_position,ID16,HELD-OUT,50.42217562192981,cuda:0
63.484509924251135,63.484509924251135,63.484509924251135,42.29624044921877,1,0.0,student_t,loo_position,ID17,HELD-OUT,51.82248104281042,cuda:0
34.45645465537895,34.45645465537895,34.45645465537895,25.48749106445314,1,0.0,student_t,loo_position,ID18,HELD-OUT,51.90585012570719,cuda:0
60.080516951019646,60.080516951019646,60.080516951019646,2.927232124023419,1,0.0,student_t,loo_position,ID19,HELD-OUT,50.97171282327909,cuda:0
33.58133975853565,33.58133975853565,33.58133975853565,29.881642460937485,1,0.0,student_t,loo_position,ID20,HELD-OUT,51.899714364693196,cuda:0
47.059396389831235,47.059396389831235,47.059396389831235,20.69825507812493,1,0.0,student_t,loo_position,ID21,HELD-OUT,50.47908996563507,cuda:0
46.08132742540955,46.08132742540955,46.08132742540955,44.16250859374986,1,0.0,student_t,loo_position,ID22,HELD-OUT,51.120862571047624,cuda:0
49.32202091590375,49.32202091590375,49.32202091590375,42.53838671875019,1,0.0,student_t,loo_position,ID23,HELD-OUT,50.133059248560826,cuda:0
18.775146352094122,18.775146352094122,18.775146352094122,18.527386718749995,1,0.0,student_t,loo_position,ID24,HELD-OUT,49.69492340168246,cuda:0
62.9601574748102,743.4356572671161,380.7993653922408,43.82412810791017,8,0.0,student_t,leave_height,LOW,HELD-OUT,54.698594248950855,cuda:0
58.223414635660205,75.78289603207567,55.400088331099504,48.57219648437501,8,0.0,student_t,leave_height,MID,HELD-OUT,48.47908996563507,cuda:0
47.963417191671255,113.66275420951004,67.58022307567138,42.487593652343776,8,0.0,student_t,leave_height,HIGH,HELD-OUT,47.71562910827763,cuda:0
84.712097452377,130.20491924505936,101.58085651931232,74.9166214843749,3,0.0,student_t,leave_quadrant,NE,HELD-OUT,50.899714364693196,cuda:0
61.107867106520416,724.1326741093616,375.8173036268425,53.62608134765628,8,0.0,student_t,leave_quadrant,NW,HELD-OUT,46.40342784144201,cuda:0
50.54500242292147,97.13057385531995,64.86822275512691,44.59424236816399,4,0.0,student_t,leave_quadrant,SE,HELD-OUT,47.34681290290496,cuda:0
55.08167918066156,131.00496380975997,73.73145604240239,34.17728292968752,9,0.0,student_t,leave_quadrant,SW,HELD-OUT,57.954736600537714,cuda:0
53.50686864427492,95.26730356899796,59.91597331468873,24.09279532226556,24,0.0,asymmetric,all_data,ALL,TRANSDUCTIVE,50.36038839498738,cuda:0
84.7797977709135,84.7797977709135,84.7797977709135,7.391265549899657,1,0.0,asymmetric,loo_position,ID01,HELD-OUT,50.44501406224509,cuda:0
82.18979320431012,82.18979320431012,82.18979320431012,65.90247656249994,1,0.0,asymmetric,loo_position,ID02,HELD-OUT,51.24910706458937,cuda:0
38.829003609233304,38.829003609233304,38.829003609233304,35.29682636718735,1,0.0,asymmetric,loo_position,ID03,HELD-OUT,50.74733943984202,cuda:0
114.59240484822436,114.59240484822436,114.59240484822436,96.46008516601563,1,0.0,asymmetric,loo_position,ID04,HELD-OUT,48.42962419902996,cuda:0
56.29406174665651,56.29406174665651,56.29406174665651,0.6812210517641688,1,0.0,asymmetric,loo_position,ID05,HELD-OUT,49.14867523496154,cuda:0
25.730403093167116,25.730403093167116,25.730403093167116,16.332188671874974,1,0.0,asymmetric,loo_position,ID06,HELD-OUT,48.407839775594226,cuda:0
56.668853566556145,56.668853566556145,56.668853566556145,14.153672871093761,1,0.0,asymmetric,loo_position,ID07,HELD-OUT,50.71720308481039,cuda:0
57.504477291361276,57.504477291361276,57.504477291361276,36.0526167968751,1,0.0,asymmetric,loo_position,ID08,HELD-OUT,50.215719551366206,cuda:0
61.24717668956372,61.24717668956372,61.24717668956372,55.8452621093752,1,0.0,asymmetric,loo_position,ID09,HELD-OUT,50.564544482997064,cuda:0
29.336366708637453,29.336366708637453,29.336366708637453,28.193019184570318,1,0.0,asymmetric,loo_position,ID10,HELD-OUT,49.373440214212025,cuda:0
23.30815550704933,23.30815550704933,23.30815550704933,8.055880273437651,1,0.0,asymmetric,loo_position,ID11,HELD-OUT,47.78848948865121,cuda:0
51.46432751527672,51.46432751527672,51.46432751527672,12.88081425781229,1,0.0,asymmetric,loo_position,ID12,HELD-OUT,49.564544482997064,cuda:0
80.25011753360559,80.25011753360559,80.25011753360559,73.57806875000006,1,0.0,asymmetric,loo_position,ID13,HELD-OUT,50.23701345675377,cuda:0
65.44450927831438,65.44450927831438,65.44450927831438,59.11046601562498,1,0.0,asymmetric,loo_position,ID14,HELD-OUT,50.983895496472144,cuda:0
97.38703234476363,97.38703234476363,97.38703234476363,90.43039296875008,1,0.0,asymmetric,loo_position,ID15,HELD-OUT,51.16011910101756,cuda:0
21.744463373275178,21.744463373275178,21.744463373275178,17.918528124999966,1,0.0,asymmetric,loo_position,ID16,HELD-OUT,50.42217562192981,cuda:0
68.07108457857922,68.07108457857922,68.07108457857922,65.8861020800781,1,0.0,asymmetric,loo_position,ID17,HELD-OUT,51.82248104281042,cuda:0
79.77989708739878,79.77989708739878,79.77989708739878,65.58243125000001,1,0.0,asymmetric,loo_position,ID18,HELD-OUT,51.90585012570719,cuda:0
46.7551956360593,46.7551956360593,46.7551956360593,13.80909600097658,1,0.0,asymmetric,loo_position,ID19,HELD-OUT,50.97171282327909,cuda:0
28.14411302048347,28.14411302048347,28.14411302048347,17.44783508789061,1,0.0,asymmetric,loo_position,ID20,HELD-OUT,51.899714364693196,cuda:0
45.15103166100279,45.15103166100279,45.15103166100279,39.15345527343743,1,0.0,asymmetric,loo_position,ID21,HELD-OUT,50.47908996563507,cuda:0
30.42863093469092,30.42863093469092,30.42863093469092,22.698031054687362,1,0.0,asymmetric,loo_position,ID22,HELD-OUT,51.120862571047624,cuda:0
39.756744298038775,39.756744298038775,39.756744298038775,2.192814453124811,1,0.0,asymmetric,loo_position,ID23,HELD-OUT,50.133059248560826,cuda:0
41.4336413199331,41.4336413199331,41.4336413199331,15.353314453124995,1,0.0,asymmetric,loo_position,ID24,HELD-OUT,49.69492340168246,cuda:0
63.77071846211278,98.03724616819889,67.75645572047378,20.972038464355464,8,0.0,asymmetric,leave_height,LOW,HELD-OUT,54.698594248950855,cuda:0
61.395575787819425,91.05095773755549,65.18476293067918,46.91369472656254,8,0.0,asymmetric,leave_height,MID,HELD-OUT,48.47908996563507,cuda:0
42.47817826840071,55.54487198246367,42.497702750738576,17.79941542968743,8,0.0,asymmetric,leave_height,HIGH,HELD-OUT,47.71562910827763,cuda:0
57.28676496219313,61.21576092087956,58.56455337632468,36.2874800781251,3,0.0,asymmetric,leave_quadrant,NE,HELD-OUT,50.899714364693196,cuda:0
61.10197534359624,109.93745041511049,70.87730441181215,39.08101208740234,8,0.0,asymmetric,leave_quadrant,NW,HELD-OUT,46.40342784144201,cuda:0
28.631994647332736,48.71666622256567,34.899715294387434,13.300974758300669,4,0.0,asymmetric,leave_quadrant,SE,HELD-OUT,47.34681290290496,cuda:0
54.77508240541364,85.50503700661679,63.00035475152975,33.65164433593736,9,0.0,asymmetric,leave_quadrant,SW,HELD-OUT,57.954736600537714,cuda:0
