row_spec,stage,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R4:L0:I0:T6,simulate_imu_prior,0.09996331899310462,,,,
R4:L0:I0:T6,cpu_golden,20.527249973005382,,,,
R4:L0:I0:T6,torch_gpu,2.358162236996577,0,1,2.358162236996577,2.358162236996577
R4:L0:I0:T8,simulate_imu_prior,0.10241076600505039,,,,
R4:L0:I0:T8,cpu_golden,20.563072669989197,,,,
R4:L0:I0:T8,torch_gpu,2.213412495999364,0,1,2.213412495999364,2.213412495999364
R4:L0:I1:T6,simulate_imu_prior,0.10675187299784739,,,,
R4:L0:I1:T6,cpu_golden,20.771355657998356,,,,
R4:L0:I1:T6,torch_gpu,2.1696827330015367,0,1,2.1696827330015367,2.1696827330015367
R4:L0:I1:T8,simulate_imu_prior,0.10083289099566173,,,,
R4:L0:I1:T8,cpu_golden,20.93005632000859,,,,
R4:L0:I1:T8,torch_gpu,2.079651552994619,0,1,2.079651552994619,2.079651552994619
