row_spec,seed_id,stage,cache_key,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R2:L3:I0:T6,S00,simulate_imu_prior,L3:I0,0.3157281600033457,,,,
R2:L3:I0:T6,S00,build_track_tensors,L3:I0,0.14515301099891076,,,,
R2:L3:I0:T6,S00,torch_gpu,,0.7968387510009052,0,1,0.7968387510009052,0.7968387510009052
R2:L3:I0:T8,S00,torch_gpu,,0.35440344300150173,0,1,0.35440344300150173,0.35440344300150173
R2:L3:I1:T6,S00,simulate_imu_prior,L3:I1,0.3187987550008984,,,,
R2:L3:I1:T6,S00,build_track_tensors,L3:I1,0.0498698509982205,,,,
R2:L3:I1:T6,S00,torch_gpu,,0.34459945400158176,0,1,0.34459945400158176,0.34459945400158176
R2:L3:I1:T8,S00,torch_gpu,,0.40499685699978727,0,1,0.40499685699978727,0.40499685699978727
R2:L3:I3:T6,S00,simulate_imu_prior,L3:I3,0.31467574300040724,,,,
R2:L3:I3:T6,S00,build_track_tensors,L3:I3,0.15454464699723758,,,,
R2:L3:I3:T6,S00,torch_gpu,,0.4192440289989463,0,1,0.4192440289989463,0.4192440289989463
R2:L3:I3:T8,S00,torch_gpu,,0.4826679569996486,0,1,0.4826679569996486,0.4826679569996486
R2:L3:I4:T6,S00,simulate_imu_prior,L3:I4,0.31724015600048006,,,,
R2:L3:I4:T6,S00,build_track_tensors,L3:I4,0.05378091000238783,,,,
R2:L3:I4:T6,S00,torch_gpu,,0.3246227820018248,0,1,0.3246227820018248,0.3246227820018248
R2:L3:I4:T8,S00,torch_gpu,,0.299693296001351,0,1,0.299693296001351,0.299693296001351
