experiment_id,seed_id,wall_time_s,status
B0_A0_U4_P0_T1,S00,0.09238149599696044,ok
X_A0_L0_I0_T11,S00,0.4338025470060529,ok
X_A0_L0_I1_T11,S00,0.4083641350007383,ok
X_A0_L0_I3_T11,S00,0.5289404790091794,ok
X_A0_L0_I4_T11,S00,0.41878283000551164,ok
X_A0_L0_I7_T11,S00,0.4768169260059949,ok
X_A0_L0_I8_T11,S00,0.4046510589978425,ok
X_A0_L0_I1+I3+I7_T11,S00,0.43530459799512755,ok
X_A0_L0_I1+I2+I3+I8_T11,S00,0.37409226699674036,ok
X_A0_L1_I0_T11,S00,1.2830817179929,ok
X_A0_L1_I1_T11,S00,1.3875759319926146,ok
X_A0_L1_I3_T11,S00,1.3534093580092303,ok
X_A0_L1_I4_T11,S00,1.4069278579991078,ok
X_A0_L1_I7_T11,S00,1.323643757001264,ok
X_A0_L1_I8_T11,S00,1.323961784990388,ok
X_A0_L1_I1+I3+I7_T11,S00,1.3544784760015318,ok
X_A0_L1_I1+I2+I3+I8_T11,S00,1.2866249229991809,ok
X_A0_L2_I0_T11,S00,1.2037251629953971,ok
X_A0_L2_I1_T11,S00,1.3359590379986912,ok
X_A0_L2_I3_T11,S00,1.1140985809906852,ok
X_A0_L2_I4_T11,S00,1.2145035290013766,ok
X_A0_L2_I7_T11,S00,1.081623567006318,ok
X_A0_L2_I8_T11,S00,1.143587511003716,ok
X_A0_L2_I1+I3+I7_T11,S00,1.2087659630051348,ok
X_A0_L2_I1+I2+I3+I8_T11,S00,1.1574748829880264,ok
X_A0_L3_I0_T11,S00,1.279017353997915,ok
X_A0_L3_I1_T11,S00,1.2224317039945163,ok
X_A0_L3_I3_T11,S00,0.9553132970031584,ok
X_A0_L3_I4_T11,S00,1.1609197950019734,ok
X_A0_L3_I7_T11,S00,1.1908441549894633,ok
X_A0_L3_I8_T11,S00,1.1194476179953199,ok
X_A0_L3_I1+I3+I7_T11,S00,1.1683867709944025,ok
X_A0_L3_I1+I2+I3+I8_T11,S00,1.007782650005538,ok
X_A0_L4_I0_T11,S00,1.1969366539997282,ok
X_A0_L4_I1_T11,S00,1.1854246690054424,ok
X_A0_L4_I3_T11,S00,1.1891208979941439,ok
X_A0_L4_I4_T11,S00,1.129115201998502,ok
X_A0_L4_I7_T11,S00,1.1840186199988239,ok
X_A0_L4_I8_T11,S00,1.2539724949892843,ok
X_A0_L4_I1+I3+I7_T11,S00,1.1809460310032591,ok
X_A0_L4_I1+I2+I3+I8_T11,S00,1.1477627160056727,ok
X_A0_L5_I0_T11,S00,1.150362430998939,ok
X_A0_L5_I1_T11,S00,0.9971597560070222,ok
X_A0_L5_I3_T11,S00,1.1037536630028626,ok
X_A0_L5_I4_T11,S00,1.1016036849905504,ok
X_A0_L5_I7_T11,S00,1.163341842009686,ok
X_A0_L5_I8_T11,S00,1.1600322180020157,ok
X_A0_L5_I1+I3+I7_T11,S00,1.231258172003436,ok
X_A0_L5_I1+I2+I3+I8_T11,S00,1.1966539669956546,ok
X_A0_L7_I0_T11,S00,1.2198325270001078,ok
X_A0_L7_I1_T11,S00,1.0929026150115533,ok
X_A0_L7_I3_T11,S00,1.156193065995467,ok
X_A0_L7_I4_T11,S00,1.1389624559960794,ok
X_A0_L7_I7_T11,S00,1.107813365990296,ok
X_A0_L7_I8_T11,S00,1.1627481229952537,ok
X_A0_L7_I1+I3+I7_T11,S00,1.0762548409984447,ok
X_A0_L7_I1+I2+I3+I8_T11,S00,1.1744439309986774,ok
X_A0_L8_I0_T11,S00,1.100655825008289,ok
X_A0_L8_I1_T11,S00,1.1594289030035725,ok
X_A0_L8_I3_T11,S00,1.3304789280082332,ok
X_A0_L8_I4_T11,S00,1.1311502489988925,ok
X_A0_L8_I7_T11,S00,1.1858673649985576,ok
X_A0_L8_I8_T11,S00,1.2122538249968784,ok
X_A0_L8_I1+I3+I7_T11,S00,1.1731092760019237,ok
X_A0_L8_I1+I2+I3+I8_T11,S00,1.177545687998645,ok
