row_spec,stage,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R4:L2:I1+I2+I3+I8:T6,simulate_imu_prior,0.5581106370082125,,,,
R4:L2:I1+I2+I3+I8:T6,cpu_golden,18.109967091004364,,,,
R4:L2:I1+I2+I3+I8:T6,torch_gpu,1.975347478990443,0,1,1.975347478990443,1.975347478990443
R4:L2:I1+I2+I3+I8:T8,simulate_imu_prior,0.5503461270127445,,,,
R4:L2:I1+I2+I3+I8:T8,cpu_golden,18.059238807007205,,,,
R4:L2:I1+I2+I3+I8:T8,torch_gpu,1.8095989550056402,0,1,1.8095989550056402,1.8095989550056402
