mode,status,position_rms_m,position_p95_m,velocity_rms_mps,velocity_p95_mps,stationary_fraction
B0,CANONICAL_T4,0.463109971782,0.736515324227,,,
S1,HISTORICAL_COMPARISON,0.48491740507,0.7669833972,0.493845820447,1.15023113949,0.58598265896
S2P,FROZEN_CANONICAL_REPLAY,0.488238672555,0.764133385543,0.447503895927,1.07637997238,0.691605359958
S2R,FROZEN_CANONICAL_REPLAY,63.8352624975,119.86496349,3.43976712736,10.8595743756,0.691605359958
