row_spec,stage,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s,chunk_id,gpu_device,child_run_id,seed_id
R2:L11:I1:T6,simulate_imu_prior,0.9820064940140584,,,,,partial_raw_0073,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0073_cuda0,
R2:L11:I1:T6,cpu_golden,24.47209694600315,,,,,partial_raw_0073,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0073_cuda0,
R2:L11:I1:T6,torch_gpu,2.11379650697927,0.0,1.0,2.11379650697927,2.11379650697927,partial_raw_0073,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0073_cuda0,
R2:L11:I1:T8,simulate_imu_prior,0.5376633380074054,,,,,partial_raw_0073,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0073_cuda0,
R2:L11:I1:T8,cpu_golden,25.79652407197864,,,,,partial_raw_0073,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0073_cuda0,
R2:L11:I1:T8,torch_gpu,3.133154754003044,0.0,1.0,3.133154754003044,3.133154754003044,partial_raw_0073,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0073_cuda0,
R2:L11:I3:T6,simulate_imu_prior,0.9715856949915178,,,,,partial_raw_0074,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0074_cuda0,
R2:L11:I3:T6,cpu_golden,23.27804709499469,,,,,partial_raw_0074,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0074_cuda0,
R2:L11:I3:T6,torch_gpu,2.1982329340244178,0.0,1.0,2.1982329340244178,2.1982329340244178,partial_raw_0074,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0074_cuda0,
R2:L11:I3:T8,simulate_imu_prior,0.6863097180030309,,,,,partial_raw_0074,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0074_cuda0,
R2:L11:I3:T8,cpu_golden,21.436049062001985,,,,,partial_raw_0074,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0074_cuda0,
R2:L11:I3:T8,torch_gpu,2.205788710998604,0.0,1.0,2.205788710998604,2.205788710998604,partial_raw_0074,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0074_cuda0,
R2:L11:I4:T6,simulate_imu_prior,0.9004969160014298,,,,,partial_raw_0075,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0075_cuda1,
R2:L11:I4:T6,cpu_golden,22.628551221016096,,,,,partial_raw_0075,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0075_cuda1,
R2:L11:I4:T6,torch_gpu,2.8296334159967955,0.0,1.0,2.8296334159967955,2.8296334159967955,partial_raw_0075,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0075_cuda1,
R2:L11:I4:T8,simulate_imu_prior,0.9763677820155864,,,,,partial_raw_0075,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0075_cuda1,
R2:L11:I4:T8,cpu_golden,27.266030068974946,,,,,partial_raw_0075,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0075_cuda1,
R2:L11:I4:T8,torch_gpu,3.1286303589877207,0.0,1.0,3.1286303589877207,3.1286303589877207,partial_raw_0075,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0075_cuda1,
R2:L11:I7:T6,simulate_imu_prior,0.6765144919918384,,,,,partial_raw_0076,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0076_cuda1,
R2:L11:I7:T6,cpu_golden,28.33263286200236,,,,,partial_raw_0076,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0076_cuda1,
R2:L11:I7:T6,torch_gpu,2.3160853930166923,0.0,1.0,2.3160853930166923,2.3160853930166923,partial_raw_0076,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0076_cuda1,
R2:L11:I7:T8,simulate_imu_prior,0.6552881310053635,,,,,partial_raw_0076,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0076_cuda1,
R2:L11:I7:T8,cpu_golden,25.208208333002403,,,,,partial_raw_0076,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0076_cuda1,
R2:L11:I7:T8,torch_gpu,2.509244893008145,0.0,1.0,2.509244893008145,2.509244893008145,partial_raw_0076,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0076_cuda1,
R2:L11:I8:T6,simulate_imu_prior,0.9354679819953162,,,,,partial_raw_0077,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0077_cuda1,
R2:L11:I8:T6,cpu_golden,26.43038065597648,,,,,partial_raw_0077,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0077_cuda1,
R2:L11:I8:T6,torch_gpu,2.051791617006529,0.0,1.0,2.051791617006529,2.051791617006529,partial_raw_0077,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0077_cuda1,
R2:L11:I8:T8,simulate_imu_prior,0.5679955090163276,,,,,partial_raw_0077,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0077_cuda1,
R2:L11:I8:T8,cpu_golden,23.67549131100532,,,,,partial_raw_0077,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0077_cuda1,
R2:L11:I8:T8,torch_gpu,2.5622747729939874,0.0,1.0,2.5622747729939874,2.5622747729939874,partial_raw_0077,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0077_cuda1,
R2:L11:I1+I3+I7:T6,simulate_imu_prior,0.9700516610173509,,,,,partial_raw_0078,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0078_cuda1,
R2:L11:I1+I3+I7:T6,cpu_golden,30.42511402798118,,,,,partial_raw_0078,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0078_cuda1,
R2:L11:I1+I3+I7:T6,torch_gpu,2.3412847750005312,0.0,1.0,2.3412847750005312,2.3412847750005312,partial_raw_0078,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0078_cuda1,
R2:L11:I1+I3+I7:T8,simulate_imu_prior,0.5301997110072989,,,,,partial_raw_0078,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0078_cuda1,
R2:L11:I1+I3+I7:T8,cpu_golden,23.78805202699732,,,,,partial_raw_0078,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0078_cuda1,
R2:L11:I1+I3+I7:T8,torch_gpu,2.3674872019910254,0.0,1.0,2.3674872019910254,2.3674872019910254,partial_raw_0078,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0078_cuda1,
R2:L11:I1+I2+I3+I8:T6,simulate_imu_prior,0.5284255750011653,,,,,partial_raw_0079,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0079_cuda0,
R2:L11:I1+I2+I3+I8:T6,cpu_golden,23.97188773998641,,,,,partial_raw_0079,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0079_cuda0,
R2:L11:I1+I2+I3+I8:T6,torch_gpu,2.3085915310075507,0.0,1.0,2.3085915310075507,2.3085915310075507,partial_raw_0079,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0079_cuda0,
R2:L11:I1+I2+I3+I8:T8,simulate_imu_prior,0.9235645500011742,,,,,partial_raw_0079,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0079_cuda0,
R2:L11:I1+I2+I3+I8:T8,cpu_golden,30.162688546988647,,,,,partial_raw_0079,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0079_cuda0,
R2:L11:I1+I2+I3+I8:T8,torch_gpu,2.2070881480176467,0.0,1.0,2.2070881480176467,2.2070881480176467,partial_raw_0079,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0079_cuda0,
R2:L12:I0:T6,simulate_imu_prior,0.6213031089864671,,,,,partial_raw_0080,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0080_cuda0,
R2:L12:I0:T6,cpu_golden,22.83429034799337,,,,,partial_raw_0080,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0080_cuda0,
R2:L12:I0:T6,torch_gpu,3.273186253005406,0.0,1.0,3.273186253005406,3.273186253005406,partial_raw_0080,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0080_cuda0,
R2:L12:I0:T8,simulate_imu_prior,0.990276806987822,,,,,partial_raw_0080,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0080_cuda0,
R2:L12:I0:T8,cpu_golden,23.106704086007085,,,,,partial_raw_0080,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0080_cuda0,
R2:L12:I0:T8,torch_gpu,2.0883793350076303,0.0,1.0,2.0883793350076303,2.0883793350076303,partial_raw_0080,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0080_cuda0,
R2:L12:I1:T6,simulate_imu_prior,0.987341464002384,,,,,partial_raw_0081,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0081_cuda0,
R2:L12:I1:T6,cpu_golden,22.456686172023183,,,,,partial_raw_0081,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0081_cuda0,
R2:L12:I1:T6,torch_gpu,2.248053963005077,0.0,1.0,2.248053963005077,2.248053963005077,partial_raw_0081,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0081_cuda0,
R2:L12:I1:T8,simulate_imu_prior,0.5840942170179915,,,,,partial_raw_0081,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0081_cuda0,
R2:L12:I1:T8,cpu_golden,21.97000999498414,,,,,partial_raw_0081,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0081_cuda0,
R2:L12:I1:T8,torch_gpu,2.081222092005192,0.0,1.0,2.081222092005192,2.081222092005192,partial_raw_0081,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0081_cuda0,
R2:L12:I3:T6,simulate_imu_prior,0.9849954489909578,,,,,partial_raw_0082,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0082_cuda0,
R2:L12:I3:T6,cpu_golden,28.18830901599722,,,,,partial_raw_0082,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0082_cuda0,
R2:L12:I3:T6,torch_gpu,3.0060373349988367,0.0,1.0,3.0060373349988367,3.0060373349988367,partial_raw_0082,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0082_cuda0,
R2:L12:I3:T8,simulate_imu_prior,1.001293142006034,,,,,partial_raw_0082,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0082_cuda0,
R2:L12:I3:T8,cpu_golden,21.50348124300945,,,,,partial_raw_0082,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0082_cuda0,
R2:L12:I3:T8,torch_gpu,2.218649426009506,0.0,1.0,2.218649426009506,2.218649426009506,partial_raw_0082,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0082_cuda0,
R2:L12:I4:T6,simulate_imu_prior,0.9182466710044536,,,,,partial_raw_0083,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0083_cuda1,
R2:L12:I4:T6,cpu_golden,21.04582197099808,,,,,partial_raw_0083,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0083_cuda1,
R2:L12:I4:T6,torch_gpu,2.2998779059853405,0.0,1.0,2.2998779059853405,2.2998779059853405,partial_raw_0083,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0083_cuda1,
R2:L12:I4:T8,simulate_imu_prior,0.5425556999980472,,,,,partial_raw_0083,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0083_cuda1,
R2:L12:I4:T8,cpu_golden,30.406365547009045,,,,,partial_raw_0083,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0083_cuda1,
R2:L12:I4:T8,torch_gpu,3.2900804529781453,0.0,1.0,3.2900804529781453,3.2900804529781453,partial_raw_0083,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0083_cuda1,
R2:L12:I7:T6,simulate_imu_prior,0.6201487699872814,,,,,partial_raw_0084,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0084_cuda1,
R2:L12:I7:T6,cpu_golden,29.526725892996183,,,,,partial_raw_0084,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0084_cuda1,
R2:L12:I7:T6,torch_gpu,2.4844808890193235,0.0,1.0,2.4844808890193235,2.4844808890193235,partial_raw_0084,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0084_cuda1,
R2:L12:I7:T8,simulate_imu_prior,0.5529391349991783,,,,,partial_raw_0084,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0084_cuda1,
R2:L12:I7:T8,cpu_golden,21.999783555977046,,,,,partial_raw_0084,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0084_cuda1,
R2:L12:I7:T8,torch_gpu,2.3069976110127755,0.0,1.0,2.3069976110127755,2.3069976110127755,partial_raw_0084,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0084_cuda1,
R2:L12:I8:T6,simulate_imu_prior,0.5294063750188798,,,,,partial_raw_0085,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0085_cuda1,
R2:L12:I8:T6,cpu_golden,24.20290362898959,,,,,partial_raw_0085,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0085_cuda1,
R2:L12:I8:T6,torch_gpu,2.0385211769898888,0.0,1.0,2.0385211769898888,2.0385211769898888,partial_raw_0085,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0085_cuda1,
R2:L12:I8:T8,simulate_imu_prior,0.5454088060068898,,,,,partial_raw_0085,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0085_cuda1,
R2:L12:I8:T8,cpu_golden,24.89515295700403,,,,,partial_raw_0085,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0085_cuda1,
R2:L12:I8:T8,torch_gpu,2.8252584639994893,0.0,1.0,2.8252584639994893,2.8252584639994893,partial_raw_0085,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0085_cuda1,
R2:L12:I1+I3+I7:T6,simulate_imu_prior,0.974439487006748,,,,,partial_raw_0086,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0086_cuda1,
R2:L12:I1+I3+I7:T6,cpu_golden,24.9123679260083,,,,,partial_raw_0086,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0086_cuda1,
R2:L12:I1+I3+I7:T6,torch_gpu,2.426662704005139,0.0,1.0,2.426662704005139,2.426662704005139,partial_raw_0086,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0086_cuda1,
R2:L12:I1+I3+I7:T8,simulate_imu_prior,0.5688611819932703,,,,,partial_raw_0086,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0086_cuda1,
R2:L12:I1+I3+I7:T8,cpu_golden,29.16710398098803,,,,,partial_raw_0086,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0086_cuda1,
R2:L12:I1+I3+I7:T8,torch_gpu,2.039743829984218,0.0,1.0,2.039743829984218,2.039743829984218,partial_raw_0086,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0086_cuda1,
R2:L12:I1+I2+I3+I8:T6,simulate_imu_prior,0.5498081599944271,,,,,partial_raw_0087,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0087_cuda0,
R2:L12:I1+I2+I3+I8:T6,cpu_golden,27.09529427200323,,,,,partial_raw_0087,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0087_cuda0,
R2:L12:I1+I2+I3+I8:T6,torch_gpu,2.235600232001161,0.0,1.0,2.235600232001161,2.235600232001161,partial_raw_0087,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0087_cuda0,
R2:L12:I1+I2+I3+I8:T8,simulate_imu_prior,0.6758332060126122,,,,,partial_raw_0087,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0087_cuda0,
R2:L12:I1+I2+I3+I8:T8,cpu_golden,22.450265788007528,,,,,partial_raw_0087,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0087_cuda0,
R2:L12:I1+I2+I3+I8:T8,torch_gpu,3.0248331369948573,0.0,1.0,3.0248331369948573,3.0248331369948573,partial_raw_0087,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0087_cuda0,
R2:L13:I0:T6,simulate_imu_prior,0.5699318989936728,,,,,partial_raw_0088,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0088_cuda0,
R2:L13:I0:T6,cpu_golden,25.97252700300305,,,,,partial_raw_0088,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0088_cuda0,
R2:L13:I0:T6,torch_gpu,2.068650721979793,0.0,1.0,2.068650721979793,2.068650721979793,partial_raw_0088,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0088_cuda0,
R2:L13:I0:T8,simulate_imu_prior,0.5369871289876755,,,,,partial_raw_0088,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0088_cuda0,
R2:L13:I0:T8,cpu_golden,19.96117923900601,,,,,partial_raw_0088,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0088_cuda0,
R2:L13:I0:T8,torch_gpu,2.2533634480205365,0.0,1.0,2.2533634480205365,2.2533634480205365,partial_raw_0088,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0088_cuda0,
R2:L13:I1:T6,simulate_imu_prior,1.0004157229850534,,,,,partial_raw_0089,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0089_cuda0,
R2:L13:I1:T6,cpu_golden,24.383222161995945,,,,,partial_raw_0089,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0089_cuda0,
R2:L13:I1:T6,torch_gpu,2.283533993002493,0.0,1.0,2.283533993002493,2.283533993002493,partial_raw_0089,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0089_cuda0,
R2:L13:I1:T8,simulate_imu_prior,0.9586934660037514,,,,,partial_raw_0089,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0089_cuda0,
R2:L13:I1:T8,cpu_golden,20.09055966700544,,,,,partial_raw_0089,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0089_cuda0,
R2:L13:I1:T8,torch_gpu,3.1239625749876723,0.0,1.0,3.1239625749876723,3.1239625749876723,partial_raw_0089,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0089_cuda0,
R2:L13:I3:T6,simulate_imu_prior,0.6294591600017156,,,,,partial_raw_0090,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0090_cuda0,
R2:L13:I3:T6,cpu_golden,22.80417197899078,,,,,partial_raw_0090,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0090_cuda0,
R2:L13:I3:T6,torch_gpu,2.544420355989132,0.0,1.0,2.544420355989132,2.544420355989132,partial_raw_0090,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0090_cuda0,
R2:L13:I3:T8,simulate_imu_prior,0.9652950069867074,,,,,partial_raw_0090,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0090_cuda0,
R2:L13:I3:T8,cpu_golden,29.993306791991927,,,,,partial_raw_0090,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0090_cuda0,
R2:L13:I3:T8,torch_gpu,2.9720132180082146,0.0,1.0,2.9720132180082146,2.9720132180082146,partial_raw_0090,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0090_cuda0,
R2:L13:I4:T6,simulate_imu_prior,0.9796186109888368,,,,,partial_raw_0091,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0091_cuda1,
R2:L13:I4:T6,cpu_golden,30.114388443995267,,,,,partial_raw_0091,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0091_cuda1,
R2:L13:I4:T6,torch_gpu,2.6467573510017246,0.0,1.0,2.6467573510017246,2.6467573510017246,partial_raw_0091,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0091_cuda1,
R2:L13:I4:T8,simulate_imu_prior,0.6996200399880763,,,,,partial_raw_0091,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0091_cuda1,
R2:L13:I4:T8,cpu_golden,23.71674656899995,,,,,partial_raw_0091,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0091_cuda1,
R2:L13:I4:T8,torch_gpu,3.152989380992949,0.0,1.0,3.152989380992949,3.152989380992949,partial_raw_0091,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0091_cuda1,
R2:L13:I7:T6,simulate_imu_prior,0.9822751460014842,,,,,partial_raw_0092,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0092_cuda1,
R2:L13:I7:T6,cpu_golden,23.695123701007105,,,,,partial_raw_0092,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0092_cuda1,
R2:L13:I7:T6,torch_gpu,1.936683472013101,0.0,1.0,1.936683472013101,1.936683472013101,partial_raw_0092,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0092_cuda1,
R2:L13:I7:T8,simulate_imu_prior,0.5391121429856867,,,,,partial_raw_0092,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0092_cuda1,
R2:L13:I7:T8,cpu_golden,23.577331896987744,,,,,partial_raw_0092,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0092_cuda1,
R2:L13:I7:T8,torch_gpu,1.9356425479927568,0.0,1.0,1.9356425479927568,1.9356425479927568,partial_raw_0092,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0092_cuda1,
R2:L13:I8:T6,simulate_imu_prior,0.5573339029797353,,,,,partial_raw_0093,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0093_cuda1,
R2:L13:I8:T6,cpu_golden,25.4857711570221,,,,,partial_raw_0093,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0093_cuda1,
R2:L13:I8:T6,torch_gpu,3.018059458991047,0.0,1.0,3.018059458991047,3.018059458991047,partial_raw_0093,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0093_cuda1,
R2:L13:I8:T8,simulate_imu_prior,0.9449400599987712,,,,,partial_raw_0093,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0093_cuda1,
R2:L13:I8:T8,cpu_golden,27.365062445984226,,,,,partial_raw_0093,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0093_cuda1,
R2:L13:I8:T8,torch_gpu,2.5418575039948337,0.0,1.0,2.5418575039948337,2.5418575039948337,partial_raw_0093,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0093_cuda1,
R2:L13:I1+I3+I7:T6,simulate_imu_prior,0.9498768970079254,,,,,partial_raw_0094,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0094_cuda1,
R2:L13:I1+I3+I7:T6,cpu_golden,21.534200978989247,,,,,partial_raw_0094,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0094_cuda1,
R2:L13:I1+I3+I7:T6,torch_gpu,2.055693786009215,0.0,1.0,2.055693786009215,2.055693786009215,partial_raw_0094,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0094_cuda1,
R2:L13:I1+I3+I7:T8,simulate_imu_prior,0.5566325660038274,,,,,partial_raw_0094,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0094_cuda1,
