sample_utc,gpu_index,gpu_util_pct,mem_used_mb,mem_total_mb,temperature_c,power_w
2026-06-05T11:31:46.181268+00:00,0,0.0,150.0,11264.0,24.0,8.95
2026-06-05T11:31:46.181290+00:00,1,0.0,10.0,11264.0,26.0,7.8
2026-06-05T11:32:01.218628+00:00,0,0.0,150.0,11264.0,27.0,8.75
2026-06-05T11:32:01.218672+00:00,1,0.0,10.0,11264.0,26.0,8.0
2026-06-05T11:32:16.254878+00:00,0,0.0,150.0,11264.0,26.0,9.82
2026-06-05T11:32:16.254899+00:00,1,0.0,10.0,11264.0,26.0,8.0
2026-06-05T11:32:31.289228+00:00,0,0.0,150.0,11264.0,25.0,9.15
2026-06-05T11:32:31.289249+00:00,1,0.0,10.0,11264.0,26.0,8.19
2026-06-05T11:32:46.351528+00:00,0,0.0,830.0,11264.0,34.0,76.16
2026-06-05T11:32:46.351551+00:00,1,0.0,906.0,11264.0,34.0,55.77
2026-06-05T11:33:01.385207+00:00,0,0.0,1046.0,11264.0,35.0,57.87
2026-06-05T11:33:01.385228+00:00,1,0.0,906.0,11264.0,35.0,51.27
2026-06-05T11:33:16.420854+00:00,0,0.0,1046.0,11264.0,32.0,9.33
2026-06-05T11:33:16.420875+00:00,1,0.0,906.0,11264.0,31.0,8.77
2026-06-05T11:33:31.455503+00:00,0,0.0,598.0,11264.0,37.0,76.35
2026-06-05T11:33:31.455536+00:00,1,28.0,682.0,11264.0,34.0,58.16
2026-06-05T11:33:46.489554+00:00,0,0.0,150.0,11264.0,41.0,77.59
2026-06-05T11:33:46.489576+00:00,1,0.0,10.0,11264.0,40.0,74.62
2026-06-05T11:34:01.519198+00:00,0,0.0,150.0,11264.0,43.0,78.17
2026-06-05T11:34:01.519218+00:00,1,0.0,10.0,11264.0,42.0,75.09
2026-06-05T11:34:16.552360+00:00,0,100.0,598.0,11264.0,41.0,93.76
2026-06-05T11:34:16.552381+00:00,1,0.0,234.0,11264.0,45.0,73.29
2026-06-05T11:34:31.586937+00:00,0,4.0,1000.0,11264.0,45.0,78.82
2026-06-05T11:34:31.586964+00:00,1,0.0,682.0,11264.0,44.0,57.39
2026-06-05T11:34:46.620477+00:00,0,0.0,1046.0,11264.0,47.0,79.41
2026-06-05T11:34:46.620498+00:00,1,0.0,906.0,11264.0,45.0,57.31
2026-06-05T11:35:01.651780+00:00,0,0.0,1046.0,11264.0,41.0,10.38
2026-06-05T11:35:01.651802+00:00,1,0.0,906.0,11264.0,41.0,8.85
2026-06-05T11:35:16.723533+00:00,0,0.0,598.0,11264.0,48.0,79.51
2026-06-05T11:35:16.723555+00:00,1,0.0,458.0,11264.0,44.0,52.03
2026-06-05T11:35:31.762346+00:00,0,0.0,374.0,11264.0,50.0,80.46
2026-06-05T11:35:31.762399+00:00,1,0.0,10.0,11264.0,44.0,57.78
2026-06-05T11:35:46.803688+00:00,0,0.0,150.0,11264.0,48.0,14.9
2026-06-05T11:35:46.803704+00:00,1,0.0,10.0,11264.0,40.0,8.67
2026-06-05T11:36:01.843038+00:00,0,0.0,150.0,11264.0,42.0,10.49
2026-06-05T11:36:01.843061+00:00,1,0.0,10.0,11264.0,38.0,8.48
2026-06-05T11:36:16.886836+00:00,0,0.0,598.0,11264.0,48.0,79.99
2026-06-05T11:36:16.886860+00:00,1,0.0,458.0,11264.0,41.0,56.83
2026-06-05T11:36:31.918713+00:00,0,18.0,1046.0,11264.0,51.0,83.81
2026-06-05T11:36:31.918732+00:00,1,0.0,906.0,11264.0,44.0,57.11
2026-06-05T11:36:46.985628+00:00,0,0.0,1046.0,11264.0,49.0,60.66
2026-06-05T11:36:46.985662+00:00,1,0.0,906.0,11264.0,44.0,52.03
2026-06-05T11:37:02.034885+00:00,0,18.0,1046.0,11264.0,45.0,61.15
2026-06-05T11:37:02.034921+00:00,1,0.0,906.0,11264.0,39.0,9.42
2026-06-05T11:37:17.070896+00:00,0,0.0,598.0,11264.0,51.0,80.4
2026-06-05T11:37:17.070918+00:00,1,0.0,458.0,11264.0,42.0,12.49
2026-06-05T11:37:32.109815+00:00,0,0.0,150.0,11264.0,52.0,80.18
2026-06-05T11:37:32.109839+00:00,1,0.0,10.0,11264.0,46.0,75.67
2026-06-05T11:37:47.152664+00:00,0,0.0,150.0,11264.0,50.0,21.82
2026-06-05T11:37:47.152686+00:00,1,0.0,10.0,11264.0,48.0,75.21
2026-06-05T11:38:02.192106+00:00,0,98.0,598.0,11264.0,49.0,96.04
2026-06-05T11:38:02.192128+00:00,1,0.0,234.0,11264.0,49.0,73.39
2026-06-05T11:38:17.247586+00:00,0,3.0,822.0,11264.0,52.0,83.44
2026-06-05T11:38:17.247609+00:00,1,27.0,682.0,11264.0,49.0,60.65
2026-06-05T11:38:32.283576+00:00,0,0.0,1046.0,11264.0,53.0,80.39
2026-06-05T11:38:32.283597+00:00,1,0.0,906.0,11264.0,49.0,57.98
2026-06-05T11:38:47.316813+00:00,0,0.0,1046.0,11264.0,49.0,14.89
2026-06-05T11:38:47.316834+00:00,1,0.0,906.0,11264.0,47.0,13.85
2026-06-05T11:39:02.375572+00:00,0,13.0,598.0,11264.0,53.0,82.58
2026-06-05T11:39:02.375594+00:00,1,16.0,682.0,11264.0,48.0,59.03
2026-06-05T11:39:17.409024+00:00,0,0.0,374.0,11264.0,54.0,80.5
2026-06-05T11:39:17.409075+00:00,1,0.0,234.0,11264.0,45.0,9.61
2026-06-05T11:39:32.445528+00:00,0,0.0,150.0,11264.0,52.0,15.29
2026-06-05T11:39:32.445554+00:00,1,0.0,10.0,11264.0,45.0,9.23
2026-06-05T11:39:47.477356+00:00,0,0.0,150.0,11264.0,46.0,11.07
2026-06-05T11:39:47.477377+00:00,1,20.0,234.0,11264.0,43.0,58.38
2026-06-05T11:40:02.514251+00:00,0,0.0,822.0,11264.0,52.0,79.99
2026-06-05T11:40:02.514277+00:00,1,0.0,682.0,11264.0,48.0,72.34
2026-06-05T11:40:17.559045+00:00,0,0.0,1046.0,11264.0,53.0,80.65
2026-06-05T11:40:17.559065+00:00,1,17.0,906.0,11264.0,50.0,75.38
2026-06-05T11:40:32.604585+00:00,0,0.0,1046.0,11264.0,52.0,62.77
2026-06-05T11:40:32.604615+00:00,1,0.0,906.0,11264.0,49.0,57.79
2026-06-05T11:40:47.640672+00:00,0,0.0,374.0,11264.0,54.0,80.57
2026-06-05T11:40:47.640691+00:00,1,20.0,682.0,11264.0,48.0,65.74
2026-06-05T11:41:02.673282+00:00,0,0.0,374.0,11264.0,54.0,80.74
2026-06-05T11:41:02.673307+00:00,1,20.0,234.0,11264.0,51.0,76.93
2026-06-05T11:41:17.710010+00:00,0,0.0,150.0,11264.0,50.0,11.33
2026-06-05T11:41:17.710037+00:00,1,0.0,10.0,11264.0,52.0,76.36
2026-06-05T11:41:32.748010+00:00,0,0.0,822.0,11264.0,53.0,80.39
2026-06-05T11:41:32.748041+00:00,1,0.0,234.0,11264.0,52.0,58.65
2026-06-05T11:41:47.783837+00:00,0,0.0,822.0,11264.0,54.0,80.95
2026-06-05T11:41:47.783862+00:00,1,0.0,682.0,11264.0,53.0,75.32
2026-06-05T11:42:02.819297+00:00,0,0.0,1046.0,11264.0,55.0,81.13
2026-06-05T11:42:02.819350+00:00,1,0.0,906.0,11264.0,54.0,75.6
2026-06-05T11:42:17.855684+00:00,0,24.0,822.0,11264.0,53.0,63.25
2026-06-05T11:42:17.855709+00:00,1,20.0,906.0,11264.0,53.0,59.81
2026-06-05T11:42:32.886603+00:00,0,0.0,374.0,11264.0,55.0,80.85
2026-06-05T11:42:32.886636+00:00,1,0.0,234.0,11264.0,53.0,75.12
2026-06-05T11:42:47.919378+00:00,0,0.0,374.0,11264.0,55.0,81.51
2026-06-05T11:42:47.919411+00:00,1,18.0,234.0,11264.0,54.0,78.85
2026-06-05T11:43:02.952059+00:00,0,0.0,150.0,11264.0,48.0,10.97
2026-06-05T11:43:02.952080+00:00,1,0.0,10.0,11264.0,54.0,78.09
2026-06-05T11:43:17.992141+00:00,0,0.0,822.0,11264.0,51.0,61.04
2026-06-05T11:43:17.992156+00:00,1,0.0,234.0,11264.0,53.0,58.78
2026-06-05T11:43:33.021274+00:00,0,0.0,822.0,11264.0,50.0,55.21
2026-06-05T11:43:33.021295+00:00,1,0.0,682.0,11264.0,54.0,75.87
2026-06-05T11:43:48.052363+00:00,0,0.0,1046.0,11264.0,51.0,61.24
2026-06-05T11:43:48.052384+00:00,1,0.0,906.0,11264.0,55.0,75.81
2026-06-05T11:44:03.083339+00:00,0,0.0,374.0,11264.0,53.0,80.29
2026-06-05T11:44:03.083361+00:00,1,0.0,682.0,11264.0,53.0,54.74
2026-06-05T11:44:18.115321+00:00,0,0.0,150.0,11264.0,55.0,81.14
2026-06-05T11:44:18.115344+00:00,1,0.0,234.0,11264.0,54.0,75.41
2026-06-05T11:44:33.147865+00:00,0,0.0,150.0,11264.0,55.0,80.95
2026-06-05T11:44:33.147886+00:00,1,0.0,10.0,11264.0,55.0,78.17
2026-06-05T11:44:48.179653+00:00,0,0.0,598.0,11264.0,53.0,61.8
2026-06-05T11:44:48.179673+00:00,1,21.0,234.0,11264.0,55.0,79.44
2026-06-05T11:45:03.208546+00:00,0,0.0,822.0,11264.0,52.0,61.53
2026-06-05T11:45:03.208582+00:00,1,0.0,682.0,11264.0,55.0,76.1
2026-06-05T11:45:18.238612+00:00,0,0.0,1046.0,11264.0,52.0,63.62
2026-06-05T11:45:18.238638+00:00,1,0.0,906.0,11264.0,55.0,76.0
2026-06-05T11:45:33.274381+00:00,0,0.0,598.0,11264.0,52.0,61.41
2026-06-05T11:45:33.274408+00:00,1,0.0,682.0,11264.0,55.0,75.7
2026-06-05T11:45:48.306666+00:00,0,0.0,374.0,11264.0,46.0,11.15
2026-06-05T11:45:48.306686+00:00,1,0.0,10.0,11264.0,53.0,58.77
2026-06-05T11:46:03.345773+00:00,0,0.0,150.0,11264.0,48.0,24.8
2026-06-05T11:46:03.345794+00:00,1,0.0,10.0,11264.0,48.0,11.45
2026-06-05T11:46:18.381556+00:00,0,0.0,598.0,11264.0,48.0,60.46
2026-06-05T11:46:18.381576+00:00,1,21.0,234.0,11264.0,48.0,59.33
2026-06-05T11:46:33.417517+00:00,0,0.0,822.0,11264.0,49.0,60.65
2026-06-05T11:46:33.417538+00:00,1,18.0,906.0,11264.0,52.0,76.48
2026-06-05T11:46:48.451567+00:00,0,23.0,1046.0,11264.0,48.0,62.0
2026-06-05T11:46:48.451587+00:00,1,0.0,906.0,11264.0,51.0,58.2
2026-06-05T11:47:03.483804+00:00,0,0.0,374.0,11264.0,53.0,80.31
2026-06-05T11:47:03.483826+00:00,1,0.0,906.0,11264.0,46.0,9.52
2026-06-05T11:47:18.516955+00:00,0,0.0,374.0,11264.0,54.0,80.47
2026-06-05T11:47:18.516976+00:00,1,0.0,10.0,11264.0,51.0,76.06
2026-06-05T11:47:33.553990+00:00,0,0.0,150.0,11264.0,53.0,55.69
2026-06-05T11:47:33.554015+00:00,1,0.0,10.0,11264.0,53.0,77.6
2026-06-05T11:47:48.585896+00:00,0,0.0,822.0,11264.0,54.0,80.88
2026-06-05T11:47:48.585918+00:00,1,0.0,10.0,11264.0,51.0,14.03
2026-06-05T11:48:03.619548+00:00,0,0.0,822.0,11264.0,55.0,81.35
2026-06-05T11:48:03.619567+00:00,1,0.0,682.0,11264.0,52.0,58.27
2026-06-05T11:48:18.653668+00:00,0,16.0,1046.0,11264.0,56.0,81.54
2026-06-05T11:48:18.653687+00:00,1,0.0,906.0,11264.0,52.0,58.2
2026-06-05T11:48:33.688259+00:00,0,0.0,374.0,11264.0,56.0,81.56
2026-06-05T11:48:33.688277+00:00,1,0.0,906.0,11264.0,47.0,9.42
2026-06-05T11:48:48.724667+00:00,0,0.0,374.0,11264.0,56.0,81.24
2026-06-05T11:48:48.724693+00:00,1,0.0,10.0,11264.0,52.0,76.47
2026-06-05T11:49:03.756944+00:00,0,0.0,374.0,11264.0,56.0,81.24
2026-06-05T11:49:03.756969+00:00,1,0.0,10.0,11264.0,53.0,77.69
2026-06-05T11:49:18.789912+00:00,0,17.0,822.0,11264.0,56.0,84.51
2026-06-05T11:49:18.789933+00:00,1,0.0,10.0,11264.0,53.0,53.11
2026-06-05T11:49:33.824530+00:00,0,0.0,822.0,11264.0,56.0,81.73
2026-06-05T11:49:33.824551+00:00,1,30.0,906.0,11264.0,54.0,78.56
2026-06-05T11:49:48.858933+00:00,0,23.0,822.0,11264.0,56.0,85.44
2026-06-05T11:49:48.858954+00:00,1,0.0,906.0,11264.0,54.0,75.12
2026-06-05T11:50:03.898227+00:00,0,1.0,562.0,11264.0,54.0,61.8
2026-06-05T11:50:03.898248+00:00,1,0.0,906.0,11264.0,54.0,74.85
2026-06-05T11:50:18.937570+00:00,0,0.0,374.0,11264.0,51.0,14.88
2026-06-05T11:50:18.937595+00:00,1,0.0,234.0,11264.0,55.0,75.14
2026-06-05T11:50:33.971406+00:00,0,0.0,374.0,11264.0,46.0,10.87
2026-06-05T11:50:33.971427+00:00,1,0.0,10.0,11264.0,55.0,79.05
2026-06-05T11:50:49.008561+00:00,0,0.0,598.0,11264.0,53.0,80.37
2026-06-05T11:50:49.008581+00:00,1,0.0,10.0,11264.0,55.0,78.92
2026-06-05T11:51:04.042493+00:00,0,0.0,822.0,11264.0,54.0,80.96
2026-06-05T11:51:04.042534+00:00,1,0.0,458.0,11264.0,54.0,58.77
2026-06-05T11:51:19.077536+00:00,0,6.0,374.0,11264.0,54.0,80.67
2026-06-05T11:51:19.077557+00:00,1,0.0,906.0,11264.0,53.0,58.58
2026-06-05T11:51:34.107891+00:00,0,0.0,598.0,11264.0,55.0,81.21
2026-06-05T11:51:34.107911+00:00,1,0.0,906.0,11264.0,49.0,9.9
2026-06-05T11:51:49.145950+00:00,0,0.0,374.0,11264.0,56.0,81.25
2026-06-05T11:51:49.145969+00:00,1,33.0,458.0,11264.0,51.0,60.21
2026-06-05T11:52:04.182388+00:00,0,0.0,822.0,11264.0,55.0,81.33
2026-06-05T11:52:04.182408+00:00,1,0.0,10.0,11264.0,53.0,77.59
2026-06-05T11:52:19.220546+00:00,0,0.0,598.0,11264.0,56.0,81.62
2026-06-05T11:52:19.220568+00:00,1,0.0,10.0,11264.0,54.0,77.97
2026-06-05T11:52:34.258961+00:00,0,0.0,822.0,11264.0,56.0,81.73
2026-06-05T11:52:34.258980+00:00,1,0.0,458.0,11264.0,53.0,59.15
2026-06-05T11:52:49.291009+00:00,0,0.0,374.0,11264.0,54.0,62.01
2026-06-05T11:52:49.291030+00:00,1,0.0,906.0,11264.0,55.0,75.9
2026-06-05T11:53:04.324335+00:00,0,24.0,598.0,11264.0,51.0,62.79
2026-06-05T11:53:04.324355+00:00,1,0.0,906.0,11264.0,55.0,75.52
2026-06-05T11:53:19.356112+00:00,0,0.0,374.0,11264.0,52.0,61.37
2026-06-05T11:53:19.356135+00:00,1,0.0,458.0,11264.0,52.0,14.04
2026-06-05T11:53:34.395570+00:00,0,22.0,598.0,11264.0,49.0,62.28
2026-06-05T11:53:34.395592+00:00,1,0.0,10.0,11264.0,55.0,77.99
2026-06-05T11:53:49.430720+00:00,0,0.0,598.0,11264.0,51.0,61.06
2026-06-05T11:53:49.430744+00:00,1,0.0,10.0,11264.0,55.0,78.4
2026-06-05T11:54:04.459739+00:00,0,0.0,822.0,11264.0,51.0,61.16
2026-06-05T11:54:04.459759+00:00,1,22.0,458.0,11264.0,54.0,61.07
2026-06-05T11:54:19.497076+00:00,0,0.0,598.0,11264.0,51.0,61.13
2026-06-05T11:54:19.497098+00:00,1,0.0,906.0,11264.0,53.0,59.07
2026-06-05T11:54:34.528538+00:00,0,0.0,374.0,11264.0,53.0,80.48
2026-06-05T11:54:34.528562+00:00,1,0.0,906.0,11264.0,52.0,54.65
2026-06-05T11:54:49.566967+00:00,0,0.0,374.0,11264.0,54.0,80.85
2026-06-05T11:54:49.566985+00:00,1,0.0,458.0,11264.0,53.0,74.93
2026-06-05T11:55:04.600073+00:00,0,23.0,598.0,11264.0,55.0,85.45
2026-06-05T11:55:04.600095+00:00,1,0.0,10.0,11264.0,54.0,77.88
2026-06-05T11:55:19.631149+00:00,0,0.0,1046.0,11264.0,54.0,67.07
2026-06-05T11:55:19.631172+00:00,1,0.0,10.0,11264.0,55.0,78.19
2026-06-05T11:55:34.662984+00:00,0,0.0,822.0,11264.0,53.0,66.9
2026-06-05T11:55:34.663005+00:00,1,21.0,458.0,11264.0,53.0,60.5
2026-06-05T11:55:49.695698+00:00,0,0.0,598.0,11264.0,53.0,66.9
2026-06-05T11:55:49.695719+00:00,1,0.0,682.0,11264.0,53.0,58.96
2026-06-05T11:56:04.731670+00:00,0,0.0,150.0,11264.0,51.0,14.98
2026-06-05T11:56:04.731691+00:00,1,0.0,906.0,11264.0,52.0,58.88
2026-06-05T11:56:19.763796+00:00,0,0.0,374.0,11264.0,52.0,61.44
2026-06-05T11:56:19.763818+00:00,1,0.0,682.0,11264.0,48.0,9.81
2026-06-05T11:56:34.793785+00:00,0,0.0,598.0,11264.0,51.0,61.24
2026-06-05T11:56:34.793800+00:00,1,0.0,234.0,11264.0,52.0,73.89
2026-06-05T11:56:49.827251+00:00,0,0.0,1046.0,11264.0,54.0,80.95
2026-06-05T11:56:49.827270+00:00,1,0.0,10.0,11264.0,53.0,77.59
2026-06-05T11:57:04.860569+00:00,0,0.0,822.0,11264.0,55.0,81.07
2026-06-05T11:57:04.860591+00:00,1,0.0,234.0,11264.0,54.0,75.7
2026-06-05T11:57:19.894069+00:00,0,0.0,598.0,11264.0,53.0,61.63
