phase,material,wall_count,walls,distance_cm,seed,metal_box_count,device,tag_points,trials,samples,range_bias_mean_m,range_sigma_mean_m,hor_err_p50_m,hor_err_p90_m,hor_err_p95_m,z_err_p50_m,z_err_p90_m,z_err_p95_m,pos_err_p50_m,pos_err_p90_m,pos_err_p95_m,failure_gt_0p5m_ratio,failure_gt_1p0m_ratio
phase3,aerated_concrete,3,x_min+x_max+y_min,5,,0,cuda:0,847,128,108416,0.06590046733617783,0.06295023113489151,0.08354343473911285,0.15327668190002441,0.17545458674430847,0.121534064412117,0.2526284456253052,0.2925816476345062,0.16419288516044617,0.27226734161376953,0.30869513750076294,0.000811688310932368,0.0
