version,ID,status,location,height,facing,mean_x,mean_y,mean_z,N_frames,pct_ge8,path
v4-io-commonmode,ID01,ok,edge,low,ABEF,1303.2198594351012,749.8044041370727,192.70191388883708,1201,91.75686927560366,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID01_BSF66F_120s_20260528_110629/tag_capture_20260528_110630/tr_all.csv
v4-io-commonmode,ID02,ok,edge,mid,ABEF,1422.8809121602824,682.549728038557,-807.6921104990095,1201,95.67027477102414,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID02_BSF66F_120s_20260528_111027/tag_capture_20260528_111027/tr_all.csv
v4-io-commonmode,ID03,ok,edge,high,ABEF,1399.4639976360104,636.0352839061179,-1445.7137816281954,1201,92.2564529558701,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID03_BSF66F_120s_20260528_111354/tag_capture_20260528_111355/tr_all.csv
v4-io-commonmode,ID04,ok,edge,low,BCGF,2124.5474840330094,1009.3595313722682,199.16406632046633,1201,93.83846794338052,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID04_BSF66F_120s_20260528_111732/tag_capture_20260528_111732/tr_all.csv
v4-io-commonmode,ID05,ok,edge,mid,BCGF,2111.704209534546,1084.4180562752001,-839.1440099498118,1200,91.5,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID05_BSF66F_120s_20260528_112057/tag_capture_20260528_112057/tr_all.csv
v4-io-commonmode,ID06,ok,edge,high,BCGF,2093.8077699051332,1072.5413845833386,-1537.54031276513,1201,92.83930058284763,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID06_BSF66F_120s_20260528_112429/tag_capture_20260528_112429/tr_all.csv
v4-io-commonmode,ID07,ok,edge,low,CDHG,1614.9771720739318,1535.2423511461127,143.5292110982469,1201,90.84096586178185,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID07_BSF66F_120s_20260528_112810/tag_capture_20260528_112810/tr_all.csv
v4-io-commonmode,ID08,ok,edge,mid,CDHG,1454.3051247412054,1639.5604618772395,-983.6767174941185,1201,90.25811823480433,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID08_BSF66F_120s_20260528_113136/tag_capture_20260528_113136/tr_all.csv
v4-io-commonmode,ID09,ok,edge,high,CDHG,1520.0435238681507,1656.197799605109,-1266.7759928250703,1201,93.42214820982515,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID09_BSF66F_120s_20260528_113816/tag_capture_20260528_113816/tr_all.csv
v4-io-commonmode,ID10,ok,edge,low,ADHE,639.9668726157983,1230.9574452586876,44.08126166816773,1201,90.75770191507078,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID10_BSF66F_120s_20260528_114216/tag_capture_20260528_114216/tr_all.csv
v4-io-commonmode,ID11,ok,edge,mid,ADHE,648.1479136884843,1057.4783116589542,-906.6450879434535,1201,91.84013322231473,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID11_BSF66F_120s_20260528_114551/tag_capture_20260528_114551/tr_all.csv
v4-io-commonmode,ID12,ok,edge,high,ADHE,653.0919218438985,1147.7341815605162,-1414.0662623097103,1201,91.3405495420483,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID12_BSF66F_120s_20260528_115143/tag_capture_20260528_115143/tr_all.csv
v4-io-commonmode,ID13,ok,center,mid,ABEF,1427.3291582548204,1028.3920677443834,-828.5227090652239,1200,91.66666666666666,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID13_BSF66F_120s_20260528_115704/tag_capture_20260528_115704/tr_all.csv
v4-io-commonmode,ID14,ok,center,mid,BCGF,1451.218269029084,1044.2371278915762,-808.723280843407,1201,91.9233971690258,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID14_BSF66F_120s_20260528_120122/tag_capture_20260528_120122/tr_all.csv
v4-io-commonmode,ID15,ok,center,mid,CDHG,1410.6185290952162,1023.7919801194108,-827.5644009214552,1201,95.58701082431307,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID15_BSF66F_120s_20260528_120437/tag_capture_20260528_120437/tr_all.csv
v4-io-commonmode,ID16,ok,center,mid,ADHE,1444.1110977852904,1032.0320904899304,-853.2547938933914,1201,89.75853455453789,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID16_BSF66F_120s_20260528_120804/tag_capture_20260528_120804/tr_all.csv
