version,captures,D3_4anchor_median,D3_4anchor_p95,D3_4anchor_max,D3_all_anchor_median,D3_all_anchor_p95,Z_4anchor_median,Z_all_anchor_median
v1-old,23,67.35585159734212,85.32680903415131,90.96368809935393,42.68446152736153,64.1656093525923,50.38909690399402,32.22773172674788
v4-io,23,68.70235871664313,88.96710247281483,109.32190663848968,43.44578401769546,60.260986442439936,56.400433121037146,33.912104964870636
