version,ID,capture,frames_4anchor,skipped,D3_std_4anchor,X_std_4anchor,Y_std_4anchor,Z_std_4anchor,radial_p95_4anchor,radial_max_4anchor,frames_all_anchor,D3_std_all_anchor,X_std_all_anchor,Y_std_all_anchor,Z_std_all_anchor,top_selected_subsets
v1-old,ID12,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID12_20260513_154958,601,0,49.73720435409414,27.829773748176688,17.39888420064301,37.370737464744145,84.42339183417207,127.82262005132903,601,38.862618240517385,23.835190028312944,15.636127339464254,26.413979909253822,BDEG:601
v1-old,ID13,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID13_20260513_161529,601,0,74.34877557128453,35.32803695409578,17.936308447167846,62.91231257239981,104.89791525605433,411.8491495238996,601,50.752555774453995,23.594079050426306,13.122840604296044,42.97595148307408,BDEG:590;ACFG:11
v1-old,ID14,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID14_20260513_161800,600,0,70.50040981953714,40.18365677778891,22.005000952335966,53.58508603870335,158.6044392964421,333.0083538864045,600,40.37403441924481,20.615353488642754,12.901285345787755,32.22773172674788,BDEG:565;ADEF:23;CDEG:12
v1-old,ID15,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID15_20260513_162010,600,0,61.18465257892341,29.221503704300208,18.72443178478398,50.38909690399402,106.73108225344868,325.9924626712409,600,43.644205332634264,22.33997072175991,13.69294956305026,34.903373755724715,BDEG:563;ACFG:37
v1-old,ID16,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID16_20260513_162320,601,0,72.68899572550362,42.501396689926366,26.513942263519738,52.67193032948897,122.96559801698619,335.91155694362277,601,41.52073874108314,22.459263664238343,14.999891668806217,31.536589403256396,BDEG:541;ACFG:37;ADEF:23
v1-old,ID17,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID17_20260513_161228,601,0,85.73869906222569,45.721447230884046,26.02710682398641,67.69980421219243,150.36081292460503,479.0236114146148,601,68.42455051901905,29.105343946540724,17.776168555951255,59.31952375865609,BDEG:566;ACFG:23;ADEF:12
v1-old,ID18,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID18_20260513_161018,601,0,72.77917887743716,32.48272823335173,32.79247515350054,56.270194756187394,136.94079043994105,337.2897200890671,601,53.118477397756806,23.34364847753402,14.834527484030078,45.34957013179817,BDEG:578;ACFG:23
v1-old,ID19,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID19_20260513_160549,601,0,71.17948267953183,36.73298268616238,19.775477495527912,57.67267314185928,119.0478566892215,308.0639124221857,601,64.63381278267983,28.862761686132917,15.42286859447012,55.73693449584136,BDEG:601
v1-old,ID20,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID20_20260513_160806,601,0,71.32317078795818,35.71080356213648,20.658072635176197,58.180557192197256,123.6767235553643,370.48793028481606,601,59.95177848180455,23.993014657226663,14.60325008906302,52.96504580972012,BDEG:593;ACFG:8
v1-old,ID21,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID21_20260513_155713,600,0,54.826475128231365,31.599009550297513,18.729905383670477,40.70178883962633,91.37782658870455,198.1835211843216,600,42.33905669180774,23.849958767732087,14.318552874360977,31.91792963075328,BDEG:600
v1-old,ID22,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID22_20260513_160059,601,0,56.69335898973124,33.0179413611519,21.391446802464895,40.82105468391757,87.68540416818234,261.21225113417603,601,38.061870815861674,25.379781626057103,15.129542956917108,23.993116190520084,BDEG:588;ACFG:13
v1-old,ID23,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID23_20260513_160315,601,0,55.96540802911559,34.75811293875906,18.46708335910551,39.78652175058426,95.4742050299289,279.486575315342,601,42.68446152736153,27.683741999245438,14.351018447740893,29.148275323123684,BDEG:598;CDEG:2;ACFG:1
v1-old,ID24,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID24_20260513_155348,601,0,66.53998633058748,30.032377191101165,17.585022725378067,56.713253097262296,147.99043106379852,232.73282406168002,601,36.729764890693865,23.18412302374541,13.703262554039867,24.975841605850537,BDEG:542;ACFG:39;ADEF:20
v4-io,ID01,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID01_20260513_152958,601,0,71.63103573710897,52.34655890479069,24.784229470890164,42.14955540847995,142.6917749377989,413.9273342709514,601,44.19886378232216,19.91558981281973,16.17676569006856,35.98918023329235,BDEG:503;ACFG:50;BDEF:33;CDEG:15
v4-io,ID02,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID02_20260513_153316,601,0,74.99343782364504,31.76078914639003,16.967749759314476,65.7826987703663,145.7246847582325,300.43956632518734,601,38.68446950186119,15.96122858861479,14.194582063260919,32.25277046443864,BDEG:601
v4-io,ID03,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID03_20260513_154008,600,0,44.99347303450542,28.235749031892382,18.922579488134904,29.480350707377465,77.6204388834155,114.43893391600497,600,36.85946196898489,21.96425736043828,18.40459398642678,23.183232204381245,BDEG:600
v4-io,ID04,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID04_20260513_163638,601,0,109.32190663848968,44.741075945524116,26.27493484762805,96.22444176540802,245.4162526234818,597.5803243729412,601,54.95721053416972,23.852737108739184,14.947342103579448,47.20083565104534,BDEG:557;BDEF:38;CDEG:6
v4-io,ID05,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID05_20260513_163117,601,0,62.78222089235909,34.42692541738666,19.86585732930436,48.59775487668531,103.34914620435136,365.64468010330734,601,48.13826292926644,26.705171356817303,14.201083009595616,37.44937145006291,BDEG:601
v4-io,ID06,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID06_20260513_154321,600,0,41.097620105204264,23.98142257768471,14.847184626183505,29.890915980247645,68.4982007995266,103.29678752854896,600,30.018031984075822,18.886485461378026,12.554500457375086,19.666403570046153,BDEG:593;BDEF:7
v4-io,ID07,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID07_20260513_164048,600,0,68.70235871664313,32.250705962274665,21.323322391350377,56.7910378524618,115.92018344057816,326.9574666771983,600,52.465705374775126,20.74465937246458,14.72607897905561,45.8852039975387,BDEG:584;BDEF:16
v4-io,ID08,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID08_20260513_162857,601,0,73.85356626418556,41.97418332072531,21.386442504214354,56.878267040325035,72.43054334773528,857.3188726779308,601,44.93707287638961,24.799979361744505,15.945867151290129,33.912104964870636,BDEG:596;ACFG:3;BDEF:2
v4-io,ID09,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID09_20260513_154629,601,0,48.86053722559947,25.64974607068655,18.724286107055253,37.13278516708152,80.6953176900655,132.3065492795423,601,37.08736042891136,20.851668638269643,13.67568248465055,27.452794523742103,BDEG:601
v4-io,ID11,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID11_20260513_162534,601,0,78.4456543842149,36.763829810821385,21.889352129358592,65.7495077758427,177.0139112026455,277.52691663744235,601,45.48474728222194,19.666747786671422,15.341635955090371,38.035713126541076,BDEG:549;CDEG:30;ACFG:22
v4-io,ID12,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID12_20260513_154958,601,0,49.91438637861471,27.773936615853653,17.410273088274945,37.64222102113358,85.59578637201729,127.9521156688159,601,39.79139716858936,24.336337685287265,16.821977869067066,26.61050576875055,BDEG:601
v4-io,ID13,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID13_20260513_161529,601,0,69.12157268085193,34.1117134012305,18.568562940164277,57.17859117750074,105.70176910195353,420.89531746022385,601,49.78410610689141,23.313348446481644,12.976245191445805,42.03048971647409,BDEG:590;ACFG:11
v4-io,ID14,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID14_20260513_161800,600,0,68.27405921038859,36.36479115983001,20.994519668440873,53.834740352833926,144.03158817395237,344.97238646797774,600,40.25784171863611,20.30243753236273,13.007797403831935,32.238208026938004,BDEG:565;BDEF:23;CDEG:12
v4-io,ID15,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID15_20260513_162010,600,0,67.24306580936037,31.368258410511675,18.054842503190336,56.67172951232674,124.58901251183278,332.53286739258266,600,43.44578401769546,22.42380266018425,13.700839378345762,34.597633206595596,BDEG:563;ACFG:37
v4-io,ID16,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID16_20260513_162320,601,0,83.96768870873005,46.36369205074645,33.30658859152688,61.57639127867524,177.56238164651185,388.08988611752346,601,41.414730069366755,22.30822692550918,15.187324136815377,31.41445628563071,BDEG:541;ACFG:37;BDEF:23
v4-io,ID17,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID17_20260513_161228,601,0,89.52259289104649,44.99849793809987,28.410122180280666,71.98815721319995,152.34088028404662,470.0717557218825,601,61.947078337821615,26.855460990344252,16.66568572549712,53.277384028190305,BDEG:566;ACFG:23;BDEF:12
v4-io,ID18,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID18_20260513_161018,601,0,72.35005361471451,30.972080693279604,33.079474290569635,56.400433121037146,138.14627117955513,333.9479293534493,601,47.95046411312283,20.620767347414596,13.51862869468732,41.1251460895017,BDEG:578;ACFG:23
v4-io,ID19,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID19_20260513_160549,601,0,69.95472121155612,36.086115218482256,20.121908323883346,56.449659995700564,115.36428433505925,298.5284514651807,601,56.78837006844129,25.39568295056769,14.141711492027564,48.785143830686195,BDEG:601
v4-io,ID20,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID20_20260513_160806,601,0,70.40593669086277,34.59663252823889,20.694725630255768,57.72172268836243,121.77800087494589,363.52758786580506,601,60.646832706217566,24.703475434567398,14.780676940305248,53.37891164060948,BDEG:593;ACFG:8
v4-io,ID21,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID21_20260513_155713,600,0,54.88198561573294,31.40112478851712,18.922459194058504,40.840448640908484,92.09926750965363,198.86867163029422,600,43.16716368130426,24.121320540239168,14.51058096798054,32.7262731708826,BDEG:600
v4-io,ID22,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID22_20260513_160059,601,0,50.002940494909794,33.25055672138032,19.82640824078693,31.64819224103354,85.8078784591217,159.0929541076794,601,37.696126848913146,25.03378918160276,14.966087622364219,23.881448865178502,BDEG:588;ACFG:13
v4-io,ID23,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID23_20260513_160315,601,0,56.8192604353254,34.723678070520656,18.9103752140756,40.805541865475234,96.54809965542238,280.5982643847998,601,43.35657998310102,28.197453868739064,14.68785576565237,29.47818712469885,BDEG:598;CDEG:2;ACFG:1
v4-io,ID24,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID24_20260513_155348,601,0,53.34263142663739,33.47801995509164,19.828991310903707,36.48930817371952,93.94960550692886,164.19233812484364,601,36.659847565193864,23.1664161428227,13.938987510420978,24.758154490695432,BDEG:542;ACFG:39;BDEF:20
