version,ID,sweep,selected,x4,y4,z4,res4_rms,res4_max_abs,anchors_seen
v1-old,ID01,1413,BDEG,1313.625480202027,1029.3682872733848,188.2262957855463,56.524254689479925,82.29349381481461,8
v1-old,ID01,1414,BDEG,1351.3083294991875,1080.8877305238477,-35.74390630485684,63.182900029830805,91.95977141702542,7
v1-old,ID01,1415,BDEG,1325.4465757963605,1069.6992646527842,136.2556099612614,75.73823588328547,110.82584879636033,7
v1-old,ID01,1416,BDEG,1365.1223637809328,1056.0223692887125,128.7190744046044,59.64404157700224,87.32388651323663,7
v1-old,ID01,1417,BDEG,1358.0275784237103,1061.2573695916806,69.8488565021135,51.969621935083076,76.01803386893562,7
v1-old,ID01,1418,BDEG,1301.1673046273438,1068.791897616169,188.64506703596257,72.34607726245339,105.63908885730916,7
v1-old,ID01,1419,BDEG,1328.0053619356245,1072.7070236001305,141.9572875060706,49.24977642777001,72.09109291258619,8
v1-old,ID01,1420,BDEG,1364.5568155166372,1114.9563079688626,54.788151694702506,49.75516417990675,73.07893022409962,7
v1-old,ID01,1421,BDEG,1336.9763058350634,1039.1616298551146,131.7285857430246,34.31149798439238,50.094532637182965,7
v1-old,ID01,1422,BDEG,1312.7641930005295,1060.9633209019346,47.40584125860204,63.29982692388736,92.39543085211608,7
v1-old,ID01,1423,BDEG,1301.9072443025962,1063.8443275626669,171.7411828264617,51.595553717629514,75.33931554528635,7
v1-old,ID01,1424,BDEG,1338.9729576995774,1100.6190132008305,144.99772805707556,58.145294587039565,85.35317902356564,8
v1-old,ID01,1425,BDEG,1341.3911629351676,1075.2066196137366,148.82366433474056,52.949233777023444,77.5669595372392,8
v1-old,ID01,1426,BDEG,1366.5756211143614,1086.4251353716645,52.631252159105266,50.023441575857426,73.30037438222598,7
v1-old,ID01,1427,BDEG,1339.887403158575,1066.769354285951,30.274030848307873,34.69954024161211,50.67414596695198,7
v1-old,ID01,1428,BDEG,1330.493376784179,1052.011027790593,89.24213619186679,33.97256408583882,49.627609693421164,7
v1-old,ID01,1429,BDEG,1388.6578361509064,1095.5405323602563,80.67195280858056,47.2014491877764,69.33345579613479,7
v1-old,ID01,1430,BDEG,1326.4127088315254,1078.5855602598144,125.11554545680588,71.42759860841143,104.6070189909824,7
v1-old,ID01,1431,BDEG,1327.2651434252593,1075.0876036195152,164.51233848768632,56.1745839400168,82.22148975116897,8
v1-old,ID01,1432,BDEG,1310.3167500344125,1054.9236549122388,72.21452945763549,66.92341577582532,97.6874350241942,7
v1-old,ID01,1433,BDEG,1318.1242827160536,1081.2511259244518,144.02874905589755,71.23220813562311,104.2982212477391,7
v1-old,ID01,1434,BDEG,1395.8618801069445,1088.0911824860455,134.69297392936474,41.59498591259093,61.144703402883806,7
v1-old,ID01,1435,BDEG,1360.9093460843558,1079.2604628614451,21.802021569001383,76.25495252235687,111.47782720718669,7
v1-old,ID01,1436,BDEG,1329.457894509379,1054.629888069286,110.2681028745205,61.11744362393328,89.32227479206358,8
v1-old,ID01,1437,BDEG,1318.2119190214592,1063.0833289025302,140.57419466799143,39.578251127912566,57.859138439407616,7
v1-old,ID01,1438,BDEG,1294.4671854506287,1015.8071709668857,146.9880082934254,39.2235691224975,57.01325214713688,7
v1-old,ID01,1439,BDEG,1433.6599514933357,1059.0293078705586,23.269949863773526,7.591615315404933,11.094700427034695,8
v1-old,ID01,1440,BDEG,1352.6423397731585,1102.6452335200922,108.00819894176503,56.98280514085288,83.69899714900885,8
v1-old,ID01,1441,BDEG,1310.572954515186,1039.929392038082,159.92356556457807,44.33835901219586,64.64155122546799,7
v1-old,ID01,1442,BDEG,1384.3277192812498,1057.1801703227,92.4443938482729,34.10379627154341,49.94584896107017,8
v1-old,ID01,1443,BDEG,1330.728214587442,1069.9040839843003,148.01739254676508,66.12459887201973,96.77616080175085,7
v1-old,ID01,1444,BDEG,1373.5073256756207,1092.775194821165,57.52014209133064,35.718209972303164,52.386276201204055,7
v1-old,ID01,1445,BDEG,1340.5577593941546,1066.3524997061452,102.49033219339776,62.69658211030862,91.76089582585382,7
v1-old,ID01,1446,BDEG,1332.8835237559058,1049.4548659568072,133.42858939363404,26.82645106981119,39.1963470289752,8
v1-old,ID01,1447,BDEG,1332.5747482905176,1077.9028442074755,151.0341613625539,26.565747943539872,38.90942694366595,7
v1-old,ID01,1448,BDEG,1369.5168232986541,1042.189452656755,144.00224173313666,30.980908605727368,45.314327191750635,7
v1-old,ID01,1449,BDEG,1379.495100965497,1106.2584791634727,122.7004455085323,36.15308912770724,53.17987087042911,7
v1-old,ID01,1450,BDEG,1351.294348248789,1063.5281840789246,101.34463112585883,53.090201646296286,77.71279921750966,7
v1-old,ID01,1451,BDEG,1340.052276736533,1069.889427040691,82.2426989553856,63.80758682438417,93.3816842654428,7
v1-old,ID01,1452,BDEG,1342.1655193957681,1040.6778829094665,101.5955043374983,33.432192230511,48.818350339946846,7
v1-old,ID01,1453,BDEG,1303.874317001094,1034.289915102978,163.06922741293857,58.587199892550764,85.33572720942175,7
v1-old,ID01,1454,BDEG,1380.7870804766728,1088.3392741341156,128.83769360032377,32.68687397843005,48.01858155658647,7
v1-old,ID01,1455,BDEG,1321.8939799173663,1071.6088511692024,75.45278820433725,39.8211594444599,58.242707436814726,7
v1-old,ID01,1456,BDEG,1323.4334027097675,1072.5718869995987,137.2218538024263,42.50394792009816,62.20486175811175,7
v1-old,ID01,1457,BDEG,1338.0359902764428,1009.030146526017,130.8005564922412,28.198809126946607,41.05270207980902,7
v1-old,ID01,1458,BDEG,1329.9854538218976,1041.0045027695542,55.342387566294875,38.15974779360757,55.63718664360658,8
v1-old,ID01,1459,BDEG,1347.247816177155,1070.9275888730517,102.778642544968,49.8823867376745,73.05493820622132,7
v1-old,ID01,1460,BDEG,1311.18401509749,1098.1177403177098,72.85305430209574,33.838465934477114,49.589002814566356,7
v1-old,ID01,1461,BDEG,1345.1303122124098,1052.0236895707367,76.06393380396955,57.86296617430368,84.54715114459759,7
v1-old,ID01,1462,BDEG,1325.6630231564714,1062.09531644733,140.9841321489952,31.918048582849092,46.67245510082466,7
v1-old,ID01,1463,BDEG,1360.4900465233127,1078.2434907997078,119.57425408698421,51.507014478617826,75.53522607809282,7
v1-old,ID01,1464,BDEG,1396.3388334881106,1091.5877497979802,118.69711694386673,56.95540719638613,83.73369237699626,7
v1-old,ID01,1465,BDEG,1341.7994972737683,1085.2766056121068,112.7929659234563,46.22615314148284,67.77705372521268,7
v1-old,ID01,1466,BDEG,1360.495352303389,1046.23521271362,89.8240753086778,49.21441185059713,71.93674045739044,7
v1-old,ID01,1467,BDEG,1369.962099492966,1073.789594333098,117.35958484056691,55.40423644226822,81.2494124347595,8
v1-old,ID01,1468,BDEG,1337.239489495129,1048.1337980777041,94.2853938780533,58.94456538987988,86.1054359348118,7
v1-old,ID01,1469,BDEG,1351.4120324636615,1053.0568217176128,105.53940472411334,40.27453246566765,58.90208003079988,8
v1-old,ID01,1470,BDEG,1362.338691048934,1068.3245326521012,93.94741312264512,33.79824112887094,49.50807571041196,8
v1-old,ID01,1471,BDEG,1309.8016394587573,1046.6600014370797,135.5363046681016,32.6014138404208,47.5706518985412,8
v1-old,ID01,1472,BDEG,1316.3510381670087,1038.5666091897128,120.83578177298489,57.16894029100127,83.38252143885484,8
v1-old,ID01,1473,BDEG,1320.6143920741106,1064.3061398466207,128.84006604091888,45.071759562799734,65.90809627330782,7
v1-old,ID01,1474,BDEG,1350.2742120069508,1076.4787344318563,88.30522513759576,55.1237439456442,80.75859935614244,7
v1-old,ID01,1475,BDEG,1394.4681076954212,1091.254644832591,104.4275439868592,46.58464708731683,68.4622226183651,7
v1-old,ID01,1476,BDEG,1337.2032623837727,1045.2073920232326,136.05813238113657,37.597012981203726,54.922592887748124,7
v1-old,ID01,1477,BDEG,1349.6809258721662,1082.339771030159,85.94557913698671,24.834399107027437,36.399167080704956,7
v1-old,ID01,1478,BDEG,1363.7147094746194,1058.399798401194,115.65827488581733,57.06242696800819,83.54723100699584,7
v1-old,ID01,1479,BDEG,1311.3811164125293,1087.5574000046745,100.2593919186809,31.230505650091597,45.74230205488084,8
v1-old,ID01,1480,BDEG,1346.635992617169,1067.9357342598346,84.6215456317434,43.45662471453294,63.60508089541145,7
v1-old,ID01,1481,BDEG,1362.1777014138277,1040.4527740940648,160.16220739181637,45.4311265159525,66.41175631933856,7
v1-old,ID01,1482,BDEG,1318.7259255050135,1034.1565537508618,180.73624517555388,26.890241927660735,39.18461610311897,8
v1-old,ID01,1483,BDEG,1360.7489883606993,1071.496938237996,78.16380734985358,40.483938748516614,59.291096993308656,7
v1-old,ID01,1484,BDEG,1344.116934704273,1057.7119526840447,91.94756274029696,54.704969289609295,80.00018251843767,7
v1-old,ID01,1485,BDEG,1319.4023723423156,1080.3094274610296,114.86819444364728,48.488940596879196,71.00223267312276,8
v1-old,ID01,1486,BDEG,1384.7777054426274,1098.0099327657858,122.18875429501084,34.45551831886427,50.66039846396097,7
v1-old,ID01,1487,BDEG,1352.13630899167,1067.6247187725864,114.34023622882843,48.38435546813834,70.86380580538162,7
v1-old,ID01,1488,BDEG,1370.4621767329809,1033.0287165812456,102.26819134966023,40.269194098775344,58.82898863923583,7
v1-old,ID01,1489,BDEG,1290.6714949779891,1078.596989278389,89.00574936822447,55.33195447986707,80.91013374426939,7
v1-old,ID01,1490,BDEG,1369.3546953585526,1080.7385856346345,53.92035270032439,62.87990589522471,92.10691260153817,7
v1-old,ID01,1491,BDEG,1338.0365721667788,1034.3687422025996,55.769274958010215,43.844613275980635,63.90186581687067,8
v1-old,ID01,1492,BDEG,1329.644291042038,1065.8911843240553,108.67700967699757,62.83007904969132,91.91883240371044,7
v1-old,ID01,1493,BDEG,1325.611678711677,1054.72642239655,214.2012393616595,49.52264847722639,72.26479195391448,7
v1-old,ID01,1494,BDEG,1353.3617785160463,1109.3568074023428,119.4696461298477,10.400506561398233,15.286936770465218,7
v1-old,ID01,1495,BDEG,1358.4311631562805,1103.1725809955738,-7.87563567868023,40.987313797069326,59.91501124809383,8
v1-old,ID01,1496,BDEG,1340.198233423344,1050.2488654940346,152.39763584442804,61.09854613067893,89.30102248730509,7
v1-old,ID01,1497,BDEG,1332.0070352038035,1061.0038595355245,121.37603004760501,32.84176808596022,48.03355934185083,8
v1-old,ID01,1498,BDEG,1336.550033536123,1071.465885926151,74.66146982248806,66.01213074354608,96.59299884961274,8
v1-old,ID01,1499,BDEG,1317.8621011441705,1054.7239529459307,83.90357485621803,58.74598387056201,85.79093950271772,7
v1-old,ID01,1500,BDEG,1390.1826727730845,1081.3796983418254,46.698796769079884,35.96323564319477,52.69062259342945,7
v1-old,ID01,1501,BDEG,1366.674295870607,1083.245743266788,75.93851774711953,86.93388699170393,127.46288399939749,7
v1-old,ID01,1502,BDEG,1332.4894538901613,1032.3128147843393,76.10458813938975,45.72963807659957,66.6643381920785,7
v1-old,ID01,1503,BDEG,1329.3472470173983,1059.8087614397402,93.67476448910917,51.70855191955623,75.59299140299072,8
v1-old,ID01,1504,BDEG,1342.3159480398956,1079.6880407820886,85.32222795116802,56.75008377607749,83.13643025773399,7
v1-old,ID01,1505,BDEG,1384.1725661670098,1111.1934139847983,94.96728874742826,41.62503069672573,61.23322537589911,7
v1-old,ID01,1506,BDEG,1364.694457057992,1096.4254122499658,88.72249714793952,38.26430826876169,56.18035190986575,7
v1-old,ID01,1507,BDEG,1340.1139247170508,1083.1266943952448,131.8639901190784,27.93574798920405,40.952018585012866,7
v1-old,ID01,1508,BDEG,1331.243951058214,1052.3783271963437,30.11194152138565,40.89674665870475,59.63279229829777,7
v1-old,ID01,1509,BDEG,1347.5704083772403,1074.2981989349678,77.78393822085847,77.87869581098577,114.03532368088963,8
v1-old,ID01,1510,BDEG,1341.746924280353,1096.450712564951,121.91390079751606,31.856523530355332,46.75428263789081,7
v1-old,ID01,1511,BDEG,1371.2242213046597,1039.8069311671736,100.20565120053256,29.373260056136353,42.937514969807125,7
v1-old,ID01,1512,BDEG,1360.2805480106204,1057.791404868444,106.7999217868271,38.05149749301315,55.695323555925825,7
