cycle,timestamp,phase,prefix,state,attempts,target,ok,timeout,latest_mm,latest_ant_center_mm,median_mm,median_ant_center_mm,mean_mm,mean_ant_center_mm,min_mm,min_ant_center_mm,max_mm,max_ant_center_mm,ant_center_offset_mm,echo_us,trig,echo,raw
1,2026-05-23T20:52:38,before,ERR:BLE_CMD_NOT_SENT,,,,,,,,,,,,,,,,0,,,,ERR:BLE_CMD_NOT_SENT
1,2026-05-23T20:52:43,uson,OK USON duration_s=30,,,,,,,,,,,,,,,,0,,,,OK USON duration_s=30
1,2026-05-23T20:52:47,poll,US,RUNNING,41,300,41,0,1518,1518,1518,1518,1516,1516,,,,,0,,,,US;RUNNING;attempts=41;target=300;ok=41;timeout=0;latest_mm=1518;median_mm=1518;mean_mm=1516;echo_us
1,2026-05-23T20:52:53,poll,US,RUNNING,96,300,96,0,1518,1518,1518,1518,1516,1516,,,,,0,,,,US;RUNNING;attempts=96;target=300;ok=96;timeout=0;latest_mm=1518;median_mm=1518;mean_mm=1516;echo_us
1,2026-05-23T20:52:59,poll,US,RUNNING,151,300,151,0,1518,1518,1518,1518,1516,1516,,,,,0,,,,US;RUNNING;attempts=151;target=300;ok=151;timeout=0;latest_mm=1518;median_mm=1518;mean_mm=1516;echo_
1,2026-05-23T20:53:05,poll,US,RUNNING,205,300,205,0,1518,1518,1518,1518,1516,1516,,,,,0,,,,US;RUNNING;attempts=205;target=300;ok=205;timeout=0;latest_mm=1518;median_mm=1518;mean_mm=1516;echo_
1,2026-05-23T20:53:11,poll,US,RUNNING,260,300,260,0,1518,1518,1518,1518,1516,1516,,,,,0,,,,US;RUNNING;attempts=260;target=300;ok=260;timeout=0;latest_mm=1518;median_mm=1518;mean_mm=1516;echo_
1,2026-05-23T20:53:17,poll,US,DONE,300,300,300,0,1512,1512,1518,1518,1516,1516,,,,,0,,,,US;DONE;attempts=300;target=300;ok=300;timeout=0;latest_mm=1512;median_mm=1518;mean_mm=1516;echo_us=
1,2026-05-23T20:53:21,off,OK USOFF,,,,,,,,,,,,,,,,0,,,,OK USOFF
