timestamp,id,type,path,notes
2026-06-23T20:50:43+02:00,"ALL_RESPONDER",anchor_responder,"/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/erlangen_20260528_mocap/captures/codex_tr2_clean_anchor_responder_20260623/manual_all_anchor_responder_20260623_204953","rc=0"
2026-06-23T20:51:51+02:00,"CODEX_TR2_CLEAN_AFTER_RESP","static","/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/erlangen_20260528_mocap/captures/codex_tr2_clean_anchor_responder_20260623/static_CODEX_TR2_CLEAN_AFTER_RESP_BSF66F_30s_20260623_205043","duration_s=30; targets=BSF66F; cir=off; rc=0"
