dataset,version,n,best,p25,median,p75,worst,mean
static,V3-lite,23,30.193479983019305,41.66524309264021,47.011029659913774,57.925287611202556,77.34176624306834,49.64256131998309
static,V4-interonly,23,30.199088704416667,42.018472496740905,47.717531855455775,59.967102159966814,105.26115272085083,52.97158918114251
roto,V3-lite,34,34.43992438668105,46.34212958149207,55.861507699768026,86.85246474393381,120.88773025220628,63.279241034508836
roto,V4-interonly,34,33.99046451919844,48.28306210354442,57.444202459219696,83.01369657517273,106.01136440698859,63.18980515447303
static,delta_V4_minus_V3,23,-2.569403588151495,0.3520564895603293,0.8178669128064797,2.6821233033760308,28.34672058967287,3.329027861159432
roto,delta_V4_minus_V3,34,-14.876365845217691,-0.9999573534228698,0.7717502005922086,1.8094234771565922,3.278301893907667,-0.08943588003580082
