ID,sigma,f_scale,qmin,subset,smooth,N,X,Y,Z,3D
ID14,old,5,50,best7_noH,1,600,21.925679048564763,14.32144127483566,38.16821490631779,46.288786018474255
ID14,old,5,80,all8,1,600,21.925679048564763,14.32144127483566,38.16821490631779,46.288786018474255
ID14,old,5,80,best7_noH,1,600,21.925679048564763,14.32144127483566,38.16821490631779,46.288786018474255
ID16,today,3,0,all8,1,601,25.462151364355385,17.870170996289445,34.284917039362504,46.293840842318744
ID14,old,5,95,all8,1,600,21.931156898496393,14.322684348490565,38.18229426373177,46.3033748780277
ID14,old,5,95,best7_noH,1,600,21.931156898496393,14.322684348490565,38.18229426373177,46.3033748780277
ID16,today,3,20,all8,1,601,25.50851960652791,17.867821048767965,34.27649114657911,46.31221703685681
ID14,today,2,0,best7_noH,1,600,23.7678744206774,14.479912439550997,37.02073120619054,46.31537819963435
ID14,today,2,20,best7_noH,1,600,23.7678744206774,14.479912439550997,37.02073120619054,46.31537819963435
ID14,today,2,50,best7_noH,1,600,23.7678744206774,14.479912439550997,37.02073120619054,46.31537819963435
ID14,today,2,80,all8,1,600,23.7678744206774,14.479912439550997,37.02073120619054,46.31537819963435
ID14,today,2,80,best7_noH,1,600,23.7678744206774,14.479912439550997,37.02073120619054,46.31537819963435
ID16,old,10,50,best7_noD,1,601,23.59829589391137,16.140296009572577,36.45217109433225,46.32655288129789
ID14,today,2,50,all8,1,600,23.580585553752137,14.60366407643514,37.124947849282,46.34191161709985
ID16,old,10,0,noDH,1,601,23.621534153402262,16.141216159507863,36.45736898726829,46.342804062142584
ID16,old,10,20,noDH,1,601,23.621534153402262,16.141216159507863,36.45736898726829,46.342804062142584
ID16,old,10,50,noDH,1,601,23.621534153402262,16.141216159507863,36.45736898726829,46.342804062142584
ID16,old,10,80,noDH,1,601,23.621534153402262,16.141216159507863,36.45736898726829,46.342804062142584
ID16,old,10,80,best7_noD,1,601,23.621534153402262,16.141216159507863,36.45736898726829,46.342804062142584
ID14,uniform50,1,0,lowerEF,1,600,22.718964880110885,12.385479775748337,38.45244585324403,46.34805353621495
ID14,uniform50,1,20,lowerEF,1,600,22.718964880110885,12.385479775748337,38.45244585324403,46.34805353621495
ID14,uniform50,1,50,lowerEF,1,600,22.718964880110885,12.385479775748337,38.45244585324403,46.34805353621495
ID14,uniform50,1,80,lowerEF,1,600,22.718964880110885,12.385479775748337,38.45244585324403,46.34805353621495
ID14,uniform50,1,95,lowerEF,1,600,22.718964880110885,12.385479775748337,38.45244585324403,46.34805353621495
ID14,today,2,20,all8,1,600,23.131325832147585,14.477045492373147,37.472764434450866,46.35570251113735
ID16,old,5,0,lowerEF,1,601,23.04645995526469,15.535295244464338,37.105251491346124,46.360375354804226
ID16,old,5,20,lowerEF,1,601,23.04645995526469,15.535295244464338,37.105251491346124,46.360375354804226
ID16,old,5,50,lowerEF,1,601,23.04645995526469,15.535295244464338,37.105251491346124,46.360375354804226
ID16,old,5,80,lowerEF,1,601,23.04645995526469,15.535295244464338,37.105251491346124,46.360375354804226
ID14,today,3,0,lowerEF,1,600,23.79032226312388,14.20523736499179,37.19911512222593,46.38472127603727
ID14,today,3,20,lowerEF,1,600,23.79032226312388,14.20523736499179,37.19911512222593,46.38472127603727
ID14,today,3,50,lowerEF,1,600,23.79032226312388,14.20523736499179,37.19911512222593,46.38472127603727
ID14,today,3,80,lowerEF,1,600,23.79032226312388,14.20523736499179,37.19911512222593,46.38472127603727
ID14,today,3,95,lowerEF,1,600,23.79032226312388,14.20523736499179,37.19911512222593,46.38472127603727
ID14,today,2,95,all8,1,600,23.794250550221136,14.524102747093133,37.08244224437824,46.392062280765934
ID14,today,2,95,best7_noH,1,600,23.794250550221136,14.524102747093133,37.08244224437824,46.392062280765934
ID14,uniform50,2,100,lowerEF,1,600,23.863626334264936,13.604093374231052,37.39522862378318,46.39986144571159
ID14,uniform30,1,50,all8,1,600,23.701101991522915,12.699853012002954,37.82023791269783,46.404729262351246
ID16,today,10,95,lowerEF,1,601,27.3261428969217,16.041907933077443,33.9083593002051,46.40945729254031
ID16,old,5,0,best7_noD,1,601,23.551001444532982,16.180242889068197,36.640056959510474,46.46443481831893
ID16,old,5,20,best7_noD,1,601,23.551873255853497,16.178861943836402,36.641571964245465,46.46559053394764
ID16,today,3,50,all8,1,601,26.19407878400799,18.063197173471767,33.92297682173697,46.50996895202833
ID16,old,5,50,best7_noD,1,601,23.658491633385392,16.229753282185026,36.666357408975905,46.55696385730415
ID16,old,5,0,noDH,1,601,23.681600545876684,16.23068494861187,36.671432786021604,46.573032120480015
ID16,old,5,20,noDH,1,601,23.681600545876684,16.23068494861187,36.671432786021604,46.573032120480015
ID16,old,5,50,noDH,1,601,23.681600545876684,16.23068494861187,36.671432786021604,46.573032120480015
ID16,old,5,80,noDH,1,601,23.681600545876684,16.23068494861187,36.671432786021604,46.573032120480015
ID16,old,5,80,best7_noD,1,601,23.681600545876684,16.23068494861187,36.671432786021604,46.573032120480015
ID16,uniform50,2,95,lowerEF,1,601,24.167079315387046,14.670449122869199,37.03464433496181,46.5922169586297
ID16,today,5,95,lowerEF,1,601,26.79378361178551,16.235527154909683,34.4880303702365,46.593169253135706
ID16,today,3,0,best7_noH,1,601,26.373128092671603,18.05478554925003,33.92145479892328,46.60667615586062
ID16,today,3,20,best7_noH,1,601,26.373128092671603,18.05478554925003,33.92145479892328,46.60667615586062
ID16,today,3,50,best7_noH,1,601,26.373128092671603,18.05478554925003,33.92145479892328,46.60667615586062
ID16,today,3,80,all8,1,601,26.373128092671603,18.05478554925003,33.92145479892328,46.60667615586062
ID16,today,3,80,best7_noH,1,601,26.373128092671603,18.05478554925003,33.92145479892328,46.60667615586062
ID14,uniform30,1,0,best7_noH,1,600,23.948841850253686,12.632862795829569,37.98696102238092,46.64917422744592
ID14,uniform30,1,20,best7_noH,1,600,23.948841850253686,12.632862795829569,37.98696102238092,46.64917422744592
ID14,uniform30,1,50,best7_noH,1,600,23.948841850253686,12.632862795829569,37.98696102238092,46.64917422744592
ID14,uniform30,1,80,all8,1,600,23.948841850253686,12.632862795829569,37.98696102238092,46.64917422744592
ID14,uniform30,1,80,best7_noH,1,600,23.948841850253686,12.632862795829569,37.98696102238092,46.64917422744592
ID14,uniform30,1,95,all8,1,600,23.972994524974172,12.646717722049353,38.036279957104206,46.70548713599769
ID14,uniform30,1,95,best7_noH,1,600,23.972994524974172,12.646717722049353,38.036279957104206,46.70548713599769
ID16,old,3,0,all8,1,601,22.838685191236234,16.066115666779268,37.53989593458084,46.786423251429284
ID16,old,3,20,all8,1,601,22.83980007074009,16.064891441944134,37.54219482799161,46.78839168870532
ID16,uniform30,3,95,lowerEF,1,601,24.055123744433626,14.647866603022292,37.431695472782124,46.84379148133772
ID16,old,3,50,all8,1,601,22.946757949072143,16.09833131033783,37.576314147509194,46.87951958225477
ID13,uniform30,3,0,best7_noH,1,601,22.232516301306156,12.91836704478055,39.215413735152694,46.89368467726458
ID13,uniform30,3,20,best7_noH,1,601,22.232516301306156,12.91836704478055,39.215413735152694,46.89368467726458
ID13,uniform30,3,50,best7_noH,1,601,22.232516301306156,12.91836704478055,39.215413735152694,46.89368467726458
ID13,uniform30,3,80,all8,1,601,22.232516301306156,12.91836704478055,39.215413735152694,46.89368467726458
ID13,uniform30,3,80,best7_noH,1,601,22.232516301306156,12.91836704478055,39.215413735152694,46.89368467726458
ID13,uniform30,3,95,all8,1,601,22.232516301306156,12.91836704478055,39.215413735152694,46.89368467726458
ID13,uniform30,3,95,best7_noH,1,601,22.232516301306156,12.91836704478055,39.215413735152694,46.89368467726458
ID16,old,3,0,best7_noH,1,601,22.965822952990077,16.098275605234452,37.583271152093246,46.89441088084951
ID16,old,3,20,best7_noH,1,601,22.965822952990077,16.098275605234452,37.583271152093246,46.89441088084951
ID16,old,3,50,best7_noH,1,601,22.965822952990077,16.098275605234452,37.583271152093246,46.89441088084951
ID16,old,3,80,all8,1,601,22.965822952990077,16.098275605234452,37.583271152093246,46.89441088084951
ID16,old,3,80,best7_noH,1,601,22.965822952990077,16.098275605234452,37.583271152093246,46.89441088084951
ID13,uniform30,3,100,all8,1,601,22.23964505255934,12.917812626506132,39.284497782320265,46.95469583680076
ID13,uniform30,3,100,best7_noH,1,601,22.23964505255934,12.917812626506132,39.284497782320265,46.95469583680076
ID13,uniform50,2,0,best7_noH,1,601,22.293190043258164,12.927371192670142,39.339011993170956,47.02830119041885
ID13,uniform50,2,20,best7_noH,1,601,22.293190043258164,12.927371192670142,39.339011993170956,47.02830119041885
ID13,uniform50,2,50,best7_noH,1,601,22.293190043258164,12.927371192670142,39.339011993170956,47.02830119041885
ID13,uniform50,2,80,all8,1,601,22.293190043258164,12.927371192670142,39.339011993170956,47.02830119041885
ID13,uniform50,2,80,best7_noH,1,601,22.293190043258164,12.927371192670142,39.339011993170956,47.02830119041885
ID13,uniform50,2,95,all8,1,601,22.293190043258164,12.927371192670142,39.339011993170956,47.02830119041885
ID13,uniform50,2,95,best7_noH,1,601,22.293190043258164,12.927371192670142,39.339011993170956,47.02830119041885
ID16,uniform30,2,100,all8,1,601,25.053700557537955,16.509206845746647,36.220291246960635,47.03351273631472
ID16,uniform30,2,100,best7_noH,1,601,25.053700557537955,16.509206845746647,36.220291246960635,47.03351273631472
ID14,uniform30,2,100,all8,1,600,24.059444091081964,14.092197353502428,37.8887684303921,47.0425939909125
ID14,uniform30,2,100,best7_noH,1,600,24.059444091081964,14.092197353502428,37.8887684303921,47.0425939909125
ID16,old,10,95,lowerEF,1,601,23.408245285444963,15.612329531614044,37.711524169661296,47.0515657119528
ID13,uniform50,2,100,all8,1,601,22.300351928565664,12.926836501909762,39.407943721386935,47.089221977358996
ID13,uniform50,2,100,best7_noH,1,601,22.300351928565664,12.926836501909762,39.407943721386935,47.089221977358996
ID13,uniform30,3,20,all8,1,601,21.61300449168488,12.56130360062735,39.92954036183076,47.10919766682294
ID13,uniform30,3,0,all8,1,601,21.610710066891066,12.560909190932406,39.931895652337495,47.11003629469253
ID15,uniform30,0.5,20,all8,1,600,22.14280208777205,14.869166578716703,38.83875066979251,47.11522421292481
ID15,uniform30,0.5,0,all8,1,600,22.20885607263593,14.90542101818378,38.79048547239902,47.11800745966208
ID14,uniform30,3,100,lowerEF,1,600,24.237298736653603,13.67366678939491,38.118135760420905,47.19542443253446
ID13,uniform50,2,20,all8,1,601,21.68424552532688,12.582762667297644,40.020801973246506,47.22496173556956
ID13,uniform50,2,0,all8,1,601,21.68197137177048,12.582370046796964,40.02316571954833,47.22581616843945
ID16,today,10,95,all8,1,601,26.703579885573333,17.296339821221874,34.90696830069525,47.23072078490995
ID16,today,10,95,best7_noH,1,601,26.703579885573333,17.296339821221874,34.90696830069525,47.23072078490995
ID16,old,5,95,lowerEF,1,601,23.459341768760186,15.695066272792527,37.90152206695448,47.25675821004529
ID15,uniform30,1,0,lowerEF,1,600,21.101860367616883,14.05872396870101,39.9100033548237,47.28366100868848
ID15,uniform30,1,20,lowerEF,1,600,21.101860367616883,14.05872396870101,39.9100033548237,47.28366100868848
ID15,uniform30,1,50,lowerEF,1,600,21.101860367616883,14.05872396870101,39.9100033548237,47.28366100868848
ID15,uniform30,1,80,lowerEF,1,600,21.101860367616883,14.05872396870101,39.9100033548237,47.28366100868848
ID16,old,10,95,noDH,1,601,23.998827557762393,16.29001063843534,37.34457150895527,47.285570652525976
ID16,old,10,95,best7_noD,1,601,23.998827557762393,16.29001063843534,37.34457150895527,47.285570652525976
ID13,uniform30,2,0,best7_noH,1,601,22.522581779954702,12.97096173090202,39.51691634455961,47.2979832090354
ID13,uniform30,2,20,best7_noH,1,601,22.522581779954702,12.97096173090202,39.51691634455961,47.2979832090354
ID13,uniform30,2,50,best7_noH,1,601,22.522581779954702,12.97096173090202,39.51691634455961,47.2979832090354
ID13,uniform30,2,80,all8,1,601,22.522581779954702,12.97096173090202,39.51691634455961,47.2979832090354
ID13,uniform30,2,80,best7_noH,1,601,22.522581779954702,12.97096173090202,39.51691634455961,47.2979832090354
ID13,uniform30,2,95,all8,1,601,22.522581779954702,12.97096173090202,39.51691634455961,47.2979832090354
ID13,uniform30,2,95,best7_noH,1,601,22.522581779954702,12.97096173090202,39.51691634455961,47.2979832090354
ID16,old,2,0,all8,1,601,22.823531463049278,15.88759121315231,38.267325235896564,47.30451694828857
ID16,uniform30,2,0,lowerEF,1,601,23.548722332774332,14.441575131808392,38.40287171206353,47.30625721325859
ID16,uniform30,2,20,lowerEF,1,601,23.548722332774332,14.441575131808392,38.40287171206353,47.30625721325859
ID16,uniform30,2,50,lowerEF,1,601,23.548722332774332,14.441575131808392,38.40287171206353,47.30625721325859
ID16,uniform30,2,80,lowerEF,1,601,23.548722332774332,14.441575131808392,38.40287171206353,47.30625721325859
ID16,old,2,20,all8,1,601,22.824805687268377,15.885523977967086,38.26980206479542,47.30644117659609
ID16,today,5,95,all8,1,601,26.808062312157368,18.14350784295817,34.5058386705367,47.312915616532266
ID16,today,5,95,best7_noH,1,601,26.808062312157368,18.14350784295817,34.5058386705367,47.312915616532266
ID15,uniform30,1,95,lowerEF,1,600,21.125177090227957,14.064614598476158,39.95001358046584,47.3295898564161
ID16,today,3,95,all8,1,601,26.827768368553368,18.100651516041992,34.5479419680152,47.338388599183354
ID16,today,3,95,best7_noH,1,601,26.827768368553368,18.100651516041992,34.5479419680152,47.338388599183354
ID13,uniform30,2,100,all8,1,601,22.52188990202499,12.97446005449822,39.58305716135564,47.35388635269394
ID13,uniform30,2,100,best7_noH,1,601,22.52188990202499,12.97446005449822,39.58305716135564,47.35388635269394
ID16,old,3,95,all8,1,601,23.188187683254537,16.160888813025107,38.0184490772484,47.37371471079851
ID16,old,3,95,best7_noH,1,601,23.188187683254537,16.160888813025107,38.0184490772484,47.37371471079851
ID16,uniform50,1,100,all8,1,601,25.46655677051257,16.76714128550656,36.27836100493934,47.38989362552507
ID16,uniform50,1,100,best7_noH,1,601,25.46655677051257,16.76714128550656,36.27836100493934,47.38989362552507
ID16,old,2,50,all8,1,601,22.93427757496332,15.914247242838286,38.30972363990837,47.401258195936165
ID16,old,2,0,best7_noH,1,601,22.950752804562068,15.913517419617826,38.31681415841149,47.414716472956336
ID16,old,2,20,best7_noH,1,601,22.950752804562068,15.913517419617826,38.31681415841149,47.414716472956336
ID16,old,2,50,best7_noH,1,601,22.950752804562068,15.913517419617826,38.31681415841149,47.414716472956336
ID16,old,2,80,all8,1,601,22.950752804562068,15.913517419617826,38.31681415841149,47.414716472956336
ID16,old,2,80,best7_noH,1,601,22.950752804562068,15.913517419617826,38.31681415841149,47.414716472956336
ID14,uniform50,1,100,all8,1,600,24.31297745405281,14.001204792119522,38.25552070451482,47.440905057615765
ID14,uniform50,1,100,best7_noH,1,600,24.31297745405281,14.001204792119522,38.25552070451482,47.440905057615765
ID16,old,5,95,noDH,1,601,24.03557227740457,16.384516283890708,37.55100705040339,47.49988672680035
ID16,old,5,95,best7_noD,1,601,24.03557227740457,16.384516283890708,37.55100705040339,47.49988672680035
ID15,uniform30,1,100,lowerEF,1,600,21.502552929554117,14.335439245861947,39.90100075903373,47.538978348640235
ID13,uniform30,3,50,all8,1,601,22.29169600470927,12.871334866128645,39.98232462220871,47.55183754807028
ID16,today,3,0,lowerEF,1,601,25.716662412962894,16.37197756267487,36.56529157525722,47.60681592963979
ID16,today,3,20,lowerEF,1,601,25.716662412962894,16.37197756267487,36.56529157525722,47.60681592963979
ID16,today,3,50,lowerEF,1,601,25.716662412962894,16.37197756267487,36.56529157525722,47.60681592963979
ID16,today,3,80,lowerEF,1,601,25.716662412962894,16.37197756267487,36.56529157525722,47.60681592963979
ID14,uniform50,0.5,50,all8,1,600,24.297273144215264,12.771709681989785,38.9850233955023,47.67919986318455
ID13,uniform30,2,20,all8,1,601,21.908487408356788,12.718050862248099,40.39523839046267,47.68129531461123
ID13,uniform30,2,0,all8,1,601,21.906160987816957,12.717650257135245,40.397551837007704,47.682079565709905
ID16,old,2,95,all8,1,601,23.085232162166285,15.944205945780608,38.56318127919952,47.68925033584598
ID16,old,2,95,best7_noH,1,601,23.085232162166285,15.944205945780608,38.56318127919952,47.68925033584598
ID13,uniform50,2,50,all8,1,601,22.373238881794855,12.89131230246509,40.09701518888013,47.69191103320173
ID16,uniform30,2,95,lowerEF,1,601,24.04195904159159,14.525169211827524,38.602741818641434,47.74063270534313
ID16,uniform30,3,100,all8,1,601,25.54835240831856,16.96075667618472,36.6198169930024,47.76396732275669
ID16,uniform30,3,100,best7_noH,1,601,25.54835240831856,16.96075667618472,36.6198169930024,47.76396732275669
ID16,old,10,100,all8,1,601,24.154532611521606,15.83877975594295,38.135559108651236,47.83962017374053
ID16,old,10,100,best7_noH,1,601,24.154532611521606,15.83877975594295,38.135559108651236,47.83962017374053
ID14,today,2,0,lowerEF,1,600,23.83446036330423,13.991946036378774,39.13053217552241,47.90672816039988
ID14,today,2,20,lowerEF,1,600,23.83446036330423,13.991946036378774,39.13053217552241,47.90672816039988
ID14,today,2,50,lowerEF,1,600,23.83446036330423,13.991946036378774,39.13053217552241,47.90672816039988
ID14,today,2,80,lowerEF,1,600,23.83446036330423,13.991946036378774,39.13053217552241,47.90672816039988
ID14,today,2,95,lowerEF,1,600,23.83446036330423,13.991946036378774,39.13053217552241,47.90672816039988
ID14,uniform50,0.5,0,best7_noH,1,600,24.57914036703132,12.74162963856379,39.136346295438486,47.93888680794577
ID14,uniform50,0.5,20,best7_noH,1,600,24.57914036703132,12.74162963856379,39.136346295438486,47.93888680794577
ID14,uniform50,0.5,50,best7_noH,1,600,24.57914036703132,12.74162963856379,39.136346295438486,47.93888680794577
ID14,uniform50,0.5,80,all8,1,600,24.57914036703132,12.74162963856379,39.136346295438486,47.93888680794577
ID14,uniform50,0.5,80,best7_noH,1,600,24.57914036703132,12.74162963856379,39.136346295438486,47.93888680794577
ID14,uniform50,5,0,noDH,1,600,24.288641814477387,16.113891986169275,38.05997604044266,47.939101079734264
ID14,uniform50,5,20,noDH,1,600,24.288641814477387,16.113891986169275,38.05997604044266,47.939101079734264
ID14,uniform50,5,50,noDH,1,600,24.288641814477387,16.113891986169275,38.05997604044266,47.939101079734264
ID14,uniform50,5,80,noDH,1,600,24.288641814477387,16.113891986169275,38.05997604044266,47.939101079734264
ID14,uniform50,5,80,best7_noD,1,600,24.288641814477387,16.113891986169275,38.05997604044266,47.939101079734264
ID14,uniform30,10,0,noDH,1,600,24.288643963646017,16.11389341734511,38.05998009075816,47.939105865329026
ID14,uniform30,10,20,noDH,1,600,24.288643963646017,16.11389341734511,38.05998009075816,47.939105865329026
ID14,uniform30,10,50,noDH,1,600,24.288643963646017,16.11389341734511,38.05998009075816,47.939105865329026
ID14,uniform30,10,80,noDH,1,600,24.288643963646017,16.11389341734511,38.05998009075816,47.939105865329026
ID14,uniform30,10,80,best7_noD,1,600,24.288643963646017,16.11389341734511,38.05998009075816,47.939105865329026
ID14,uniform50,10,0,noDH,1,600,24.288647440781723,16.113897061216928,38.05999085855887,47.93911740067471
ID14,uniform50,10,20,noDH,1,600,24.288647440781723,16.113897061216928,38.05999085855887,47.93911740067471
ID14,uniform50,10,50,noDH,1,600,24.288647440781723,16.113897061216928,38.05999085855887,47.93911740067471
ID14,uniform50,10,80,noDH,1,600,24.288647440781723,16.113897061216928,38.05999085855887,47.93911740067471
ID14,uniform50,10,80,best7_noD,1,600,24.288647440781723,16.113897061216928,38.05999085855887,47.93911740067471
ID14,uniform30,5,0,noDH,1,600,24.293035425905394,16.089220125391595,38.06793728697407,47.93936194540548
ID14,uniform30,5,20,noDH,1,600,24.293035425905394,16.089220125391595,38.06793728697407,47.93936194540548
ID14,uniform30,5,50,noDH,1,600,24.293035425905394,16.089220125391595,38.06793728697407,47.93936194540548
ID14,uniform30,5,80,noDH,1,600,24.293035425905394,16.089220125391595,38.06793728697407,47.93936194540548
ID14,uniform30,5,80,best7_noD,1,600,24.293035425905394,16.089220125391595,38.06793728697407,47.93936194540548
ID14,uniform50,3,0,noDH,1,600,24.293035583798503,16.08922016696426,38.0679383515742,47.93936288475268
ID14,uniform50,3,20,noDH,1,600,24.293035583798503,16.08922016696426,38.0679383515742,47.93936288475268
ID14,uniform50,3,50,noDH,1,600,24.293035583798503,16.08922016696426,38.0679383515742,47.93936288475268
ID14,uniform50,3,80,noDH,1,600,24.293035583798503,16.08922016696426,38.0679383515742,47.93936288475268
ID14,uniform50,3,80,best7_noD,1,600,24.293035583798503,16.08922016696426,38.0679383515742,47.93936288475268
ID15,uniform30,3,0,noDH,1,600,24.368753114330858,13.851759914638956,38.93218712693631,47.973144316031586
ID15,uniform30,3,20,noDH,1,600,24.368753114330858,13.851759914638956,38.93218712693631,47.973144316031586
ID15,uniform30,3,50,noDH,1,600,24.368753114330858,13.851759914638956,38.93218712693631,47.973144316031586
ID15,uniform30,3,80,noDH,1,600,24.368753114330858,13.851759914638956,38.93218712693631,47.973144316031586
ID15,uniform30,3,80,best7_noD,1,600,24.368753114330858,13.851759914638956,38.93218712693631,47.973144316031586
ID15,uniform30,3,95,noDH,1,600,24.368753114330858,13.851759914638956,38.93218712693631,47.973144316031586
ID15,uniform30,3,95,best7_noD,1,600,24.368753114330858,13.851759914638956,38.93218712693631,47.973144316031586
ID14,uniform30,0.5,0,all8,1,600,24.282713574106292,13.141069563552884,39.23684799633532,47.97778786567535
ID16,old,5,100,all8,1,601,24.21155139098642,15.90157910334518,38.252376751442846,47.98232764125398
ID16,old,5,100,best7_noH,1,601,24.21155139098642,15.90157910334518,38.252376751442846,47.98232764125398
ID14,uniform50,0.5,95,all8,1,600,24.600885861095943,12.75135051277496,39.18183959906153,47.98976015169177
ID14,uniform50,0.5,95,best7_noH,1,600,24.600885861095943,12.75135051277496,39.18183959906153,47.98976015169177
ID13,uniform30,2,50,all8,1,601,22.50389538700688,12.951341041244293,40.388274061419175,48.01432311317399
ID15,uniform30,0.5,0,best7_noH,1,600,22.176365586607513,15.20762064961593,39.77885445043503,48.01479124022502
ID15,uniform30,0.5,20,best7_noH,1,600,22.176365586607513,15.20762064961593,39.77885445043503,48.01479124022502
ID15,uniform30,0.5,50,best7_noH,1,600,22.176365586607513,15.20762064961593,39.77885445043503,48.01479124022502
ID15,uniform30,0.5,80,all8,1,600,22.176365586607513,15.20762064961593,39.77885445043503,48.01479124022502
ID15,uniform30,0.5,80,best7_noH,1,600,22.176365586607513,15.20762064961593,39.77885445043503,48.01479124022502
ID15,uniform30,3,50,best7_noD,1,600,24.506904841748465,13.914850610333321,38.87663177665515,48.01670491326993
ID15,uniform30,0.5,50,all8,1,600,22.330696602996735,15.234750586233085,39.698405508313186,48.028335762363135
ID14,old,10,0,lowerEF,1,600,22.22212271097444,14.408776141066381,40.068115768763356,48.030089203789665
ID14,old,10,20,lowerEF,1,600,22.22212271097444,14.408776141066381,40.068115768763356,48.030089203789665
ID14,old,10,50,lowerEF,1,600,22.22212271097444,14.408776141066381,40.068115768763356,48.030089203789665
ID14,old,10,80,lowerEF,1,600,22.22212271097444,14.408776141066381,40.068115768763356,48.030089203789665
ID14,old,10,95,lowerEF,1,600,22.22212271097444,14.408776141066381,40.068115768763356,48.030089203789665
ID15,uniform50,2,0,noDH,1,600,24.384973924603944,13.870860763916047,38.99591589344456,48.038621837061086
ID15,uniform50,2,20,noDH,1,600,24.384973924603944,13.870860763916047,38.99591589344456,48.038621837061086
ID15,uniform50,2,50,noDH,1,600,24.384973924603944,13.870860763916047,38.99591589344456,48.038621837061086
ID15,uniform50,2,80,noDH,1,600,24.384973924603944,13.870860763916047,38.99591589344456,48.038621837061086
ID15,uniform50,2,80,best7_noD,1,600,24.384973924603944,13.870860763916047,38.99591589344456,48.038621837061086
ID15,uniform50,2,95,noDH,1,600,24.384973924603944,13.870860763916047,38.99591589344456,48.038621837061086
ID15,uniform50,2,95,best7_noD,1,600,24.384973924603944,13.870860763916047,38.99591589344456,48.038621837061086
ID14,uniform30,5,95,noDH,1,600,24.30267779272393,16.10010138556778,38.18302994140585,48.03932959595517
ID14,uniform30,5,95,best7_noD,1,600,24.30267779272393,16.10010138556778,38.18302994140585,48.03932959595517
ID14,uniform50,3,95,noDH,1,600,24.30267788822708,16.10010138720628,38.18303003389573,48.03932971833211
ID14,uniform50,3,95,best7_noD,1,600,24.30267788822708,16.10010138720628,38.18303003389573,48.03932971833211
ID14,uniform50,5,95,noDH,1,600,24.297637097710076,16.124402353703427,38.17694716044593,48.04009590214838
ID14,uniform50,5,95,best7_noD,1,600,24.297637097710076,16.124402353703427,38.17694716044593,48.04009590214838
ID14,uniform30,10,95,noDH,1,600,24.297639335411134,16.124403825510917,38.17695104786248,48.04010061722142
ID14,uniform30,10,95,best7_noD,1,600,24.297639335411134,16.124403825510917,38.17695104786248,48.04010061722142
ID14,uniform50,10,95,noDH,1,600,24.29764270487313,16.124407448737244,38.17696186183441,48.04011213128594
ID14,uniform50,10,95,best7_noD,1,600,24.29764270487313,16.124407448737244,38.17696186183441,48.04011213128594
ID14,uniform30,1,0,lowerEF,1,600,23.479219564267314,12.069089312841061,40.156566130581,48.05711676316144
ID14,uniform30,1,20,lowerEF,1,600,23.479219564267314,12.069089312841061,40.156566130581,48.05711676316144
ID14,uniform30,1,50,lowerEF,1,600,23.479219564267314,12.069089312841061,40.156566130581,48.05711676316144
ID14,uniform30,1,80,lowerEF,1,600,23.479219564267314,12.069089312841061,40.156566130581,48.05711676316144
ID14,uniform30,1,95,lowerEF,1,600,23.479219564267314,12.069089312841061,40.156566130581,48.05711676316144
ID15,uniform30,0.5,95,all8,1,600,22.229152810417755,15.231283654922198,39.797102904073114,48.06180017438994
ID15,uniform30,0.5,95,best7_noH,1,600,22.229152810417755,15.231283654922198,39.797102904073114,48.06180017438994
ID14,old,10,0,best7_noD,1,600,22.401300075018217,14.963714468298374,39.81976155643094,48.07644336003641
ID15,uniform50,2,50,best7_noD,1,600,24.523368147902527,13.933649287573152,38.94064188115228,48.08238511037903
ID13,uniform30,5,0,best7_noH,1,601,22.85832457226219,13.01781267756593,40.2569237635903,48.08935807501077
ID13,uniform30,5,20,best7_noH,1,601,22.85832457226219,13.01781267756593,40.2569237635903,48.08935807501077
ID13,uniform30,5,50,best7_noH,1,601,22.85832457226219,13.01781267756593,40.2569237635903,48.08935807501077
ID13,uniform30,5,80,all8,1,601,22.85832457226219,13.01781267756593,40.2569237635903,48.08935807501077
ID13,uniform30,5,80,best7_noH,1,601,22.85832457226219,13.01781267756593,40.2569237635903,48.08935807501077
ID13,uniform30,5,95,all8,1,601,22.85832457226219,13.01781267756593,40.2569237635903,48.08935807501077
ID13,uniform30,5,95,best7_noH,1,601,22.85832457226219,13.01781267756593,40.2569237635903,48.08935807501077
ID13,uniform50,3,0,best7_noH,1,601,22.858324620739698,13.017812669229508,40.25692406184916,48.08935834547761
ID13,uniform50,3,20,best7_noH,1,601,22.858324620739698,13.017812669229508,40.25692406184916,48.08935834547761
ID13,uniform50,3,50,best7_noH,1,601,22.858324620739698,13.017812669229508,40.25692406184916,48.08935834547761
ID13,uniform50,3,80,all8,1,601,22.858324620739698,13.017812669229508,40.25692406184916,48.08935834547761
ID13,uniform50,3,80,best7_noH,1,601,22.858324620739698,13.017812669229508,40.25692406184916,48.08935834547761
ID13,uniform50,3,95,all8,1,601,22.858324620739698,13.017812669229508,40.25692406184916,48.08935834547761
ID13,uniform50,3,95,best7_noH,1,601,22.858324620739698,13.017812669229508,40.25692406184916,48.08935834547761
ID14,uniform50,10,0,best7_noD,1,600,23.021387954793198,15.59069247110316,39.24114426919096,48.09284144910829
ID14,uniform50,5,0,best7_noD,1,600,23.02139285199023,15.590694771472956,39.24115954425305,48.092857002682045
