ID,layout,sigma,subset,f_scale,qmin,smooth,avg,N,X,Y,Z,3D
ID16,V4,uniform30,all8,2,0,10,mean,592,7.238116547946602,4.828289489608782,10.296455320412168,13.48034505205149
ID15,V4,flat_today,noH,2,0,10,median,591,7.501694436351925,4.911754430794172,10.115975027073912,13.517903008721532
ID15,MDS,uniform30,all8,2,0,10,median,591,7.2814191791754785,5.2414972661705965,10.114282467543317,13.520024729540713
ID16,V3-lite,uniform50,noH,2,0,10,mean,592,7.319891783897163,4.678583941047157,10.361557572544628,13.521532411326257
ID15,V3-lite,uniform50,noH,2,0,10,median,591,7.3324413010052485,5.152736927415924,10.125826578372951,13.522121030782385
ID15,V3-lite,uniform30,all8,2,0,10,median,591,7.300191715858118,5.247202413270115,10.109030124588012,13.528430149649262
ID15,MDS,uniform50,noH,2,0,10,median,591,7.31908141491975,5.148637753841789,10.149484861488913,13.531055628889467
ID16,MDS,uniform50,noH,2,0,10,mean,592,7.316140781986073,4.681302401618068,10.377375824469649,13.532569494354057
ID16,V4,uniform50,noH,2,0,10,mean,592,7.374878930449885,4.698968217741593,10.3643565560837,13.560568880831454
ID14,V4,today,all8,2,0,10,mean,591,7.125856858068774,4.163339116677904,10.762189304842597,13.562298743038163
ID15,MDS,flat_today,all8,2,0,10,median,591,7.303564127793493,5.262859345660492,10.166504047036282,13.579305652330056
ID15,V3-lite,flat_today,all8,2,0,10,median,591,7.326124064515513,5.266784461239514,10.172243536256062,13.597266303589501
ID15,V4,uniform30,all8,2,0,10,median,591,7.553790839742573,5.378429627411891,9.963396211438354,13.610897302298072
ID15,V4,flat_today,all8,2,0,10,median,591,7.555319594295908,5.350788615312813,9.979418737251425,13.612589441804147
ID16,V4,uniform30,noH,2,0,10,mean,592,7.468320039443398,4.692268023522644,10.461517710475905,13.683440218845769
ID14,V3-lite,flat_today,all8,2,0,10,mean,591,7.103218370771942,4.015528739617329,11.064283863307232,13.747674701177852
ID14,MDS,flat_today,all8,2,0,10,mean,591,7.0926483658666575,4.023033233887607,11.086701821832133,13.76246397012581
ID15,V3-lite,uniform50,all8,2,0,10,median,591,7.319194448574465,5.316233862159259,10.453626347966466,13.824299391871936
ID15,MDS,uniform50,all8,2,0,10,median,591,7.310777573386365,5.313827377305048,10.480804293369053,13.839490191449569
ID15,V4,uniform50,all8,2,0,10,median,591,7.53280842793388,5.461458024187819,10.296680880928898,13.877765083960886
ID16,V3-lite,uniform30,noH,2,0,10,mean,592,7.753274503386186,4.8907270983355895,10.42093915550212,13.879065168732712
ID14,MDS,uniform30,noH,2,0,10,mean,591,7.240003942058561,3.8585752805252667,11.21544774192836,13.895773757816801
ID14,V3-lite,uniform30,noH,2,0,10,mean,591,7.252541416394641,3.8579344301682097,11.214471405911665,13.901344682368222
ID16,MDS,uniform30,noH,2,0,10,mean,592,7.788491043234735,4.912587574015872,10.444139754001007,13.923870316978217
ID15,V4,today,all8,2,0,10,median,591,7.687643044038204,5.422150267610592,10.50623882532533,14.102504151811903
ID15,MDS,today,noH,2,0,10,median,591,7.623713437317114,4.949094762415628,10.849239108381692,14.153463702307578
ID16,V3-lite,flat_today,all8,2,0,10,mean,592,7.820543226454427,5.2017288415353695,10.601915112037902,14.164020733554464
ID14,V3-lite,flat_today,noH,2,0,10,mean,591,7.50883142820556,4.094534958677848,11.292374327136917,14.165644492546871
ID15,MDS,today,all8,2,0,10,median,591,7.626376932198611,5.376251611375376,10.659534880281075,14.166558875207356
ID14,MDS,flat_today,noH,2,0,10,mean,591,7.503279760743371,4.097840781955853,11.3048752577222,14.17362729984464
ID15,V3-lite,today,noH,2,0,10,median,591,7.628216481343886,4.946279273809916,10.882691956369,14.180562385109646
ID14,V3-lite,uniform50,noH,2,0,10,median,591,7.49395162967987,4.308872830309291,11.258240281858988,14.194142113556266
ID15,V3-lite,today,all8,2,0,10,median,591,7.634133379674304,5.371451274474796,10.694195030000335,14.195009284688693
ID14,V4,uniform30,noH,2,0,10,mean,591,7.4537736179664735,3.817662783493414,11.483427175141237,14.212754481912926
ID14,V3-lite,today,all8,2,0,10,mean,591,7.465224186981312,4.2940794768024455,11.31213389150199,14.21735080436066
ID15,V4,today,noH,2,0,10,median,591,7.880050646845795,4.987828233646081,10.73639095962313,14.221241841804432
ID16,MDS,flat_today,all8,2,0,10,mean,592,7.851962431517387,5.223579297545084,10.645070057372955,14.221695089899805
ID16,V4,flat_today,all8,2,0,10,mean,592,7.785706492436002,5.092005174256814,10.765419083529064,14.228140789471759
ID14,MDS,today,all8,2,0,10,mean,591,7.462220682330629,4.302221351835566,11.339173674972097,14.239757922913334
ID14,MDS,uniform50,noH,2,0,10,median,591,7.5031227429257665,4.309106908597501,11.322433328736441,14.250008762411845
ID14,V4,flat_today,noH,2,0,10,mean,591,7.685158913221352,4.010527566828759,11.379645694442663,14.305325407581837
ID14,V4,uniform50,all8,2,0,10,median,591,7.8501240242585055,4.119888804162709,11.268549026927927,14.337995959240054
ID16,V4,flat_today,noH,2,0,10,mean,592,8.236265428958928,5.075043692259549,10.763178540133714,14.471978060424302
ID14,V4,today,noH,2,0,10,mean,591,7.947193714011004,4.259047658439053,11.46343600968068,14.58450342085444
ID14,V3-lite,today,noH,2,0,10,mean,591,7.866591201080003,4.382921980023429,11.487354716807358,14.59632078976199
ID14,MDS,today,noH,2,0,10,mean,591,7.864855458464926,4.387489744780238,11.517313268551941,14.620346184993704
ID16,V3-lite,flat_today,noH,2,0,10,mean,592,8.621386581212185,5.369122375629438,10.756640105351504,14.793954441705122
ID14,V4,uniform50,noH,2,0,10,median,591,7.699968201876202,4.272826385753859,11.913841039269261,14.815065438319046
ID16,MDS,flat_today,noH,2,0,10,mean,592,8.65950664858754,5.3971155819236944,10.789014826987774,14.84987383577845
ID14,V3-lite,uniform50,all8,2,0,10,median,591,8.023353642473015,4.2357198931960784,11.867535726765094,14.938337622099988
ID14,MDS,uniform50,all8,2,0,10,median,591,8.04644443697074,4.235233837245284,11.910930589329814,14.985083958297913
ID15,V4,uniform30,noD,2,0,10,median,591,8.216462059410919,5.614180868224053,11.245679295191819,15.016476897234519
ID15,V4,uniform50,noD,2,0,10,median,591,8.175749005795344,5.663694928468696,11.276675435404911,15.036080637053997
ID14,V4,uniform50,noD,2,0,10,mean,591,7.764884450734148,4.701165218823668,12.02127473068011,15.063380467160036
ID14,V4,uniform30,all8,2,0,10,median,591,8.194814144289145,4.0137194808946,12.052734148305554,15.117318657105995
ID15,V4,uniform30,noDH,2,0,10,median,591,8.607885180413597,5.189003283181543,11.391940683738742,15.192029321123455
ID15,V4,uniform50,noDH,2,0,10,median,591,8.592083068782395,5.22538069764365,11.473924640881696,15.257111180062761
ID15,V3-lite,uniform50,noD,2,0,10,median,591,8.087332386897936,5.57155190010884,11.679987265760822,15.260053677497654
ID15,MDS,uniform50,noD,2,0,10,median,591,8.079647085045004,5.571448056846955,11.696955261827016,15.268938825805893
ID15,V4,flat_today,noDH,2,0,10,median,591,8.431450349250458,5.312419085940511,11.582254466486852,15.279390369481215
ID14,V4,uniform30,noD,2,0,10,mean,591,7.80926491954398,4.72755113631824,12.30986786591401,15.325377816105757
ID15,MDS,uniform30,noD,2,0,10,median,591,8.103817496924203,5.546595506316149,11.769402571541933,15.328255498430316
ID15,V4,flat_today,noD,2,0,10,median,591,7.9608367799096875,5.8555027328552764,11.72019480696576,15.330518608451106
ID15,V3-lite,uniform30,noD,2,0,10,median,591,8.109833125156301,5.563723596970497,11.773667862117515,15.340914852407844
ID14,V3-lite,uniform30,all8,2,0,10,median,591,8.437105729461333,4.3145807735497455,12.073801317065369,15.348519100732936
ID14,MDS,uniform30,all8,2,0,10,median,591,8.434590258281279,4.321815391511114,12.073648717827185,15.34905190768752
ID14,V3-lite,uniform50,noDH,2,0,10,mean,591,8.41803901147167,4.976799231767946,11.906456595190729,15.407648102327162
ID16,V4,today,all8,2,0,10,mean,592,8.984636119933336,5.698935420211387,11.166215445485498,15.423550774913979
ID14,V3-lite,uniform30,noH,2,0,10,median,591,8.133538452662455,4.361113413894176,12.365475046642109,15.429800099123616
ID16,V3-lite,today,all8,2,0,10,mean,592,9.016656483094188,5.820898550264654,11.089570086120721,15.432482585818173
ID14,MDS,uniform50,noDH,2,0,10,mean,591,8.4248132909067,4.967197538658789,11.941145360494353,15.435073141878918
ID15,MDS,uniform30,noDH,2,0,10,median,591,8.563186140638052,5.1624397315842,11.758769673091258,15.435271461372666
ID14,V4,uniform50,noDH,2,0,10,mean,591,8.558250049265368,4.971174914524344,11.84899358620206,15.438745834503667
ID15,V3-lite,uniform30,noDH,2,0,10,median,591,8.558404111488482,5.174301949491419,11.764506321119464,15.44096145256873
ID14,MDS,uniform30,noH,2,0,10,median,591,8.140559547074307,4.369096640853703,12.373484175496259,15.442176849066264
ID15,MDS,flat_today,noD,2,0,10,median,591,7.786967330626366,5.737702642536121,12.04509006441229,15.448051219562032
ID15,V3-lite,flat_today,noD,2,0,10,median,591,7.7992973342012455,5.754219638814595,12.046574717101375,15.461566705017454
ID15,V3-lite,uniform50,noDH,2,0,10,median,591,8.607667012899684,5.207555173529261,11.768389726489204,15.482427427404573
ID15,MDS,flat_today,noDH,2,0,10,median,591,8.437622284531402,5.233905754401247,11.886997686942214,15.488316670049878
ID15,MDS,uniform50,noDH,2,0,10,median,591,8.60524428081944,5.202351327377007,11.789733844789493,15.495564287789325
ID16,MDS,today,all8,2,0,10,mean,592,9.06429538671165,5.847086264224458,11.135378732587675,15.503113498810823
ID15,V3-lite,flat_today,noDH,2,0,10,median,591,8.438313672680103,5.24738337209394,11.90114474890021,15.504109656040974
ID14,V3-lite,uniform50,noD,2,0,10,mean,591,8.088592290569848,4.698000878977578,12.373043951945778,15.510923703594255
ID14,MDS,uniform50,noD,2,0,10,mean,591,8.073892979271468,4.690362905920968,12.398853369350526,15.521559744581838
ID16,MDS,uniform50,all8,2,0,10,median,592,7.42108110693154,5.821542590663948,12.339321489233303,15.531312170748013
ID16,V3-lite,uniform50,all8,2,0,10,median,592,7.434700108582057,5.8223920844188415,12.356839888164256,15.552057976711007
ID14,V4,uniform30,noH,2,0,10,median,591,8.19659880612333,4.171609498966153,12.576211088169943,15.58036081528973
ID14,V4,flat_today,all8,2,0,10,median,591,8.248255768714055,4.212395570283072,12.625672825150806,15.658403940198268
ID14,MDS,uniform30,noD,2,0,10,mean,591,8.10881670932522,4.712946476418287,12.630353450695711,15.731834006387064
ID15,V4,today,noDH,2,0,10,median,591,8.52976539118549,5.599327314081176,11.97520187569562,15.732603851954869
ID14,V3-lite,uniform30,noD,2,0,10,mean,591,8.132202437806454,4.719935278660799,12.618040135559934,15.736119038276666
ID16,V4,today,noH,2,0,10,mean,592,9.541257568563427,5.801984217634385,11.098713694576713,15.744207268882484
ID14,V4,flat_today,noD,2,0,10,mean,591,8.190349567555877,4.99798732178483,12.516926031784138,15.771339213669842
ID15,V4,today,noD,2,0,10,median,591,7.89793627129794,6.102915157924018,12.249279811671661,15.800880566440886
ID16,MDS,uniform50,noH,2,0,10,median,592,7.764322561123297,5.783921827374027,12.52800880403796,15.833175964802342
ID16,V3-lite,uniform50,noH,2,0,10,median,592,7.7840565888961395,5.778840137507259,12.540313216411615,15.850740862171401
ID14,V3-lite,flat_today,noH,2,0,10,median,591,8.276516936536725,4.727977576474328,12.693206615885853,15.873625885663039
ID14,V4,uniform30,noDH,2,0,10,mean,591,8.730592395769937,4.979609215719978,12.291932122607667,15.878014574535237
ID14,MDS,flat_today,noH,2,0,10,median,591,8.282668319310083,4.735718899014319,12.717984698244548,15.89895476951132
ID15,MDS,today,noD,2,0,10,median,591,7.715753826004497,5.997947124896498,12.55593338160626,15.910992737723552
ID14,V3-lite,uniform30,noDH,2,0,10,mean,591,8.671897044480756,4.933025484622268,12.398206217001315,15.913895066302809
ID15,V3-lite,today,noD,2,0,10,median,591,7.7193581659910695,6.005259455605437,12.56402335197517,15.921881622878901
ID14,MDS,uniform30,noDH,2,0,10,mean,591,8.668813061099515,4.925257905230971,12.42114542280226,15.927690948022919
ID15,MDS,today,noDH,2,0,10,median,591,8.537990623262846,5.536560139069657,12.265258251991053,15.936980330178422
ID14,V3-lite,flat_today,all8,2,0,10,median,591,8.550822404842638,4.624265020771762,12.651709545639845,15.955129119149317
ID14,V4,flat_today,noH,2,0,10,median,591,8.310429423688468,4.455088014969891,12.875480355826356,15.958979942982127
ID15,V3-lite,today,noDH,2,0,10,median,591,8.534893724995799,5.5503490193683245,12.29767799142968,15.965076545844354
ID14,MDS,flat_today,all8,2,0,10,median,591,8.54872414393599,4.6318529121896095,12.680604648855132,15.97912638881863
ID16,V3-lite,uniform30,noH,2,0,10,median,592,7.9636064834953,6.012411094091455,12.559860691917054,16.04114135554841
ID16,MDS,uniform30,noH,2,0,10,median,592,7.99591085433865,6.0376221255449805,12.540010891598973,16.051147762163982
ID16,V4,uniform50,noH,2,0,10,median,592,7.789198560229732,5.83301108350769,12.774164592666073,16.0584841610761
ID16,V3-lite,today,noH,2,0,10,mean,592,9.891798394593353,6.045715339582846,11.156073511131796,16.0890125748078
ID16,V4,flat_today,noH,2,0,10,median,592,8.381724572614617,6.148823694572177,12.283477382028664,16.091772936283736
ID14,V4,today,noD,2,0,10,mean,591,8.58371289487838,5.239748133984325,12.61729031215447,16.134779279261327
ID14,V3-lite,flat_today,noD,2,0,10,mean,591,8.504695455331063,5.001339841857881,12.799890918708833,16.161078322083856
ID14,MDS,flat_today,noD,2,0,10,mean,591,8.487927171097528,4.996902696843221,12.813336777644134,16.16154521080526
ID16,MDS,today,noH,2,0,10,mean,592,9.943837053638465,6.077346049540711,11.200317055452274,16.163574248842256
ID14,V4,flat_today,noDH,2,0,10,mean,591,9.015152624082182,5.223975270171618,12.45254285777843,16.236647378189534
ID14,V3-lite,flat_today,noDH,2,0,10,mean,591,8.975710378846793,5.186701111719207,12.552913384867823,16.28007615692387
ID14,V4,today,noH,2,0,10,median,591,8.436994622467271,4.944304446372752,13.020401134196446,16.283730236446043
ID16,V3-lite,flat_today,noH,2,0,10,median,592,8.72666132020361,6.515326175902304,12.108911220124998,16.285878051637393
ID16,V4,uniform50,all8,2,0,10,median,592,8.185880164188767,5.966684367218057,12.754355532690536,16.287527174336105
ID16,V4,uniform30,noH,2,0,10,median,592,7.727074725348549,5.714822062794964,13.153278063427852,16.29035293768618
ID14,MDS,flat_today,noDH,2,0,10,mean,591,8.975654524228556,5.181642659648751,12.57679055039384,16.29685415468495
ID16,V3-lite,uniform30,all8,2,0,10,median,592,8.278611042423796,6.07771725459946,12.668946191257527,16.308778170530612
ID14,V4,today,all8,2,0,10,median,591,8.382119560748103,4.6506182730231425,13.20974679963041,16.32132314374048
ID16,MDS,uniform30,all8,2,0,10,median,592,8.317161178056896,6.099623082468622,12.677025410379436,16.34281325431355
ID16,MDS,flat_today,noH,2,0,10,median,592,8.79363011384787,6.545576801092901,12.139050461045148,16.356315365447625
ID16,V3-lite,flat_today,all8,2,0,10,median,592,8.845323889918092,6.27475440830716,12.272659497267172,16.377743090486796
ID16,MDS,flat_today,all8,2,0,10,median,592,8.899252794087255,6.2935849163283795,12.320851633643688,16.450206575309814
ID14,V3-lite,today,noH,2,0,10,median,591,8.60407544566197,5.2711586947698885,13.031299983049134,16.481201640302437
ID14,MDS,today,noH,2,0,10,median,591,8.622671661174339,5.280948876676769,13.079287992910618,16.531989052016353
ID16,V4,today,noH,2,0,10,median,592,9.409059171952324,6.856117452647671,11.741502022816906,16.53479999206563
ID14,MDS,today,noD,2,0,10,mean,591,8.92397419308965,5.25195179006161,12.954971136544264,16.584679380463054
ID14,V3-lite,today,noD,2,0,10,mean,591,8.935376301384098,5.255017778323354,12.94613865748805,16.584892753247985
ID15,MDS,uniform30,all8,2,0,5,mean,596,8.492324361307453,5.720189821650191,13.058817361792082,16.59436216134892
ID15,V3-lite,uniform30,all8,2,0,5,mean,596,8.505743744353541,5.726871494137217,13.0642520917779,16.60781191104036
ID15,MDS,flat_today,all8,2,0,5,mean,596,8.567871587745877,5.71784465320156,13.047447209779538,16.623418713195928
ID15,V3-lite,flat_today,all8,2,0,5,mean,596,8.578725742567565,5.719921037191109,13.057722115056311,16.637792487945134
ID14,V4,today,noDH,2,0,10,mean,591,9.433418093215344,5.480094689323039,12.591994490212327,16.6607064666204
ID14,V3-lite,today,noDH,2,0,10,mean,591,9.401546680606915,5.446841298328577,12.676587282726707,16.695898456010003
ID14,MDS,today,noDH,2,0,10,mean,591,9.407898230923385,5.444577771471003,12.693571281361974,16.711634513357005
ID15,MDS,flat_today,noH,2,0,5,mean,596,8.365533333339899,5.553463602404835,13.518329396941967,16.839487391802685
ID15,V3-lite,flat_today,noH,2,0,5,mean,596,8.369306416129604,5.553201352383785,13.524128478908022,16.84593085172785
ID14,V3-lite,today,all8,2,0,10,median,591,8.994017464179404,5.064523662647925,13.324078186875985,16.854459635522858
ID16,V4,flat_today,all8,2,0,10,median,592,9.383554906088115,6.204632071069429,12.570108206886443,16.868793144316744
ID15,V3-lite,uniform30,noH,2,0,5,mean,596,8.297088588383696,5.5722459443042975,13.592314097001847,16.87135461125922
ID15,MDS,uniform30,noH,2,0,5,mean,596,8.294539263573014,5.569856557068508,13.597186008340573,16.873237715586363
ID15,V4,flat_today,noH,2,0,5,mean,596,8.549911974183477,5.605040267029671,13.4518551525169,16.89585387619121
ID14,MDS,today,all8,2,0,10,median,591,9.007567431811806,5.077442286660069,13.36836135454932,16.9005850939785
ID15,V4,uniform30,noH,2,0,5,mean,596,8.46748254628337,5.626857616402797,13.520328665472109,16.91623700854509
ID15,V4,uniform30,all8,2,0,5,mean,596,8.837808352286018,5.9171468002219685,13.163669563989837,16.923406250428016
ID15,V4,flat_today,all8,2,0,5,mean,596,8.908804444207536,5.884383593318782,13.142865463103854,16.93303515261512
ID14,V3-lite,uniform50,noDH,2,0,10,median,591,8.446851858731081,5.723348266126862,13.539851170921944,16.95386656280633
ID16,V4,uniform30,all8,2,0,10,median,592,8.838479698193938,6.037712062003916,13.149572669586568,16.955351713007666
ID15,MDS,uniform50,all8,2,0,5,mean,596,8.586157128056469,5.815462808595862,13.432949555180409,16.97014542241339
ID15,V3-lite,uniform50,all8,2,0,5,mean,596,8.5960412869567,5.817965145110949,13.426655803598205,16.971026200707115
ID14,MDS,uniform50,noDH,2,0,10,median,591,8.442991144300285,5.715645728540223,13.58355785511864,16.984279483106384
ID15,MDS,today,all8,2,0,5,mean,596,8.832575468752058,5.800267188855972,13.348022003742951,17.024311448212107
ID15,V3-lite,today,all8,2,0,5,mean,596,8.848413100165308,5.8052620933693,13.363877244224682,17.04666235257195
ID14,V4,uniform50,noDH,2,0,10,median,591,8.50358120198526,5.729128081920708,13.64976570089301,17.071903980724727
ID16,V3-lite,uniform50,noD,2,0,10,mean,592,8.95424904908476,5.418182272215524,13.618798327012538,17.17576615583204
ID15,V3-lite,uniform50,noH,2,0,5,mean,596,8.473719527835701,5.6509295076050305,13.835728491762962,17.180346615657285
ID15,V4,uniform50,noH,2,0,5,mean,596,8.627790128474615,5.667546539666001,13.736056735159119,17.182523124145483
ID15,MDS,uniform50,noH,2,0,5,mean,596,8.469695867118066,5.651043900336009,13.844523073253237,17.185484118023645
ID16,MDS,uniform50,noD,2,0,10,mean,592,8.952419339124951,5.417530840584986,13.656408709605673,17.204445683486043
ID15,V4,uniform50,all8,2,0,5,mean,596,8.955333298029144,6.009715391745859,13.405322984369448,17.205154979942506
ID15,MDS,today,noH,2,0,5,mean,596,8.641580106346016,5.63402003636063,13.771405805627499,17.20670527346183
