layout,sigma,ID,d_tag_mm,N,X,Y,Z,3D
V3-lite,uniform50,ID14,-145,600,40.3547520975664,21.657703212479333,38.70469499592868,59.96345170204717
V3-lite,uniform50,ID14,-140,600,40.01060687836399,21.546978348286217,39.15345450980683,59.98428076394694
MDS+NLS,uniform50,ID15,130,600,45.34890368936908,25.288371864998936,30.064135264207188,59.99897537954035
V3-lite,uniform50,ID14,-150,600,40.688929940105524,21.778463721503694,38.36249034085825,60.01309162917797
V3-lite,uniform50,ID14,-135,600,39.63573234205867,21.435039222692748,39.69244698141301,60.049500681870576
V4-anchor-delay,uniform30,ID13,65,601,35.439474195998805,20.95073896739601,43.73881428427842,60.06641049341494
V4-anchor-delay,uniform50,ID16,-150,601,39.338457211235244,22.467378394515542,39.45263964924305,60.07335584912462
MDS+NLS,uniform50,ID14,-145,600,40.333105677081626,21.65998184243512,38.97487277754935,60.124495299332125
MDS+NLS,uniform50,ID15,-140,600,39.166918230567774,19.78564749286104,41.1089098573991,60.12871028099227
V3-lite,uniform50,ID14,-130,600,39.24802939384793,21.302140864246915,40.28133397270908,60.139628227330235
V4-anchor-delay,uniform50,ID15,135,600,43.75958576936529,23.116763599633988,34.17131851807176,60.14120979238208
MDS+NLS,uniform50,ID14,-140,600,39.985568448045576,21.543276454779118,39.42115750061922,60.14138428078461
V3-lite,uniform50,ID14,-105,600,36.53309680512212,20.117477709114286,43.34164098902513,60.14879811908695
MDS+NLS,uniform50,ID16,-125,601,36.58575889509611,20.878319889526757,42.96163202846054,60.167464811876194
MDS+NLS,uniform50,ID14,-150,600,40.66914424507065,21.781062717097885,38.626927599880894,60.170038412144585
V3-lite,uniform50,ID15,-145,600,40.00741321029171,20.224527307025646,40.17391133537029,60.196077684130245
V3-lite,uniform50,ID14,-125,600,38.83009696462334,21.143381810764264,40.867377089568265,60.207653457503035
MDS+NLS,uniform50,ID14,-135,600,39.60708540968511,21.4294761356639,39.968879223792385,60.21175108319955
V3-lite,uniform50,ID16,90,601,38.58893564327839,24.489918687087446,39.272177259349306,60.259156798539664
V3-lite,uniform30,ID14,75,600,33.79078585463251,15.97626730459279,47.27007005906049,60.2620763751957
V3-lite,uniform50,ID14,-120,600,38.350916323652086,20.964179909975428,41.505115447386956,60.274075940345206
V3-lite,uniform50,ID14,-110,600,37.191184497270555,20.46320239492298,42.79203494214781,60.27507868975036
V4-anchor-delay,uniform30,ID13,-140,601,37.374153452824395,21.960628393620564,41.88231726177224,60.27623947272843
V4-anchor-delay,uniform30,ID13,-60,601,25.12909600016001,15.540498975120205,52.55491201050679,60.29093920825152
V4-anchor-delay,uniform50,ID15,-150,600,41.53064127786673,21.255861109502312,38.214100381289825,60.30690892765601
MDS+NLS,uniform50,ID14,-130,600,39.21869217078719,21.295708196118653,40.571644989520806,60.31311118087765
MDS+NLS,uniform50,ID14,-105,600,36.4957054156653,20.109201472558688,43.64102854653407,60.33950505473491
V3-lite,uniform50,ID14,-115,600,37.80029368955421,20.7461732826284,42.21752171526928,60.34554704921175
MDS+NLS,uniform50,ID15,-145,600,39.97198005455438,20.22766012818759,40.445937302167756,60.35554049127593
MDS+NLS,uniform50,ID14,-125,600,38.79622073443151,21.136511178922884,41.16322130440082,60.38468047647965
V4-anchor-delay,uniform50,ID15,140,600,44.87821564959188,24.125453079823664,32.43713180918071,60.40082156895061
V3-lite,uniform50,ID15,-150,600,40.74374974585445,20.642801246116054,39.57628449310535,60.43559117704299
MDS+NLS,uniform50,ID14,-120,600,38.316079419097846,20.96171550559949,41.82806338150128,60.473980729196185
V3-lite,uniform50,ID16,-130,601,37.29812791329515,21.227881086852936,42.621208628959046,60.48421865468172
V3-lite,uniform30,ID13,60,601,36.94712124750349,22.595681803129533,42.23471330307943,60.4931864958304
V3-lite,uniform50,ID15,135,600,46.18008829305444,26.034883833211403,29.15527360998535,60.50161741834861
MDS+NLS,uniform50,ID14,-110,600,37.149244852409836,20.452398410330073,43.15254764737672,60.502143452098366
MDS+NLS,uniform50,ID14,-115,600,37.763678551490116,20.741267479087078,42.525609212006835,60.53695592967679
MDS+NLS,uniform50,ID15,-150,600,40.71151019156939,20.64303279262054,39.82726918417708,60.57865329985775
V4-anchor-delay,uniform50,ID15,145,600,45.861336815974795,25.22196609254959,30.601733446067367,60.629001954725965
V3-lite,uniform50,ID13,90,601,37.804887108991544,22.899199337991472,41.566206410367734,60.67398400462887
MDS+NLS,uniform50,ID16,-130,601,37.32737248418382,21.230509274442433,42.971330267474514,60.75032909854531
MDS+NLS,uniform50,ID15,135,600,46.68458340592414,26.356843037437358,28.653010216655165,60.7875686070807
V4-anchor-delay,uniform50,ID16,100,601,38.45214421510857,23.402283056131566,40.86468390563733,60.79602485102513
V4-anchor-delay,uniform50,ID13,95,601,36.5443082550736,21.317998819284004,43.672422856266245,60.804802915866446
V3-lite,uniform30,ID16,65,601,39.3154614811329,24.676011838339765,39.29512099716642,60.817083174896496
MDS+NLS,uniform50,ID16,90,601,39.05135279472398,24.79063434032798,39.50007913056085,60.826309746806224
MDS+NLS,uniform30,ID14,75,600,34.24523921179521,16.128295518206542,47.70309479878924,60.89699153798938
V4-anchor-delay,uniform30,ID13,-135,601,37.354912353532555,21.783218622574516,42.954954576594346,60.95101486584337
V4-anchor-delay,uniform50,ID15,150,600,46.809083166304774,26.40966968311854,28.757325022347946,60.95526771397552
V3-lite,uniform50,ID14,105,600,36.141124547813845,16.636121861250487,46.18293063988033,60.957399195265594
MDS+NLS,uniform30,ID13,60,601,37.43322119530759,22.870184499659704,42.363295253997805,60.98311383393516
V3-lite,uniform50,ID16,-135,601,37.975873060175715,21.57506292841245,42.63529363831747,61.036206784769085
MDS+NLS,uniform50,ID13,90,601,38.27700251220147,23.192672701635182,41.622439543463344,61.11838072064338
V3-lite,uniform50,ID15,140,600,47.373795202688264,27.090049237623344,27.790214402091323,61.240862633680386
MDS+NLS,uniform50,ID16,-135,601,38.00342635766369,21.577816035779108,42.95476383501635,61.27784506588267
V3-lite,uniform50,ID13,-65,601,25.239649421646813,14.525219833461067,53.92300926054044,61.28387097638609
V4-anchor-delay,uniform30,ID13,-65,601,26.260602853257303,16.156580064262013,52.97984688930027,61.29860127281139
MDS+NLS,uniform50,ID13,-65,601,25.228972771209612,14.510735406955165,53.97501142117424,61.32180988080006
V4-anchor-delay,uniform50,ID13,-75,601,26.037358088633106,15.597838431737175,53.304091180888186,61.339731957343325
MDS+NLS,uniform30,ID13,-40,601,24.76268717225399,13.756430366188374,54.43254540502863,61.362301551369505
MDS+NLS,uniform50,ID14,105,600,36.544655129978956,16.813631546042416,46.49221992040175,61.47956194917276
V4-anchor-delay,uniform50,ID14,105,600,35.14210380163175,15.856068884072116,47.92378236690813,61.506676844159564
MDS+NLS,uniform50,ID15,140,600,47.825383942381094,27.40368609566358,27.31644882074813,61.51762135390461
V3-lite,uniform50,ID16,-140,601,38.599263302446076,21.917104306626058,42.601847078999505,61.52381622771417
V3-lite,uniform30,ID13,-40,601,24.726337866673383,13.745838570334037,54.63589262102852,61.525772037375745
MDS+NLS,uniform30,ID16,65,601,39.963105171808785,25.062831571588294,39.66343334249605,61.63102502695765
V4-anchor-delay,uniform30,ID13,70,601,37.510498390153,22.392431012367105,43.55004609905574,61.68520869180205
MDS+NLS,uniform50,ID16,-140,601,38.62192587333406,21.915896750273586,42.91036813385263,61.75159416498264
V4-anchor-delay,uniform30,ID13,-130,601,37.380955988242434,21.59708458699675,44.205717895848515,61.78928246824162
V3-lite,uniform50,ID16,-145,601,39.22963342621544,22.193843057839402,42.40368544185926,61.88378905241172
V3-lite,uniform50,ID15,145,600,48.41860667209229,28.118804432858013,26.541187959353525,61.96340285276324
V4-anchor-delay,uniform30,ID14,80,600,34.006408875422586,15.350876373075124,49.65395022854689,62.10958076917657
MDS+NLS,uniform50,ID16,-145,601,39.234134279580196,22.201743899150312,42.72723817359268,62.11160605534607
V4-anchor-delay,uniform30,ID16,80,601,40.32177687234275,24.077492144695007,40.65465835644164,62.115799634230214
V3-lite,uniform50,ID16,-150,601,39.841642176490026,22.453527227689904,42.10187757300841,62.16176824589749
V4-anchor-delay,uniform30,ID13,-70,601,27.498910714885405,16.756161794354902,53.18923135147644,62.177595485389446
MDS+NLS,uniform50,ID15,145,600,48.826164301942676,28.405415479069077,26.123847623141593,62.2359812617746
V4-anchor-delay,uniform50,ID13,100,601,38.326094247779885,22.509893923930598,43.585479184179,62.251737489573856
V3-lite,uniform50,ID16,95,601,40.9566679425892,25.534025856263895,39.802230093053396,62.55919313552751
MDS+NLS,uniform50,ID16,-150,601,39.868087473387654,22.47558446132589,42.76545475932064,62.63785130761897
V3-lite,uniform50,ID15,150,600,49.315089314659126,29.088154725547902,25.451227251349167,62.65671351140307
V4-anchor-delay,uniform30,ID13,-125,601,37.2980252083296,21.39883779502583,45.71134443180945,62.75810667302299
V4-anchor-delay,uniform50,ID16,105,601,40.50487920594222,24.189453419701078,41.45121421750175,62.801099165039126
V3-lite,uniform50,ID13,95,601,40.243679391977565,24.641938145859537,41.5508004422945,62.87485875915768
V4-anchor-delay,uniform30,ID13,-75,601,28.785588837153682,17.362883124841673,53.14702466946972,62.88629474158739
MDS+NLS,uniform50,ID15,150,600,49.641882128195526,29.33743164997059,25.101352268166952,62.889420753708364
V3-lite,uniform30,ID13,65,601,39.70870777688616,24.509433872753455,42.26869376794996,62.96138733320404
V4-anchor-delay,uniform50,ID13,-80,601,27.279975353099882,16.361774671683072,54.400065032409415,63.018027588960926
MDS+NLS,uniform50,ID16,95,601,41.50379204151036,25.867221921921736,40.06421402950436,63.22040152976586
V3-lite,uniform30,ID14,80,600,36.344348298296666,16.70796045919956,48.960217191889825,63.22317979515978
V3-lite,uniform30,ID16,70,601,41.95894042585334,25.829845532421135,39.865620472460826,63.37981774621424
MDS+NLS,uniform50,ID13,95,601,40.76085281817894,24.960653559910476,41.63064458334994,63.384476940559516
V4-anchor-delay,uniform30,ID13,75,601,39.86690933463962,23.880779898303036,43.18846752788293,63.442145580478034
V4-anchor-delay,uniform30,ID13,-120,601,37.18789779911046,21.174360072612338,46.934040997271616,63.514545354078514
MDS+NLS,uniform30,ID13,65,601,40.24557346742519,24.820597048717147,42.41036320943804,63.51698299772401
V4-anchor-delay,uniform30,ID13,-80,601,30.09558570570264,17.930228141656446,53.07535795372283,63.59426846891904
V3-lite,uniform50,ID14,110,600,38.637194431604435,17.193105190982006,47.619519913405654,63.68715990242472
V4-anchor-delay,uniform50,ID13,105,601,40.33085545300914,23.799257127231904,43.36121257511056,63.821448568357816
V4-anchor-delay,uniform50,ID14,110,600,36.959300517831224,16.140032045481014,49.503994119180206,63.85245463526318
MDS+NLS,uniform30,ID14,80,600,36.84611584980202,16.879241139068824,49.39991369209316,63.897546959442174
V4-anchor-delay,uniform30,ID13,-85,601,31.38744612115985,18.489794160374146,52.71233375709809,64.07522448046063
MDS+NLS,uniform50,ID14,110,600,39.08817735013015,17.373538580440684,47.92822887398167,64.24049014724326
V4-anchor-delay,uniform50,ID13,-85,601,28.68475457014582,17.17450141296958,54.916491976128356,64.29307687844599
MDS+NLS,uniform30,ID16,70,601,42.668230619028826,26.241178312940406,40.331035438601525,64.30995073050434
V4-anchor-delay,uniform30,ID13,-115,601,36.989129249205,20.913372152675574,48.37584870044055,64.38779041789378
V4-anchor-delay,uniform30,ID14,85,600,35.90692327843207,15.929408271520787,51.17028035019822,64.50930768751036
V4-anchor-delay,uniform30,ID13,-90,601,32.66805697981838,19.007408773704633,52.44547004804264,64.64526946101704
V4-anchor-delay,uniform30,ID16,85,601,42.84863698710365,25.357140158201016,41.29741646931421,64.68745516477844
V3-lite,uniform50,ID13,-70,601,26.399120054826483,15.149509188337571,57.347257501949784,64.9240256862712
MDS+NLS,uniform50,ID13,-70,601,26.372886846199513,15.1393925680988,57.47738124156592,65.02599266694637
V4-anchor-delay,uniform50,ID16,110,601,42.73379756325726,25.18026319664061,42.05735603661083,65.03110260190728
V4-anchor-delay,uniform50,ID13,-90,601,30.239714326433692,17.97571669484542,54.75722304057131,65.0839472401032
V3-lite,uniform50,ID16,100,601,43.55972820482523,26.63006261079125,40.39241234814277,65.10113003040198
V4-anchor-delay,uniform30,ID13,-95,601,33.85957473427334,19.48493888494009,52.118629917217966,65.13436288921247
V4-anchor-delay,uniform30,ID13,-110,601,36.66372008313827,20.62664830598971,49.768151954803436,65.16560396152337
V4-anchor-delay,uniform30,ID13,80,601,42.45050762488236,25.415364565073244,42.556757362172036,65.26150435569625
V3-lite,uniform50,ID13,100,601,42.90295699223963,26.46786894813363,41.45183905423828,65.26459044774596
MDS+NLS,uniform30,ID13,-45,601,25.6187878475476,14.18461725949862,58.51721330928575,65.43538729969104
V4-anchor-delay,uniform30,ID13,-100,601,34.954829031409915,19.9306624605755,51.620061617673144,65.44999725091563
V4-anchor-delay,uniform30,ID13,-105,601,35.966537203045355,20.298386441824498,50.77659398421695,65.45134671767806
V3-lite,uniform30,ID13,70,601,42.69567950176551,26.49602839608893,42.12591945889636,65.57098183755718
V3-lite,uniform30,ID13,-45,601,25.613658435465688,14.189886326012395,58.69454583146203,65.59315576152326
V4-anchor-delay,uniform50,ID13,110,601,42.66009818171633,25.171081470177562,43.00373853073996,65.5956465542664
V4-anchor-delay,uniform50,ID13,-95,601,31.903821586818573,18.81603747718366,54.31315940712522,65.74052314189572
MDS+NLS,uniform50,ID16,100,601,44.16937897680307,26.984180439774494,40.69776094188575,65.84366164548902
MDS+NLS,uniform50,ID13,100,601,43.48446755335492,26.819340236928298,41.5622649886017,65.86044184581246
V4-anchor-delay,uniform50,ID13,-100,601,33.594920257205416,19.675281596551663,53.33268432131702,66.03113348950515
V3-lite,uniform30,ID14,85,600,38.9250775367562,17.53689284752049,50.389747975918596,66.04415926533163
V4-anchor-delay,uniform50,ID14,115,600,38.84849434127198,16.541924700173038,50.88476839215113,66.12186052806514
MDS+NLS,uniform30,ID13,70,601,43.305320503399834,26.841900966078708,42.27788920596331,66.20618058071821
V3-lite,uniform30,ID16,75,601,44.784709777158746,27.084977939723238,40.65052271442246,66.27013849974519
V3-lite,uniform50,ID14,115,600,41.24764460440743,17.879686852216377,48.90735155638004,66.43026737567875
V4-anchor-delay,uniform50,ID13,-105,601,35.35907630448973,20.503425101166066,52.51291304483224,66.54517829595143
V3-lite,uniform30,ID13,-50,601,25.831072799497505,14.673970255866255,59.5928631046649,66.58737911987765
V4-anchor-delay,uniform30,ID14,90,600,37.923344187702035,16.638099379956333,52.35342364739886,66.75243331115533
MDS+NLS,uniform30,ID14,85,600,39.460867305718395,17.711238459143498,50.87204050918283,66.77434029508713
V4-anchor-delay,uniform50,ID13,-115,601,38.37451474627682,22.16365572087122,49.99233077836388,66.80616852940207
V4-anchor-delay,uniform50,ID13,-110,601,37.00204495791305,21.314462086645207,51.43773083968899,66.8528068150227
MDS+NLS,uniform50,ID14,115,600,41.72798126691151,18.0655377644207,49.220172117782575,67.00905475108249
V4-anchor-delay,uniform50,ID13,-120,601,39.804022523426,22.950806608327536,48.86413280628416,67.07311837039062
MDS+NLS,uniform30,ID16,75,601,45.535638488066496,27.506166342315808,41.199301758654556,67.28644755645603
V4-anchor-delay,uniform50,ID13,-125,601,41.12078400546794,23.659496658841967,47.75251346960786,67.31265261478842
V4-anchor-delay,uniform30,ID16,90,601,45.40108151777688,26.792169619495702,41.89029143430784,67.3340558139408
V4-anchor-delay,uniform30,ID13,85,601,45.27338466593896,26.99229335658401,41.92629121394636,67.35040575018537
V4-anchor-delay,uniform50,ID13,-130,601,42.29863437025739,24.25906508903574,46.604561682238824,67.4511814438887
V4-anchor-delay,uniform50,ID16,115,601,45.12038706860208,26.3145053785116,42.68897646679592,67.458514913381
V4-anchor-delay,uniform50,ID13,-135,601,43.31892827448247,24.80662024958449,45.45538741393507,67.51362973509704
V4-anchor-delay,uniform50,ID13,-145,601,44.85368824036506,25.72123202045651,43.426044781187166,67.52226662925122
V4-anchor-delay,uniform50,ID13,-140,601,44.15938720933091,25.3008452802831,44.38411359578807,67.52876268882957
V4-anchor-delay,uniform50,ID13,-150,601,45.486286075562944,26.07899671778664,42.593882438033305,67.55260995623544
V4-anchor-delay,uniform50,ID13,115,601,45.255147033777305,26.62694678805967,42.63067953201701,67.63429208370927
V3-lite,uniform50,ID13,105,601,45.74920039620314,28.31220918272936,41.26913131803835,67.80642834897051
V3-lite,uniform50,ID16,105,601,46.32646370831811,27.786360412018908,41.14461308575915,67.90509738334487
V4-anchor-delay,uniform50,ID14,120,600,40.79623441179748,17.088531705992597,51.990968007962366,68.25988142718978
V3-lite,uniform30,ID13,75,601,45.84134495134711,28.47896514179089,41.82208084278878,68.27566776324123
MDS+NLS,uniform50,ID13,105,601,46.395831417331,28.696194460921983,41.42446055765468,68.49839911952057
V3-lite,uniform30,ID14,90,600,41.505692637414626,18.474479337804606,51.54147315569278,68.70627601008152
MDS+NLS,uniform50,ID16,105,601,46.97325856139395,28.144453945078755,41.50807820563803,68.71330194414755
V4-anchor-delay,uniform30,ID14,95,600,40.012654282286405,17.483326859573193,53.168810448540086,68.8011745924823
V3-lite,uniform50,ID14,120,600,43.75510350954179,18.675268007237715,49.96125767630127,68.98841922287136
MDS+NLS,uniform30,ID13,75,601,46.52956250659018,28.88314211898346,41.987191402854464,69.00840765892237
V3-lite,uniform30,ID16,80,601,47.63589845926197,28.455103519863016,41.52615715190263,69.30579677163918
MDS+NLS,uniform30,ID14,90,600,42.05588845470231,18.647201094525094,52.05356250976193,69.46934023244869
MDS+NLS,uniform50,ID14,120,600,44.24905683895718,18.870304103312364,50.28492614751291,69.58908826640551
V3-lite,uniform50,ID13,-75,601,28.107799437634505,15.814771003858917,61.708106334550294,69.62790933617747
V4-anchor-delay,uniform30,ID13,90,601,48.248732375872656,28.620019953777643,41.34656936490483,69.68919942344078
MDS+NLS,uniform50,ID13,-75,601,28.021623576038102,15.808685665640096,61.82702974937539,69.69725631574272
MDS+NLS,uniform30,ID13,-50,601,26.799927678050476,14.68635295047258,62.78900787786558,69.83111481869136
V4-anchor-delay,uniform50,ID13,120,601,48.03211966154436,28.175493580532514,42.27288335056616,69.91380138755237
V4-anchor-delay,uniform30,ID16,95,601,47.909684712040544,28.375215688626724,42.33024811570892,69.9452690331569
V4-anchor-delay,uniform50,ID16,120,601,47.54972236988602,27.640518633670887,43.24554701037971,69.9653607438603
V4-anchor-delay,uniform50,ID14,125,600,42.75628514051899,17.79763362246754,52.74658082847232,70.19300157901439
MDS+NLS,uniform30,ID16,80,601,48.408102836414585,28.88447462868738,42.07976332469484,70.34460730047832
V3-lite,uniform30,ID13,-55,601,27.364582259654693,15.10436316795503,63.13491467400894,70.44841800813751
V3-lite,uniform50,ID13,110,601,48.7890941088231,30.17369735608036,41.00893440471667,70.51638403311873
V4-anchor-delay,uniform30,ID14,100,600,42.06399286021258,18.50353397884069,53.550248615006815,70.56478861145385
MDS+NLS,uniform30,ID13,-55,601,27.27173515821517,15.114862269607677,63.34797307559016,70.60575254718793
V3-lite,uniform50,ID16,110,601,49.15400627065049,29.049781991510095,41.99583986337215,70.87775907884934
V3-lite,uniform30,ID14,95,600,43.865980985718835,19.482820945481695,52.2767935765973,70.96948461475053
V3-lite,uniform30,ID13,80,601,49.07811771704676,30.438635811840733,41.37141789534431,71.04059689646046
MDS+NLS,uniform50,ID13,110,601,49.493093182169076,30.583951592986825,41.19981619029572,71.29073727978401
V3-lite,uniform50,ID14,125,600,46.15285129873826,19.59551829614033,50.74188545578062,71.33588830249033
MDS+NLS,uniform30,ID14,95,600,44.40095814806545,19.636028421018818,52.823803029460606,71.74519400707318
MDS+NLS,uniform50,ID16,110,601,49.83901860121855,29.42042704059076,42.40522210228231,71.74741921440258
MDS+NLS,uniform30,ID13,80,601,49.83674669002531,30.880381252999264,41.56199774689384,71.86583975498475
V4-anchor-delay,uniform50,ID14,130,600,44.711949209854765,18.6668874546809,53.140689357358504,71.91344766290676
MDS+NLS,uniform50,ID14,125,600,46.664990383549146,19.792207740409648,51.077984183176014,71.96049807326965
V4-anchor-delay,uniform30,ID14,105,600,44.07828968876545,19.667930663001815,53.66722887728441,72.17959942960478
V4-anchor-delay,uniform30,ID13,95,601,51.390552542613904,30.308435131795935,40.82378955310962,72.29226738905085
V3-lite,uniform30,ID16,85,601,50.425357660791484,29.947687149418375,42.29501704092587,72.30801565048228
V4-anchor-delay,uniform50,ID16,125,601,49.95196529296081,29.116600459860337,43.69448048230817,72.47194549332252
V4-anchor-delay,uniform30,ID16,100,601,50.32625014227539,30.053157821846952,42.617926906954565,72.47214252589912
V4-anchor-delay,uniform50,ID13,125,601,51.044481405418885,29.836430584145347,42.01458055647702,72.53259027008049
V3-lite,uniform30,ID14,100,600,46.03477007495502,20.56679742972586,52.723051684732,72.9514454368128
V3-lite,uniform30,ID13,-150,601,45.259759584067645,22.856679863980936,52.87324407916609,73.25608228309228
V3-lite,uniform50,ID13,115,601,51.91284385431281,32.0543934044137,40.67489687633711,73.32717592726343
MDS+NLS,uniform30,ID16,85,601,51.16118755461692,30.337555221317338,42.92852487348325,73.35320454225868
V3-lite,uniform50,ID14,130,600,48.388011475519896,20.59076663229775,51.23333055406548,73.41820949003682
V4-anchor-delay,uniform50,ID14,135,600,46.653437868551066,19.636438017095895,53.24536058903056,73.46564766753161
V4-anchor-delay,uniform30,ID14,110,600,46.03552041073761,20.928967481546657,53.56459536568202,73.66448734648412
MDS+NLS,uniform30,ID14,100,600,46.53921941305805,20.691238563408714,53.295251649685085,73.71845186429184
V3-lite,uniform50,ID16,115,601,51.95397501174066,30.4482336886845,42.81104780898087,73.88569732217569
V3-lite,uniform30,ID13,85,601,52.47521778776386,32.3746215899835,40.910221219103676,73.9960188467182
MDS+NLS,uniform50,ID14,130,600,48.88338348887964,20.76633581908542,51.60241588975584,74.05157128873923
V3-lite,uniform30,ID13,-60,601,29.100340840788668,15.613750912222711,66.41065124359471,74.16868377689721
MDS+NLS,uniform50,ID13,115,601,52.6758434850467,32.49784988374387,40.91560042391901,74.19529022773136
V3-lite,uniform50,ID13,-80,601,30.04170469874174,16.496824690369333,66.14492581076418,74.49698286899059
MDS+NLS,uniform30,ID13,-60,601,28.944328898611015,15.583561111330127,66.86311682527895,74.50703284853337
V3-lite,uniform30,ID14,105,600,48.01635920301204,21.667481736150382,52.966186423290594,74.70252619641361
MDS+NLS,uniform50,ID13,-80,601,29.93185391590713,16.485006046492483,66.43773108632227,74.71039696785563
MDS+NLS,uniform50,ID16,115,601,52.650521505139395,30.812146954898118,43.24501295531549,74.77698148654295
V4-anchor-delay,uniform50,ID14,140,600,48.55241175262919,20.669264555362922,53.12776767641503,74.88067095409573
MDS+NLS,uniform30,ID13,85,601,53.29935897989057,32.83271013032689,41.1592315406087,74.9192289281113
V4-anchor-delay,uniform50,ID16,130,601,52.28976293118304,30.696821335062417,44.04606274533627,74.94377753250878
V4-anchor-delay,uniform30,ID16,105,601,52.62965948397372,31.78763626664256,42.85433140189716,74.94550417952384
V4-anchor-delay,uniform30,ID14,115,600,47.90195469328258,22.235080988202455,53.29565574918365,75.02948095065507
V4-anchor-delay,uniform30,ID13,100,601,54.62865994607763,32.0806542222303,40.30305229673519,75.08525079710303
V3-lite,uniform30,ID16,90,601,52.96225655340582,31.42698878081878,43.034682316632924,75.13082007506644
V3-lite,uniform50,ID14,135,600,50.461198419454696,21.591653330075903,51.478953650726304,75.25034689905011
V4-anchor-delay,uniform50,ID13,130,601,54.21370634356892,31.552528735429355,41.81736240818984,75.38819419434789
MDS+NLS,uniform30,ID14,105,600,48.44850378586627,21.752749733690415,53.57444914954337,75.4364715621209
V3-lite,uniform30,ID13,-145,601,45.81369944894982,22.652265918593475,55.73894440421956,75.62307935902938
MDS+NLS,uniform30,ID13,-150,601,46.48648594988679,22.946517472879684,55.14048944027601,75.68361524012569
V3-lite,uniform50,ID13,-150,601,48.117625480390416,25.997231811781866,52.45366618931081,75.77960834186389
MDS+NLS,uniform50,ID14,135,600,50.93461935899306,21.731806034952637,51.90300571077608,75.89814783378556
MDS+NLS,uniform30,ID16,90,601,53.62005678840149,31.76485703898371,43.72672032287893,76.13240245055812
V4-anchor-delay,uniform30,ID14,120,600,49.56583126580948,23.50725973500846,52.8336571580167,76.16270884107718
V4-anchor-delay,uniform50,ID14,145,600,50.390599036009796,21.844092659508817,52.78743548817449,76.17670379284799
V3-lite,uniform30,ID14,110,600,49.72466149844347,22.696730700020872,53.07274551831178,76.18661209461632
V3-lite,uniform50,ID13,120,601,55.205149785679644,33.93042229906565,40.46335632030817,76.39479907007073
V3-lite,uniform50,ID16,120,601,54.6114904351967,31.93736241330076,43.496698853845174,76.77481889691563
V3-lite,uniform50,ID14,140,600,52.33870602976986,22.57596258174188,51.56337543529211,76.86218785361085
MDS+NLS,uniform30,ID14,110,600,50.12009663477509,22.762955195530203,53.724563061001966,76.9188201418124
V4-anchor-delay,uniform30,ID16,110,601,54.6212052459688,33.43561544078106,42.903037780420334,77.08493428170138
V3-lite,uniform30,ID13,90,601,55.98224211031887,34.28953303701057,40.46185653143658,77.11644015101551
V4-anchor-delay,uniform30,ID14,125,600,51.065240757886215,24.707602584074454,52.34558683914584,77.18927970027966
V4-anchor-delay,uniform50,ID16,135,601,54.511910392221,32.40233420806903,44.19897006773954,77.29817974435018
V3-lite,uniform30,ID13,-140,601,46.10965226816538,22.351502826868252,57.91060965491051,77.32611733117112
MDS+NLS,uniform50,ID13,120,601,56.032192880827495,34.384655885012535,40.747695688172456,77.34523840069853
V4-anchor-delay,uniform50,ID14,150,600,52.089831769607635,23.085318579886103,52.330909838626326,77.36153199271132
V3-lite,uniform30,ID13,-65,601,30.922306257099706,16.08153814513423,69.17002396751633,77.45512964961105
V3-lite,uniform30,ID14,115,600,51.242709015946254,23.72962112804113,53.04093396328914,77.47419455451806
MDS+NLS,uniform50,ID14,140,600,52.75835231263548,22.68168606127556,52.03883785373341,77.49802104888607
MDS+NLS,uniform50,ID16,120,601,55.27789482838735,32.267727882081026,43.96125014463118,77.64949087797754
V3-lite,uniform30,ID16,95,601,55.23374560787011,32.88365483217385,43.68475498261948,77.72039131970425
MDS+NLS,uniform30,ID13,-145,601,46.85059826435879,22.68300625430324,57.7853233230351,77.7730089556062
V4-anchor-delay,uniform30,ID14,130,600,52.308005349202126,25.693301940438893,51.88422639927608,78.02721408115285
MDS+NLS,uniform30,ID13,-65,601,30.86685760134894,16.070758581750848,69.84437450974498,78.03376724362592
MDS+NLS,uniform30,ID13,90,601,56.85230738399632,34.758725897669265,40.769497548909584,78.11853692501064
V4-anchor-delay,uniform30,ID13,105,601,57.99164731056276,33.951219656177365,39.85215467465982,78.12752847842889
MDS+NLS,uniform30,ID14,115,600,51.55883263002255,23.75111856291517,53.721178905131374,78.15621484000785
V3-lite,uniform50,ID13,-145,601,48.169410242217104,25.60248332566334,56.063243444936155,78.22318391046261
V3-lite,uniform50,ID14,145,600,53.95212991302648,23.57895200833643,51.569971122883885,78.27043644683859
MDS+NLS,uniform50,ID13,-150,601,48.80134921845551,25.913997904353625,55.6214797703049,78.40188763522808
V4-anchor-delay,uniform50,ID13,135,601,57.53987350033617,33.31209261488,41.719882540647255,78.49255478083532
V3-lite,uniform30,ID14,120,600,52.51022365892773,24.677732121974643,52.98993661304446,78.57637961658085
MDS+NLS,uniform30,ID16,95,601,55.82986488820216,33.177125217388614,44.39397336819132,78.66714894122497
V4-anchor-delay,uniform30,ID14,135,600,53.39612311529662,26.519394011400006,51.42568216146405,78.73388729287862
V3-lite,uniform50,ID13,-85,601,32.18306335119006,17.170755263309637,69.89809414728485,78.8436932696705
MDS+NLS,uniform50,ID14,145,600,54.32788800080126,23.673834231123603,52.07372916207922,78.89006978496029
