sweep,conn_id,peer_name,tag_id,plan,pmode,quality_flag_percent,targets,statuses,qualities
77,,BS2DCE,,cal_roto,5,94,"C,D,E,G","ok,ok,ok,ok","92,84,100,100"
78,,BS2DCE,,cal_roto,5,94,"C,D,E,G","ok,ok,ok,ok","92,85,100,100"
79,,BS2DCE,,cal_roto,5,94,"C,D,E,G","ok,ok,ok,ok","93,86,100,100"
80,,BS2DCE,,cal_roto,5,95,"D,C,E,G","ok,ok,ok,ok","87,93,100,100"
81,,BS2DCE,,cal_roto,5,95,"C,D,E,G","ok,ok,ok,ok","94,88,100,100"
82,,BS2DCE,,cal_roto,5,95,"C,D,G,E","ok,ok,ok,ok","94,88,100,100"
83,,BS2DCE,,cal_roto,5,95,"C,D,G,E","ok,ok,ok,ok","94,89,100,100"
84,,BS2DCE,,cal_roto,5,96,"C,D,E,G","ok,ok,ok,ok","95,90,100,100"
85,,BS2DCE,,cal_roto,5,96,"C,D,E,G","ok,ok,ok,ok","95,90,100,100"
86,,BS2DCE,,cal_roto,5,96,"C,D,E,G","ok,ok,ok,ok","95,90,100,100"
87,,BS2DCE,,cal_roto,5,96,"C,D,E,G","ok,ok,ok,ok","95,91,100,100"
88,,BS2DCE,,cal_roto,5,96,"D,C,E,G","ok,ok,ok,ok","91,95,100,100"
89,,BS2DCE,,cal_roto,5,97,"C,D,E,G","ok,ok,ok,ok","96,92,100,100"
90,,BS2DCE,,cal_roto,5,97,"C,D,G,E","ok,ok,ok,ok","96,92,100,100"
91,,BS2DCE,,cal_roto,5,97,"C,D,G,E","ok,ok,ok,ok","96,92,100,100"
92,,BS2DCE,,cal_roto,5,97,"C,D,E,G","ok,ok,ok,ok","96,92,100,100"
93,,BS2DCE,,cal_roto,5,97,"C,D,E,G","ok,ok,ok,ok","96,93,100,100"
94,,BS2DCE,,cal_roto,5,97,"C,D,E,G","ok,ok,ok,ok","96,93,100,100"
95,,BS2DCE,,cal_roto,5,97,"C,D,E,G","ok,ok,ok,ok","96,93,100,100"
96,,BS2DCE,,cal_roto,5,97,"D,C,E,G","ok,ok,ok,ok","93,96,100,100"
97,,BS2DCE,,cal_roto,5,98,"C,D,E,G","ok,ok,ok,ok","100,94,100,100"
98,,BS2DCE,,cal_roto,5,97,"C,D,G,E","ok,timeout,ok,ok","100,88,100,100"
99,,BS2DCE,,cal_roto,5,97,"C,D,G,E","ok,ok,ok,ok","100,89,100,100"
100,,BS2DCE,,cal_roto,5,96,"C,D,E,G","timeout,ok,ok,ok","95,90,100,100"
101,,BS2DCE,,cal_roto,5,96,"C,D,E,G","ok,ok,ok,ok","95,90,100,100"
102,,BS2DCE,,cal_roto,5,96,"C,D,E,G","ok,ok,ok,ok","95,90,100,100"
103,,BS2DCE,,cal_roto,5,96,"C,D,E,G","ok,ok,ok,ok","95,91,100,100"
104,,BS2DCE,,cal_roto,5,96,"D,C,E,G","ok,ok,ok,ok","91,95,100,100"
105,,BS2DCE,,cal_roto,5,97,"C,D,E,G","ok,ok,ok,ok","96,92,100,100"
106,,BS2DCE,,cal_roto,5,97,"C,D,G,E","ok,ok,ok,ok","96,92,100,100"
107,,BS2DCE,,cal_roto,5,97,"C,D,G,E","ok,ok,ok,ok","96,92,100,100"
108,,BS2DCE,,cal_roto,5,97,"C,D,E,G","ok,ok,ok,ok","96,92,100,100"
109,,BS2DCE,,cal_roto,5,97,"C,D,E,G","ok,ok,ok,ok","96,93,100,100"
110,,BS2DCE,,cal_roto,5,97,"C,D,E,G","ok,ok,ok,ok","96,93,100,100"
111,,BS2DCE,,cal_roto,5,97,"C,D,E,G","ok,ok,ok,ok","96,93,100,100"
112,,BS2DCE,,cal_roto,5,97,"D,C,E,G","ok,ok,ok,ok","93,96,100,100"
113,,BS2DCE,,cal_roto,5,98,"C,D,E,G","ok,ok,ok,ok","100,94,100,100"
114,,BS2DCE,,cal_roto,5,98,"C,D,G,E","ok,ok,ok,ok","100,94,100,100"
115,,BS2DCE,,cal_roto,5,98,"C,D,G,E","ok,ok,ok,ok","100,94,100,100"
116,,BS2DCE,,cal_roto,5,98,"C,D,E,G","ok,ok,ok,ok","100,95,100,100"
117,,BS2DCE,,cal_roto,5,98,"C,D,E,G","ok,ok,ok,ok","100,95,100,100"
118,,BS2DCE,,cal_roto,5,98,"C,D,E,G","ok,ok,ok,ok","100,95,100,100"
119,,BS2DCE,,cal_roto,5,98,"C,D,E,G","ok,ok,ok,ok","100,95,100,100"
120,,BS2DCE,,cal_roto,5,98,"D,C,E,G","ok,ok,ok,ok","95,100,100,100"
121,,BS2DCE,,cal_roto,5,99,"C,D,E,G","ok,ok,ok,ok","100,96,100,100"
122,,BS2DCE,,cal_roto,5,99,"C,D,G,E","ok,ok,ok,ok","100,96,100,100"
123,,BS2DCE,,cal_roto,5,99,"C,D,G,E","ok,ok,ok,ok","100,96,100,100"
124,,BS2DCE,,cal_roto,5,99,"C,D,E,G","ok,ok,ok,ok","100,96,100,100"
125,,BS2DCE,,cal_roto,5,99,"C,D,E,G","ok,ok,ok,ok","100,96,100,100"
126,,BS2DCE,,cal_roto,5,98,"C,D,E,G","timeout,ok,ok,ok","96,96,100,100"
127,,BS2DCE,,cal_roto,5,98,"C,D,E,G","ok,ok,ok,ok","96,96,100,100"
128,,BS2DCE,,cal_roto,5,98,"D,C,E,G","ok,ok,ok,ok","96,96,100,100"
129,,BS2DCE,,cal_roto,5,100,"C,D,E,G","ok,ok,ok,ok","100,100,100,100"
130,,BS2DCE,,cal_roto,5,100,"C,D,G,E","ok,ok,ok,ok","100,100,100,100"
131,,BS2DCE,,cal_roto,5,100,"C,D,G,E","ok,ok,ok,ok","100,100,100,100"
132,,BS2DCE,,cal_roto,5,100,"C,D,E,G","ok,ok,ok,ok","100,100,100,100"
133,,BS2DCE,,cal_roto,5,100,"C,D,E,G","ok,ok,ok,ok","100,100,100,100"
134,,BS2DCE,,cal_roto,5,100,"C,D,E,G","ok,ok,ok,ok","100,100,100,100"
135,,BS2DCE,,cal_roto,5,100,"C,D,E,G","ok,ok,ok,ok","100,100,100,100"
136,,BS2DCE,,cal_roto,5,100,"D,C,E,G","ok,ok,ok,ok","100,100,100,100"
137,,BS2DCE,,cal_roto,5,100,"C,D,E,G","ok,ok,ok,ok","100,100,100,100"
138,,BS2DCE,,cal_roto,5,100,"C,D,G,E","ok,ok,ok,ok","100,100,100,100"
139,,BS2DCE,,cal_roto,5,100,"C,D,G,E","ok,ok,ok,ok","100,100,100,100"
140,,BS2DCE,,cal_roto,5,100,"C,D,E,G","ok,ok,ok,ok","100,100,100,100"
141,,BS2DCE,,cal_roto,5,100,"C,D,E,G","ok,ok,ok,ok","100,100,100,100"
142,,BS2DCE,,cal_roto,5,100,"C,D,E,G","ok,ok,ok,ok","100,100,100,100"
143,,BS2DCE,,cal_roto,5,100,"C,D,E,G","ok,ok,ok,ok","100,100,100,100"
144,,BS2DCE,,cal_roto,5,100,"D,C,E,G","ok,ok,ok,ok","100,100,100,100"
145,,BS2DCE,,cal_roto,5,100,"C,D,E,G","ok,ok,ok,ok","100,100,100,100"
146,,BS2DCE,,cal_roto,5,100,"C,D,G,E","ok,ok,ok,ok","100,100,100,100"
147,,BS2DCE,,cal_roto,5,100,"C,D,G,E","ok,ok,ok,ok","100,100,100,100"
148,,BS2DCE,,cal_roto,5,100,"C,D,E,G","ok,ok,ok,ok","100,100,100,100"
149,,BS2DCE,,cal_roto,5,100,"C,D,E,G","ok,ok,ok,ok","100,100,100,100"
150,,BS2DCE,,cal_roto,5,100,"C,D,E,G","ok,ok,ok,ok","100,100,100,100"
151,,BS2DCE,,cal_roto,5,98,"C,D,E,G","ok,timeout,ok,ok","100,95,100,100"
152,,BS2DCE,,cal_roto,5,98,"D,C,E,G","ok,ok,ok,ok","95,100,100,100"
153,,BS2DCE,,cal_roto,5,98,"C,D,E,G","timeout,ok,ok,ok","96,96,100,100"
154,,BS2DCE,,cal_roto,5,98,"C,D,G,E","ok,ok,ok,ok","96,96,100,100"
155,,BS2DCE,,cal_roto,5,98,"C,D,G,E","ok,ok,ok,ok","96,96,100,100"
156,,BS2DCE,,cal_roto,5,98,"C,D,E,G","ok,ok,ok,ok","96,96,100,100"
157,,BS2DCE,,cal_roto,5,98,"C,D,E,G","ok,ok,ok,ok","96,96,100,100"
158,,BS2DCE,,cal_roto,5,98,"C,D,E,G","ok,ok,ok,ok","96,96,100,100"
159,,BS2DCE,,cal_roto,5,98,"C,D,E,G","ok,ok,ok,ok","96,96,100,100"
160,,BS2DCE,,cal_roto,5,98,"D,C,E,G","ok,ok,ok,ok","96,96,100,100"
161,,BS2DCE,,cal_roto,5,100,"C,D,E,G","ok,ok,ok,ok","100,100,100,100"
162,,BS2DCE,,cal_roto,5,100,"C,D,G,E","ok,ok,ok,ok","100,100,100,100"
163,,BS2DCE,,cal_roto,5,100,"C,D,G,E","ok,ok,ok,ok","100,100,100,100"
164,,BS2DCE,,cal_roto,5,100,"C,D,E,G","ok,ok,ok,ok","100,100,100,100"
165,,BS2DCE,,cal_roto,5,100,"C,D,E,G","ok,ok,ok,ok","100,100,100,100"
166,,BS2DCE,,cal_roto,5,100,"C,D,E,G","ok,ok,ok,ok","100,100,100,100"
167,,BS2DCE,,cal_roto,5,100,"C,D,E,G","ok,ok,ok,ok","100,100,100,100"
168,,BS2DCE,,cal_roto,5,100,"D,C,E,G","ok,ok,ok,ok","100,100,100,100"
