sweep,conn_id,peer_name,tag_id,anchor_id,status,raw_mm,filt_mm,quality_percent,ok_count,fail_count
58366,,BS2DCE,,0,ok,2479,2479,100,2,0
58366,,BS2DCE,,1,ok,2418,2418,100,2,0
58366,,BS2DCE,,2,ok,3148,3148,100,2,0
58366,,BS2DCE,,3,ok,3018,3018,100,2,0
58366,,BS2DCE,,4,ok,2643,2643,100,2,0
58366,,BS2DCE,,5,ok,2540,2540,100,2,0
58366,,BS2DCE,,6,ok,3390,3390,100,2,0
58366,,BS2DCE,,7,ok,3270,3270,100,2,0
58367,,BS2DCE,,0,ok,2806,2806,100,3,0
58367,,BS2DCE,,1,ok,3745,3745,100,3,0
58367,,BS2DCE,,2,ok,2941,2941,100,3,0
58367,,BS2DCE,,3,ok,2905,2905,100,3,0
58367,,BS2DCE,,4,ok,2751,2751,100,3,0
58367,,BS2DCE,,5,ok,2901,2901,100,3,0
58368,,BS2DCE,,0,ok,3157,3157,100,4,0
58368,,BS2DCE,,1,timeout,0,3745,75,3,1
58368,,BS2DCE,,2,ok,2667,2667,100,4,0
58368,,BS2DCE,,3,timeout,0,2905,75,3,1
58368,,BS2DCE,,4,ok,3029,3029,100,4,0
58368,,BS2DCE,,5,ok,2544,2544,100,4,0
58368,,BS2DCE,,6,ok,2656,2656,100,4,0
58369,,BS2DCE,,0,ok,3271,3271,100,5,0
58369,,BS2DCE,,1,reject,2530,3745,60,3,2
58369,,BS2DCE,,2,ok,2609,2609,100,5,0
58369,,BS2DCE,,3,reject,3367,2905,60,3,2
58369,,BS2DCE,,4,reject,0,3029,80,4,1
58369,,BS2DCE,,5,ok,2378,2378,100,5,0
58369,,BS2DCE,,6,ok,2555,2555,100,5,0
58369,,BS2DCE,,7,reject,3252,2691,60,3,2
58370,,BS2DCE,,0,ok,3676,3676,100,6,0
58370,,BS2DCE,,1,reject,2280,3745,50,3,3
58370,,BS2DCE,,2,timeout,0,2609,83,5,1
58370,,BS2DCE,,3,timeout,0,2905,50,3,3
58370,,BS2DCE,,4,ok,3158,3158,83,5,1
58370,,BS2DCE,,5,ok,2136,2136,100,6,0
58371,,BS2DCE,,0,ok,3480,3480,100,7,0
58371,,BS2DCE,,1,reject,2189,3745,42,3,4
58371,,BS2DCE,,2,ok,2872,2872,85,6,1
58371,,BS2DCE,,3,reject,3536,2905,42,3,4
58371,,BS2DCE,,4,timeout,0,3158,71,5,2
58371,,BS2DCE,,5,ok,2095,2095,100,7,0
58371,,BS2DCE,,6,ok,2614,2614,100,7,0
58372,,BS2DCE,,0,ok,3322,3322,100,8,0
58372,,BS2DCE,,1,reject,2067,3745,37,3,5
58372,,BS2DCE,,2,timeout,0,2872,75,6,2
58372,,BS2DCE,,3,reject,3616,2905,37,3,5
58372,,BS2DCE,,4,ok,3006,3006,75,6,2
58372,,BS2DCE,,5,ok,2002,2002,100,8,0
58372,,BS2DCE,,6,ok,2696,2696,100,8,0
58372,,BS2DCE,,7,reject,3567,2691,37,3,5
58373,,BS2DCE,,0,ok,3201,3201,100,9,0
58373,,BS2DCE,,1,reject,2089,3745,33,3,6
58373,,BS2DCE,,2,ok,3086,3086,77,7,2
58373,,BS2DCE,,3,reject,3631,2905,33,3,6
58373,,BS2DCE,,4,ok,2949,2949,77,7,2
58373,,BS2DCE,,5,ok,2149,2149,100,9,0
58374,,BS2DCE,,0,ok,3208,3208,100,10,0
58374,,BS2DCE,,1,timeout,0,3745,30,3,7
58374,,BS2DCE,,2,timeout,0,3086,70,7,3
58374,,BS2DCE,,3,reject,3523,2905,30,3,7
58374,,BS2DCE,,4,timeout,0,2949,70,7,3
58374,,BS2DCE,,5,ok,2329,2329,100,10,0
58374,,BS2DCE,,6,ok,3052,3052,100,10,0
58375,,BS2DCE,,0,ok,2807,2807,100,11,0
