host_elapsed_s,host_epoch_s,sweep,conn_id,peer_name,tag_id,plan,pmode,anchor_id,raw_mm,range_mm,quality_percent,valid,status,quality_flag_percent,first_to_last_us,frame_us,poll_count
3.5e-05,1777920079.561686,14754,,BSF66F,,f,0,0,2331,2331,100,1,O,100,0,640,8
3.5e-05,1777920079.561686,14754,,BSF66F,,f,0,1,4095,4095,100,1,O,100,0,640,8
3.5e-05,1777920079.561686,14754,,BSF66F,,f,0,2,4051,4051,100,1,O,100,0,640,8
3.5e-05,1777920079.561686,14754,,BSF66F,,f,0,3,2097,2097,100,1,O,100,0,640,8
3.5e-05,1777920079.561686,14754,,BSF66F,,f,0,4,1811,1811,100,1,O,100,0,640,8
3.5e-05,1777920079.561686,14754,,BSF66F,,f,0,5,3907,3907,100,1,O,100,0,640,8
3.5e-05,1777920079.561686,14754,,BSF66F,,f,0,6,3775,3775,100,1,O,100,0,640,8
3.5e-05,1777920079.561686,14754,,BSF66F,,f,0,7,0,1820,50,0,T,100,0,640,8
0.097465,1777920079.659116,14755,,BSF66F,,f,0,0,2329,2329,100,1,O,100,0,671,8
0.097465,1777920079.659116,14755,,BSF66F,,f,0,1,4092,4092,100,1,O,100,0,671,8
0.097465,1777920079.659116,14755,,BSF66F,,f,0,2,4099,4099,100,1,O,100,0,671,8
0.097465,1777920079.659116,14755,,BSF66F,,f,0,3,2391,2391,100,1,O,100,0,671,8
0.097465,1777920079.659116,14755,,BSF66F,,f,0,4,1789,1789,100,1,O,100,0,671,8
0.097465,1777920079.659116,14755,,BSF66F,,f,0,5,3910,3910,100,1,O,100,0,671,8
0.097465,1777920079.659116,14755,,BSF66F,,f,0,6,3731,3731,100,1,O,100,0,671,8
0.097465,1777920079.659116,14755,,BSF66F,,f,0,7,0,1820,42,0,T,100,0,671,8
0.217558,1777920079.779209,14756,,BSF66F,,f,0,0,2339,2339,100,1,O,93,0,671,8
0.217558,1777920079.779209,14756,,BSF66F,,f,0,1,4422,4422,100,1,O,93,0,671,8
0.217558,1777920079.779209,14756,,BSF66F,,f,0,2,4046,4046,100,1,O,93,0,671,8
0.217558,1777920079.779209,14756,,BSF66F,,f,0,3,2389,2389,100,1,O,93,0,671,8
0.217558,1777920079.779209,14756,,BSF66F,,f,0,4,1804,1804,100,1,O,93,0,671,8
0.217558,1777920079.779209,14756,,BSF66F,,f,0,5,3865,3865,100,1,O,93,0,671,8
0.217558,1777920079.779209,14756,,BSF66F,,f,0,6,3686,3686,100,1,O,93,0,671,8
0.217558,1777920079.779209,14756,,BSF66F,,f,0,7,1824,1824,50,1,O,93,0,671,8
0.300016,1777920079.861667,14757,,BSF66F,,f,0,0,2321,2321,100,1,O,100,0,671,8
0.300016,1777920079.861667,14757,,BSF66F,,f,0,1,4075,4075,100,1,O,100,0,671,8
0.300016,1777920079.861667,14757,,BSF66F,,f,0,2,4103,4103,100,1,O,100,0,671,8
0.300016,1777920079.861667,14757,,BSF66F,,f,0,3,2229,2229,100,1,O,100,0,671,8
0.300016,1777920079.861667,14757,,BSF66F,,f,0,4,1812,1812,100,1,O,100,0,671,8
0.300016,1777920079.861667,14757,,BSF66F,,f,0,5,3910,3910,100,1,O,100,0,671,8
0.300016,1777920079.861667,14757,,BSF66F,,f,0,6,3750,3750,100,1,O,100,0,671,8
0.300016,1777920079.861667,14757,,BSF66F,,f,0,7,0,1824,44,0,T,100,0,671,8
0.404884,1777920079.966535,14758,,BSF66F,,f,0,0,2310,2310,100,1,O,100,0,701,8
0.404884,1777920079.966535,14758,,BSF66F,,f,0,1,4235,4235,100,1,O,100,0,701,8
0.404884,1777920079.966535,14758,,BSF66F,,f,0,2,4041,4041,100,1,O,100,0,701,8
0.404884,1777920079.966535,14758,,BSF66F,,f,0,3,2222,2222,100,1,O,100,0,701,8
0.404884,1777920079.966535,14758,,BSF66F,,f,0,4,1812,1812,100,1,O,100,0,701,8
0.404884,1777920079.966535,14758,,BSF66F,,f,0,5,3825,3825,100,1,O,100,0,701,8
0.404884,1777920079.966535,14758,,BSF66F,,f,0,6,3724,3724,100,1,O,100,0,701,8
0.404884,1777920079.966535,14758,,BSF66F,,f,0,7,0,1824,40,0,T,100,0,701,8
0.587922,1777920080.149573,14759,,BSF66F,,f,0,0,2319,2319,100,1,O,93,0,44342,8
0.587922,1777920080.149573,14759,,BSF66F,,f,0,1,4108,4108,100,1,O,93,0,44342,8
0.587922,1777920080.149573,14759,,BSF66F,,f,0,2,4064,4064,100,1,O,93,0,44342,8
0.587922,1777920080.149573,14759,,BSF66F,,f,0,3,2183,2183,100,1,O,93,0,44342,8
0.587922,1777920080.149573,14759,,BSF66F,,f,0,4,1853,1853,100,1,O,93,0,44342,8
0.587922,1777920080.149573,14759,,BSF66F,,f,0,5,3811,3811,100,1,O,93,0,44342,8
0.587922,1777920080.149573,14759,,BSF66F,,f,0,6,3768,3768,100,1,O,93,0,44342,8
0.587922,1777920080.149573,14759,,BSF66F,,f,0,7,1846,1846,45,1,O,93,0,44342,8
0.599999,1777920080.16165,14760,,BSF66F,,f,0,0,2314,2314,100,1,O,92,0,854,8
