recipe_id,n_anchors,layers,layout,percentile,weighting,d_tag_method,d_tag_value_mm,proxy_median,full_solver_loo_median,full_solver_loo_rmse,discrepancy_mm,solve_time_per_position_s,runtime_flag_gt1s,notes
P3_pareto_1,8,dual_layer,V5_CV5,p30,uniform,fixed_0,0.0,83.77732811321114,89.47384246134203,114.47454358506405,5.69651434813089,0.00036681829169538105,False,P3 proxy row; n_cal=0; anchor_labels=HDGEBCAF
P3_pareto_2,8,dual_layer,V5_CV5,p30,uniform,range_residual_LOO_23,32.98564490395356,61.30773112532267,59.84219585576865,81.40260074045545,-1.4655352695540174,0.0007391281666665842,False,P3 proxy row; n_cal=1; anchor_labels=HDGEBCAF
mandatory_V5_p50_uniform_DLOO,8,dual_layer,V5_CV5,p50,uniform,range_residual_LOO_23,49.51853383351864,nan,67.80926689927432,87.16995000854118,nan,0.0006121110000094632,False,standard V5 baseline
mandatory_V4_p50_uniform_DLOO,8,dual_layer,V4_CV4,p50,uniform,range_residual_LOO_23,33.14139429103798,nan,62.177101047090986,80.91436060433148,nan,0.0006364179583518611,False,standard V4 baseline
mandatory_V5_p50_uniform_D0,8,dual_layer,V5_CV5,p50,uniform,fixed_0,0.0,nan,115.97728878716953,143.33312871832655,nan,0.000148379416714306,False,no tag-delay calibration
