file,rows
final_gate_task_status.csv,6
g1_locked_headline.csv,14
g1_number_provenance.csv,45
g2_contradiction_diagnosis.csv,2
g2_unified_noise_models.csv,9
g3_best_model_offsets.csv,8
g3_per_anchor_offsets.csv,528
g3_phase_center_nested_cv.csv,66
g3_phase_center_summary.csv,11
g4_deployment_recommendation.csv,1
g4_validated_recipes.csv,5
g5_baseline_length.csv,68
g5_dtag_sweep_cost.csv,169
g5_estimated_dtag.csv,3
g5_joint_solver_results.csv,136
g5_joint_solver_summary.csv,4
