[INFO] --no-prompt: assuming nodes powered on now; t=0 = launch.
[16:59:03] cold-start capture running: 6 listeners -> /mnt/nrf_ssd/thermal_characterization/run_20260710_165852/raw
[INFO] will run 90 min; Ctrl+C to stop early.
[INFO] LE: opened /dev/serial/by-id/usb-SEGGER_J-Link_000760184767-if00
[INFO] L9336: opened /dev/serial/by-id/usb-SEGGER_J-Link_000760186071-if00
[INFO] LF: opened /dev/serial/by-id/usb-SEGGER_J-Link_000760184964-if00
[INFO] LB: opened /dev/serial/by-id/usb-SEGGER_J-Link_000760184545-if00
[INFO] LCCF4: opened /dev/serial/by-id/usb-SEGGER_J-Link_000760184784-if00[INFO] L955A: opened /dev/serial/by-id/usb-SEGGER_J-Link_000760186081-if00

[00:15] LB cfo= -3.75ppm | LE cfo= -1.38ppm | LF cfo= +1.86ppm | LCCF4 cfo= -3.12ppm | L9336 cfo= -2.13ppm | L955A cfo= -0.24ppm
[34:30] LB cfo= -3.65ppm | LE cfo= -3.51ppm | LF cfo= +1.23ppm | LCCF4 cfo= -3.63ppm | L9336 cfo= -2.13ppm | L955A cfo= -0.48ppm
[34:45] LB cfo= -3.51ppm | LE cfo= -3.21ppm | LF cfo= +1.23ppm | LCCF4 cfo= -3.33ppm | L9336 cfo= -2.39ppm | L955A cfo= -0.96ppm
[35:00] LB cfo= -3.42ppm | LE cfo= -2.96ppm | LF cfo= +1.16ppm | LCCF4 cfo= -3.51ppm | L9336 cfo= -2.16ppm | L955A cfo= -0.63ppm
[35:15] LB cfo= -3.77ppm | LE cfo= -2.52ppm | LF cfo= +1.08ppm | LCCF4 cfo= -3.41ppm | L9336 cfo= -2.25ppm | L955A cfo= -0.60ppm
[35:30] LB cfo= -3.66ppm | LE cfo= -2.37ppm | LF cfo= +1.23ppm | LCCF4 cfo= -3.24ppm | L9336 cfo= -2.28ppm | L955A cfo= -0.60ppm
[35:45] LB cfo= -3.51ppm | LE cfo= -2.91ppm | LF cfo= +1.29ppm | LCCF4 cfo= -3.81ppm | L9336 cfo= -2.25ppm | L955A cfo= -0.78ppm
[36:00] LB cfo= -3.69ppm | LE cfo= -3.05ppm | LF cfo= +1.29ppm | LCCF4 cfo= -3.69ppm | L9336 cfo= -2.22ppm | L955A cfo= -0.62ppm
[36:15] LB cfo= -3.26ppm | LE cfo= -3.27ppm | LF cfo= +1.65ppm | LCCF4 cfo= -3.63ppm | L9336 cfo= -2.37ppm | L955A cfo= -0.84ppm
[36:30] LB cfo= -3.51ppm | LE cfo= -2.37ppm | LF cfo= +1.34ppm | LCCF4 cfo= -3.71ppm | L9336 cfo= -2.31ppm | L955A cfo= -0.68ppm
[36:45] LB cfo= -3.51ppm | LE cfo= -3.00ppm | LF cfo= +1.10ppm | LCCF4 cfo= -3.47ppm | L9336 cfo= -2.42ppm | L955A cfo= -0.78ppm
[37:00] LB cfo= -3.65ppm | LE cfo= -3.66ppm | LF cfo= +1.35ppm | LCCF4 cfo= -3.33ppm | L9336 cfo= -2.10ppm | L955A cfo= -0.90ppm
[37:15] LB cfo= -3.41ppm | LE cfo= -3.54ppm | LF cfo= +0.99ppm | LCCF4 cfo= -3.60ppm | L9336 cfo= -2.48ppm | L955A cfo= -1.11ppm
[37:30] LB cfo= -3.56ppm | LE cfo= -3.00ppm | LF cfo= +1.02ppm | LCCF4 cfo= -3.69ppm | L9336 cfo= -2.19ppm | L955A cfo= -0.69ppm
[37:45] LB cfo= -3.54ppm | LE cfo= -2.91ppm | LF cfo= +1.05ppm | LCCF4 cfo= -3.75ppm | L9336 cfo= -2.19ppm | L955A cfo= -0.93ppm
[38:00] LB cfo= -3.54ppm | LE cfo= -3.06ppm | LF cfo= +1.26ppm | LCCF4 cfo= -3.62ppm | L9336 cfo= -2.28ppm | L955A cfo= -0.96ppm
[38:15] LB cfo= -3.60ppm | LE cfo= -2.94ppm | LF cfo= +1.20ppm | LCCF4 cfo= -3.60ppm | L9336 cfo= -2.36ppm | L955A cfo= -0.98ppm
[38:30] LB cfo= -3.59ppm | LE cfo= -3.48ppm | LF cfo= +0.96ppm | LCCF4 cfo= -3.47ppm | L9336 cfo= -2.57ppm | L955A cfo= -1.11ppm
[38:45] LB cfo= -3.86ppm | LE cfo= -2.90ppm | LF cfo= +1.23ppm | LCCF4 cfo= -3.87ppm | L9336 cfo= -2.04ppm | L955A cfo= -1.02ppm
[39:00] LB cfo= -3.66ppm | LE cfo= -2.78ppm | LF cfo= +1.14ppm | LCCF4 cfo= -3.60ppm | L9336 cfo= -3.18ppm | L955A cfo= -0.99ppm
[39:15] LB cfo= -3.00ppm | LE cfo= -4.09ppm | LF cfo= +0.90ppm | LCCF4 cfo= -3.36ppm | L9336 cfo= -2.49ppm | L955A cfo= -1.05ppm
[39:30] LB cfo= -3.23ppm | LE cfo= -3.90ppm | LF cfo= +1.02ppm | LCCF4 cfo= -3.29ppm | L9336 cfo= -2.49ppm | L955A cfo= -1.77ppm
[39:45] LB cfo= -3.48ppm | LE cfo= -4.05ppm | LF cfo= +0.96ppm | LCCF4 cfo= -3.65ppm | L9336 cfo= -2.99ppm | L955A cfo= -1.05ppm
[40:00] LB cfo= -3.51ppm | LE cfo= -3.81ppm | LF cfo= +0.75ppm | LCCF4 cfo= -3.74ppm | L9336 cfo= -2.33ppm | L955A cfo= -0.90ppm
[40:15] LB cfo= -3.30ppm | LE cfo= -3.57ppm | LF cfo= +1.02ppm | LCCF4 cfo= -3.48ppm | L9336 cfo= -2.99ppm | L955A cfo= -1.07ppm
[40:30] LB cfo= -3.48ppm | LE cfo= -4.02ppm | LF cfo= +0.90ppm | LCCF4 cfo= -3.48ppm | L9336 cfo= -2.76ppm | L955A cfo= -0.84ppm
[40:45] LB cfo= -4.02ppm | LE cfo= -4.24ppm | LF cfo= +1.02ppm | LCCF4 cfo= -3.66ppm | L9336 cfo= -2.49ppm | L955A cfo= -0.93ppm
[41:00] LB cfo= -3.39ppm | LE cfo= -3.66ppm | LF cfo= +1.19ppm | LCCF4 cfo= -3.63ppm | L9336 cfo= -2.85ppm | L955A cfo= -0.96ppm
[41:15] LB cfo= -3.62ppm | LE cfo= -3.68ppm | LF cfo= +1.10ppm | LCCF4 cfo= -3.66ppm | L9336 cfo= -3.53ppm | L955A cfo= -0.78ppm
[41:30] LB cfo= -4.24ppm | LE cfo= -3.27ppm | LF cfo= +1.04ppm | LCCF4 cfo= -3.47ppm | L9336 cfo= -2.34ppm | L955A cfo= -0.75ppm
[41:45] LB cfo= -3.62ppm | LE cfo= -3.32ppm | LF cfo= +1.20ppm | LCCF4 cfo= -3.51ppm | L9336 cfo= -2.73ppm | L955A cfo= -0.83ppm
[42:00] LB cfo= -4.25ppm | LE cfo= -3.24ppm | LF cfo= +1.08ppm | LCCF4 cfo= -3.48ppm | L9336 cfo= -3.26ppm | L955A cfo= -0.92ppm
[42:15] LB cfo= -3.96ppm | LE cfo= -3.36ppm | LF cfo= +0.89ppm | LCCF4 cfo= -3.62ppm | L9336 cfo= -2.52ppm | L955A cfo= -0.89ppm
[42:30] LB cfo= -4.02ppm | LE cfo= -3.59ppm | LF cfo= +0.90ppm | LCCF4 cfo= -3.59ppm | L9336 cfo= -2.61ppm | L955A cfo= -0.99ppm
[42:45] LB cfo= -3.80ppm | LE cfo= -3.59ppm | LF cfo= +0.81ppm | LCCF4 cfo= -3.33ppm | L9336 cfo= -2.88ppm | L955A cfo= -0.89ppm
[43:00] LB cfo= -3.75ppm | LE cfo= -3.51ppm | LF cfo= +0.59ppm | LCCF4 cfo= -2.97ppm | L9336 cfo= -2.64ppm | L955A cfo= -0.89ppm
[43:15] LB cfo= -3.72ppm | LE cfo= -3.33ppm | LF cfo= +0.69ppm | LCCF4 cfo= -3.99ppm | L9336 cfo= -2.82ppm | L955A cfo= -0.78ppm
[43:30] LB cfo= -3.48ppm | LE cfo= -3.03ppm | LF cfo= +1.11ppm | LCCF4 cfo= -3.33ppm | L9336 cfo= -2.69ppm | L955A cfo= -0.69ppm
[43:45] LB cfo= -4.05ppm | LE cfo= -3.36ppm | LF cfo= +1.26ppm | LCCF4 cfo= -3.69ppm | L9336 cfo= -2.61ppm | L955A cfo= -0.50ppm
[44:00] LB cfo= -3.48ppm | LE cfo= -2.78ppm | LF cfo= +1.01ppm | LCCF4 cfo= -3.92ppm | L9336 cfo= -2.82ppm | L955A cfo= -0.99ppm
[44:15] LB cfo= -3.23ppm | LE cfo= -2.58ppm | LF cfo= +0.60ppm | LCCF4 cfo= -3.36ppm | L9336 cfo= -2.76ppm | L955A cfo= -0.75ppm
[44:30] LB cfo= -2.81ppm | LE cfo= -3.06ppm | LF cfo= +0.65ppm | LCCF4 cfo= -3.32ppm | L9336 cfo= -2.79ppm | L955A cfo= -0.96ppm
[44:45] LB cfo= -3.56ppm | LE cfo= -1.89ppm | LF cfo= +0.66ppm | LCCF4 cfo= -3.63ppm | L9336 cfo= -2.69ppm | L955A cfo= -1.05ppm
[45:00] LB cfo= -3.29ppm | LE cfo= -2.90ppm | LF cfo= +1.14ppm | LCCF4 cfo= -3.63ppm | L9336 cfo= -2.58ppm | L955A cfo= -1.62ppm
[45:15] LB cfo= -4.02ppm | LE cfo= -4.09ppm | LF cfo= +0.87ppm | LCCF4 cfo= -4.45ppm | L9336 cfo= -2.82ppm | L955A cfo= -1.44ppm
[45:30] LB cfo= -3.15ppm | LE cfo= -2.96ppm | LF cfo= +0.06ppm | LCCF4 cfo= -3.30ppm | L9336 cfo= -2.64ppm | L955A cfo= -1.56ppm
[45:45] LB cfo= -3.74ppm | LE cfo= -3.09ppm | LF cfo= +0.54ppm | LCCF4 cfo= -2.46ppm | L9336 cfo= -2.67ppm | L955A cfo= -1.44ppm
[46:00] LB cfo= -3.72ppm | LE cfo= -2.76ppm | LF cfo= +0.72ppm | LCCF4 cfo= -3.51ppm | L9336 cfo= -2.67ppm | L955A cfo= -1.38ppm
[46:15] LB cfo= -3.72ppm | LE cfo= -2.67ppm | LF cfo= +0.95ppm | LCCF4 cfo= -3.42ppm | L9336 cfo= -2.87ppm | L955A cfo= -0.39ppm
[46:30] LB cfo= -2.88ppm | LE cfo= -3.00ppm | LF cfo= +1.14ppm | LCCF4 cfo= -4.09ppm | L9336 cfo= -2.61ppm | L955A cfo= -1.26ppm
[46:45] LB cfo= -4.10ppm | LE cfo= -2.25ppm | LF cfo= +0.69ppm | LCCF4 cfo= -3.18ppm | L9336 cfo= -2.66ppm | L955A cfo= -1.05ppm
[47:00] LB cfo= -3.17ppm | LE cfo= -2.76ppm | LF cfo= +1.29ppm | LCCF4 cfo= -3.20ppm | L9336 cfo= -2.75ppm | L955A cfo= -1.28ppm
[47:15] LB cfo= -3.48ppm | LE cfo= -4.10ppm | LF cfo= +1.29ppm | LCCF4 cfo= -3.77ppm | L9336 cfo= -2.46ppm | L955A cfo= -0.93ppm
[47:30] LB cfo= -3.54ppm | LE cfo= -3.53ppm | LF cfo= +0.90ppm | LCCF4 cfo= -3.54ppm | L9336 cfo= -2.67ppm | L955A cfo= -1.05ppm
[47:45] LB cfo= -3.39ppm | LE cfo= -2.76ppm | LF cfo= +1.23ppm | LCCF4 cfo= -3.18ppm | L9336 cfo= -2.52ppm | L955A cfo= -0.75ppm
[48:00] LB cfo= -3.51ppm | LE cfo= -3.09ppm | LF cfo= +1.25ppm | LCCF4 cfo= -3.48ppm | L9336 cfo= -2.72ppm | L955A cfo= -0.90ppm
[48:15] LB cfo= -3.93ppm | LE cfo= -3.27ppm | LF cfo= +1.32ppm | LCCF4 cfo= -3.42ppm | L9336 cfo= -2.55ppm | L955A cfo= -1.28ppm
[48:30] LB cfo= -3.63ppm | LE cfo= -3.74ppm | LF cfo= +1.28ppm | LCCF4 cfo= -3.75ppm | L9336 cfo= -2.73ppm | L955A cfo= -1.22ppm
[48:45] LB cfo= -3.36ppm | LE cfo= -3.51ppm | LF cfo= +1.47ppm | LCCF4 cfo= -3.45ppm | L9336 cfo= -2.55ppm | L955A cfo= -1.35ppm
[49:00] LB cfo= -3.17ppm | LE cfo= -3.24ppm | LF cfo= +1.25ppm | LCCF4 cfo= -3.48ppm | L9336 cfo= -2.64ppm | L955A cfo= -1.40ppm
[49:15] LB cfo= -3.66ppm | LE cfo= -3.51ppm | LF cfo= +1.44ppm | LCCF4 cfo= -3.66ppm | L9336 cfo= -2.63ppm | L955A cfo= -1.47ppm
[49:30] LB cfo= -3.42ppm | LE cfo= -3.39ppm | LF cfo= +1.43ppm | LCCF4 cfo= -3.63ppm | L9336 cfo= -2.42ppm | L955A cfo= -1.68ppm
[49:45] LB cfo= -3.39ppm | LE cfo= -3.41ppm | LF cfo= +1.32ppm | LCCF4 cfo= -3.86ppm | L9336 cfo= -2.70ppm | L955A cfo= -1.26ppm
[50:00] LB cfo= -3.39ppm | LE cfo= -3.33ppm | LF cfo= +1.29ppm | LCCF4 cfo= -3.71ppm | L9336 cfo= -2.58ppm | L955A cfo= -1.38ppm
[50:15] LB cfo= -3.59ppm | LE cfo= -3.47ppm | LF cfo= +1.29ppm | LCCF4 cfo= -3.81ppm | L9336 cfo= -2.64ppm | L955A cfo= -1.35ppm
[50:30] LB cfo= -3.75ppm | LE cfo= -2.85ppm | LF cfo= +1.28ppm | LCCF4 cfo= -3.45ppm | L9336 cfo= -2.70ppm | L955A cfo= -1.23ppm
[50:45] LB cfo= -3.63ppm | LE cfo= -3.81ppm | LF cfo= +1.38ppm | LCCF4 cfo= -3.81ppm | L9336 cfo= -2.58ppm | L955A cfo= -1.89ppm
[51:00] LB cfo= -3.65ppm | LE cfo= -2.85ppm | LF cfo= +1.11ppm | LCCF4 cfo= -3.36ppm | L9336 cfo= -2.48ppm | L955A cfo= -1.35ppm
[51:15] LB cfo= -3.75ppm | LE cfo= -3.06ppm | LF cfo= +1.11ppm | LCCF4 cfo= -3.51ppm | L9336 cfo= -2.37ppm | L955A cfo= -0.90ppm
[51:30] LB cfo= -3.72ppm | LE cfo= -2.96ppm | LF cfo= +1.20ppm | LCCF4 cfo= -3.48ppm | L9336 cfo= -2.60ppm | L955A cfo= -1.02ppm
[51:45] LB cfo= -3.87ppm | LE cfo= -3.24ppm | LF cfo= +1.64ppm | LCCF4 cfo= -3.74ppm | L9336 cfo= -2.52ppm | L955A cfo= -1.40ppm
[52:00] LB cfo= -3.42ppm | LE cfo= -2.88ppm | LF cfo= +1.32ppm | LCCF4 cfo= -3.69ppm | L9336 cfo= -2.40ppm | L955A cfo= -1.26ppm
[52:15] LB cfo= -3.63ppm | LE cfo= -2.97ppm | LF cfo= +1.26ppm | LCCF4 cfo= -3.78ppm | L9336 cfo= -2.40ppm | L955A cfo= -1.32ppm
[52:30] LB cfo= -3.45ppm | LE cfo= -2.25ppm | LF cfo= +1.52ppm | LCCF4 cfo= -3.81ppm | L9336 cfo= -2.40ppm | L955A cfo= -0.93ppm
[52:45] LB cfo= -2.97ppm | LE cfo= -2.76ppm | LF cfo= +1.26ppm | LCCF4 cfo= -3.90ppm | L9336 cfo= -2.37ppm | L955A cfo= -0.90ppm
[53:00] LB cfo= -3.03ppm | LE cfo= -3.33ppm | LF cfo= +1.38ppm | LCCF4 cfo= -3.81ppm | L9336 cfo= -2.40ppm | L955A cfo= -0.90ppm
[53:15] LB cfo= -3.15ppm | LE cfo= -3.36ppm | LF cfo= +1.50ppm | LCCF4 cfo= -4.05ppm | L9336 cfo= -2.40ppm | L955A cfo= -0.78ppm
[53:30] LB cfo= -3.29ppm | LE cfo= -3.27ppm | LF cfo= +1.40ppm | LCCF4 cfo= -3.78ppm | L9336 cfo= -2.42ppm | L955A cfo= -0.74ppm
[53:45] LB cfo= -3.42ppm | LE cfo= -2.87ppm | LF cfo= +1.28ppm | LCCF4 cfo= -3.90ppm | L9336 cfo= -2.57ppm | L955A cfo= -0.90ppm
[54:00] LB cfo= -3.56ppm | LE cfo= -3.71ppm | LF cfo= +1.23ppm | LCCF4 cfo= -3.78ppm | L9336 cfo= -2.48ppm | L955A cfo= -1.26ppm
[54:15] LB cfo= -3.30ppm | LE cfo= -3.89ppm | LF cfo= +1.35ppm | LCCF4 cfo= -3.87ppm | L9336 cfo= -2.39ppm | L955A cfo= -0.93ppm
[54:30] LB cfo= -3.00ppm | LE cfo= -3.89ppm | LF cfo= +1.41ppm | LCCF4 cfo= -3.48ppm | L9336 cfo= -2.37ppm | L955A cfo= -0.99ppm
[54:45] LB cfo= -3.21ppm | LE cfo= -3.93ppm | LF cfo= +1.26ppm | LCCF4 cfo= -3.93ppm | L9336 cfo= -2.46ppm | L955A cfo= -1.11ppm
[55:00] LB cfo= -3.24ppm | LE cfo= -3.84ppm | LF cfo= +1.23ppm | LCCF4 cfo= -3.78ppm | L9336 cfo= -2.42ppm | L955A cfo= -1.16ppm
[55:15] LB cfo= -3.11ppm | LE cfo= -3.21ppm | LF cfo= +1.01ppm | LCCF4 cfo= -3.69ppm | L9336 cfo= -2.34ppm | L955A cfo= -1.11ppm
[55:30] LB cfo= -3.33ppm | LE cfo= -3.14ppm | LF cfo= +1.32ppm | LCCF4 cfo= -3.66ppm | L9336 cfo= -2.49ppm | L955A cfo= -1.13ppm
[55:45] LB cfo= -3.63ppm | LE cfo= -3.51ppm | LF cfo= +1.16ppm | LCCF4 cfo= -3.66ppm | L9336 cfo= -2.18ppm | L955A cfo= -0.75ppm
[56:00] LB cfo= -3.90ppm | LE cfo= -3.09ppm | LF cfo= +0.96ppm | LCCF4 cfo= -3.63ppm | L9336 cfo= -2.25ppm | L955A cfo= -0.65ppm
[56:15] LB cfo= -3.51ppm | LE cfo= -3.26ppm | LF cfo= +1.13ppm | LCCF4 cfo= -3.71ppm | L9336 cfo= -2.16ppm | L955A cfo= -1.04ppm
[56:30] LB cfo= -3.90ppm | LE cfo= -3.12ppm | LF cfo= +1.37ppm | LCCF4 cfo= -3.84ppm | L9336 cfo= -2.57ppm | L955A cfo= -0.96ppm
[56:45] LB cfo= -3.72ppm | LE cfo= -3.27ppm | LF cfo= +1.14ppm | LCCF4 cfo= -3.56ppm | L9336 cfo= -2.19ppm | L955A cfo= -0.95ppm
[57:00] LB cfo= -3.72ppm | LE cfo= -2.85ppm | LF cfo= +1.23ppm | LCCF4 cfo= -3.39ppm | L9336 cfo= -2.34ppm | L955A cfo= -0.95ppm
[57:15] LB cfo= -4.22ppm | LE cfo= -2.58ppm | LF cfo= +1.11ppm | LCCF4 cfo= -3.80ppm | L9336 cfo= -2.24ppm | L955A cfo= -0.78ppm
[57:30] LB cfo= -3.78ppm | LE cfo= -3.08ppm | LF cfo= +1.11ppm | LCCF4 cfo= -3.75ppm | L9336 cfo= -2.10ppm | L955A cfo= -1.20ppm
[57:45] LB cfo= -3.89ppm | LE cfo= -3.32ppm | LF cfo= +1.02ppm | LCCF4 cfo= -4.16ppm | L9336 cfo= -2.10ppm | L955A cfo= -1.22ppm
[58:00] LB cfo= -3.45ppm | LE cfo= -3.35ppm | LF cfo= +1.26ppm | LCCF4 cfo= -3.87ppm | L9336 cfo= -2.22ppm | L955A cfo= -1.20ppm
[58:15] LB cfo= -3.06ppm | LE cfo= -3.83ppm | LF cfo= +1.23ppm | LCCF4 cfo= -3.83ppm | L9336 cfo= -2.13ppm | L955A cfo= -1.16ppm
[58:30] LB cfo= -4.22ppm | LE cfo= -3.39ppm | LF cfo= +1.16ppm | LCCF4 cfo= -3.86ppm | L9336 cfo= -2.43ppm | L955A cfo= -1.10ppm
[58:45] LB cfo= -4.05ppm | LE cfo= -2.94ppm | LF cfo= +0.99ppm | LCCF4 cfo= -3.75ppm | L9336 cfo= -2.30ppm | L955A cfo= -0.96ppm
[59:00] LB cfo= -4.18ppm | LE cfo= -3.06ppm | LF cfo= +1.26ppm | LCCF4 cfo= -4.15ppm | L9336 cfo= -2.31ppm | L955A cfo= -0.99ppm
[59:15] LB cfo= -4.09ppm | LE cfo= -2.79ppm | LF cfo= +1.08ppm | LCCF4 cfo= -3.84ppm | L9336 cfo= -2.36ppm | L955A cfo= -0.69ppm
[59:30] LB cfo= -3.81ppm | LE cfo= -3.87ppm | LF cfo= +0.99ppm | LCCF4 cfo= -3.89ppm | L9336 cfo= -2.19ppm | L955A cfo= -0.68ppm
[59:45] LB cfo= -3.45ppm | LE cfo= -3.57ppm | LF cfo= +0.44ppm | LCCF4 cfo= -3.87ppm | L9336 cfo= -2.34ppm | L955A cfo= -1.26ppm
[60:00] LB cfo= -3.54ppm | LE cfo= -2.82ppm | LF cfo= +1.10ppm | LCCF4 cfo= -3.90ppm | L9336 cfo= -2.28ppm | L955A cfo= -0.87ppm
[60:15] LB cfo= -3.69ppm | LE cfo= -3.08ppm | LF cfo= +1.56ppm | LCCF4 cfo= -3.96ppm | L9336 cfo= -2.39ppm | L955A cfo= -0.87ppm
[60:30] LB cfo= -3.96ppm | LE cfo= -2.46ppm | LF cfo= +1.25ppm | LCCF4 cfo= -3.50ppm | L9336 cfo= -2.10ppm | L955A cfo= -0.81ppm
[60:45] LB cfo= -3.48ppm | LE cfo= -3.00ppm | LF cfo= +0.98ppm | LCCF4 cfo= -4.04ppm | L9336 cfo= -2.31ppm | L955A cfo= -0.87ppm
[61:00] LB cfo= -3.86ppm | LE cfo= -3.59ppm | LF cfo= +1.02ppm | LCCF4 cfo= -3.96ppm | L9336 cfo= -2.25ppm | L955A cfo= -0.71ppm
[61:15] LB cfo= -3.93ppm | LE cfo= -3.42ppm | LF cfo= +1.20ppm | LCCF4 cfo= -3.87ppm | L9336 cfo= -2.40ppm | L955A cfo= -0.87ppm
[61:30] LB cfo= -3.78ppm | LE cfo= -3.72ppm | LF cfo= +1.29ppm | LCCF4 cfo= -4.07ppm | L9336 cfo= -2.03ppm | L955A cfo= -0.81ppm
[61:45] LB cfo= -3.87ppm | LE cfo= -3.62ppm | LF cfo= +1.23ppm | LCCF4 cfo= -3.93ppm | L9336 cfo= -2.16ppm | L955A cfo= -0.63ppm
[62:00] LB cfo= -3.89ppm | LE cfo= -3.18ppm | LF cfo= +1.02ppm | LCCF4 cfo= -3.87ppm | L9336 cfo= -2.25ppm | L955A cfo= -0.96ppm
[62:15] LB cfo= -3.68ppm | LE cfo= -3.27ppm | LF cfo= +0.93ppm | LCCF4 cfo= -3.96ppm | L9336 cfo= -2.52ppm | L955A cfo= -1.26ppm
[62:30] LB cfo= -3.51ppm | LE cfo= -3.62ppm | LF cfo= +0.69ppm | LCCF4 cfo= -3.54ppm | L9336 cfo= -2.18ppm | L955A cfo= -1.11ppm
[62:45] LB cfo= -4.22ppm | LE cfo= -3.17ppm | LF cfo= +1.13ppm | LCCF4 cfo= -3.81ppm | L9336 cfo= -2.10ppm | L955A cfo= -0.95ppm
[63:00] LB cfo= -3.99ppm | LE cfo= -2.78ppm | LF cfo= +1.20ppm | LCCF4 cfo= -3.75ppm | L9336 cfo= -2.28ppm | L955A cfo= -0.93ppm
[63:15] LB cfo= -4.05ppm | LE cfo= -3.27ppm | LF cfo= +1.05ppm | LCCF4 cfo= -4.02ppm | L9336 cfo= -2.33ppm | L955A cfo= -1.08ppm
[63:30] LB cfo= -4.33ppm | LE cfo= -3.23ppm | LF cfo= +1.14ppm | LCCF4 cfo= -4.09ppm | L9336 cfo= -2.37ppm | L955A cfo= -1.23ppm
[63:45] LB cfo= -4.04ppm | LE cfo= -3.09ppm | LF cfo= +1.08ppm | LCCF4 cfo= -3.87ppm | L9336 cfo= -2.31ppm | L955A cfo= -0.81ppm
[64:00] LB cfo= -3.99ppm | LE cfo= -2.52ppm | LF cfo= +1.16ppm | LCCF4 cfo= -3.47ppm | L9336 cfo= -2.25ppm | L955A cfo= -0.77ppm
[64:15] LB cfo= -3.74ppm | LE cfo= -2.06ppm | LF cfo= +1.05ppm | LCCF4 cfo= -4.27ppm | L9336 cfo= -2.24ppm | L955A cfo= -1.02ppm
[64:30] LB cfo= -4.05ppm | LE cfo= -2.90ppm | LF cfo= +1.05ppm | LCCF4 cfo= -3.72ppm | L9336 cfo= -2.31ppm | L955A cfo= -1.14ppm
[64:46] LB cfo= -4.01ppm | LE cfo= -3.66ppm | LF cfo= +0.84ppm | LCCF4 cfo= -3.90ppm | L9336 cfo= -2.34ppm | L955A cfo= -1.01ppm
[65:01] LB cfo= -3.93ppm | LE cfo= -3.32ppm | LF cfo= +0.51ppm | LCCF4 cfo= -3.65ppm | L9336 cfo= -2.01ppm | L955A cfo= -0.95ppm
[65:16] LB cfo= -3.60ppm | LE cfo= -3.54ppm | LF cfo= +0.99ppm | LCCF4 cfo= -3.78ppm | L9336 cfo= -2.31ppm | L955A cfo= -0.86ppm
[65:31] LB cfo= -3.48ppm | LE cfo= -3.62ppm | LF cfo= +1.04ppm | LCCF4 cfo= -3.86ppm | L9336 cfo= -2.37ppm | L955A cfo= -0.72ppm
[65:46] LB cfo= -3.54ppm | LE cfo= -3.71ppm | LF cfo= +0.78ppm | LCCF4 cfo= -3.99ppm | L9336 cfo= -2.40ppm | L955A cfo= -0.84ppm
[66:01] LB cfo= -4.10ppm | LE cfo= -2.88ppm | LF cfo= +1.02ppm | LCCF4 cfo= -3.63ppm | L9336 cfo= -2.31ppm | L955A cfo= -1.08ppm
[66:16] LB cfo= -3.36ppm | LE cfo= -2.97ppm | LF cfo= +0.95ppm | LCCF4 cfo= -3.41ppm | L9336 cfo= -2.34ppm | L955A cfo= -0.69ppm
[66:31] LB cfo= -4.04ppm | LE cfo= -2.85ppm | LF cfo= +1.07ppm | LCCF4 cfo= -3.77ppm | L9336 cfo= -2.46ppm | L955A cfo= -0.72ppm
[66:46] LB cfo= -3.66ppm | LE cfo= -3.18ppm | LF cfo= +1.20ppm | LCCF4 cfo= -3.72ppm | L9336 cfo= -2.34ppm | L955A cfo= -0.78ppm
[67:01] LB cfo= -3.75ppm | LE cfo= -3.45ppm | LF cfo= +0.78ppm | LCCF4 cfo= -3.60ppm | L9336 cfo= -2.25ppm | L955A cfo= -0.63ppm
[67:16] LB cfo= -3.54ppm | LE cfo= -3.11ppm | LF cfo= +0.89ppm | LCCF4 cfo= -3.71ppm | L9336 cfo= -2.48ppm | L955A cfo= -0.59ppm
[67:31] LB cfo= -3.90ppm | LE cfo= -3.23ppm | LF cfo= +0.71ppm | LCCF4 cfo= -4.04ppm | L9336 cfo= -2.64ppm | L955A cfo= -0.66ppm
[67:46] LB cfo= -3.84ppm | LE cfo= -2.88ppm | LF cfo= +0.51ppm | LCCF4 cfo= -3.60ppm | L9336 cfo= -2.22ppm | L955A cfo= -0.69ppm
[68:01] LB cfo= -4.12ppm | LE cfo= -3.06ppm | LF cfo= +1.14ppm | LCCF4 cfo= -3.27ppm | L9336 cfo= -2.19ppm | L955A cfo= -0.81ppm
[68:16] LB cfo= -3.93ppm | LE cfo= -2.64ppm | LF cfo= +1.08ppm | LCCF4 cfo= -3.60ppm | L9336 cfo= -2.34ppm | L955A cfo= -0.93ppm
[68:31] LB cfo= -3.93ppm | LE cfo= -3.32ppm | LF cfo= +0.81ppm | LCCF4 cfo= -3.33ppm | L9336 cfo= -2.10ppm | L955A cfo= -0.86ppm
[68:46] LB cfo= -3.81ppm | LE cfo= -2.79ppm | LF cfo= +0.75ppm | LCCF4 cfo= -3.84ppm | L9336 cfo= -2.21ppm | L955A cfo= -0.83ppm
[69:01] LB cfo= -3.84ppm | LE cfo= -3.38ppm | LF cfo= +0.87ppm | LCCF4 cfo= -3.48ppm | L9336 cfo= -2.16ppm | L955A cfo= -0.99ppm
[69:16] LB cfo= -3.92ppm | LE cfo= -3.27ppm | LF cfo= +1.01ppm | LCCF4 cfo= -3.54ppm | L9336 cfo= -2.48ppm | L955A cfo= -0.96ppm
