sweep,conn_id,peer_name,tag_id,anchor_id,status,raw_mm,filt_mm,quality_percent,ok_count,fail_count
8549,,BSDC91,,0,ok,3301,3301,100,2,0
8549,,BSDC91,,1,ok,2449,2449,100,2,0
8549,,BSDC91,,2,ok,2654,2654,100,2,0
8549,,BSDC91,,3,ok,1959,1959,100,2,0
8549,,BSDC91,,4,ok,3222,3222,100,2,0
8549,,BSDC91,,5,ok,2269,2269,100,2,0
8549,,BSDC91,,6,ok,2311,2311,100,2,0
8549,,BSDC91,,7,ok,3321,3321,100,2,0
8550,,BSDC91,,0,ok,2995,2995,100,3,0
8550,,BSDC91,,1,ok,2202,2202,100,3,0
8550,,BSDC91,,2,ok,3020,3020,100,3,0
8550,,BSDC91,,3,ok,1220,1220,100,3,0
8550,,BSDC91,,4,ok,2949,2949,100,3,0
8550,,BSDC91,,5,ok,2168,2168,100,3,0
8551,,BSDC91,,1,ok,2666,2666,100,4,0
8551,,BSDC91,,3,ok,1317,1317,100,4,0
8551,,BSDC91,,4,ok,2457,2457,100,4,0
8551,,BSDC91,,6,ok,3227,3227,100,4,0
8552,,BSDC91,,1,ok,2674,2674,100,5,0
8552,,BSDC91,,3,ok,1454,1454,100,5,0
8552,,BSDC91,,4,ok,2551,2551,100,5,0
8553,,BSDC91,,1,ok,2798,2798,100,6,0
8553,,BSDC91,,3,ok,1470,1470,100,6,0
8554,,BSDC91,,3,ok,1737,1737,100,7,0
8554,,BSDC91,,1,ok,2950,2950,100,7,0
8554,,BSDC91,,4,ok,2974,2974,100,7,0
8554,,BSDC91,,6,ok,2821,2821,100,7,0
8555,,BSDC91,,1,ok,3360,3360,100,8,0
8555,,BSDC91,,3,ok,1777,1777,100,8,0
8555,,BSDC91,,4,ok,2788,2788,100,8,0
8556,,BSDC91,,1,ok,3355,3355,100,9,0
8556,,BSDC91,,3,ok,1893,1893,100,9,0
8557,,BSDC91,,1,ok,3128,3128,100,10,0
8557,,BSDC91,,3,ok,1961,1961,100,10,0
8557,,BSDC91,,4,ok,2910,2910,100,10,0
8557,,BSDC91,,6,ok,2425,2425,100,10,0
8558,,BSDC91,,1,ok,2828,2828,100,11,0
8558,,BSDC91,,3,ok,1972,1972,100,11,0
8558,,BSDC91,,4,ok,2998,2998,100,11,0
8559,,BSDC91,,1,ok,2619,2619,100,12,0
8559,,BSDC91,,3,ok,2478,2478,100,12,0
8560,,BSDC91,,1,ok,2461,2461,100,13,0
8560,,BSDC91,,3,ok,1972,1972,100,13,0
8560,,BSDC91,,4,ok,3186,3186,100,13,0
8560,,BSDC91,,6,ok,2344,2344,100,13,0
8561,,BSDC91,,1,ok,2245,2245,100,14,0
8561,,BSDC91,,3,ok,1869,1869,100,14,0
8561,,BSDC91,,4,ok,3362,3362,100,14,0
8562,,BSDC91,,1,ok,2075,2075,100,15,0
8562,,BSDC91,,3,ok,1625,1625,100,15,0
8563,,BSDC91,,1,ok,1928,1928,100,16,0
8563,,BSDC91,,3,ok,1530,1530,100,16,0
8563,,BSDC91,,4,ok,2984,2984,100,16,0
8563,,BSDC91,,6,ok,2645,2645,100,16,0
8564,,BSDC91,,1,ok,1839,1839,100,17,0
8564,,BSDC91,,3,ok,1348,1348,100,17,0
8564,,BSDC91,,6,ok,2928,2928,100,17,0
8565,,BSDC91,,1,ok,2110,2110,100,18,0
8565,,BSDC91,,3,ok,1184,1184,100,18,0
8566,,BSDC91,,1,ok,2247,2247,100,19,0
8566,,BSDC91,,3,ok,1119,1119,100,19,0
8566,,BSDC91,,4,ok,2842,2842,100,19,0
8566,,BSDC91,,6,ok,3239,3239,100,19,0
8567,,BSDC91,,1,ok,2337,2337,100,20,0
8567,,BSDC91,,3,ok,1120,1120,100,20,0
8567,,BSDC91,,4,ok,2689,2689,100,20,0
8568,,BSDC91,,1,ok,2286,2286,100,21,0
8568,,BSDC91,,3,ok,1084,1084,100,21,0
8569,,BSDC91,,3,ok,1190,1190,100,22,0
8569,,BSDC91,,1,ok,2440,2440,100,22,0
8569,,BSDC91,,4,ok,2566,2566,100,22,0
8569,,BSDC91,,6,ok,3333,3333,100,22,0
8570,,BSDC91,,1,ok,2619,2619,100,23,0
8570,,BSDC91,,3,ok,1265,1265,100,23,0
8570,,BSDC91,,4,ok,2416,2416,100,23,0
8571,,BSDC91,,1,ok,2686,2686,100,24,0
8571,,BSDC91,,3,ok,1562,1562,100,24,0
8572,,BSDC91,,1,ok,2782,2782,100,25,0
8572,,BSDC91,,3,ok,1742,1742,100,25,0
8572,,BSDC91,,4,ok,2697,2697,100,25,0
8572,,BSDC91,,6,ok,2920,2920,100,25,0
8573,,BSDC91,,1,ok,2979,2979,100,26,0
8573,,BSDC91,,3,ok,1704,1704,100,26,0
8573,,BSDC91,,6,ok,2776,2776,100,26,0
8574,,BSDC91,,1,ok,3466,3466,100,27,0
8574,,BSDC91,,3,ok,1760,1760,100,27,0
8575,,BSDC91,,1,ok,3759,3759,100,28,0
8575,,BSDC91,,3,ok,1876,1876,100,28,0
8575,,BSDC91,,4,ok,2908,2908,100,28,0
8575,,BSDC91,,6,ok,2564,2564,100,28,0
8576,,BSDC91,,1,ok,3013,3013,100,29,0
8576,,BSDC91,,3,ok,1933,1933,100,29,0
8576,,BSDC91,,4,ok,2874,2874,100,29,0
8577,,BSDC91,,1,ok,2918,2918,100,30,0
8577,,BSDC91,,3,ok,1972,1972,100,30,0
8578,,BSDC91,,3,ok,2150,2150,100,31,0
8578,,BSDC91,,1,ok,2621,2621,100,31,0
8578,,BSDC91,,4,ok,3169,3169,100,31,0
8578,,BSDC91,,6,ok,2365,2365,100,31,0
8579,,BSDC91,,1,ok,2492,2492,100,32,0
8579,,BSDC91,,3,ok,1970,1970,100,32,0
8579,,BSDC91,,4,ok,3214,3214,100,32,0
8580,,BSDC91,,1,ok,2191,2191,100,33,0
8580,,BSDC91,,3,ok,1827,1827,100,33,0
8581,,BSDC91,,1,ok,2044,2044,100,34,0
8581,,BSDC91,,3,ok,1635,1635,100,34,0
8581,,BSDC91,,4,ok,3080,3080,100,34,0
8581,,BSDC91,,6,ok,2562,2562,100,34,0
8582,,BSDC91,,1,ok,1866,1866,100,35,0
8582,,BSDC91,,3,ok,1501,1501,100,35,0
8582,,BSDC91,,4,ok,3005,3005,100,35,0
8583,,BSDC91,,1,ok,1816,1816,100,36,0
8583,,BSDC91,,3,ok,1338,1338,100,36,0
8584,,BSDC91,,1,ok,2292,2292,100,37,0
8584,,BSDC91,,3,ok,1170,1170,100,37,0
8584,,BSDC91,,4,ok,3235,3235,100,37,0
8584,,BSDC91,,6,ok,3081,3081,100,37,0
8585,,BSDC91,,1,ok,2442,2442,100,38,0
8585,,BSDC91,,3,ok,1111,1111,100,38,0
