pose,seq,accepted,rejection_reason,nis,quaternion_update_step_deg,covariance_min_eigenvalue,motion_state,pass
5,29761,False,INNOVATION_NIS_REJECTED,924.8456242572006,1.7075472925031877e-06,2.6421816796597547e-07,MOTION_SUSPECTED,True
6,45999,False,INNOVATION_NIS_REJECTED,911.445415196842,0.0,1.8215172230455827e-07,MOTION_SUSPECTED,True
