capture_id,tag,frames,finite_frames,xyz_diff_rmse_mm,xyz_diff_p95_mm,xyz_diff_max_mm,cpu_accept_rate,gpu_accept_rate,row_spec,seed_id,R,L,I,T,prior_sigma_mm,range_sigma_scale,robust
R01,BS2DCE,1201,1201,0.00044954439314724254,0.0007391358209828597,0.0010826434404490647,1.0,1.0,R4:L14:I7:T6,,R4,L14,I7,T6,87.20659999999997,1.35,True
R01,BSDC91,1200,1200,0.0004053661477909353,0.0007013282191519397,0.0010410776285887636,1.0,1.0,R4:L14:I7:T6,,R4,L14,I7,T6,87.20659999999997,1.35,True
R02,BS2DCE,1201,1201,0.00038126409511347274,0.0006378604989375193,0.0009237095646127599,1.0,1.0,R4:L14:I7:T6,,R4,L14,I7,T6,87.20659999999997,1.35,True
R02,BSDC91,1200,1200,0.0003287587949185627,0.0005767698774572993,0.000835426029172332,1.0,1.0,R4:L14:I7:T6,,R4,L14,I7,T6,87.20659999999997,1.35,True
R03,BS2DCE,1200,1200,0.0003614434703050433,0.0005648199737039058,0.0008518682185447709,1.0,1.0,R4:L14:I7:T6,,R4,L14,I7,T6,87.20659999999997,1.35,True
R03,BSDC91,1200,1200,0.00041114864674934436,0.0006668852485822649,0.0010207687994065965,1.0,1.0,R4:L14:I7:T6,,R4,L14,I7,T6,87.20659999999997,1.35,True
R04,BS2DCE,1200,1200,0.00038898728402347925,0.0006548925115619776,0.0008722511737690794,1.0,1.0,R4:L14:I7:T6,,R4,L14,I7,T6,87.20659999999997,1.35,True
R04,BSDC91,1200,1200,0.000420152702810494,0.0007144559504994369,0.0009815687773535502,1.0,1.0,R4:L14:I7:T6,,R4,L14,I7,T6,87.20659999999997,1.35,True
R05,BS2DCE,1200,1200,0.00041052428557170767,0.0007371869519679724,0.0012721445396266275,1.0,1.0,R4:L14:I7:T6,,R4,L14,I7,T6,87.20659999999997,1.35,True
R05,BSDC91,1201,1201,0.0004159391320451704,0.0007052407698579556,0.0011323056480993402,1.0,1.0,R4:L14:I7:T6,,R4,L14,I7,T6,87.20659999999997,1.35,True
R06,BS2DCE,1200,1200,0.0003726274293670363,0.0006741288978073716,0.000984663816555757,1.0,1.0,R4:L14:I7:T6,,R4,L14,I7,T6,87.20659999999997,1.35,True
R06,BSDC91,1201,1201,0.0004305362517145435,0.0007371026997288218,0.0010966230551587902,1.0,1.0,R4:L14:I7:T6,,R4,L14,I7,T6,87.20659999999997,1.35,True
R07,BS2DCE,1200,1200,0.00041489239845415854,0.0006613517125103748,0.0010399154183157334,1.0,1.0,R4:L14:I7:T6,,R4,L14,I7,T6,87.20659999999997,1.35,True
R07,BSDC91,1201,1201,0.0005650111897350713,0.0010049358671405024,0.00140583456438816,1.0,1.0,R4:L14:I7:T6,,R4,L14,I7,T6,87.20659999999997,1.35,True
R08,BS2DCE,1201,1201,0.00040518330356123364,0.0007411585789258517,0.0011745737727575493,1.0,1.0,R4:L14:I7:T6,,R4,L14,I7,T6,87.20659999999997,1.35,True
R08,BSDC91,1200,1200,0.000386054038937869,0.0006590830711129331,0.0009472857973965587,1.0,1.0,R4:L14:I7:T6,,R4,L14,I7,T6,87.20659999999997,1.35,True
R09,BS2DCE,1200,1200,0.0002929043426226288,0.0005022050308758372,0.0008018310308358051,1.0,1.0,R4:L14:I7:T6,,R4,L14,I7,T6,87.20659999999997,1.35,True
R09,BSDC91,1200,1200,0.000369673855499271,0.0006280048107305391,0.0009216123516994788,1.0,1.0,R4:L14:I7:T6,,R4,L14,I7,T6,87.20659999999997,1.35,True
R10,BS2DCE,1200,1200,0.0003856919080762827,0.0006737735683387394,0.0009399542002166987,1.0,1.0,R4:L14:I7:T6,,R4,L14,I7,T6,87.20659999999997,1.35,True
R10,BSDC91,1200,1200,0.00041195461487136933,0.0007577222961474878,0.0013778996424818005,1.0,1.0,R4:L14:I7:T6,,R4,L14,I7,T6,87.20659999999997,1.35,True
R11,BS2DCE,1201,1201,0.00031967571044598574,0.00046043730471383555,0.000587219229937208,1.0,1.0,R4:L14:I7:T6,,R4,L14,I7,T6,87.20659999999997,1.35,True
R11,BSDC91,1200,1200,0.00034134248214166195,0.0005116501495148624,0.0007174463333756542,1.0,1.0,R4:L14:I7:T6,,R4,L14,I7,T6,87.20659999999997,1.35,True
R12,BS2DCE,1200,1200,0.0003656144997271309,0.0006625938717735062,0.0010048632748308757,1.0,1.0,R4:L14:I7:T6,,R4,L14,I7,T6,87.20659999999997,1.35,True
R12,BSDC91,1200,1200,0.0003136185095199645,0.00048529940380087795,0.000731884647746555,1.0,1.0,R4:L14:I7:T6,,R4,L14,I7,T6,87.20659999999997,1.35,True
R13,BS2DCE,1201,1201,25.621421307608614,0.03356786050915778,665.3032694831002,1.0,1.0,R4:L14:I7:T6,,R4,L14,I7,T6,87.20659999999997,1.35,True
R13,BSDC91,1200,1200,0.0002784339539056506,0.00041700707306224706,0.0006249186928421307,1.0,1.0,R4:L14:I7:T6,,R4,L14,I7,T6,87.20659999999997,1.35,True
R14,BS2DCE,1201,1201,0.00028422183769631116,0.0004654941530899339,0.0007626190929797147,1.0,1.0,R4:L14:I7:T6,,R4,L14,I7,T6,87.20659999999997,1.35,True
R14,BSDC91,1200,1200,0.0002792034858295772,0.0005011987865261883,0.0009170999440222251,1.0,1.0,R4:L14:I7:T6,,R4,L14,I7,T6,87.20659999999997,1.35,True
R15,BS2DCE,1200,1200,0.00033076355478880065,0.0004926090805686627,0.0006812339401358881,1.0,1.0,R4:L14:I7:T6,,R4,L14,I7,T6,87.20659999999997,1.35,True
R15,BSDC91,1200,1200,0.00039512000349724123,0.0006112694533569019,0.0008591941061172944,1.0,1.0,R4:L14:I7:T6,,R4,L14,I7,T6,87.20659999999997,1.35,True
R16,BS2DCE,1201,1201,0.0003018111426072656,0.0005182153416068776,0.0008346828844927918,1.0,1.0,R4:L14:I7:T6,,R4,L14,I7,T6,87.20659999999997,1.35,True
R16,BSDC91,1200,1200,0.0002853417493035124,0.0004925899577071021,0.000867345026951415,1.0,1.0,R4:L14:I7:T6,,R4,L14,I7,T6,87.20659999999997,1.35,True
