row_spec,seed_id,stage,cache_key,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R4:L13:I0:T6,S00,load_imu_prior_cache,L13:I0,0.004715810002380749,,,,
R4:L13:I0:T6,S00,load_track_tensors_cache,L13:I0,1.619999238755554e-06,,,,
R4:L13:I0:T6,S00,torch_gpu,,15.894417761999648,0,1,15.894417761999648,15.894417761999648
R4:L13:I0:T8,S00,torch_gpu,,17.744495746999746,0,1,17.744495746999746,17.744495746999746
R4:L13:I1:T6,S00,load_imu_prior_cache,L13:I1,0.004725198999949498,,,,
R4:L13:I1:T6,S00,load_track_tensors_cache,L13:I1,1.329997758148238e-06,,,,
R4:L13:I1:T6,S00,torch_gpu,,17.71771473300032,0,1,17.71771473300032,17.71771473300032
R4:L13:I1:T8,S00,torch_gpu,,16.637418505000824,0,1,16.637418505000824,16.637418505000824
R4:L13:I3:T6,S00,load_imu_prior_cache,L13:I3,0.004841767997277202,,,,
R4:L13:I3:T6,S00,load_track_tensors_cache,L13:I3,9.900031727738678e-07,,,,
R4:L13:I3:T6,S00,torch_gpu,,17.699485463999736,0,1,17.699485463999736,17.699485463999736
R4:L13:I3:T8,S00,torch_gpu,,14.17468812000152,0,1,14.17468812000152,14.17468812000152
R4:L13:I4:T6,S00,load_imu_prior_cache,L13:I4,0.00491349900039495,,,,
R4:L13:I4:T6,S00,load_track_tensors_cache,L13:I4,9.499999578110874e-07,,,,
R4:L13:I4:T6,S00,torch_gpu,,11.496861088002333,0,1,11.496861088002333,11.496861088002333
R4:L13:I4:T8,S00,torch_gpu,,11.459449635000055,0,1,11.459449635000055,11.459449635000055
