sweep,peer_name,plan,pmode,quality_flag_percent,targets,statuses,qualities
3075,BS2DCE,cal_roto,5,100,"A,D,F,H","ok,ok,ok,ok","100,100,100,100"
3066,BSDC91,cal_roto,5,98,"A,B,E,F","ok,ok,ok,ok","100,100,100,95"
26965,BSF66F,cal_static,4,75,"E,F,G,H","ok,reject,ok,ok","100,3,100,100"
3076,BS2DCE,cal_roto,5,100,"A,D,F,H","ok,ok,ok,ok","100,100,100,100"
3067,BSDC91,cal_roto,5,99,"A,B,E,F","ok,ok,ok,ok","100,100,100,96"
26966,BSF66F,cal_static,4,75,"A,B,C,D","ok,ok,timeout,ok","100,100,3,100"
3077,BS2DCE,cal_roto,5,100,"A,D,H,F","ok,ok,ok,ok","100,100,100,100"
3068,BSDC91,cal_roto,5,99,"A,B,E,F","ok,ok,ok,ok","100,100,100,96"
26967,BSF66F,cal_static,4,76,"E,F,G,H","ok,reject,ok,ok","100,5,100,100"
3078,BS2DCE,cal_roto,5,100,"A,D,H,F","ok,ok,ok,ok","100,100,100,100"
3069,BSDC91,cal_roto,5,99,"A,B,F,E","ok,ok,ok,ok","100,100,96,100"
26968,BSF66F,cal_static,4,76,"A,B,C,D","ok,ok,timeout,ok","100,100,5,100"
3079,BS2DCE,cal_roto,5,100,"A,D,F,H","ok,ok,ok,ok","100,100,100,100"
3070,BSDC91,cal_roto,5,99,"A,B,E,F","ok,ok,ok,ok","100,100,100,96"
26969,BSF66F,cal_static,4,76,"E,F,G,H","ok,reject,ok,ok","100,5,100,100"
3080,BS2DCE,cal_roto,5,100,"D,A,F,H","ok,ok,ok,ok","100,100,100,100"
3071,BSDC91,cal_roto,5,99,"A,B,E,F","ok,ok,ok,ok","100,100,100,96"
26970,BSF66F,cal_static,4,76,"A,B,C,D","ok,ok,timeout,ok","100,100,5,100"
3081,BS2DCE,cal_roto,5,100,"D,A,F,H","ok,ok,ok,ok","100,100,100,100"
3072,BSDC91,cal_roto,5,99,"A,B,E,F","ok,ok,ok,ok","100,100,100,96"
26971,BSF66F,cal_static,4,76,"E,F,G,H","ok,reject,ok,ok","100,5,100,100"
3082,BS2DCE,cal_roto,5,100,"D,A,F,H","ok,ok,ok,ok","100,100,100,100"
3073,BSDC91,cal_roto,5,99,"B,A,E,F","ok,ok,ok,ok","100,100,100,96"
26972,BSF66F,cal_static,4,76,"A,B,C,D","ok,ok,timeout,ok","100,100,5,100"
3083,BS2DCE,cal_roto,5,100,"A,D,F,H","ok,ok,ok,ok","100,100,100,100"
3074,BSDC91,cal_roto,5,99,"A,B,E,F","ok,ok,ok,ok","100,100,100,96"
26973,BSF66F,cal_static,4,76,"E,F,G,H","ok,reject,ok,ok","100,5,100,100"
3084,BS2DCE,cal_roto,5,100,"A,D,F,H","ok,ok,ok,ok","100,100,100,100"
3075,BSDC91,cal_roto,5,100,"A,B,E,F","ok,ok,ok,ok","100,100,100,100"
26974,BSF66F,cal_static,4,76,"A,B,C,D","ok,ok,timeout,ok","100,100,5,100"
3085,BS2DCE,cal_roto,5,100,"A,D,H,F","ok,ok,ok,ok","100,100,100,100"
3076,BSDC91,cal_roto,5,100,"A,B,E,F","ok,ok,ok,ok","100,100,100,100"
26975,BSF66F,cal_static,4,74,"E,F,G,H","ok,reject,timeout,ok","100,4,95,100"
3086,BS2DCE,cal_roto,5,100,"A,D,H,F","ok,ok,ok,ok","100,100,100,100"
3077,BSDC91,cal_roto,5,98,"A,B,F,E","ok,ok,ok,timeout","100,100,100,94"
3078,BSDC91,cal_roto,5,98,"A,B,E,F","ok,ok,ok,ok","100,100,95,100"
26976,BSF66F,cal_static,4,76,"A,B,C,D","ok,ok,timeout,ok","100,100,4,100"
3087,BS2DCE,cal_roto,5,99,"A,D,F,H","ok,ok,ok,timeout","100,100,100,96"
3079,BSDC91,cal_roto,5,97,"A,B,E,F","ok,ok,ok,timeout","100,100,95,95"
3088,BS2DCE,cal_roto,5,100,"D,A,F,H","ok,ok,ok,ok","100,100,100,100"
26977,BSF66F,cal_static,4,74,"E,F,G,H","ok,reject,ok,ok","100,4,95,100"
3080,BSDC91,cal_roto,5,97,"A,B,E,F","ok,ok,ok,ok","100,100,95,95"
3089,BS2DCE,cal_roto,5,100,"D,A,F,H","ok,ok,ok,ok","100,100,100,100"
3081,BSDC91,cal_roto,5,97,"B,A,E,F","ok,ok,ok,ok","100,100,95,95"
26978,BSF66F,cal_static,4,76,"A,B,C,D","ok,ok,timeout,ok","100,100,4,100"
3090,BS2DCE,cal_roto,5,100,"D,A,F,H","ok,ok,ok,ok","100,100,100,100"
3082,BSDC91,cal_roto,5,97,"A,B,E,F","ok,ok,ok,ok","100,100,95,95"
26979,BSF66F,cal_static,4,74,"E,F,G,H","ok,reject,ok,ok","100,4,95,100"
3091,BS2DCE,cal_roto,5,100,"A,D,F,H","ok,ok,ok,ok","100,100,100,100"
3083,BSDC91,cal_roto,5,98,"A,B,E,F","ok,ok,ok,ok","100,100,96,96"
26980,BSF66F,cal_static,4,76,"A,B,C,D","ok,ok,timeout,ok","100,100,4,100"
3092,BS2DCE,cal_roto,5,100,"A,D,F,H","ok,ok,ok,ok","100,100,100,100"
3084,BSDC91,cal_roto,5,98,"A,B,E,F","ok,ok,ok,ok","100,100,96,96"
26981,BSF66F,cal_static,4,74,"E,F,G,H","ok,reject,ok,ok","100,4,95,100"
3093,BS2DCE,cal_roto,5,100,"A,D,H,F","ok,ok,ok,ok","100,100,100,100"
3085,BSDC91,cal_roto,5,98,"A,B,F,E","ok,ok,ok,ok","100,100,96,96"
26982,BSF66F,cal_static,4,76,"A,B,C,D","ok,ok,timeout,ok","100,100,4,100"
3094,BS2DCE,cal_roto,5,100,"A,D,H,F","ok,ok,ok,ok","100,100,100,100"
3086,BSDC91,cal_roto,5,98,"A,B,E,F","ok,ok,ok,ok","100,100,96,96"
26983,BSF66F,cal_static,4,75,"E,F,G,H","ok,reject,ok,ok","100,4,96,100"
3095,BS2DCE,cal_roto,5,100,"A,D,F,H","ok,ok,ok,ok","100,100,100,100"
3087,BSDC91,cal_roto,5,98,"A,B,E,F","ok,ok,ok,ok","100,100,96,96"
26984,BSF66F,cal_static,4,76,"A,B,C,D","ok,ok,timeout,ok","100,100,4,100"
3096,BS2DCE,cal_roto,5,100,"D,A,F,H","ok,ok,ok,ok","100,100,100,100"
3088,BSDC91,cal_roto,5,98,"A,B,E,F","ok,ok,ok,ok","100,100,96,96"
26985,BSF66F,cal_static,4,74,"E,F,G,H","ok,reject,ok,ok","100,3,96,100"
3097,BS2DCE,cal_roto,5,100,"D,A,F,H","ok,ok,ok,ok","100,100,100,100"
3089,BSDC91,cal_roto,5,98,"B,A,E,F","ok,ok,ok,ok","100,100,96,96"
26986,BSF66F,cal_static,4,75,"A,B,C,D","ok,ok,timeout,ok","100,100,3,100"
3098,BS2DCE,cal_roto,5,100,"D,A,F,H","ok,ok,ok,ok","100,100,100,100"
3090,BSDC91,cal_roto,5,98,"A,B,E,F","ok,ok,ok,ok","100,100,96,96"
26987,BSF66F,cal_static,4,74,"E,F,G,H","ok,reject,ok,ok","100,3,96,100"
3099,BS2DCE,cal_roto,5,100,"A,D,F,H","ok,ok,ok,ok","100,100,100,100"
3091,BSDC91,cal_roto,5,100,"A,B,E,F","ok,ok,ok,ok","100,100,100,100"
26988,BSF66F,cal_static,4,75,"A,B,C,D","ok,ok,timeout,ok","100,100,3,100"
3100,BS2DCE,cal_roto,5,100,"A,D,F,H","ok,ok,ok,ok","100,100,100,100"
3092,BSDC91,cal_roto,5,100,"A,B,E,F","ok,ok,ok,ok","100,100,100,100"
26989,BSF66F,cal_static,4,74,"E,F,G,H","ok,reject,ok,ok","100,3,96,100"
3101,BS2DCE,cal_roto,5,100,"A,D,H,F","ok,ok,ok,ok","100,100,100,100"
3093,BSDC91,cal_roto,5,100,"A,B,F,E","ok,ok,ok,ok","100,100,100,100"
26990,BSF66F,cal_static,4,75,"A,B,C,D","ok,ok,timeout,ok","100,100,3,100"
3102,BS2DCE,cal_roto,5,100,"A,D,H,F","ok,ok,ok,ok","100,100,100,100"
3094,BSDC91,cal_roto,5,100,"A,B,E,F","ok,ok,ok,ok","100,100,100,100"
26991,BSF66F,cal_static,4,74,"E,F,G,H","ok,reject,ok,ok","100,3,96,100"
3103,BS2DCE,cal_roto,5,100,"A,D,F,H","ok,ok,ok,ok","100,100,100,100"
3095,BSDC91,cal_roto,5,100,"A,B,E,F","ok,ok,ok,ok","100,100,100,100"
26992,BSF66F,cal_static,4,75,"A,B,C,D","ok,ok,timeout,ok","100,100,3,100"
3104,BS2DCE,cal_roto,5,100,"D,A,F,H","ok,ok,ok,ok","100,100,100,100"
3096,BSDC91,cal_roto,5,100,"A,B,E,F","ok,ok,ok,ok","100,100,100,100"
26993,BSF66F,cal_static,4,74,"E,F,G,H","ok,reject,ok,ok","100,3,96,100"
3105,BS2DCE,cal_roto,5,100,"D,A,F,H","ok,ok,ok,ok","100,100,100,100"
3097,BSDC91,cal_roto,5,100,"B,A,E,F","ok,ok,ok,ok","100,100,100,100"
26994,BSF66F,cal_static,4,75,"A,B,C,D","ok,ok,timeout,ok","100,100,3,100"
3106,BS2DCE,cal_roto,5,100,"D,A,F,H","ok,ok,ok,ok","100,100,100,100"
3098,BSDC91,cal_roto,5,100,"A,B,E,F","ok,ok,ok,ok","100,100,100,100"
26995,BSF66F,cal_static,4,74,"E,F,G,H","ok,reject,ok,ok","100,3,96,100"
3107,BS2DCE,cal_roto,5,100,"A,D,F,H","ok,ok,ok,ok","100,100,100,100"
3099,BSDC91,cal_roto,5,100,"A,B,E,F","ok,ok,ok,ok","100,100,100,100"
26996,BSF66F,cal_static,4,75,"A,B,C,D","ok,ok,timeout,ok","100,100,3,100"
3108,BS2DCE,cal_roto,5,100,"A,D,F,H","ok,ok,ok,ok","100,100,100,100"
3100,BSDC91,cal_roto,5,100,"A,B,E,F","ok,ok,ok,ok","100,100,100,100"
26997,BSF66F,cal_static,4,74,"E,F,G,H","ok,reject,ok,ok","100,3,96,100"
3109,BS2DCE,cal_roto,5,100,"A,D,H,F","ok,ok,ok,ok","100,100,100,100"
3101,BSDC91,cal_roto,5,100,"A,B,F,E","ok,ok,ok,ok","100,100,100,100"
26998,BSF66F,cal_static,4,75,"A,B,C,D","ok,ok,timeout,ok","100,100,3,100"
3110,BS2DCE,cal_roto,5,100,"A,D,H,F","ok,ok,ok,ok","100,100,100,100"
3102,BSDC91,cal_roto,5,100,"A,B,E,F","ok,ok,ok,ok","100,100,100,100"
26999,BSF66F,cal_static,4,76,"E,F,G,H","ok,reject,ok,ok","100,5,100,100"
3111,BS2DCE,cal_roto,5,100,"A,D,F,H","ok,ok,ok,ok","100,100,100,100"
3103,BSDC91,cal_roto,5,100,"A,B,E,F","ok,ok,ok,ok","100,100,100,100"
27000,BSF66F,cal_static,4,76,"A,B,C,D","ok,ok,timeout,ok","100,100,5,100"
3104,BSDC91,cal_roto,5,99,"A,B,E,F","ok,ok,timeout,ok","100,100,96,100"
3112,BS2DCE,cal_roto,5,100,"D,A,F,H","ok,ok,ok,ok","100,100,100,100"
3105,BSDC91,cal_roto,5,99,"B,A,E,F","ok,ok,ok,ok","100,100,96,100"
27001,BSF66F,cal_static,4,76,"E,F,G,H","ok,reject,ok,ok","100,5,100,100"
3113,BS2DCE,cal_roto,5,99,"D,A,F,H","ok,ok,ok,timeout","100,100,100,96"
3106,BSDC91,cal_roto,5,98,"A,B,E,F","ok,ok,ok,timeout","100,100,96,96"
3114,BS2DCE,cal_roto,5,99,"D,A,F,H","ok,ok,ok,ok","100,100,100,96"
3107,BSDC91,cal_roto,5,100,"A,B,E,F","ok,ok,ok,ok","100,100,100,100"
27002,BSF66F,cal_static,4,76,"A,B,C,D","ok,ok,timeout,ok","100,100,5,100"
3115,BS2DCE,cal_roto,5,99,"A,D,F,H","ok,ok,ok,ok","100,100,100,96"
3108,BSDC91,cal_roto,5,100,"A,B,E,F","ok,ok,ok,ok","100,100,100,100"
27003,BSF66F,cal_static,4,76,"E,F,G,H","ok,reject,ok,ok","100,5,100,100"
3116,BS2DCE,cal_roto,5,99,"A,D,F,H","ok,ok,ok,ok","100,100,100,96"
3109,BSDC91,cal_roto,5,100,"A,B,F,E","ok,ok,ok,ok","100,100,100,100"
27004,BSF66F,cal_static,4,76,"A,B,C,D","ok,ok,timeout,ok","100,100,5,100"
3117,BS2DCE,cal_roto,5,99,"A,D,H,F","ok,ok,ok,ok","100,100,96,100"
3110,BSDC91,cal_roto,5,100,"A,B,E,F","ok,ok,ok,ok","100,100,100,100"
27005,BSF66F,cal_static,4,76,"E,F,G,H","ok,reject,ok,ok","100,5,100,100"
3118,BS2DCE,cal_roto,5,99,"A,D,H,F","ok,ok,ok,ok","100,100,96,100"
3111,BSDC91,cal_roto,5,100,"A,B,E,F","ok,ok,ok,ok","100,100,100,100"
27006,BSF66F,cal_static,4,76,"A,B,C,D","ok,ok,timeout,ok","100,100,5,100"
3119,BS2DCE,cal_roto,5,99,"A,D,F,H","ok,ok,ok,ok","100,100,100,96"
3112,BSDC91,cal_roto,5,100,"A,B,E,F","ok,ok,ok,ok","100,100,100,100"
27007,BSF66F,cal_static,4,76,"E,F,G,H","ok,reject,ok,ok","100,4,100,100"
3120,BS2DCE,cal_roto,5,100,"D,A,F,H","ok,ok,ok,ok","100,100,100,100"
3113,BSDC91,cal_roto,5,100,"B,A,E,F","ok,ok,ok,ok","100,100,100,100"
27008,BSF66F,cal_static,4,76,"A,B,C,D","ok,ok,timeout,ok","100,100,4,100"
3121,BS2DCE,cal_roto,5,100,"D,A,F,H","ok,ok,ok,ok","100,100,100,100"
3114,BSDC91,cal_roto,5,100,"A,B,E,F","ok,ok,ok,ok","100,100,100,100"
27009,BSF66F,cal_static,4,76,"E,F,G,H","ok,reject,ok,ok","100,4,100,100"
3122,BS2DCE,cal_roto,5,100,"D,A,F,H","ok,ok,ok,ok","100,100,100,100"
3115,BSDC91,cal_roto,5,100,"A,B,E,F","ok,ok,ok,ok","100,100,100,100"
27010,BSF66F,cal_static,4,76,"A,B,C,D","ok,ok,timeout,ok","100,100,4,100"
3123,BS2DCE,cal_roto,5,100,"A,D,F,H","ok,ok,ok,ok","100,100,100,100"
3116,BSDC91,cal_roto,5,100,"A,B,E,F","ok,ok,ok,ok","100,100,100,100"
27011,BSF66F,cal_static,4,76,"E,F,G,H","ok,reject,ok,ok","100,4,100,100"
3124,BS2DCE,cal_roto,5,100,"A,D,F,H","ok,ok,ok,ok","100,100,100,100"
3117,BSDC91,cal_roto,5,100,"A,B,F,E","ok,ok,ok,ok","100,100,100,100"
27012,BSF66F,cal_static,4,76,"A,B,C,D","ok,ok,timeout,ok","100,100,4,100"
3125,BS2DCE,cal_roto,5,100,"A,D,H,F","ok,ok,ok,ok","100,100,100,100"
3118,BSDC91,cal_roto,5,100,"A,B,E,F","ok,ok,ok,ok","100,100,100,100"
27013,BSF66F,cal_static,4,76,"E,F,G,H","ok,reject,ok,ok","100,4,100,100"
3126,BS2DCE,cal_roto,5,100,"A,D,H,F","ok,ok,ok,ok","100,100,100,100"
3119,BSDC91,cal_roto,5,100,"A,B,E,F","ok,ok,ok,ok","100,100,100,100"
27014,BSF66F,cal_static,4,76,"A,B,C,D","ok,ok,timeout,ok","100,100,4,100"
3127,BS2DCE,cal_roto,5,100,"A,D,F,H","ok,ok,ok,ok","100,100,100,100"
3120,BSDC91,cal_roto,5,100,"A,B,E,F","ok,ok,ok,ok","100,100,100,100"
27015,BSF66F,cal_static,4,76,"E,F,G,H","ok,reject,ok,ok","100,4,100,100"
3128,BS2DCE,cal_roto,5,100,"D,A,F,H","ok,ok,ok,ok","100,100,100,100"
3121,BSDC91,cal_roto,5,100,"B,A,E,F","ok,ok,ok,ok","100,100,100,100"
27016,BSF66F,cal_static,4,76,"A,B,C,D","ok,ok,timeout,ok","100,100,4,100"
3129,BS2DCE,cal_roto,5,100,"D,A,F,H","ok,ok,ok,ok","100,100,100,100"
3122,BSDC91,cal_roto,5,100,"A,B,E,F","ok,ok,ok,ok","100,100,100,100"
27017,BSF66F,cal_static,4,75,"E,F,G,H","ok,reject,ok,ok","100,3,100,100"
3130,BS2DCE,cal_roto,5,100,"D,A,F,H","ok,ok,ok,ok","100,100,100,100"
3123,BSDC91,cal_roto,5,100,"A,B,E,F","ok,ok,ok,ok","100,100,100,100"
27018,BSF66F,cal_static,4,75,"A,B,C,D","ok,ok,timeout,ok","100,100,3,100"
3131,BS2DCE,cal_roto,5,100,"A,D,F,H","ok,ok,ok,ok","100,100,100,100"
3124,BSDC91,cal_roto,5,100,"A,B,E,F","ok,ok,ok,ok","100,100,100,100"
27019,BSF66F,cal_static,4,75,"E,F,G,H","ok,reject,ok,ok","100,3,100,100"
3132,BS2DCE,cal_roto,5,100,"A,D,F,H","ok,ok,ok,ok","100,100,100,100"
3125,BSDC91,cal_roto,5,100,"A,B,F,E","ok,ok,ok,ok","100,100,100,100"
27020,BSF66F,cal_static,4,75,"A,B,C,D","ok,ok,timeout,ok","100,100,3,100"
3133,BS2DCE,cal_roto,5,100,"A,D,H,F","ok,ok,ok,ok","100,100,100,100"
3126,BSDC91,cal_roto,5,100,"A,B,E,F","ok,ok,ok,ok","100,100,100,100"
27021,BSF66F,cal_static,4,75,"E,F,G,H","ok,reject,ok,ok","100,3,100,100"
3134,BS2DCE,cal_roto,5,100,"A,D,H,F","ok,ok,ok,ok","100,100,100,100"
3127,BSDC91,cal_roto,5,100,"A,B,E,F","ok,ok,ok,ok","100,100,100,100"
27022,BSF66F,cal_static,4,75,"A,B,C,D","ok,ok,timeout,ok","100,100,3,100"
3135,BS2DCE,cal_roto,5,100,"A,D,F,H","ok,ok,ok,ok","100,100,100,100"
3128,BSDC91,cal_roto,5,100,"A,B,E,F","ok,ok,ok,ok","100,100,100,100"
27023,BSF66F,cal_static,4,75,"E,F,G,H","ok,reject,ok,ok","100,3,100,100"
3136,BS2DCE,cal_roto,5,100,"D,A,F,H","ok,ok,ok,ok","100,100,100,100"
3129,BSDC91,cal_roto,5,100,"B,A,E,F","ok,ok,ok,ok","100,100,100,100"
27024,BSF66F,cal_static,4,75,"A,B,C,D","ok,ok,timeout,ok","100,100,3,100"
3137,BS2DCE,cal_roto,5,100,"D,A,F,H","ok,ok,ok,ok","100,100,100,100"
3130,BSDC91,cal_roto,5,100,"A,B,E,F","ok,ok,ok,ok","100,100,100,100"
27025,BSF66F,cal_static,4,74,"E,F,G,H","ok,reject,timeout,ok","100,3,96,100"
3138,BS2DCE,cal_roto,5,100,"D,A,F,H","ok,ok,ok,ok","100,100,100,100"
3131,BSDC91,cal_roto,5,99,"A,B,E,F","ok,ok,timeout,ok","100,100,96,100"
3132,BSDC91,cal_roto,5,99,"A,B,E,F","ok,ok,ok,ok","100,100,96,100"
27026,BSF66F,cal_static,4,75,"A,B,C,D","ok,ok,timeout,ok","100,100,3,100"
3139,BS2DCE,cal_roto,5,98,"A,D,F,H","ok,ok,ok,timeout","100,100,100,95"
3133,BSDC91,cal_roto,5,98,"A,B,F,E","ok,ok,timeout,ok","100,100,96,96"
3140,BS2DCE,cal_roto,5,98,"A,D,F,H","ok,ok,ok,ok","100,100,100,95"
3134,BSDC91,cal_roto,5,98,"A,B,E,F","ok,ok,ok,ok","100,100,96,96"
27027,BSF66F,cal_static,4,74,"E,F,G,H","ok,reject,ok,ok","100,3,96,100"
3141,BS2DCE,cal_roto,5,98,"A,D,H,F","ok,ok,ok,ok","100,100,95,100"
3135,BSDC91,cal_roto,5,98,"A,B,E,F","ok,ok,ok,ok","100,100,96,96"
27028,BSF66F,cal_static,4,75,"A,B,C,D","ok,ok,timeout,ok","100,100,3,100"
3142,BS2DCE,cal_roto,5,98,"A,D,H,F","ok,ok,ok,ok","100,100,95,100"
3136,BSDC91,cal_roto,5,98,"A,B,E,F","ok,ok,ok,ok","100,100,96,96"
27029,BSF66F,cal_static,4,74,"E,F,G,H","ok,reject,ok,ok","100,3,96,100"
3143,BS2DCE,cal_roto,5,98,"A,D,F,H","ok,ok,ok,ok","100,100,100,95"
3137,BSDC91,cal_roto,5,98,"B,A,E,F","ok,ok,ok,ok","100,100,96,96"
27030,BSF66F,cal_static,4,75,"A,B,C,D","ok,ok,timeout,ok","100,100,3,100"
3144,BS2DCE,cal_roto,5,99,"D,A,F,H","ok,ok,ok,ok","100,100,100,96"
3138,BSDC91,cal_roto,5,98,"A,B,E,F","ok,ok,ok,ok","100,100,96,96"
27031,BSF66F,cal_static,4,76,"E,F,G,H","ok,reject,ok,ok","100,5,100,100"
3145,BS2DCE,cal_roto,5,99,"D,A,F,H","ok,ok,ok,ok","100,100,100,96"
3139,BSDC91,cal_roto,5,100,"A,B,E,F","ok,ok,ok,ok","100,100,100,100"
27032,BSF66F,cal_static,4,76,"A,B,C,D","ok,ok,timeout,ok","100,100,5,100"
3146,BS2DCE,cal_roto,5,99,"D,A,F,H","ok,ok,ok,ok","100,100,100,96"
3140,BSDC91,cal_roto,5,100,"A,B,E,F","ok,ok,ok,ok","100,100,100,100"
27033,BSF66F,cal_static,4,76,"E,F,G,H","ok,reject,ok,ok","100,5,100,100"
3147,BS2DCE,cal_roto,5,99,"A,D,F,H","ok,ok,ok,ok","100,100,100,96"
3141,BSDC91,cal_roto,5,100,"A,B,F,E","ok,ok,ok,ok","100,100,100,100"
27034,BSF66F,cal_static,4,76,"A,B,C,D","ok,ok,timeout,ok","100,100,5,100"
3148,BS2DCE,cal_roto,5,99,"A,D,F,H","ok,ok,ok,ok","100,100,100,96"
3142,BSDC91,cal_roto,5,100,"A,B,E,F","ok,ok,ok,ok","100,100,100,100"
27035,BSF66F,cal_static,4,76,"E,F,G,H","ok,reject,ok,ok","100,5,100,100"
3149,BS2DCE,cal_roto,5,99,"A,D,H,F","ok,ok,ok,ok","100,100,96,100"
3143,BSDC91,cal_roto,5,100,"A,B,E,F","ok,ok,ok,ok","100,100,100,100"
27036,BSF66F,cal_static,4,76,"A,B,C,D","ok,ok,timeout,ok","100,100,5,100"
3150,BS2DCE,cal_roto,5,99,"A,D,H,F","ok,ok,ok,ok","100,100,96,100"
3144,BSDC91,cal_roto,5,100,"A,B,E,F","ok,ok,ok,ok","100,100,100,100"
27037,BSF66F,cal_static,4,76,"E,F,G,H","ok,reject,ok,ok","100,5,100,100"
3151,BS2DCE,cal_roto,5,99,"A,D,F,H","ok,ok,ok,ok","100,100,100,96"
3145,BSDC91,cal_roto,5,100,"B,A,E,F","ok,ok,ok,ok","100,100,100,100"
27038,BSF66F,cal_static,4,76,"A,B,C,D","ok,ok,timeout,ok","100,100,5,100"
3152,BS2DCE,cal_roto,5,98,"D,A,F,H","ok,timeout,ok,ok","100,94,100,100"
3153,BS2DCE,cal_roto,5,97,"C,D,F,H","timeout,ok,ok,ok","90,100,100,100"
3146,BSDC91,cal_roto,5,100,"A,B,E,F","ok,ok,ok,ok","100,100,100,100"
27039,BSF66F,cal_static,4,76,"E,F,G,H","ok,reject,ok,ok","100,4,100,100"
3154,BS2DCE,cal_roto,5,98,"D,A,F,H","ok,ok,ok,ok","100,94,100,100"
3147,BSDC91,cal_roto,5,100,"A,B,E,F","ok,ok,ok,ok","100,100,100,100"
27040,BSF66F,cal_static,4,76,"A,B,C,D","ok,ok,timeout,ok","100,100,4,100"
3155,BS2DCE,cal_roto,5,98,"A,D,F,H","ok,ok,ok,ok","94,100,100,100"
3148,BSDC91,cal_roto,5,100,"A,B,E,F","ok,ok,ok,ok","100,100,100,100"
27041,BSF66F,cal_static,4,76,"E,F,G,H","ok,reject,ok,ok","100,4,100,100"
3156,BS2DCE,cal_roto,5,98,"A,D,F,H","ok,ok,ok,ok","95,100,100,100"
3149,BSDC91,cal_roto,5,100,"A,B,F,E","ok,ok,ok,ok","100,100,100,100"
27042,BSF66F,cal_static,4,76,"A,B,C,D","ok,ok,timeout,ok","100,100,4,100"
3157,BS2DCE,cal_roto,5,98,"A,D,H,F","ok,ok,ok,ok","95,100,100,100"
3150,BSDC91,cal_roto,5,100,"A,B,E,F","ok,ok,ok,ok","100,100,100,100"
27043,BSF66F,cal_static,4,76,"E,F,G,H","ok,reject,ok,ok","100,4,100,100"
3158,BS2DCE,cal_roto,5,98,"A,D,H,F","ok,ok,ok,ok","95,100,100,100"
3151,BSDC91,cal_roto,5,100,"A,B,E,F","ok,ok,ok,ok","100,100,100,100"
27044,BSF66F,cal_static,4,76,"A,B,C,D","ok,ok,timeout,ok","100,100,4,100"
3159,BS2DCE,cal_roto,5,98,"A,D,F,H","ok,ok,ok,ok","95,100,100,100"
3152,BSDC91,cal_roto,5,100,"A,B,E,F","ok,ok,ok,ok","100,100,100,100"
27045,BSF66F,cal_static,4,76,"E,F,G,H","ok,reject,ok,ok","100,4,100,100"
3160,BS2DCE,cal_roto,5,98,"D,A,F,H","ok,ok,ok,ok","100,95,100,100"
3153,BSDC91,cal_roto,5,100,"B,A,E,F","ok,ok,ok,ok","100,100,100,100"
27046,BSF66F,cal_static,4,76,"A,B,C,D","ok,ok,timeout,ok","100,100,4,100"
3161,BS2DCE,cal_roto,5,99,"D,A,F,H","ok,ok,ok,ok","100,96,100,100"
3154,BSDC91,cal_roto,5,100,"A,B,E,F","ok,ok,ok,ok","100,100,100,100"
27047,BSF66F,cal_static,4,76,"E,F,G,H","ok,reject,ok,ok","100,4,100,100"
3162,BS2DCE,cal_roto,5,99,"D,A,F,H","ok,ok,ok,ok","100,96,100,100"
3155,BSDC91,cal_roto,5,100,"A,B,E,F","ok,ok,ok,ok","100,100,100,100"
27048,BSF66F,cal_static,4,76,"A,B,C,D","ok,ok,timeout,ok","100,100,4,100"
3163,BS2DCE,cal_roto,5,99,"A,D,F,H","ok,ok,ok,ok","96,100,100,100"
3156,BSDC91,cal_roto,5,100,"A,B,E,F","ok,ok,ok,ok","100,100,100,100"
27049,BSF66F,cal_static,4,75,"E,F,G,H","ok,reject,ok,ok","100,3,100,100"
3164,BS2DCE,cal_roto,5,99,"A,D,F,H","ok,ok,ok,ok","96,100,100,100"
3157,BSDC91,cal_roto,5,100,"A,B,F,E","ok,ok,ok,ok","100,100,100,100"
27050,BSF66F,cal_static,4,75,"A,B,C,D","ok,ok,timeout,ok","100,100,3,100"
3158,BSDC91,cal_roto,5,98,"A,B,E,F","ok,ok,timeout,ok","100,100,95,100"
3165,BS2DCE,cal_roto,5,99,"A,D,H,F","ok,ok,ok,ok","96,100,100,100"
3159,BSDC91,cal_roto,5,98,"A,B,E,F","ok,ok,ok,ok","100,100,95,100"
27051,BSF66F,cal_static,4,75,"E,F,G,H","ok,reject,ok,ok","100,3,100,100"
3166,BS2DCE,cal_roto,5,98,"A,D,H,F","ok,ok,timeout,ok","96,100,96,100"
3160,BSDC91,cal_roto,5,97,"A,B,E,F","ok,ok,ok,timeout","100,100,95,95"
3167,BS2DCE,cal_roto,5,98,"A,D,F,H","ok,ok,ok,ok","96,100,100,96"
3161,BSDC91,cal_roto,5,97,"B,A,E,F","ok,ok,ok,ok","100,100,95,95"
27052,BSF66F,cal_static,4,75,"A,B,C,D","ok,ok,timeout,ok","100,100,3,100"
3162,BSDC91,cal_roto,5,97,"A,B,E,F","ok,ok,ok,ok","100,100,95,95"
3168,BS2DCE,cal_roto,5,99,"D,A,F,H","ok,ok,ok,ok","100,96,100,100"
27053,BSF66F,cal_static,4,75,"E,F,G,H","ok,reject,ok,ok","100,3,100,100"
3169,BS2DCE,cal_roto,5,100,"D,A,F,H","ok,ok,ok,ok","100,100,100,100"
3163,BSDC91,cal_roto,5,98,"A,B,E,F","ok,ok,ok,ok","100,100,96,96"
27054,BSF66F,cal_static,4,75,"A,B,C,D","ok,ok,timeout,ok","100,100,3,100"
