sweep,peer_name,plan,pmode,solve_reason,quality_flag_percent,active_anchor_count,valid_anchor_count,rms_mm,max_mm,step_mm
3542,BS2DCE,cal_roto,5,success,100,4,4,7,11,0
3551,BSDC91,cal_roto,5,success,100,4,4,21,23,0
27420,BSF66F,cal_static,4,pending,76,4,3,0,0,0
3543,BS2DCE,cal_roto,5,success,100,4,4,30,46,0
3552,BSDC91,cal_roto,5,success,100,4,4,12,14,0
27421,BSF66F,cal_static,4,pending,70,4,3,0,0,0
3544,BS2DCE,cal_roto,5,success,100,4,4,63,97,0
3553,BSDC91,cal_roto,5,success,100,4,4,9,11,0
27422,BSF66F,cal_static,4,pending,76,4,3,0,0,0
3545,BS2DCE,cal_roto,5,success,100,4,4,73,110,0
3554,BSDC91,cal_roto,5,success,100,4,4,114,145,0
27423,BSF66F,cal_static,4,pending,70,4,3,0,0,0
3546,BS2DCE,cal_roto,5,success,100,4,4,56,83,0
3555,BSDC91,cal_roto,5,success,100,4,4,22,27,0
27424,BSF66F,cal_static,4,pending,76,4,3,0,0,0
3547,BS2DCE,cal_roto,5,success,100,4,4,57,83,0
3556,BSDC91,cal_roto,5,success,100,4,4,16,20,0
27425,BSF66F,cal_static,4,pending,69,4,2,0,0,0
3548,BS2DCE,cal_roto,5,success,100,4,4,90,134,0
3557,BSDC91,cal_roto,5,pending,98,4,3,0,0,0
27426,BSF66F,cal_static,4,pending,76,4,3,0,0,0
3558,BSDC91,cal_roto,5,success,98,4,4,25,31,0
3549,BS2DCE,cal_roto,5,success,100,4,4,125,191,0
3559,BSDC91,cal_roto,5,success,98,4,4,159,191,0
27427,BSF66F,cal_static,4,pending,69,4,3,0,0,0
3550,BS2DCE,cal_roto,5,success,100,4,4,165,239,0
3560,BSDC91,cal_roto,5,success,98,4,4,37,44,0
27428,BSF66F,cal_static,4,pending,76,4,3,0,0,0
3551,BS2DCE,cal_roto,5,success,100,4,4,174,257,0
3561,BSDC91,cal_roto,5,success,98,4,4,1,2,0
27429,BSF66F,cal_static,4,pending,69,4,3,0,0,0
3552,BS2DCE,cal_roto,5,success,100,4,4,143,210,0
3562,BSDC91,cal_roto,5,success,98,4,4,3,4,0
27430,BSF66F,cal_static,4,pending,76,4,3,0,0,0
3553,BS2DCE,cal_roto,5,success,100,4,4,108,156,0
3563,BSDC91,cal_roto,5,success,99,4,4,50,51,0
27431,BSF66F,cal_static,4,pending,70,4,3,0,0,0
3554,BS2DCE,cal_roto,5,success,100,4,4,107,155,0
3564,BSDC91,cal_roto,5,success,99,4,4,28,30,0
27432,BSF66F,cal_static,4,pending,76,4,3,0,0,0
3555,BS2DCE,cal_roto,5,success,100,4,4,35,51,0
3565,BSDC91,cal_roto,5,success,99,4,4,4,5,0
27433,BSF66F,cal_static,4,pending,69,4,3,0,0,0
3556,BS2DCE,cal_roto,5,success,100,4,4,4,5,0
3566,BSDC91,cal_roto,5,success,99,4,4,15,15,0
27434,BSF66F,cal_static,4,pending,75,4,3,0,0,0
3557,BS2DCE,cal_roto,5,success,100,4,4,8,11,0
3567,BSDC91,cal_roto,5,success,99,4,4,8,9,0
27435,BSF66F,cal_static,4,pending,70,4,3,0,0,0
3558,BS2DCE,cal_roto,5,success,100,4,4,53,80,0
3568,BSDC91,cal_roto,5,success,99,4,4,22,23,0
27436,BSF66F,cal_static,4,pending,75,4,3,0,0,0
3559,BS2DCE,cal_roto,5,success,100,4,4,27,42,0
3569,BSDC91,cal_roto,5,success,99,4,4,44,48,0
27437,BSF66F,cal_static,4,pending,70,4,3,0,0,0
3560,BS2DCE,cal_roto,5,success,100,4,4,50,75,0
3570,BSDC91,cal_roto,5,success,99,4,4,93,101,0
27438,BSF66F,cal_static,4,pending,75,4,3,0,0,0
3561,BS2DCE,cal_roto,5,success,100,4,4,91,136,0
3571,BSDC91,cal_roto,5,success,100,4,4,39,42,0
27439,BSF66F,cal_static,4,pending,70,4,3,0,0,0
3562,BS2DCE,cal_roto,5,success,100,4,4,51,77,0
3572,BSDC91,cal_roto,5,success,100,4,4,18,19,0
27440,BSF66F,cal_static,4,pending,75,4,3,0,0,0
3563,BS2DCE,cal_roto,5,success,100,4,4,22,35,0
3573,BSDC91,cal_roto,5,success,100,4,4,29,31,0
27441,BSF66F,cal_static,4,pending,70,4,3,0,0,0
3564,BS2DCE,cal_roto,5,success,100,4,4,27,41,0
3574,BSDC91,cal_roto,5,success,100,4,4,3,4,0
27442,BSF66F,cal_static,4,pending,75,4,3,0,0,0
3575,BSDC91,cal_roto,5,success,100,4,4,11,13,0
3565,BS2DCE,cal_roto,5,success,100,4,4,27,41,0
27443,BSF66F,cal_static,4,pending,70,4,3,0,0,0
3566,BS2DCE,cal_roto,5,success,100,4,4,60,93,0
3576,BSDC91,cal_roto,5,success,100,4,4,3,3,0
27444,BSF66F,cal_static,4,pending,75,4,3,0,0,0
3567,BS2DCE,cal_roto,5,success,100,4,4,35,53,0
3577,BSDC91,cal_roto,5,success,100,4,4,76,98,0
27445,BSF66F,cal_static,4,pending,70,4,3,0,0,0
3568,BS2DCE,cal_roto,5,success,100,4,4,12,16,0
3578,BSDC91,cal_roto,5,success,100,4,4,4,6,0
27446,BSF66F,cal_static,4,pending,75,4,3,0,0,0
3569,BS2DCE,cal_roto,5,success,100,4,4,96,143,0
3579,BSDC91,cal_roto,5,success,100,4,4,199,268,0
27447,BSF66F,cal_static,4,pending,73,4,3,0,0,0
3570,BS2DCE,cal_roto,5,success,100,4,4,108,160,0
3580,BSDC91,cal_roto,5,success,100,4,4,18,22,0
27448,BSF66F,cal_static,4,pending,76,4,3,0,0,0
3571,BS2DCE,cal_roto,5,success,100,4,4,132,213,0
3581,BSDC91,cal_roto,5,success,100,4,4,57,67,0
27449,BSF66F,cal_static,4,pending,73,4,3,0,0,0
3572,BS2DCE,cal_roto,5,success,100,4,4,50,70,0
3582,BSDC91,cal_roto,5,success,100,4,4,8,9,0
27450,BSF66F,cal_static,4,pending,76,4,3,0,0,0
3573,BS2DCE,cal_roto,5,success,100,4,4,132,195,0
3583,BSDC91,cal_roto,5,pending,99,4,3,0,0,0
3584,BSDC91,cal_roto,5,success,99,4,4,6,7,0
27451,BSF66F,cal_static,4,pending,73,4,3,0,0,0
3574,BS2DCE,cal_roto,5,success,100,4,4,146,213,0
3585,BSDC91,cal_roto,5,success,99,4,4,17,20,0
27452,BSF66F,cal_static,4,pending,76,4,3,0,0,0
3586,BSDC91,cal_roto,5,success,99,4,4,13,15,0
3575,BS2DCE,cal_roto,5,success,100,4,4,83,120,0
27453,BSF66F,cal_static,4,pending,73,4,3,0,0,0
3576,BS2DCE,cal_roto,5,success,100,4,4,104,152,0
3587,BSDC91,cal_roto,5,success,100,4,4,22,23,0
27454,BSF66F,cal_static,4,pending,76,4,3,0,0,0
3577,BS2DCE,cal_roto,5,success,100,4,4,58,84,0
3588,BSDC91,cal_roto,5,success,100,4,4,7,7,0
27455,BSF66F,cal_static,4,pending,73,4,3,0,0,0
3578,BS2DCE,cal_roto,5,success,100,4,4,4,6,0
3589,BSDC91,cal_roto,5,success,100,4,4,30,32,0
27456,BSF66F,cal_static,4,pending,76,4,3,0,0,0
3579,BS2DCE,cal_roto,5,success,100,4,4,7,10,0
3590,BSDC91,cal_roto,5,success,100,4,4,42,43,0
27457,BSF66F,cal_static,4,pending,73,4,3,0,0,0
3580,BS2DCE,cal_roto,5,success,100,4,4,32,48,0
3591,BSDC91,cal_roto,5,success,100,4,4,34,35,0
27458,BSF66F,cal_static,4,pending,76,4,3,0,0,0
3581,BS2DCE,cal_roto,5,success,100,4,4,45,68,0
3592,BSDC91,cal_roto,5,success,100,4,4,24,26,0
27459,BSF66F,cal_static,4,pending,73,4,3,0,0,0
3582,BS2DCE,cal_roto,5,success,100,4,4,14,20,0
3593,BSDC91,cal_roto,5,success,100,4,4,169,191,0
27460,BSF66F,cal_static,4,pending,76,4,3,0,0,0
3583,BS2DCE,cal_roto,5,success,100,4,4,83,124,0
3594,BSDC91,cal_roto,5,success,100,4,4,54,59,0
27461,BSF66F,cal_static,4,pending,73,4,3,0,0,0
3584,BS2DCE,cal_roto,5,success,100,4,4,19,29,0
3595,BSDC91,cal_roto,5,success,100,4,4,9,10,0
27462,BSF66F,cal_static,4,pending,76,4,3,0,0,0
3585,BS2DCE,cal_roto,5,success,100,4,4,25,39,0
3596,BSDC91,cal_roto,5,success,100,4,4,25,28,0
27463,BSF66F,cal_static,4,pending,74,4,3,0,0,0
3586,BS2DCE,cal_roto,5,success,100,4,4,28,43,0
3597,BSDC91,cal_roto,5,success,100,4,4,39,44,0
27464,BSF66F,cal_static,4,pending,76,4,3,0,0,0
3587,BS2DCE,cal_roto,5,success,100,4,4,65,101,0
3598,BSDC91,cal_roto,5,success,100,4,4,29,34,0
27465,BSF66F,cal_static,4,pending,73,4,3,0,0,0
3588,BS2DCE,cal_roto,5,success,100,4,4,25,37,0
3599,BSDC91,cal_roto,5,success,100,4,4,30,37,0
27466,BSF66F,cal_static,4,pending,75,4,3,0,0,0
3589,BS2DCE,cal_roto,5,success,100,4,4,14,20,0
3600,BSDC91,cal_roto,5,success,100,4,4,41,51,0
27467,BSF66F,cal_static,4,pending,73,4,3,0,0,0
3590,BS2DCE,cal_roto,5,success,100,4,4,127,188,0
3601,BSDC91,cal_roto,5,success,100,4,4,14,16,0
27468,BSF66F,cal_static,4,pending,75,4,3,0,0,0
3591,BS2DCE,cal_roto,5,success,100,4,4,122,184,0
3602,BSDC91,cal_roto,5,success,100,4,4,25,29,0
27469,BSF66F,cal_static,4,pending,73,4,3,0,0,0
3592,BS2DCE,cal_roto,5,success,100,4,4,115,168,0
3603,BSDC91,cal_roto,5,success,100,4,4,86,102,0
27470,BSF66F,cal_static,4,pending,75,4,3,0,0,0
3593,BS2DCE,cal_roto,5,success,100,4,4,158,230,0
3604,BSDC91,cal_roto,5,success,100,4,4,27,31,0
27471,BSF66F,cal_static,4,pending,74,4,3,0,0,0
3594,BS2DCE,cal_roto,5,success,100,4,4,98,141,0
3605,BSDC91,cal_roto,5,success,100,4,4,39,40,0
27472,BSF66F,cal_static,4,pending,75,4,3,0,0,0
3595,BS2DCE,cal_roto,5,success,100,4,4,159,233,0
3606,BSDC91,cal_roto,5,success,100,4,4,26,27,0
27473,BSF66F,cal_static,4,pending,74,4,3,0,0,0
3596,BS2DCE,cal_roto,5,success,100,4,4,52,76,0
3607,BSDC91,cal_roto,5,success,100,4,4,30,31,0
27474,BSF66F,cal_static,4,pending,75,4,3,0,0,0
3597,BS2DCE,cal_roto,5,success,100,4,4,87,128,0
3608,BSDC91,cal_roto,5,success,100,4,4,41,43,0
27475,BSF66F,cal_static,4,pending,73,4,2,0,0,0
3609,BSDC91,cal_roto,5,pending,98,4,3,0,0,0
3598,BS2DCE,cal_roto,5,success,100,4,4,23,34,0
3610,BSDC91,cal_roto,5,success,98,4,4,1,1,0
27476,BSF66F,cal_static,4,pending,75,4,3,0,0,0
3599,BS2DCE,cal_roto,5,success,100,4,4,113,165,0
3611,BSDC91,cal_roto,5,success,99,4,4,12,13,0
27477,BSF66F,cal_static,4,pending,73,4,3,0,0,0
3600,BS2DCE,cal_roto,5,success,100,4,4,107,162,0
3612,BSDC91,cal_roto,5,success,99,4,4,4,4,0
27478,BSF66F,cal_static,4,pending,75,4,3,0,0,0
3601,BS2DCE,cal_roto,5,success,100,4,4,88,125,0
3613,BSDC91,cal_roto,5,success,99,4,4,88,96,0
27479,BSF66F,cal_static,4,pending,74,4,3,0,0,0
3602,BS2DCE,cal_roto,5,success,100,4,4,137,200,0
3614,BSDC91,cal_roto,5,success,99,4,4,13,15,0
27480,BSF66F,cal_static,4,pending,76,4,3,0,0,0
3603,BS2DCE,cal_roto,5,success,100,4,4,92,135,0
3615,BSDC91,cal_roto,5,success,99,4,4,41,43,0
27481,BSF66F,cal_static,4,pending,74,4,3,0,0,0
3616,BSDC91,cal_roto,5,success,99,4,4,17,18,0
3604,BS2DCE,cal_roto,5,success,100,4,4,17,27,0
27482,BSF66F,cal_static,4,pending,76,4,3,0,0,0
3605,BS2DCE,cal_roto,5,success,100,4,4,23,35,0
3617,BSDC91,cal_roto,5,success,99,4,4,25,29,0
27483,BSF66F,cal_static,4,pending,74,4,3,0,0,0
3606,BS2DCE,cal_roto,5,success,100,4,4,217,314,0
3618,BSDC91,cal_roto,5,success,99,4,4,35,42,0
27484,BSF66F,cal_static,4,pending,76,4,3,0,0,0
3607,BS2DCE,cal_roto,5,success,100,4,4,6,9,0
3619,BSDC91,cal_roto,5,success,100,4,4,114,147,0
27485,BSF66F,cal_static,4,pending,75,4,3,0,0,0
3608,BS2DCE,cal_roto,5,success,100,4,4,47,67,0
3620,BSDC91,cal_roto,5,success,100,4,4,11,13,0
27486,BSF66F,cal_static,4,pending,76,4,3,0,0,0
3609,BS2DCE,cal_roto,5,success,100,4,4,132,197,0
3621,BSDC91,cal_roto,5,success,100,4,4,29,36,0
27487,BSF66F,cal_static,4,pending,74,4,3,0,0,0
3610,BS2DCE,cal_roto,5,success,100,4,4,144,215,0
3622,BSDC91,cal_roto,5,success,100,4,4,19,24,0
27488,BSF66F,cal_static,4,pending,76,4,3,0,0,0
3611,BS2DCE,cal_roto,5,pending,98,4,3,0,0,0
3623,BSDC91,cal_roto,5,success,100,4,4,24,29,0
3612,BS2DCE,cal_roto,5,success,98,4,4,144,201,0
27489,BSF66F,cal_static,4,pending,74,4,3,0,0,0
3613,BS2DCE,cal_roto,5,success,98,4,4,156,226,0
3624,BSDC91,cal_roto,5,success,100,4,4,19,23,0
27490,BSF66F,cal_static,4,pending,76,4,3,0,0,0
3614,BS2DCE,cal_roto,5,success,98,4,4,104,147,0
3625,BSDC91,cal_roto,5,success,100,4,4,21,24,0
27491,BSF66F,cal_static,4,pending,74,4,3,0,0,0
3615,BS2DCE,cal_roto,5,success,98,4,4,6,7,0
3626,BSDC91,cal_roto,5,success,100,4,4,21,22,0
3616,BS2DCE,cal_roto,5,success,98,4,4,55,76,0
27492,BSF66F,cal_static,4,pending,76,4,3,0,0,0
3627,BSDC91,cal_roto,5,success,100,4,4,32,33,0
27493,BSF66F,cal_static,4,pending,73,4,2,0,0,0
3617,BS2DCE,cal_roto,5,success,98,4,4,32,45,0
3628,BSDC91,cal_roto,5,success,100,4,4,17,19,0
27494,BSF66F,cal_static,4,pending,76,4,3,0,0,0
3618,BS2DCE,cal_roto,5,success,99,4,4,56,69,0
3629,BSDC91,cal_roto,5,success,100,4,4,13,14,0
27495,BSF66F,cal_static,4,pending,74,4,3,0,0,0
3619,BS2DCE,cal_roto,5,success,99,4,4,20,29,0
3630,BSDC91,cal_roto,5,success,100,4,4,25,26,0
27496,BSF66F,cal_static,4,pending,76,4,3,0,0,0
3620,BS2DCE,cal_roto,5,success,99,4,4,47,70,0
3631,BSDC91,cal_roto,5,success,100,4,4,34,35,0
27497,BSF66F,cal_static,4,pending,73,4,3,0,0,0
3632,BSDC91,cal_roto,5,success,100,4,4,3,4,0
3621,BS2DCE,cal_roto,5,success,99,4,4,56,85,0
27498,BSF66F,cal_static,4,pending,75,4,3,0,0,0
3622,BS2DCE,cal_roto,5,success,99,4,4,36,53,0
3633,BSDC91,cal_roto,5,success,100,4,4,107,115,0
27499,BSF66F,cal_static,4,pending,72,4,2,0,0,0
3623,BS2DCE,cal_roto,5,success,99,4,4,118,173,0
3634,BSDC91,cal_roto,5,success,100,4,4,35,38,0
27500,BSF66F,cal_static,4,pending,75,4,3,0,0,0
3624,BS2DCE,cal_roto,5,success,99,4,4,61,92,0
3635,BSDC91,cal_roto,5,pending,98,4,3,0,0,0
3636,BSDC91,cal_roto,5,success,98,4,4,29,32,0
27501,BSF66F,cal_static,4,pending,72,4,2,0,0,0
3625,BS2DCE,cal_roto,5,success,99,4,4,29,44,0
3637,BSDC91,cal_roto,5,success,98,4,4,28,31,0
27502,BSF66F,cal_static,4,pending,75,4,3,0,0,0
3626,BS2DCE,cal_roto,5,success,100,4,4,28,43,0
3638,BSDC91,cal_roto,5,success,98,4,4,25,28,0
27503,BSF66F,cal_static,4,pending,71,4,2,0,0,0
3627,BS2DCE,cal_roto,5,success,100,4,4,56,86,0
3639,BSDC91,cal_roto,5,success,98,4,4,33,39,0
27504,BSF66F,cal_static,4,pending,75,4,3,0,0,0
3628,BS2DCE,cal_roto,5,success,100,4,4,84,128,0
3640,BSDC91,cal_roto,5,success,98,4,4,16507,17553,0
27505,BSF66F,cal_static,4,pending,70,4,2,0,0,0
3629,BS2DCE,cal_roto,5,success,100,4,4,60,91,0
3641,BSDC91,cal_roto,5,success,98,4,4,14,17,0
27506,BSF66F,cal_static,4,pending,75,4,3,0,0,0
3630,BS2DCE,cal_roto,5,success,100,4,4,71,105,0
3642,BSDC91,cal_roto,5,success,98,4,4,24,31,0
27507,BSF66F,cal_static,4,pending,70,4,2,0,0,0
3631,BS2DCE,cal_roto,5,success,100,4,4,113,167,0
3643,BSDC91,cal_roto,5,success,99,4,4,18,22,0
27508,BSF66F,cal_static,4,pending,75,4,3,0,0,0
3632,BS2DCE,cal_roto,5,success,100,4,4,103,156,0
3644,BSDC91,cal_roto,5,success,99,4,4,5,6,0
27509,BSF66F,cal_static,4,pending,69,4,2,0,0,0
3633,BS2DCE,cal_roto,5,success,100,4,4,154,227,0
3645,BSDC91,cal_roto,5,pending,98,4,3,0,0,0
3646,BSDC91,cal_roto,5,success,98,4,4,29,33,0
27510,BSF66F,cal_static,4,pending,75,4,3,0,0,0
3634,BS2DCE,cal_roto,5,success,100,4,4,149,219,0
3647,BSDC91,cal_roto,5,success,98,4,4,75,81,0
27511,BSF66F,cal_static,4,pending,68,4,2,0,0,0
3635,BS2DCE,cal_roto,5,success,100,4,4,126,183,0
3648,BSDC91,cal_roto,5,success,98,4,4,31,32,0
27512,BSF66F,cal_static,4,pending,76,4,3,0,0,0
3636,BS2DCE,cal_roto,5,success,100,4,4,160,234,0
3649,BSDC91,cal_roto,5,success,98,4,4,27,30,0
27513,BSF66F,cal_static,4,pending,67,4,2,0,0,0
3637,BS2DCE,cal_roto,5,success,100,4,4,70,102,0
3650,BSDC91,cal_roto,5,success,98,4,4,27,28,0
27514,BSF66F,cal_static,4,pending,76,4,3,0,0,0
3638,BS2DCE,cal_roto,5,success,100,4,4,4,7,0
3651,BSDC91,cal_roto,5,success,100,4,4,38,40,0
27515,BSF66F,cal_static,4,pending,67,4,2,0,0,0
3639,BS2DCE,cal_roto,5,success,100,4,4,6,9,0
3652,BSDC91,cal_roto,5,success,100,4,4,42,44,0
27516,BSF66F,cal_static,4,pending,76,4,3,0,0,0
3640,BS2DCE,cal_roto,5,success,100,4,4,16,25,0
3653,BSDC91,cal_roto,5,success,100,4,4,1,1,0
27517,BSF66F,cal_static,4,pending,66,4,2,0,0,0
3641,BS2DCE,cal_roto,5,success,100,4,4,139,205,0
3654,BSDC91,cal_roto,5,success,100,4,4,14,15,0
27518,BSF66F,cal_static,4,pending,76,4,3,0,0,0
3642,BS2DCE,cal_roto,5,success,100,4,4,138,200,0
3655,BSDC91,cal_roto,5,success,100,4,4,39,44,0
27519,BSF66F,cal_static,4,pending,65,4,2,0,0,0
3643,BS2DCE,cal_roto,5,success,100,4,4,94,138,0
3656,BSDC91,cal_roto,5,success,100,4,4,15,17,0
27520,BSF66F,cal_static,4,pending,76,4,3,0,0,0
3644,BS2DCE,cal_roto,5,success,100,4,4,107,157,0
3657,BSDC91,cal_roto,5,success,100,4,4,4,4,0
27521,BSF66F,cal_static,4,pending,64,4,2,0,0,0
3645,BS2DCE,cal_roto,5,success,100,4,4,81,121,0
3658,BSDC91,cal_roto,5,success,100,4,4,9,10,0
27522,BSF66F,cal_static,4,pending,76,4,3,0,0,0
3646,BS2DCE,cal_roto,5,success,100,4,4,37,58,0
3659,BSDC91,cal_roto,5,success,100,4,4,7,8,0
27523,BSF66F,cal_static,4,pending,64,4,2,0,0,0
3647,BS2DCE,cal_roto,5,success,100,4,4,36,56,0
3660,BSDC91,cal_roto,5,success,100,4,4,7,8,0
27524,BSF66F,cal_static,4,pending,76,4,3,0,0,0
3648,BS2DCE,cal_roto,5,success,100,4,4,15,20,0
3661,BSDC91,cal_roto,5,success,100,4,4,105,135,0
27525,BSF66F,cal_static,4,pending,62,4,1,0,0,0
3649,BS2DCE,cal_roto,5,success,100,4,4,36,54,0
3662,BSDC91,cal_roto,5,pending,99,4,3,0,0,0
3663,BSDC91,cal_roto,5,success,99,4,4,8,10,0
27526,BSF66F,cal_static,4,pending,76,4,3,0,0,0
3650,BS2DCE,cal_roto,5,pending,98,4,3,0,0,0
3664,BSDC91,cal_roto,5,success,99,4,4,10,12,0
3651,BS2DCE,cal_roto,5,success,98,4,4,128,190,0
27527,BSF66F,cal_static,4,pending,62,4,2,0,0,0
3652,BS2DCE,cal_roto,5,success,98,4,4,89,133,0
3665,BSDC91,cal_roto,5,success,99,4,4,16,20,0
27528,BSF66F,cal_static,4,pending,76,4,3,0,0,0
3653,BS2DCE,cal_roto,5,success,98,4,4,120,180,0
3666,BSDC91,cal_roto,5,success,99,4,4,5,6,0
27529,BSF66F,cal_static,4,pending,61,4,2,0,0,0
3654,BS2DCE,cal_roto,5,success,98,4,4,121,176,0
3667,BSDC91,cal_roto,5,success,100,4,4,100,117,0
27530,BSF66F,cal_static,4,pending,75,4,3,0,0,0
3655,BS2DCE,cal_roto,5,success,98,4,4,144,210,0
3668,BSDC91,cal_roto,5,success,100,4,4,33,38,0
27531,BSF66F,cal_static,4,pending,60,4,2,0,0,0
3656,BS2DCE,cal_roto,5,success,99,4,4,108,156,0
3669,BSDC91,cal_roto,5,success,100,4,4,1,2,0
27532,BSF66F,cal_static,4,pending,75,4,3,0,0,0
3657,BS2DCE,cal_roto,5,success,99,4,4,100,145,0
3670,BSDC91,cal_roto,5,success,100,4,4,25,27,0
27533,BSF66F,cal_static,4,pending,60,4,2,0,0,0
3658,BS2DCE,cal_roto,5,success,99,4,4,39,57,0
3671,BSDC91,cal_roto,5,success,100,4,4,17,18,0
27534,BSF66F,cal_static,4,pending,75,4,3,0,0,0
3659,BS2DCE,cal_roto,5,success,99,4,4,7,10,0
3672,BSDC91,cal_roto,5,success,100,4,4,29,30,0
27535,BSF66F,cal_static,4,pending,60,4,2,0,0,0
3660,BS2DCE,cal_roto,5,success,99,4,4,1,1,0
3673,BSDC91,cal_roto,5,success,100,4,4,43,46,0
27536,BSF66F,cal_static,4,pending,75,4,3,0,0,0
3661,BS2DCE,cal_roto,5,success,99,4,4,11,17,0
3674,BSDC91,cal_roto,5,success,100,4,4,24,26,0
27537,BSF66F,cal_static,4,pending,59,4,2,0,0,0
3662,BS2DCE,cal_roto,5,success,99,4,4,123,186,0
3675,BSDC91,cal_roto,5,success,100,4,4,6,6,0
27538,BSF66F,cal_static,4,pending,75,4,3,0,0,0
3663,BS2DCE,cal_roto,5,success,99,4,4,121,176,0
3676,BSDC91,cal_roto,5,success,100,4,4,4,5,0
27539,BSF66F,cal_static,4,pending,59,4,2,0,0,0
3664,BS2DCE,cal_roto,5,success,100,4,4,97,142,0
3677,BSDC91,cal_roto,5,success,100,4,4,86,99,0
27540,BSF66F,cal_static,4,pending,75,4,3,0,0,0
3665,BS2DCE,cal_roto,5,success,100,4,4,97,142,0
3678,BSDC91,cal_roto,5,success,100,4,4,35,38,0
27541,BSF66F,cal_static,4,pending,59,4,2,0,0,0
3666,BS2DCE,cal_roto,5,success,100,4,4,73,109,0
3679,BSDC91,cal_roto,5,success,100,4,4,41,44,0
27542,BSF66F,cal_static,4,pending,75,4,3,0,0,0
3680,BSDC91,cal_roto,5,success,100,4,4,24,27,0
3667,BS2DCE,cal_roto,5,success,100,4,4,7,12,0
27543,BSF66F,cal_static,4,pending,60,4,2,0,0,0
3668,BS2DCE,cal_roto,5,success,100,4,4,35,54,0
3681,BSDC91,cal_roto,5,success,100,4,4,16,18,0
27544,BSF66F,cal_static,4,pending,76,4,3,0,0,0
3669,BS2DCE,cal_roto,5,success,100,4,4,77,114,0
3682,BSDC91,cal_roto,5,success,100,4,4,97,123,0
27545,BSF66F,cal_static,4,pending,59,4,2,0,0,0
3670,BS2DCE,cal_roto,5,success,100,4,4,25,34,0
3683,BSDC91,cal_roto,5,success,100,4,4,10,12,0
27546,BSF66F,cal_static,4,pending,76,4,3,0,0,0
3671,BS2DCE,cal_roto,5,success,100,4,4,53,78,0
3684,BSDC91,cal_roto,5,success,100,4,4,27,33,0
27547,BSF66F,cal_static,4,pending,59,4,2,0,0,0
3672,BS2DCE,cal_roto,5,success,100,4,4,133,198,0
3685,BSDC91,cal_roto,5,success,100,4,4,30,37,0
27548,BSF66F,cal_static,4,pending,76,4,3,0,0,0
3673,BS2DCE,cal_roto,5,success,100,4,4,115,173,0
3686,BSDC91,cal_roto,5,success,100,4,4,3,4,0
27549,BSF66F,cal_static,4,pending,58,4,2,0,0,0
3674,BS2DCE,cal_roto,5,success,100,4,4,135,199,0
3687,BSDC91,cal_roto,5,success,100,4,4,31,37,0
27550,BSF66F,cal_static,4,pending,76,4,3,0,0,0
3675,BS2DCE,cal_roto,5,success,100,4,4,134,197,0
3688,BSDC91,cal_roto,5,pending,98,4,3,0,0,0
27551,BSF66F,cal_static,4,pending,58,4,2,0,0,0
3689,BSDC91,cal_roto,5,success,98,4,4,32,36,0
3676,BS2DCE,cal_roto,5,success,100,4,4,97,141,0
3690,BSDC91,cal_roto,5,success,98,4,4,37,39,0
27552,BSF66F,cal_static,4,pending,76,4,3,0,0,0
3677,BS2DCE,cal_roto,5,success,100,4,4,98,144,0
3691,BSDC91,cal_roto,5,success,99,4,4,32,35,0
27553,BSF66F,cal_static,4,pending,57,4,2,0,0,0
3678,BS2DCE,cal_roto,5,success,100,4,4,36,52,0
3692,BSDC91,cal_roto,5,success,99,4,4,2,3,0
27554,BSF66F,cal_static,4,pending,76,4,3,0,0,0
3679,BS2DCE,cal_roto,5,success,100,4,4,3,5,0
3693,BSDC91,cal_roto,5,success,99,4,4,32,33,0
27555,BSF66F,cal_static,4,pending,57,4,2,0,0,0
3680,BS2DCE,cal_roto,5,success,100,4,4,18,28,0
3694,BSDC91,cal_roto,5,success,99,4,4,37,38,0
27556,BSF66F,cal_static,4,pending,76,4,3,0,0,0
3681,BS2DCE,cal_roto,5,success,100,4,4,12,18,0
3695,BSDC91,cal_roto,5,success,99,4,4,16,16,0
27557,BSF66F,cal_static,4,pending,57,4,2,0,0,0
3682,BS2DCE,cal_roto,5,success,100,4,4,113,171,0
3696,BSDC91,cal_roto,5,success,99,4,4,2,2,0
27558,BSF66F,cal_static,4,pending,76,4,3,0,0,0
3683,BS2DCE,cal_roto,5,success,100,4,4,96,141,0
3697,BSDC91,cal_roto,5,success,99,4,4,4,5,0
27559,BSF66F,cal_static,4,pending,57,4,2,0,0,0
3684,BS2DCE,cal_roto,5,success,100,4,4,94,139,0
3698,BSDC91,cal_roto,5,success,99,4,4,208,238,0
27560,BSF66F,cal_static,4,pending,76,4,3,0,0,0
3685,BS2DCE,cal_roto,5,success,100,4,4,86,128,0
3699,BSDC91,cal_roto,5,success,100,4,4,43,44,0
27561,BSF66F,cal_static,4,pending,55,4,1,0,0,0
3686,BS2DCE,cal_roto,5,success,100,4,4,69,103,0
3700,BSDC91,cal_roto,5,success,100,4,4,27,29,0
27562,BSF66F,cal_static,4,pending,75,4,3,0,0,0
3687,BS2DCE,cal_roto,5,success,100,4,4,30,46,0
3701,BSDC91,cal_roto,5,success,100,4,4,24,27,0
27563,BSF66F,cal_static,4,pending,55,4,2,0,0,0
3688,BS2DCE,cal_roto,5,success,100,4,4,41,64,0
3702,BSDC91,cal_roto,5,success,100,4,4,24,28,0
27564,BSF66F,cal_static,4,pending,75,4,3,0,0,0
