sweep,peer_name,plan,pmode,anchor_label,status,reason,raw_mm,filt_mm,pred_mm,resid_mm,tracker_quality_percent,solve_quality_percent
25941,BSF66F,cal_static,4,G,ok,ok,2006,2006,0,0,100,100
25941,BSF66F,cal_static,4,H,ok,ok,3479,3479,0,0,100,100
2009,BS2DCE,cal_roto,5,C,ok,ok,2998,2998,0,0,100,100
2009,BS2DCE,cal_roto,5,A,ok,ok,3097,3097,0,0,100,100
2009,BS2DCE,cal_roto,5,F,ok,ok,2488,2488,0,0,100,100
2009,BS2DCE,cal_roto,5,H,ok,ok,3732,3732,0,0,100,100
2010,BSDC91,cal_roto,5,C,ok,ok,2924,2924,0,0,100,100
2010,BSDC91,cal_roto,5,A,ok,ok,2886,2886,0,0,100,100
2010,BSDC91,cal_roto,5,E,ok,ok,2770,2770,0,0,100,100
2010,BSDC91,cal_roto,5,F,ok,ok,3524,3524,0,0,100,100
25942,BSF66F,cal_static,4,A,ok,ok,3789,3789,0,0,100,100
25942,BSF66F,cal_static,4,B,ok,ok,2481,2481,0,0,100,100
25942,BSF66F,cal_static,4,C,ok,ok,2189,2189,0,0,100,100
25942,BSF66F,cal_static,4,D,ok,ok,3518,3518,0,0,100,100
2010,BS2DCE,cal_roto,5,A,ok,ok,2953,2953,0,0,100,100
2010,BS2DCE,cal_roto,5,C,ok,ok,3136,3136,0,0,100,100
2010,BS2DCE,cal_roto,5,F,ok,ok,2491,2491,0,0,100,100
2010,BS2DCE,cal_roto,5,H,ok,ok,3589,3589,0,0,100,100
2011,BSDC91,cal_roto,5,A,ok,ok,2994,2994,0,0,100,100
2011,BSDC91,cal_roto,5,C,ok,ok,2823,2823,0,0,100,100
2011,BSDC91,cal_roto,5,E,ok,ok,2860,2860,0,0,100,100
2011,BSDC91,cal_roto,5,F,ok,ok,3344,3344,0,0,100,100
25943,BSF66F,cal_static,4,E,ok,ok,3782,3782,0,0,100,100
25943,BSF66F,cal_static,4,F,reject,raw_outlier,2320,2889,0,0,5,5
25943,BSF66F,cal_static,4,G,ok,ok,1991,1991,0,0,100,100
25943,BSF66F,cal_static,4,H,ok,ok,3505,3505,0,0,100,100
2011,BS2DCE,cal_roto,5,A,ok,ok,2639,2639,0,0,100,100
2011,BS2DCE,cal_roto,5,C,ok,ok,3475,3475,0,0,100,100
2011,BS2DCE,cal_roto,5,F,ok,ok,2660,2660,0,0,100,100
2011,BS2DCE,cal_roto,5,H,ok,ok,3537,3537,0,0,100,100
2012,BSDC91,cal_roto,5,A,ok,ok,3131,3131,0,0,100,100
2012,BSDC91,cal_roto,5,C,ok,ok,2680,2680,0,0,100,100
2012,BSDC91,cal_roto,5,E,ok,ok,2905,2905,0,0,100,100
2012,BSDC91,cal_roto,5,F,ok,ok,2746,2746,0,0,100,100
25944,BSF66F,cal_static,4,A,ok,ok,3807,3807,0,0,100,100
25944,BSF66F,cal_static,4,B,ok,ok,2480,2480,0,0,100,100
25944,BSF66F,cal_static,4,C,ok,ok,2118,2118,0,0,100,100
25944,BSF66F,cal_static,4,D,ok,ok,3564,3564,0,0,100,100
2012,BS2DCE,cal_roto,5,A,ok,ok,2644,2644,0,0,100,100
2012,BS2DCE,cal_roto,5,C,ok,ok,3182,3182,0,0,100,100
2012,BS2DCE,cal_roto,5,F,ok,ok,2222,2222,0,0,100,100
2013,BSDC91,cal_roto,5,A,ok,ok,3124,3124,0,0,100,100
2013,BSDC91,cal_roto,5,C,ok,ok,2648,2648,0,0,100,100
2012,BS2DCE,cal_roto,5,H,ok,ok,3491,3491,0,0,100,100
2013,BSDC91,cal_roto,5,F,ok,ok,2726,2726,0,0,100,100
2013,BSDC91,cal_roto,5,E,ok,ok,3081,3081,0,0,100,100
25945,BSF66F,cal_static,4,E,ok,ok,3755,3755,0,0,100,100
25945,BSF66F,cal_static,4,F,reject,raw_outlier,2329,2889,0,0,5,5
25945,BSF66F,cal_static,4,G,ok,ok,1995,1995,0,0,100,100
25945,BSF66F,cal_static,4,H,ok,ok,3503,3503,0,0,100,100
2013,BS2DCE,cal_roto,5,A,ok,ok,2517,2517,0,0,100,100
2013,BS2DCE,cal_roto,5,C,ok,ok,3159,3159,0,0,100,100
2013,BS2DCE,cal_roto,5,H,ok,ok,3281,3281,0,0,100,100
2013,BS2DCE,cal_roto,5,F,ok,ok,2512,2512,0,0,100,100
2014,BSDC91,cal_roto,5,A,ok,ok,3249,3249,0,0,100,100
2014,BSDC91,cal_roto,5,C,ok,ok,2615,2615,0,0,100,100
2014,BSDC91,cal_roto,5,E,ok,ok,3182,3182,0,0,100,100
2014,BSDC91,cal_roto,5,F,ok,ok,2561,2561,0,0,100,100
25946,BSF66F,cal_static,4,A,ok,ok,3826,3826,0,0,100,100
25946,BSF66F,cal_static,4,B,ok,ok,2490,2490,0,0,100,100
25946,BSF66F,cal_static,4,C,ok,ok,2107,2107,0,0,100,100
25946,BSF66F,cal_static,4,D,ok,ok,3486,3486,0,0,100,100
2014,BS2DCE,cal_roto,5,A,ok,ok,2528,2528,0,0,100,100
2014,BS2DCE,cal_roto,5,C,ok,ok,3131,3131,0,0,100,100
2014,BS2DCE,cal_roto,5,H,ok,ok,3181,3181,0,0,100,100
2014,BS2DCE,cal_roto,5,F,ok,ok,2572,2572,0,0,100,100
2015,BSDC91,cal_roto,5,A,ok,ok,3439,3439,0,0,100,100
2015,BSDC91,cal_roto,5,C,ok,ok,2630,2630,0,0,100,100
2015,BSDC91,cal_roto,5,E,ok,ok,3273,3273,0,0,100,100
2015,BSDC91,cal_roto,5,F,ok,ok,2146,2146,0,0,100,100
25947,BSF66F,cal_static,4,E,ok,ok,3782,3782,0,0,100,100
25947,BSF66F,cal_static,4,F,reject,raw_outlier,2375,2889,0,0,5,5
25947,BSF66F,cal_static,4,G,ok,ok,1993,1993,0,0,100,100
25947,BSF66F,cal_static,4,H,ok,ok,3487,3487,0,0,100,100
2015,BS2DCE,cal_roto,5,A,ok,ok,2811,2811,0,0,100,100
2015,BS2DCE,cal_roto,5,C,ok,ok,3038,3038,0,0,100,100
2015,BS2DCE,cal_roto,5,F,ok,ok,2749,2749,0,0,100,100
2016,BSDC91,cal_roto,5,A,ok,ok,3662,3662,0,0,100,100
2016,BSDC91,cal_roto,5,C,ok,ok,2787,2787,0,0,100,100
2016,BSDC91,cal_roto,5,E,ok,ok,3461,3461,0,0,100,100
2015,BS2DCE,cal_roto,5,H,ok,ok,2994,2994,0,0,100,100
2016,BSDC91,cal_roto,5,F,ok,ok,1964,1964,0,0,100,100
25948,BSF66F,cal_static,4,A,ok,ok,3853,3853,0,0,100,100
25948,BSF66F,cal_static,4,B,ok,ok,2551,2551,0,0,100,100
2016,BS2DCE,cal_roto,5,C,ok,ok,2925,2925,0,0,100,100
2016,BS2DCE,cal_roto,5,A,ok,ok,3255,3255,0,0,100,100
2016,BS2DCE,cal_roto,5,F,ok,ok,2728,2728,0,0,100,100
25948,BSF66F,cal_static,4,C,ok,ok,2092,2092,0,0,100,100
25948,BSF66F,cal_static,4,D,ok,ok,3567,3567,0,0,100,100
2016,BS2DCE,cal_roto,5,H,ok,ok,2822,2822,0,0,100,100
2017,BSDC91,cal_roto,5,C,ok,ok,2858,2858,0,0,100,100
2017,BSDC91,cal_roto,5,A,ok,ok,3412,3412,0,0,100,100
2017,BSDC91,cal_roto,5,E,ok,ok,3139,3139,0,0,100,100
2017,BSDC91,cal_roto,5,F,ok,ok,1871,1871,0,0,100,100
25949,BSF66F,cal_static,4,E,ok,ok,3770,3770,0,0,100,100
25949,BSF66F,cal_static,4,F,reject,raw_outlier,2326,2889,0,0,5,5
25949,BSF66F,cal_static,4,G,ok,ok,1991,1991,0,0,100,100
25949,BSF66F,cal_static,4,H,ok,ok,3491,3491,0,0,100,100
2017,BS2DCE,cal_roto,5,C,ok,ok,2902,2902,0,0,100,100
2017,BS2DCE,cal_roto,5,A,ok,ok,2779,2779,0,0,100,100
2017,BS2DCE,cal_roto,5,F,ok,ok,2806,2806,0,0,100,100
2017,BS2DCE,cal_roto,5,H,ok,ok,2804,2804,0,0,100,100
2018,BSDC91,cal_roto,5,C,ok,ok,2820,2820,0,0,100,100
2018,BSDC91,cal_roto,5,A,ok,ok,3914,3914,0,0,100,100
2018,BSDC91,cal_roto,5,E,ok,ok,3052,3052,0,0,100,100
2018,BSDC91,cal_roto,5,F,ok,ok,1905,1905,0,0,100,100
25950,BSF66F,cal_static,4,A,ok,ok,3796,3796,0,0,100,100
25950,BSF66F,cal_static,4,B,ok,ok,2502,2502,0,0,100,100
25950,BSF66F,cal_static,4,C,ok,ok,2167,2167,0,0,100,100
2018,BS2DCE,cal_roto,5,A,ok,ok,2701,2701,0,0,100,100
2018,BS2DCE,cal_roto,5,C,ok,ok,2912,2912,0,0,100,100
2018,BS2DCE,cal_roto,5,F,ok,ok,2808,2808,0,0,100,100
25950,BSF66F,cal_static,4,D,ok,ok,3547,3547,0,0,100,100
2018,BS2DCE,cal_roto,5,H,ok,ok,2774,2774,0,0,100,100
2019,BSDC91,cal_roto,5,A,ok,ok,3124,3124,0,0,100,100
2019,BSDC91,cal_roto,5,C,ok,ok,3131,3131,0,0,100,100
2019,BSDC91,cal_roto,5,E,ok,ok,2969,2969,0,0,100,100
2019,BSDC91,cal_roto,5,F,ok,ok,1660,1660,0,0,100,100
25951,BSF66F,cal_static,4,E,ok,ok,3818,3818,0,0,100,100
25951,BSF66F,cal_static,4,F,reject,raw_outlier,2365,2889,0,0,4,4
25951,BSF66F,cal_static,4,G,ok,ok,1985,1985,0,0,100,100
2019,BS2DCE,cal_roto,5,A,ok,ok,2829,2829,0,0,100,100
2019,BS2DCE,cal_roto,5,C,ok,ok,2949,2949,0,0,100,100
25951,BSF66F,cal_static,4,H,timeout,rx_timeout,0,3491,0,0,95,95
2019,BS2DCE,cal_roto,5,F,timeout,rx_timeout,0,2808,0,0,96,96
2019,BS2DCE,cal_roto,5,H,ok,ok,3032,3032,0,0,100,100
2020,BSDC91,cal_roto,5,A,ok,ok,3082,3082,0,0,100,100
2020,BSDC91,cal_roto,5,C,ok,ok,3483,3483,0,0,100,100
2020,BSDC91,cal_roto,5,E,timeout,rx_timeout,0,2969,0,0,94,94
2020,BSDC91,cal_roto,5,F,ok,ok,2270,2270,0,0,100,100
2020,BS2DCE,cal_roto,5,A,ok,ok,2921,2921,0,0,100,100
2020,BS2DCE,cal_roto,5,C,ok,ok,2877,2877,0,0,100,100
2020,BS2DCE,cal_roto,5,F,ok,ok,3185,3185,0,0,96,96
2020,BS2DCE,cal_roto,5,H,ok,ok,2977,2977,0,0,100,100
2021,BSDC91,cal_roto,5,A,ok,ok,2908,2908,0,0,100,100
2021,BSDC91,cal_roto,5,C,ok,ok,3314,3314,0,0,100,100
2021,BSDC91,cal_roto,5,F,ok,ok,2204,2204,0,0,100,100
2021,BSDC91,cal_roto,5,E,ok,ok,3624,3624,0,0,94,94
25952,BSF66F,cal_static,4,A,ok,ok,3777,3777,0,0,100,100
25952,BSF66F,cal_static,4,B,ok,ok,2481,2481,0,0,100,100
25952,BSF66F,cal_static,4,C,ok,ok,2140,2140,0,0,100,100
25952,BSF66F,cal_static,4,D,ok,ok,3519,3519,0,0,100,100
2021,BS2DCE,cal_roto,5,A,ok,ok,2912,2912,0,0,100,100
2021,BS2DCE,cal_roto,5,C,ok,ok,2877,2877,0,0,100,100
2021,BS2DCE,cal_roto,5,H,ok,ok,2846,2846,0,0,100,100
2021,BS2DCE,cal_roto,5,F,ok,ok,3099,3099,0,0,96,96
2022,BSDC91,cal_roto,5,A,ok,ok,2773,2773,0,0,100,100
2022,BSDC91,cal_roto,5,C,ok,ok,3154,3154,0,0,100,100
2022,BSDC91,cal_roto,5,E,ok,ok,3108,3108,0,0,95,95
2022,BSDC91,cal_roto,5,F,ok,ok,2286,2286,0,0,100,100
25953,BSF66F,cal_static,4,E,ok,ok,3791,3791,0,0,100,100
25953,BSF66F,cal_static,4,F,reject,raw_outlier,2378,2889,0,0,4,4
25953,BSF66F,cal_static,4,G,ok,ok,1964,1964,0,0,100,100
25953,BSF66F,cal_static,4,H,ok,ok,3503,3503,0,0,95,95
2022,BS2DCE,cal_roto,5,A,ok,ok,3134,3134,0,0,100,100
2022,BS2DCE,cal_roto,5,C,ok,ok,2893,2893,0,0,100,100
2022,BS2DCE,cal_roto,5,H,ok,ok,3007,3007,0,0,100,100
2022,BS2DCE,cal_roto,5,F,ok,ok,2755,2755,0,0,96,96
2023,BSDC91,cal_roto,5,A,ok,ok,2868,2868,0,0,100,100
2023,BSDC91,cal_roto,5,C,ok,ok,3060,3060,0,0,100,100
2023,BSDC91,cal_roto,5,E,ok,ok,2717,2717,0,0,95,95
2023,BSDC91,cal_roto,5,F,ok,ok,2490,2490,0,0,100,100
25954,BSF66F,cal_static,4,A,ok,ok,3777,3777,0,0,100,100
25954,BSF66F,cal_static,4,B,ok,ok,2565,2565,0,0,100,100
25954,BSF66F,cal_static,4,C,ok,ok,2080,2080,0,0,100,100
2023,BS2DCE,cal_roto,5,A,ok,ok,3104,3104,0,0,100,100
2023,BS2DCE,cal_roto,5,C,ok,ok,2685,2685,0,0,100,100
2023,BS2DCE,cal_roto,5,F,ok,ok,2713,2713,0,0,96,96
25954,BSF66F,cal_static,4,D,ok,ok,3526,3526,0,0,100,100
2023,BS2DCE,cal_roto,5,H,ok,ok,3042,3042,0,0,100,100
25955,BSF66F,cal_static,4,E,ok,ok,3787,3787,0,0,100,100
25955,BSF66F,cal_static,4,F,reject,raw_outlier,2360,2889,0,0,4,4
2024,BSDC91,cal_roto,5,A,ok,ok,2521,2521,0,0,100,100
2024,BSDC91,cal_roto,5,C,ok,ok,3055,3055,0,0,100,100
2024,BSDC91,cal_roto,5,E,ok,ok,2753,2753,0,0,95,95
2024,BSDC91,cal_roto,5,F,ok,ok,2503,2503,0,0,100,100
25955,BSF66F,cal_static,4,G,ok,ok,2006,2006,0,0,100,100
25955,BSF66F,cal_static,4,H,ok,ok,3549,3549,0,0,95,95
2024,BS2DCE,cal_roto,5,C,ok,ok,2684,2684,0,0,100,100
2024,BS2DCE,cal_roto,5,A,ok,ok,3258,3258,0,0,100,100
2024,BS2DCE,cal_roto,5,F,ok,ok,2499,2499,0,0,96,96
2024,BS2DCE,cal_roto,5,H,ok,ok,3151,3151,0,0,100,100
2025,BSDC91,cal_roto,5,C,ok,ok,3131,3131,0,0,100,100
2025,BSDC91,cal_roto,5,A,ok,ok,2350,2350,0,0,100,100
2025,BSDC91,cal_roto,5,E,ok,ok,2578,2578,0,0,95,95
2025,BSDC91,cal_roto,5,F,ok,ok,2622,2622,0,0,100,100
25956,BSF66F,cal_static,4,A,ok,ok,3886,3886,0,0,100,100
25956,BSF66F,cal_static,4,B,ok,ok,2500,2500,0,0,100,100
25956,BSF66F,cal_static,4,C,ok,ok,2138,2138,0,0,100,100
25956,BSF66F,cal_static,4,D,ok,ok,3525,3525,0,0,100,100
2025,BS2DCE,cal_roto,5,C,ok,ok,2663,2663,0,0,100,100
2026,BSDC91,cal_roto,5,C,ok,ok,3145,3145,0,0,100,100
2026,BSDC91,cal_roto,5,A,ok,ok,2558,2558,0,0,100,100
2026,BSDC91,cal_roto,5,E,ok,ok,2536,2536,0,0,95,95
2025,BS2DCE,cal_roto,5,A,ok,ok,3755,3755,0,0,100,100
2025,BS2DCE,cal_roto,5,F,ok,ok,2333,2333,0,0,96,96
2025,BS2DCE,cal_roto,5,H,ok,ok,3390,3390,0,0,100,100
2026,BSDC91,cal_roto,5,F,ok,ok,2572,2572,0,0,100,100
25957,BSF66F,cal_static,4,E,ok,ok,3792,3792,0,0,100,100
25957,BSF66F,cal_static,4,F,reject,raw_outlier,2392,2889,0,0,4,4
25957,BSF66F,cal_static,4,G,ok,ok,2003,2003,0,0,100,100
25957,BSF66F,cal_static,4,H,ok,ok,3507,3507,0,0,95,95
2026,BS2DCE,cal_roto,5,A,ok,ok,3782,3782,0,0,100,100
2026,BS2DCE,cal_roto,5,C,ok,ok,2848,2848,0,0,100,100
2026,BS2DCE,cal_roto,5,F,ok,ok,2129,2129,0,0,100,100
2026,BS2DCE,cal_roto,5,H,ok,ok,3475,3475,0,0,100,100
2027,BSDC91,cal_roto,5,A,ok,ok,2639,2639,0,0,100,100
2027,BSDC91,cal_roto,5,C,ok,ok,3131,3131,0,0,100,100
2027,BSDC91,cal_roto,5,E,ok,ok,2477,2477,0,0,96,96
2027,BSDC91,cal_roto,5,F,ok,ok,2805,2805,0,0,100,100
25958,BSF66F,cal_static,4,A,ok,ok,3841,3841,0,0,100,100
25958,BSF66F,cal_static,4,B,ok,ok,2483,2483,0,0,100,100
25958,BSF66F,cal_static,4,C,ok,ok,2158,2158,0,0,100,100
25958,BSF66F,cal_static,4,D,ok,ok,3496,3496,0,0,100,100
2027,BS2DCE,cal_roto,5,A,ok,ok,3350,3350,0,0,100,100
2027,BS2DCE,cal_roto,5,C,ok,ok,2964,2964,0,0,100,100
2027,BS2DCE,cal_roto,5,F,ok,ok,1987,1987,0,0,100,100
2027,BS2DCE,cal_roto,5,H,ok,ok,3590,3590,0,0,100,100
2028,BSDC91,cal_roto,5,A,ok,ok,2558,2558,0,0,100,100
2028,BSDC91,cal_roto,5,C,ok,ok,2975,2975,0,0,100,100
2028,BSDC91,cal_roto,5,E,ok,ok,2839,2839,0,0,96,96
2028,BSDC91,cal_roto,5,F,ok,ok,2858,2858,0,0,100,100
25959,BSF66F,cal_static,4,E,ok,ok,3825,3825,0,0,100,100
25959,BSF66F,cal_static,4,F,reject,raw_outlier,2323,2889,0,0,4,4
25959,BSF66F,cal_static,4,G,ok,ok,1988,1988,0,0,100,100
25959,BSF66F,cal_static,4,H,ok,ok,3495,3495,0,0,96,96
2028,BS2DCE,cal_roto,5,A,ok,ok,3054,3054,0,0,100,100
2028,BS2DCE,cal_roto,5,C,ok,ok,3142,3142,0,0,100,100
2028,BS2DCE,cal_roto,5,F,ok,ok,1951,1951,0,0,100,100
2028,BS2DCE,cal_roto,5,H,ok,ok,3644,3644,0,0,100,100
2029,BSDC91,cal_roto,5,A,ok,ok,2718,2718,0,0,100,100
2029,BSDC91,cal_roto,5,C,timeout,rx_timeout,0,2975,0,0,96,96
2029,BSDC91,cal_roto,5,F,ok,ok,2957,2957,0,0,100,100
2029,BSDC91,cal_roto,5,E,ok,ok,2923,2923,0,0,96,96
2030,BSDC91,cal_roto,5,A,ok,ok,2843,2843,0,0,100,100
2030,BSDC91,cal_roto,5,C,timeout,rx_timeout,0,2975,0,0,92,92
2030,BSDC91,cal_roto,5,E,ok,ok,2821,2821,0,0,96,96
2030,BSDC91,cal_roto,5,F,ok,ok,2915,2915,0,0,100,100
2029,BS2DCE,cal_roto,5,A,ok,ok,3202,3202,0,0,100,100
2029,BS2DCE,cal_roto,5,C,timeout,rx_timeout,0,3142,0,0,95,95
2029,BS2DCE,cal_roto,5,H,ok,ok,3648,3648,0,0,100,100
25960,BSF66F,cal_static,4,A,ok,ok,3830,3830,0,0,100,100
25960,BSF66F,cal_static,4,B,ok,ok,2479,2479,0,0,100,100
25960,BSF66F,cal_static,4,C,timeout,rx_timeout,0,2158,0,0,96,96
2029,BS2DCE,cal_roto,5,F,ok,ok,2586,2586,0,0,100,100
2031,BSDC91,cal_roto,5,A,ok,ok,2825,2825,0,0,100,100
2031,BSDC91,cal_roto,5,C,timeout,rx_timeout,0,2975,0,0,89,89
25960,BSF66F,cal_static,4,D,ok,ok,3471,3471,0,0,100,100
2031,BSDC91,cal_roto,5,E,ok,ok,2770,2770,0,0,96,96
2031,BSDC91,cal_roto,5,F,ok,ok,3511,3511,0,0,100,100
2030,BS2DCE,cal_roto,5,A,ok,ok,3152,3152,0,0,100,100
2030,BS2DCE,cal_roto,5,D,ok,ok,3565,3565,0,0,100,100
2030,BS2DCE,cal_roto,5,H,ok,ok,3660,3660,0,0,100,100
2032,BSDC91,cal_roto,5,A,ok,ok,2845,2845,0,0,100,100
2032,BSDC91,cal_roto,5,C,timeout,rx_timeout,0,2975,0,0,86,86
2032,BSDC91,cal_roto,5,E,ok,ok,2793,2793,0,0,96,96
2030,BS2DCE,cal_roto,5,F,ok,ok,2777,2777,0,0,100,100
2032,BSDC91,cal_roto,5,F,ok,ok,3508,3508,0,0,100,100
25961,BSF66F,cal_static,4,E,ok,ok,3817,3817,0,0,100,100
25961,BSF66F,cal_static,4,F,reject,raw_outlier,2327,2889,0,0,3,3
25961,BSF66F,cal_static,4,G,ok,ok,2008,2008,0,0,100,100
25961,BSF66F,cal_static,4,H,ok,ok,3482,3482,0,0,96,96
2033,BSDC91,cal_roto,5,C,timeout,rx_timeout,0,2975,0,0,83,83
2033,BSDC91,cal_roto,5,A,ok,ok,2936,2936,0,0,100,100
2033,BSDC91,cal_roto,5,E,ok,ok,2802,2802,0,0,96,96
2031,BS2DCE,cal_roto,5,A,ok,ok,2976,2976,0,0,100,100
2031,BS2DCE,cal_roto,5,D,ok,ok,3490,3490,0,0,100,100
2033,BSDC91,cal_roto,5,F,ok,ok,3389,3389,0,0,100,100
2031,BS2DCE,cal_roto,5,F,ok,ok,2603,2603,0,0,100,100
2031,BS2DCE,cal_roto,5,H,ok,ok,3707,3707,0,0,100,100
2034,BSDC91,cal_roto,5,C,timeout,rx_timeout,0,2975,0,0,81,81
2034,BSDC91,cal_roto,5,A,ok,ok,2994,2994,0,0,100,100
2034,BSDC91,cal_roto,5,E,ok,ok,2919,2919,0,0,96,96
2034,BSDC91,cal_roto,5,F,ok,ok,3384,3384,0,0,100,100
25962,BSF66F,cal_static,4,A,ok,ok,3832,3832,0,0,100,100
25962,BSF66F,cal_static,4,B,ok,ok,2544,2544,0,0,100,100
25962,BSF66F,cal_static,4,C,timeout,rx_timeout,0,2158,0,0,92,92
25962,BSF66F,cal_static,4,D,ok,ok,3464,3464,0,0,100,100
2035,BSDC91,cal_roto,5,A,ok,ok,3039,3039,0,0,100,100
2032,BS2DCE,cal_roto,5,D,ok,ok,3453,3453,0,0,100,100
2032,BS2DCE,cal_roto,5,A,ok,ok,2830,2830,0,0,100,100
2032,BS2DCE,cal_roto,5,F,ok,ok,2553,2553,0,0,100,100
2032,BS2DCE,cal_roto,5,H,ok,ok,3536,3536,0,0,100,100
2035,BSDC91,cal_roto,5,C,timeout,rx_timeout,0,2975,0,0,76,76
2035,BSDC91,cal_roto,5,E,ok,ok,2805,2805,0,0,100,100
2035,BSDC91,cal_roto,5,F,ok,ok,2776,2776,0,0,100,100
2036,BSDC91,cal_roto,5,A,ok,ok,3053,3053,0,0,100,100
2036,BSDC91,cal_roto,5,C,timeout,rx_timeout,0,2975,0,0,72,72
2036,BSDC91,cal_roto,5,E,ok,ok,2871,2871,0,0,100,100
2036,BSDC91,cal_roto,5,F,ok,ok,2740,2740,0,0,100,100
25963,BSF66F,cal_static,4,E,ok,ok,3743,3743,0,0,100,100
25963,BSF66F,cal_static,4,F,reject,raw_outlier,2307,2889,0,0,3,3
25963,BSF66F,cal_static,4,G,ok,ok,1974,1974,0,0,100,100
25963,BSF66F,cal_static,4,H,ok,ok,3469,3469,0,0,96,96
2033,BS2DCE,cal_roto,5,D,ok,ok,3309,3309,0,0,100,100
2033,BS2DCE,cal_roto,5,A,ok,ok,2692,2692,0,0,100,100
2033,BS2DCE,cal_roto,5,F,ok,ok,2769,2769,0,0,100,100
2033,BS2DCE,cal_roto,5,H,ok,ok,3493,3493,0,0,100,100
2037,BSDC91,cal_roto,5,A,ok,ok,3091,3091,0,0,100,100
2037,BSDC91,cal_roto,5,B,ok,ok,2888,2888,0,0,78,78
2037,BSDC91,cal_roto,5,F,ok,ok,2794,2794,0,0,100,100
2037,BSDC91,cal_roto,5,E,ok,ok,2946,2946,0,0,100,100
25964,BSF66F,cal_static,4,A,ok,ok,3843,3843,0,0,100,100
25964,BSF66F,cal_static,4,B,ok,ok,2516,2516,0,0,100,100
25964,BSF66F,cal_static,4,C,timeout,rx_timeout,0,2158,0,0,88,88
25964,BSF66F,cal_static,4,D,ok,ok,3505,3505,0,0,100,100
2034,BS2DCE,cal_roto,5,D,ok,ok,3211,3211,0,0,100,100
2034,BS2DCE,cal_roto,5,A,ok,ok,2556,2556,0,0,100,100
2034,BS2DCE,cal_roto,5,F,ok,ok,2248,2248,0,0,100,100
2034,BS2DCE,cal_roto,5,H,ok,ok,3337,3337,0,0,100,100
2038,BSDC91,cal_roto,5,A,ok,ok,3194,3194,0,0,100,100
2038,BSDC91,cal_roto,5,B,ok,ok,2928,2928,0,0,80,80
2038,BSDC91,cal_roto,5,E,ok,ok,3036,3036,0,0,100,100
2038,BSDC91,cal_roto,5,F,ok,ok,2701,2701,0,0,100,100
25965,BSF66F,cal_static,4,E,ok,ok,3722,3722,0,0,100,100
25965,BSF66F,cal_static,4,F,reject,raw_outlier,2363,2889,0,0,3,3
25965,BSF66F,cal_static,4,G,ok,ok,2002,2002,0,0,100,100
25965,BSF66F,cal_static,4,H,ok,ok,3422,3422,0,0,96,96
2035,BS2DCE,cal_roto,5,A,ok,ok,2543,2543,0,0,100,100
2035,BS2DCE,cal_roto,5,D,ok,ok,3043,3043,0,0,100,100
2035,BS2DCE,cal_roto,5,F,ok,ok,2439,2439,0,0,100,100
2039,BSDC91,cal_roto,5,A,ok,ok,3309,3309,0,0,100,100
2039,BSDC91,cal_roto,5,B,ok,ok,2592,2592,0,0,81,81
2039,BSDC91,cal_roto,5,E,ok,ok,3255,3255,0,0,100,100
2035,BS2DCE,cal_roto,5,H,ok,ok,3160,3160,0,0,100,100
2039,BSDC91,cal_roto,5,F,ok,ok,2410,2410,0,0,100,100
25966,BSF66F,cal_static,4,A,ok,ok,3871,3871,0,0,100,100
25966,BSF66F,cal_static,4,B,ok,ok,2546,2546,0,0,100,100
25966,BSF66F,cal_static,4,C,timeout,rx_timeout,0,2158,0,0,85,85
2036,BS2DCE,cal_roto,5,A,ok,ok,2536,2536,0,0,100,100
2036,BS2DCE,cal_roto,5,D,ok,ok,2932,2932,0,0,100,100
2036,BS2DCE,cal_roto,5,F,ok,ok,2581,2581,0,0,100,100
25966,BSF66F,cal_static,4,D,ok,ok,3473,3473,0,0,100,100
2036,BS2DCE,cal_roto,5,H,ok,ok,3041,3041,0,0,100,100
2040,BSDC91,cal_roto,5,A,ok,ok,3401,3401,0,0,100,100
2040,BSDC91,cal_roto,5,B,ok,ok,2481,2481,0,0,82,82
2040,BSDC91,cal_roto,5,E,ok,ok,3208,3208,0,0,100,100
2040,BSDC91,cal_roto,5,F,ok,ok,2216,2216,0,0,100,100
25967,BSF66F,cal_static,4,E,ok,ok,3806,3806,0,0,100,100
25967,BSF66F,cal_static,4,F,reject,raw_outlier,2387,2889,0,0,3,3
25967,BSF66F,cal_static,4,G,ok,ok,1965,1965,0,0,100,100
25967,BSF66F,cal_static,4,H,ok,ok,3463,3463,0,0,96,96
2037,BS2DCE,cal_roto,5,A,ok,ok,2768,2768,0,0,100,100
2037,BS2DCE,cal_roto,5,D,ok,ok,2807,2807,0,0,100,100
2037,BS2DCE,cal_roto,5,H,ok,ok,2860,2860,0,0,100,100
2037,BS2DCE,cal_roto,5,F,ok,ok,2642,2642,0,0,100,100
2041,BSDC91,cal_roto,5,B,ok,ok,2214,2214,0,0,83,83
2041,BSDC91,cal_roto,5,A,ok,ok,3580,3580,0,0,100,100
2041,BSDC91,cal_roto,5,E,ok,ok,3559,3559,0,0,100,100
2041,BSDC91,cal_roto,5,F,ok,ok,1965,1965,0,0,100,100
25968,BSF66F,cal_static,4,A,ok,ok,3860,3860,0,0,100,100
25968,BSF66F,cal_static,4,B,ok,ok,2528,2528,0,0,100,100
25968,BSF66F,cal_static,4,C,timeout,rx_timeout,0,2158,0,0,82,82
