sweep,peer_name,anchor_id,status,raw_mm,filt_mm,quality_percent,ok_count,fail_count
26253,BSF66F,1,ok,2472,2472,100,646,6
2335,BS2DCE,0,ok,3101,3101,100,1313,0
2335,BS2DCE,3,ok,3060,3060,100,338,1
2327,BSDC91,0,ok,2575,2575,100,1299,3
2327,BSDC91,1,ok,2156,2156,100,302,3
2327,BSDC91,4,ok,2948,2948,100,1297,5
2327,BSDC91,5,ok,2471,2471,100,1301,1
26254,BSF66F,4,ok,3741,3741,100,649,4
26254,BSF66F,5,reject,2373,2889,3,282,371
26254,BSF66F,6,ok,2002,2002,100,653,0
26254,BSF66F,7,ok,3462,3462,100,630,23
2336,BS2DCE,3,ok,3170,3170,100,339,1
2336,BS2DCE,0,ok,3178,3178,100,1314,0
2336,BS2DCE,5,ok,2485,2485,95,1268,20
2336,BS2DCE,7,ok,3140,3140,100,1314,0
2328,BSDC91,0,ok,2383,2383,100,1300,3
2328,BSDC91,1,ok,2263,2263,100,303,3
2328,BSDC91,4,ok,2547,2547,100,1298,5
26255,BSF66F,0,ok,3877,3877,100,653,0
26255,BSF66F,1,ok,2493,2493,100,647,6
26255,BSF66F,2,timeout,0,2158,3,504,149
2337,BS2DCE,0,ok,3795,3795,100,1315,0
2337,BS2DCE,3,ok,3353,3353,100,340,1
2337,BS2DCE,5,ok,2283,2283,96,1269,20
2329,BSDC91,0,ok,2342,2342,100,1301,3
2329,BSDC91,1,ok,2540,2540,100,304,3
26256,BSF66F,4,ok,3818,3818,100,650,4
26256,BSF66F,5,reject,2351,2889,3,282,372
2338,BS2DCE,0,ok,3650,3650,100,1316,0
2338,BS2DCE,3,ok,3515,3515,100,341,1
2330,BSDC91,0,ok,2664,2664,100,1302,3
2330,BSDC91,1,ok,2743,2743,100,305,3
2330,BSDC91,4,ok,2495,2495,100,1300,5
2330,BSDC91,5,ok,2798,2798,100,1304,1
2339,BS2DCE,0,ok,3355,3355,100,1317,0
2339,BS2DCE,3,ok,3541,3541,100,342,1
2339,BS2DCE,5,ok,2022,2022,96,1271,20
2339,BS2DCE,7,ok,3548,3548,100,1317,0
26257,BSF66F,0,ok,3870,3870,100,654,0
26257,BSF66F,1,ok,2493,2493,100,648,6
26257,BSF66F,2,timeout,0,2158,3,504,150
26257,BSF66F,3,ok,3501,3501,100,654,0
2331,BSDC91,0,ok,2561,2561,100,1303,3
2331,BSDC91,1,ok,2804,2804,100,306,3
2331,BSDC91,4,ok,2669,2669,100,1301,5
26258,BSF66F,4,ok,3722,3722,100,651,4
26258,BSF66F,5,reject,2373,2889,3,282,373
26258,BSF66F,6,ok,1981,1981,100,655,0
2340,BS2DCE,0,ok,3121,3121,100,1318,0
2340,BS2DCE,3,ok,3678,3678,100,343,1
2340,BS2DCE,7,ok,3614,3614,100,1318,0
2332,BSDC91,0,ok,2732,2732,100,1304,3
2332,BSDC91,1,ok,2929,2929,100,307,3
26259,BSF66F,0,ok,3690,3690,100,655,0
26259,BSF66F,1,ok,2521,2521,100,649,6
2341,BS2DCE,0,ok,3292,3292,100,1319,0
2341,BS2DCE,3,ok,3639,3639,100,344,1
2333,BSDC91,0,ok,2793,2793,100,1305,3
2333,BSDC91,1,ok,3420,3420,100,308,3
2333,BSDC91,4,ok,2771,2771,100,1303,5
2333,BSDC91,5,ok,3445,3445,100,1307,1
26260,BSF66F,4,ok,3854,3854,100,652,4
26260,BSF66F,5,reject,2370,2889,3,282,374
26260,BSF66F,6,ok,1997,1997,100,656,0
26260,BSF66F,7,ok,3432,3432,100,633,23
2342,BS2DCE,0,ok,2994,2994,100,1320,0
2342,BS2DCE,3,ok,3537,3537,100,345,1
2342,BS2DCE,5,ok,2502,2502,96,1274,20
2342,BS2DCE,7,ok,3679,3679,100,1320,0
2334,BSDC91,0,ok,2926,2926,100,1306,3
2334,BSDC91,1,ok,3146,3146,100,309,3
2334,BSDC91,4,ok,2804,2804,100,1304,5
26261,BSF66F,0,ok,3663,3663,100,656,0
26261,BSF66F,1,ok,2551,2551,100,650,6
26261,BSF66F,2,timeout,0,2158,3,504,152
2343,BS2DCE,0,ok,2805,2805,100,1321,0
2343,BS2DCE,3,ok,3464,3464,100,346,1
2343,BS2DCE,5,ok,2673,2673,96,1275,20
2335,BSDC91,0,ok,3005,3005,100,1307,3
2335,BSDC91,1,ok,3226,3226,100,310,3
26262,BSF66F,4,ok,3815,3815,100,653,4
26262,BSF66F,5,reject,2366,2889,5,282,375
2344,BS2DCE,0,ok,2657,2657,100,1322,0
2344,BS2DCE,3,ok,3358,3358,100,347,1
2336,BSDC91,1,ok,2913,2913,100,311,3
2336,BSDC91,0,ok,3077,3077,100,1308,3
2336,BSDC91,4,ok,2883,2883,100,1306,5
2336,BSDC91,5,ok,2717,2717,100,1310,1
26263,BSF66F,0,ok,3657,3657,100,657,0
26263,BSF66F,1,ok,2529,2529,100,651,6
26263,BSF66F,2,timeout,0,2158,5,504,153
26263,BSF66F,3,ok,3520,3520,100,657,0
2345,BS2DCE,3,ok,3256,3256,100,348,1
2345,BS2DCE,0,ok,2563,2563,100,1323,0
2345,BS2DCE,5,ok,2166,2166,100,1277,20
2345,BS2DCE,7,ok,3438,3438,100,1323,0
2337,BSDC91,0,ok,3220,3220,100,1309,3
2337,BSDC91,1,ok,2960,2960,100,312,3
2337,BSDC91,4,ok,2974,2974,100,1307,5
26264,BSF66F,4,ok,3793,3793,100,654,4
26264,BSF66F,5,reject,2386,2889,5,282,376
26264,BSF66F,6,ok,1964,1964,100,658,0
2346,BS2DCE,0,ok,2519,2519,100,1324,0
2346,BS2DCE,3,ok,3024,3024,100,349,1
2346,BS2DCE,5,ok,2521,2521,100,1278,20
2338,BSDC91,0,ok,3295,3295,100,1310,3
2338,BSDC91,1,ok,2580,2580,100,313,3
26265,BSF66F,0,ok,3725,3725,100,658,0
26265,BSF66F,1,ok,2533,2533,100,652,6
2347,BS2DCE,0,ok,2519,2519,100,1325,0
2347,BS2DCE,3,ok,2965,2965,100,350,1
2339,BSDC91,0,ok,3341,3341,100,1311,3
2339,BSDC91,1,ok,2493,2493,100,314,3
2339,BSDC91,4,ok,3209,3209,100,1309,5
2339,BSDC91,5,ok,2150,2150,100,1313,1
26266,BSF66F,4,ok,3751,3751,100,655,4
26266,BSF66F,5,reject,2353,2889,5,282,377
26266,BSF66F,6,ok,1965,1965,100,659,0
26266,BSF66F,7,ok,3452,3452,100,636,23
2348,BS2DCE,0,ok,2867,2867,100,1326,0
2348,BS2DCE,3,ok,2905,2905,100,351,1
2348,BS2DCE,5,ok,2781,2781,100,1280,20
2348,BS2DCE,7,ok,3037,3037,100,1326,0
2340,BSDC91,0,ok,3581,3581,100,1312,3
2340,BSDC91,1,ok,2328,2328,100,315,3
2340,BSDC91,5,ok,2079,2079,100,1314,1
26267,BSF66F,0,ok,3731,3731,100,659,0
26267,BSF66F,1,ok,2514,2514,100,653,6
26267,BSF66F,2,timeout,0,2158,5,504,155
2349,BS2DCE,0,ok,3369,3369,100,1327,0
2349,BS2DCE,3,ok,2807,2807,100,352,1
2349,BS2DCE,7,ok,2824,2824,100,1327,0
2341,BSDC91,0,ok,3628,3628,100,1313,3
2341,BSDC91,1,ok,2088,2088,100,316,3
26268,BSF66F,4,ok,3764,3764,100,656,4
26268,BSF66F,5,reject,2349,2889,5,282,378
2350,BS2DCE,0,ok,2756,2756,100,1328,0
2350,BS2DCE,3,ok,2795,2795,100,353,1
2342,BSDC91,0,ok,3347,3347,100,1314,3
2342,BSDC91,1,ok,1986,1986,100,317,3
2342,BSDC91,4,ok,3155,3155,100,1312,5
2342,BSDC91,5,ok,1937,1937,100,1316,1
26269,BSF66F,0,ok,3770,3770,100,660,0
26269,BSF66F,1,ok,2464,2464,100,654,6
26269,BSF66F,2,timeout,0,2158,5,504,156
26269,BSF66F,3,ok,3474,3474,100,660,0
2351,BS2DCE,3,ok,2823,2823,100,354,1
2343,BSDC91,0,ok,3116,3116,100,1315,3
2343,BSDC91,1,ok,1858,1858,100,318,3
2343,BSDC91,4,ok,2950,2950,100,1313,5
2351,BS2DCE,0,ok,2827,2827,100,1329,0
2351,BS2DCE,5,ok,2840,2840,100,1283,20
2351,BS2DCE,7,ok,2747,2747,100,1329,0
26270,BSF66F,4,ok,3808,3808,100,657,4
26270,BSF66F,5,reject,2336,2889,4,282,379
26270,BSF66F,6,ok,2044,2044,100,661,0
2352,BS2DCE,0,ok,2841,2841,100,1330,0
2352,BS2DCE,3,ok,2839,2839,100,355,1
2352,BS2DCE,5,ok,2805,2805,100,1284,20
2344,BSDC91,0,ok,3088,3088,100,1316,3
2344,BSDC91,1,ok,1873,1873,100,319,3
26271,BSF66F,0,ok,3703,3703,100,661,0
26271,BSF66F,1,ok,2498,2498,100,655,6
2353,BS2DCE,0,ok,2941,2941,100,1331,0
2353,BS2DCE,3,ok,2867,2867,100,356,1
2345,BSDC91,0,ok,3348,3348,100,1317,3
2345,BSDC91,1,ok,2009,2009,100,320,3
2345,BSDC91,4,ok,2944,2944,100,1315,5
2345,BSDC91,5,ok,2284,2284,100,1319,1
26272,BSF66F,4,ok,3790,3790,100,658,4
26272,BSF66F,5,reject,2350,2889,4,282,380
26272,BSF66F,6,ok,1982,1982,100,662,0
26272,BSF66F,7,ok,3447,3447,100,639,23
2354,BS2DCE,0,ok,3057,3057,100,1332,0
2354,BS2DCE,3,ok,2947,2947,100,357,1
2354,BS2DCE,5,ok,2891,2891,100,1286,20
2354,BS2DCE,7,ok,2952,2952,100,1332,0
2346,BSDC91,0,ok,2764,2764,100,1318,3
2346,BSDC91,1,ok,2297,2297,100,321,3
2346,BSDC91,4,ok,3072,3072,100,1316,5
26273,BSF66F,0,ok,3715,3715,100,662,0
26273,BSF66F,1,ok,2536,2536,100,656,6
26273,BSF66F,2,timeout,0,2158,4,504,158
2355,BS2DCE,0,ok,3158,3158,100,1333,0
2355,BS2DCE,3,ok,3119,3119,100,358,1
2355,BS2DCE,5,ok,2690,2690,100,1287,20
2347,BSDC91,0,ok,2499,2499,100,1319,3
2347,BSDC91,1,ok,2198,2198,100,322,3
26274,BSF66F,4,ok,3779,3779,100,659,4
26274,BSF66F,5,reject,2393,2889,4,282,381
2356,BS2DCE,0,ok,3157,3157,100,1334,0
2356,BS2DCE,3,ok,3227,3227,100,359,1
2348,BSDC91,0,ok,2385,2385,100,1320,3
2348,BSDC91,1,ok,2317,2317,100,323,3
2348,BSDC91,4,ok,2491,2491,100,1318,5
2348,BSDC91,5,ok,2599,2599,100,1322,1
2357,BS2DCE,0,ok,3218,3218,100,1335,0
2357,BS2DCE,3,ok,3345,3345,100,360,1
2357,BS2DCE,5,timeout,0,2472,96,1288,21
2357,BS2DCE,7,ok,3350,3350,100,1335,0
26275,BSF66F,0,ok,3665,3665,100,663,0
26275,BSF66F,1,ok,2480,2480,100,657,6
26275,BSF66F,2,timeout,0,2158,4,504,159
26275,BSF66F,3,ok,3534,3534,100,663,0
2349,BSDC91,0,ok,2399,2399,100,1321,3
2349,BSDC91,1,ok,2546,2546,100,324,3
2349,BSDC91,4,ok,2591,2591,100,1319,5
2358,BS2DCE,0,ok,3716,3716,100,1336,0
2358,BS2DCE,3,ok,3405,3405,100,361,1
2358,BS2DCE,5,ok,2331,2331,96,1289,21
26276,BSF66F,4,ok,3769,3769,100,660,4
26276,BSF66F,5,reject,2373,2889,4,282,382
26276,BSF66F,6,ok,1991,1991,100,664,0
2359,BS2DCE,0,ok,3388,3388,100,1337,0
2359,BS2DCE,3,ok,3436,3436,100,362,1
2350,BSDC91,0,ok,2531,2531,100,1322,3
2350,BSDC91,1,ok,2747,2747,100,325,3
26277,BSF66F,0,ok,3690,3690,100,664,0
26277,BSF66F,1,ok,2482,2482,100,658,6
2360,BS2DCE,3,ok,3491,3491,100,363,1
2360,BS2DCE,0,ok,3454,3454,100,1338,0
2360,BS2DCE,5,ok,2006,2006,96,1291,21
2360,BS2DCE,7,ok,3501,3501,100,1338,0
2351,BSDC91,0,ok,2511,2511,100,1323,3
2351,BSDC91,1,ok,2739,2739,100,326,3
2351,BSDC91,4,ok,2560,2560,100,1321,5
2351,BSDC91,5,ok,2787,2787,100,1325,1
26278,BSF66F,4,ok,3791,3791,100,661,4
26278,BSF66F,5,reject,2351,2889,4,282,383
26278,BSF66F,6,ok,1988,1988,100,665,0
26278,BSF66F,7,ok,3469,3469,100,642,23
2361,BS2DCE,0,ok,3150,3150,100,1339,0
2361,BS2DCE,3,ok,3599,3599,100,364,1
2361,BS2DCE,5,ok,1993,1993,100,1292,21
2352,BSDC91,0,ok,2713,2713,100,1324,3
2352,BSDC91,1,ok,2839,2839,100,327,3
2352,BSDC91,4,ok,2705,2705,100,1322,5
26279,BSF66F,0,ok,3660,3660,100,665,0
26279,BSF66F,1,ok,2535,2535,100,659,6
26279,BSF66F,2,timeout,0,2158,4,504,161
2362,BS2DCE,0,ok,3022,3022,100,1340,0
2362,BS2DCE,3,ok,3707,3707,100,365,1
2353,BSDC91,0,ok,2762,2762,100,1325,3
2353,BSDC91,1,ok,3502,3502,100,328,3
26280,BSF66F,4,ok,3807,3807,100,662,4
26280,BSF66F,5,reject,2314,2889,3,282,384
2363,BS2DCE,0,ok,3122,3122,100,1341,0
2363,BS2DCE,3,ok,3480,3480,100,366,1
2363,BS2DCE,5,ok,2472,2472,100,1294,21
2363,BS2DCE,7,ok,3689,3689,100,1341,0
2354,BSDC91,0,ok,2936,2936,100,1326,3
2354,BSDC91,1,ok,3012,3012,100,329,3
2354,BSDC91,4,ok,2814,2814,100,1324,5
2354,BSDC91,5,ok,3253,3253,100,1328,1
26281,BSF66F,0,ok,3674,3674,100,666,0
26281,BSF66F,1,ok,2549,2549,100,660,6
26281,BSF66F,2,timeout,0,2158,3,504,162
26281,BSF66F,3,ok,3496,3496,100,666,0
2364,BS2DCE,0,ok,2863,2863,100,1342,0
2364,BS2DCE,3,ok,3558,3558,100,367,1
2364,BS2DCE,7,ok,3475,3475,100,1342,0
2355,BSDC91,0,ok,3045,3045,100,1327,3
2355,BSDC91,1,ok,3354,3354,100,330,3
2355,BSDC91,4,ok,2831,2831,100,1325,5
26282,BSF66F,4,ok,3755,3755,100,663,4
26282,BSF66F,5,reject,2370,2889,3,282,385
26282,BSF66F,6,ok,2010,2010,100,667,0
2365,BS2DCE,0,ok,2647,2647,100,1343,0
2365,BS2DCE,3,ok,3361,3361,100,368,1
2356,BSDC91,0,ok,3069,3069,100,1328,3
2356,BSDC91,1,ok,2913,2913,100,331,3
26283,BSF66F,0,ok,3676,3676,100,667,0
26283,BSF66F,1,ok,2532,2532,100,661,6
2366,BS2DCE,0,ok,2566,2566,100,1344,0
2366,BS2DCE,3,ok,3222,3222,100,369,1
2366,BS2DCE,5,ok,2220,2220,100,1297,21
2366,BS2DCE,7,ok,3386,3386,100,1344,0
2357,BSDC91,0,ok,3239,3239,100,1329,3
2357,BSDC91,1,ok,2944,2944,100,332,3
2357,BSDC91,4,ok,3013,3013,100,1327,5
2357,BSDC91,5,ok,2771,2771,100,1331,1
26284,BSF66F,4,ok,3726,3726,100,664,4
26284,BSF66F,5,reject,2313,2889,3,282,386
26284,BSF66F,6,ok,2001,2001,100,668,0
26284,BSF66F,7,ok,3507,3507,100,645,23
2367,BS2DCE,0,ok,2534,2534,100,1345,0
2367,BS2DCE,3,ok,3074,3074,100,370,1
2367,BS2DCE,5,ok,2497,2497,100,1298,21
2358,BSDC91,0,ok,3244,3244,100,1330,3
2358,BSDC91,1,ok,2626,2626,100,333,3
2358,BSDC91,4,ok,3115,3115,100,1328,5
26285,BSF66F,0,ok,3704,3704,100,668,0
26285,BSF66F,1,ok,2534,2534,100,662,6
26285,BSF66F,2,timeout,0,2158,3,504,164
2368,BS2DCE,0,ok,2474,2474,100,1346,0
2368,BS2DCE,3,ok,2992,2992,100,371,1
2359,BSDC91,0,ok,3370,3370,100,1331,3
2359,BSDC91,1,ok,2490,2490,100,334,3
26286,BSF66F,4,ok,3799,3799,100,665,4
26286,BSF66F,5,reject,2328,2889,3,282,387
2369,BS2DCE,3,ok,2896,2896,100,372,1
2369,BS2DCE,0,ok,2855,2855,100,1347,0
2369,BS2DCE,5,ok,2754,2754,100,1300,21
2369,BS2DCE,7,ok,2929,2929,100,1347,0
2360,BSDC91,1,ok,2362,2362,100,335,3
2360,BSDC91,0,ok,3529,3529,100,1332,3
2360,BSDC91,4,ok,3329,3329,100,1330,5
2360,BSDC91,5,ok,2144,2144,100,1334,1
26287,BSF66F,0,ok,3674,3674,100,669,0
26287,BSF66F,1,ok,2523,2523,100,663,6
26287,BSF66F,2,timeout,0,2158,3,504,165
26287,BSF66F,3,ok,3531,3531,100,669,0
2370,BS2DCE,0,ok,3140,3140,100,1348,0
2370,BS2DCE,3,ok,2801,2801,100,373,1
2370,BS2DCE,5,ok,2716,2716,100,1301,21
2361,BSDC91,0,ok,3433,3433,100,1333,3
2361,BSDC91,1,ok,2085,2085,100,336,3
2361,BSDC91,4,ok,3125,3125,100,1331,5
26288,BSF66F,4,ok,3754,3754,100,666,4
26288,BSF66F,5,reject,2365,2889,3,282,388
26288,BSF66F,6,ok,1970,1970,100,670,0
2371,BS2DCE,0,ok,2802,2802,100,1349,0
2371,BS2DCE,3,ok,2823,2823,100,374,1
2362,BSDC91,0,ok,3408,3408,100,1334,3
2362,BSDC91,1,ok,2047,2047,100,337,3
26289,BSF66F,0,ok,3648,3648,100,670,0
26289,BSF66F,1,ok,2499,2499,100,664,6
2372,BS2DCE,0,ok,2786,2786,100,1350,0
2372,BS2DCE,3,ok,2821,2821,100,375,1
2372,BS2DCE,5,ok,2798,2798,100,1303,21
2372,BS2DCE,7,ok,2716,2716,100,1350,0
2363,BSDC91,0,ok,3675,3675,100,1335,3
2363,BSDC91,1,ok,1897,1897,100,338,3
2363,BSDC91,4,ok,3069,3069,100,1333,5
2363,BSDC91,5,ok,1796,1796,100,1337,1
26290,BSF66F,4,ok,3812,3812,100,667,4
26290,BSF66F,5,reject,2339,2889,3,282,389
26290,BSF66F,6,ok,1998,1998,100,671,0
26290,BSF66F,7,ok,3443,3443,100,648,23
2373,BS2DCE,0,ok,2799,2799,100,1351,0
2373,BS2DCE,3,ok,2830,2830,100,376,1
2373,BS2DCE,7,ok,2767,2767,100,1351,0
2364,BSDC91,0,ok,3042,3042,100,1336,3
2364,BSDC91,1,ok,1800,1800,100,339,3
2364,BSDC91,5,ok,2216,2216,100,1338,1
26291,BSF66F,0,ok,3702,3702,100,671,0
26291,BSF66F,1,ok,2588,2588,100,665,6
26291,BSF66F,2,timeout,0,2158,3,504,167
2374,BS2DCE,0,ok,2959,2959,100,1352,0
2374,BS2DCE,3,ok,2790,2790,100,377,1
2365,BSDC91,0,ok,2915,2915,100,1337,3
2365,BSDC91,1,ok,2134,2134,100,340,3
26292,BSF66F,4,ok,3909,3909,100,668,4
26292,BSF66F,5,reject,2388,2889,3,282,390
2375,BS2DCE,3,ok,2883,2883,100,378,1
2375,BS2DCE,0,ok,3022,3022,100,1353,0
2375,BS2DCE,5,ok,3022,3022,100,1306,21
2375,BS2DCE,7,ok,2857,2857,100,1353,0
2366,BSDC91,0,ok,2859,2859,100,1338,3
2366,BSDC91,1,ok,2478,2478,100,341,3
2366,BSDC91,4,ok,2898,2898,100,1336,5
2366,BSDC91,5,ok,2379,2379,100,1340,1
26293,BSF66F,0,ok,3689,3689,100,672,0
26293,BSF66F,1,ok,2498,2498,100,666,6
26293,BSF66F,2,timeout,0,2158,3,504,168
26293,BSF66F,3,ok,3491,3491,100,672,0
2376,BS2DCE,0,ok,3148,3148,100,1354,0
2376,BS2DCE,3,ok,3055,3055,100,379,1
2376,BS2DCE,5,ok,2736,2736,100,1307,21
2367,BSDC91,0,ok,2547,2547,100,1339,3
2367,BSDC91,1,ok,2513,2513,100,342,3
2367,BSDC91,4,ok,2700,2700,100,1337,5
26294,BSF66F,4,ok,3769,3769,100,669,4
26294,BSF66F,5,reject,2368,2889,5,282,391
26294,BSF66F,6,ok,1984,1984,100,673,0
2377,BS2DCE,0,ok,3150,3150,100,1355,0
2377,BS2DCE,3,ok,3206,3206,100,380,1
2368,BSDC91,0,ok,2508,2508,100,1340,3
2368,BSDC91,1,ok,2347,2347,100,343,3
26295,BSF66F,0,ok,3681,3681,100,673,0
26295,BSF66F,1,ok,2466,2466,100,667,6
2378,BS2DCE,0,ok,3291,3291,100,1356,0
2378,BS2DCE,3,ok,3293,3293,100,381,1
2378,BS2DCE,5,ok,2378,2378,100,1309,21
2378,BS2DCE,7,ok,3275,3275,100,1356,0
2369,BSDC91,0,ok,2302,2302,100,1341,3
2369,BSDC91,1,ok,2463,2463,100,344,3
2369,BSDC91,4,ok,2541,2541,100,1339,5
2369,BSDC91,5,ok,2559,2559,100,1343,1
26296,BSF66F,4,ok,3765,3765,100,670,4
26296,BSF66F,5,reject,2382,2889,5,282,392
26296,BSF66F,6,ok,2021,2021,100,674,0
26296,BSF66F,7,ok,3478,3478,100,651,23
2379,BS2DCE,0,ok,3207,3207,100,1357,0
2379,BS2DCE,3,ok,3417,3417,100,382,1
2379,BS2DCE,5,ok,2162,2162,100,1310,21
2370,BSDC91,0,ok,2582,2582,100,1342,3
2370,BSDC91,1,ok,2640,2640,100,345,3
2370,BSDC91,4,ok,2479,2479,100,1340,5
26297,BSF66F,0,ok,3650,3650,100,674,0
26297,BSF66F,1,ok,2510,2510,100,668,6
26297,BSF66F,2,timeout,0,2158,5,504,170
2380,BS2DCE,0,ok,3663,3663,100,1358,0
2380,BS2DCE,3,ok,3523,3523,100,383,1
2371,BSDC91,0,ok,2550,2550,100,1343,3
2371,BSDC91,1,ok,2721,2721,100,346,3
26298,BSF66F,4,ok,3774,3774,100,671,4
26298,BSF66F,5,reject,2367,2889,5,282,393
2381,BS2DCE,0,ok,3276,3276,100,1359,0
2381,BS2DCE,3,ok,3585,3585,100,384,1
2381,BS2DCE,5,ok,1985,1985,100,1312,21
2381,BS2DCE,7,ok,3596,3596,100,1359,0
2372,BSDC91,0,ok,2669,2669,100,1344,3
2372,BSDC91,1,ok,2865,2865,100,347,3
2372,BSDC91,4,ok,2544,2544,100,1342,5
2372,BSDC91,5,ok,2882,2882,100,1346,1
26299,BSF66F,0,ok,3635,3635,100,675,0
26299,BSF66F,1,ok,2495,2495,100,669,6
26299,BSF66F,2,timeout,0,2158,5,504,171
26299,BSF66F,3,ok,3502,3502,100,675,0
2382,BS2DCE,0,ok,3049,3049,100,1360,0
2382,BS2DCE,3,ok,3822,3822,100,385,1
2382,BS2DCE,5,ok,2004,2004,100,1313,21
2373,BSDC91,0,ok,2730,2730,100,1345,3
2373,BSDC91,1,ok,3110,3110,100,348,3
2373,BSDC91,4,ok,2921,2921,100,1343,5
26300,BSF66F,4,ok,3864,3864,100,672,4
26300,BSF66F,5,reject,2394,2889,5,282,394
26300,BSF66F,6,ok,1925,1925,100,676,0
2383,BS2DCE,0,ok,3062,3062,100,1361,0
2383,BS2DCE,3,ok,3585,3585,100,386,1
2374,BSDC91,0,ok,2874,2874,100,1346,3
2374,BSDC91,1,ok,3640,3640,100,349,3
2384,BS2DCE,3,ok,3502,3502,100,387,1
2384,BS2DCE,0,ok,3061,3061,100,1362,0
2384,BS2DCE,5,ok,2468,2468,95,1314,22
2384,BS2DCE,7,ok,3748,3748,94,1361,1
26301,BSF66F,0,ok,3624,3624,100,676,0
26301,BSF66F,1,ok,2545,2545,100,670,6
2375,BSDC91,0,ok,2972,2972,100,1347,3
2385,BS2DCE,0,ok,2853,2853,100,1363,0
2385,BS2DCE,3,ok,3530,3530,100,388,1
2385,BS2DCE,5,ok,2518,2518,96,1315,22
2375,BSDC91,1,ok,3700,3700,100,350,3
2375,BSDC91,4,ok,2912,2912,100,1345,5
2375,BSDC91,5,ok,3144,3144,100,1349,1
26302,BSF66F,4,ok,3824,3824,100,673,4
26302,BSF66F,5,reject,2368,2889,4,282,395
26302,BSF66F,6,ok,1947,1947,100,677,0
26302,BSF66F,7,ok,3459,3459,100,654,23
2386,BS2DCE,0,ok,2738,2738,100,1364,0
2386,BS2DCE,3,ok,3388,3388,100,389,1
2376,BSDC91,0,ok,3035,3035,100,1348,3
2376,BSDC91,1,ok,3044,3044,100,351,3
2376,BSDC91,4,ok,2926,2926,100,1346,5
26303,BSF66F,0,ok,3662,3662,100,677,0
26303,BSF66F,1,ok,2553,2553,100,671,6
26303,BSF66F,2,timeout,0,2158,4,504,173
2387,BS2DCE,0,ok,2603,2603,100,1365,0
2387,BS2DCE,3,ok,3271,3271,100,390,1
2387,BS2DCE,5,ok,2521,2521,96,1317,22
2387,BS2DCE,7,ok,3464,3464,95,1364,1
2377,BSDC91,0,ok,3151,3151,100,1349,3
2377,BSDC91,1,ok,2829,2829,100,352,3
26304,BSF66F,4,ok,3726,3726,100,674,4
26304,BSF66F,5,reject,2375,2889,4,282,396
2388,BS2DCE,0,ok,2517,2517,100,1366,0
2388,BS2DCE,3,ok,3136,3136,100,391,1
2388,BS2DCE,7,ok,3317,3317,95,1365,1
2378,BSDC91,0,ok,3270,3270,100,1350,3
2378,BSDC91,1,ok,2816,2816,100,353,3
2378,BSDC91,4,ok,3094,3094,100,1348,5
2378,BSDC91,5,ok,2619,2619,100,1352,1
26305,BSF66F,0,ok,3664,3664,100,678,0
26305,BSF66F,1,ok,2496,2496,100,672,6
26305,BSF66F,2,timeout,0,2158,4,504,174
26305,BSF66F,3,ok,3423,3423,100,678,0
2389,BS2DCE,0,ok,2555,2555,100,1367,0
2389,BS2DCE,3,ok,3012,3012,100,392,1
2379,BSDC91,0,ok,3261,3261,100,1351,3
2379,BSDC91,1,ok,2432,2432,100,354,3
2379,BSDC91,4,ok,3309,3309,100,1349,5
26306,BSF66F,4,ok,3791,3791,100,675,4
26306,BSF66F,5,reject,2383,2889,4,282,397
26306,BSF66F,6,ok,2009,2009,100,679,0
2390,BS2DCE,0,ok,2515,2515,100,1368,0
2390,BS2DCE,3,ok,2944,2944,100,393,1
2390,BS2DCE,5,ok,2599,2599,96,1320,22
2390,BS2DCE,7,ok,2982,2982,95,1367,1
2380,BSDC91,0,ok,3427,3427,100,1352,3
2380,BSDC91,1,ok,2441,2441,100,355,3
2391,BS2DCE,0,ok,2816,2816,100,1369,0
2391,BS2DCE,3,ok,2819,2819,100,394,1
2391,BS2DCE,5,ok,2611,2611,96,1321,22
26307,BSF66F,0,ok,3689,3689,100,679,0
26307,BSF66F,1,ok,2566,2566,100,673,6
2381,BSDC91,0,ok,3541,3541,100,1353,3
2381,BSDC91,1,ok,2099,2099,100,356,3
2381,BSDC91,4,ok,3383,3383,100,1351,5
2381,BSDC91,5,ok,2000,2000,100,1355,1
26308,BSF66F,4,ok,3753,3753,100,676,4
26308,BSF66F,5,reject,2391,2889,4,282,398
26308,BSF66F,6,ok,1986,1986,100,680,0
26308,BSF66F,7,ok,3463,3463,100,657,23
2392,BS2DCE,0,ok,3208,3208,100,1370,0
2392,BS2DCE,3,ok,2791,2791,100,395,1
2382,BSDC91,0,ok,3592,3592,100,1354,3
2382,BSDC91,1,ok,2072,2072,100,357,3
2382,BSDC91,4,ok,2964,2964,100,1352,5
26309,BSF66F,0,ok,3696,3696,100,680,0
26309,BSF66F,1,ok,2479,2479,100,674,6
26309,BSF66F,2,timeout,0,2158,4,504,176
2383,BSDC91,0,ok,3352,3352,100,1355,3
2383,BSDC91,1,ok,1971,1971,100,358,3
2393,BS2DCE,3,ok,2827,2827,100,396,1
2393,BS2DCE,0,ok,2785,2785,100,1371,0
2393,BS2DCE,5,ok,2748,2748,100,1323,22
2393,BS2DCE,7,ok,2702,2702,96,1370,1
26310,BSF66F,4,ok,3851,3851,100,677,4
26310,BSF66F,5,reject,2330,2889,4,282,399
