phase,material,wall_count,walls,distance_cm,seed,metal_box_count,device,tag_points,trials,samples,range_bias_mean_m,range_sigma_mean_m,hor_err_p50_m,hor_err_p90_m,hor_err_p95_m,z_err_p50_m,z_err_p90_m,z_err_p95_m,pos_err_p50_m,pos_err_p90_m,pos_err_p95_m,failure_gt_0p5m_ratio,failure_gt_1p0m_ratio
phase2,phase1_default_wall,4,x_min+x_max+y_min+y_max,120,4,6,cuda:0,847,96,81312,0.013185772113502026,0.03689834102988243,0.026720331981778145,0.05134524405002594,0.06005247309803963,0.03063182160258293,0.07359887659549713,0.08752813190221786,0.046752139925956726,0.08375127613544464,0.09610135853290558,0.0,0.0
