host_elapsed_s,host_epoch_s,sweep,conn_id,peer_name,tag_id,plan,pmode,anchor_id,raw_mm,range_mm,quality_percent,valid,status,quality_flag_percent,first_to_last_us,frame_us,poll_count
0.029918,1777925255.935283,2599,,BS2DCE,,f,0,0,2592,2592,100,1,O,98,0,701,8
0.029918,1777925255.935283,2599,,BS2DCE,,f,0,1,2884,2884,100,1,O,98,0,701,8
0.029918,1777925255.935283,2599,,BS2DCE,,f,0,2,3229,3229,100,1,O,98,0,701,8
0.029918,1777925255.935283,2599,,BS2DCE,,f,0,3,2828,2828,100,1,O,98,0,701,8
0.029918,1777925255.935283,2599,,BS2DCE,,f,0,4,2475,2475,100,1,O,98,0,701,8
0.029918,1777925255.935283,2599,,BS2DCE,,f,0,5,2754,2754,100,1,O,98,0,701,8
0.029918,1777925255.935283,2599,,BS2DCE,,f,0,6,3102,3102,100,1,O,98,0,701,8
0.029918,1777925255.935283,2599,,BS2DCE,,f,0,7,2991,2991,87,1,O,98,0,701,8
0.194772,1777925256.100137,2600,,BS2DCE,,f,0,0,2637,2637,100,1,O,98,0,701,8
0.194772,1777925256.100137,2600,,BS2DCE,,f,0,1,2885,2885,100,1,O,98,0,701,8
0.194772,1777925256.100137,2600,,BS2DCE,,f,0,2,3215,3215,100,1,O,98,0,701,8
0.194772,1777925256.100137,2600,,BS2DCE,,f,0,3,2922,2922,100,1,O,98,0,701,8
0.194772,1777925256.100137,2600,,BS2DCE,,f,0,4,2467,2467,100,1,O,98,0,701,8
0.194772,1777925256.100137,2600,,BS2DCE,,f,0,5,2874,2874,100,1,O,98,0,701,8
0.194772,1777925256.100137,2600,,BS2DCE,,f,0,6,3035,3035,100,1,O,98,0,701,8
0.194772,1777925256.100137,2600,,BS2DCE,,f,0,7,2936,2936,88,1,O,98,0,701,8
0.217337,1777925256.122702,2601,,BS2DCE,,f,0,0,2569,2569,100,1,O,98,0,701,8
0.217337,1777925256.122702,2601,,BS2DCE,,f,0,1,3068,3068,100,1,O,98,0,701,8
0.217337,1777925256.122702,2601,,BS2DCE,,f,0,2,3238,3238,100,1,O,98,0,701,8
