L,P,I,T,stress_count,p50_mean,p95_mean,p95_worst,p95_std_across_stress,rmse_mean,horiz_xz_p95_mean,vertical_y_p95_mean,sameP_delta_p95_mean,sameP_improved_fraction,b0_delta_p95_mean,radius_abs_mean,thickness_p95_mean,deltaR_rms_mean,sensor_label,experiment_short,robust_score,robust_rank
L20,P4,I3,T2,5,72.99313690647064,124.06514885116776,131.88056620467336,5.0267874250174795,81.21655657744279,86.11993393773197,101.58030538774263,14.821087091859715,1.0,107.73698914430994,20.075719212179024,114.48572053556038,388.06782074246433,L20 Xsens MTi-3,X_A0_U4_P4_L20_I3_T2,183.69093333017258,1
L20,P4,I5,T2,5,74.12584872151294,123.1743411392583,137.70074487246467,9.142300283236763,81.6957756607402,86.97494622843983,94.66724592579224,15.711894803769184,0.96,108.62779685621942,17.302353758217375,112.35180082787363,329.5955139622097,L20 Xsens MTi-3,X_A0_U4_P4_L20_I5_T2,184.2943982678597,2
L20,P4,I5,T4,5,74.42204675434253,128.36976008489754,129.4367304524901,0.7650036699649624,82.3810840897784,87.71226465475979,104.10884791344111,10.516475858129962,1.0,103.4323779105802,22.750998639660324,104.18123507631222,409.29903825241155,L20 Xsens MTi-3,X_A0_U4_P4_L20_I5_T4,186.6706820401834,3
L16,P4,I5,T4,5,74.58751277514259,129.10780866303128,131.75750715449345,1.6820377775645372,82.27004196492686,87.85884263665298,103.87725700449978,9.778427279996214,1.0,102.69432933244646,22.83468166587299,107.17971061603323,417.077787931856,L16 ICM-45686,X_A0_U4_P4_L16_I5_T4,188.8552859395099,4
L16,P4,I3,T2,5,74.29225596832325,127.05225087105453,137.63458547138958,7.02712006943297,82.7353609758997,88.46220368602226,103.69238181209758,11.833985071972954,0.9199999999999999,104.74988712442318,20.42608709116089,119.25160054019102,367.1500376830507,L16 ICM-45686,X_A0_U4_P4_L16_I3_T2,190.15359959907627,5
L20,P3,I5,T2,5,81.40462854541072,135.31120874398403,151.45223677133725,10.860319243563087,88.87769360308724,105.37530548816683,98.93832661096955,64.9654202601693,1.0,96.49092925149371,38.47023389581972,121.43521168885016,281.00550066117637,L20 Xsens MTi-3,X_A0_U4_P3_L20_I5_T2,190.29341830223728,6
L20,P4,I5,T3,5,74.78223379916969,130.5562784015047,131.59104376392088,0.6278646167836149,82.84981558960581,88.37753293560968,104.3683452249835,8.32995754152277,1.0,101.245859593973,23.10572608808861,105.4901322803391,412.2241142587044,L20 Xsens MTi-3,X_A0_U4_P4_L20_I5_T3,190.3541741755472,7
L16,P4,I5,T2,5,75.46291719454481,126.25422617701778,142.55091089837214,11.829840912871775,82.95170061701707,90.92498584276852,98.2083157607278,12.632009766009691,0.8400000000000001,105.54791181845992,17.710771079146234,117.20824067509038,352.60814284342746,L16 ICM-45686,X_A0_U4_P4_L16_I5_T2,190.57027865120915,8
L16,P4,I5,T3,5,74.95364135778325,130.9255950535146,132.51541875053186,1.0797853000924944,82.98960841966974,88.3384488545692,104.19745509587713,7.960640889512881,1.0,100.87654294196312,23.160115340256645,108.20808121358866,416.10885379690336,L16 ICM-45686,X_A0_U4_P4_L16_I5_T3,191.5470435758608,9
L20,P1,I5,T2,5,80.01678307668729,134.04941412211528,150.98021853976599,11.845087034572714,87.82416947379328,102.85358520166521,98.550068325394,45.531861248788005,1.0,97.75272387336244,35.4806375900276,118.91515560002249,301.52133726869516,L20 Xsens MTi-3,X_A0_U4_P1_L20_I5_T2,193.34679863883974,10
L20,P4,I3,T4,5,75.18730273292712,132.01901233584027,133.8052513844793,1.315438222313687,83.24355321681416,88.35039848060019,105.48124847217375,6.867223607187218,1.0,99.78312565963745,23.31186291436781,109.555341821451,415.9078670706193,L20 Xsens MTi-3,X_A0_U4_P4_L20_I3_T4,193.56734569182885,11
L16,P4,I3,T4,5,75.00550496212585,132.2865129318197,133.24192779391905,0.6259215881833916,83.59501283666623,88.97748685744419,105.70118742673849,6.599723011207803,1.0,99.51562506365804,23.361455766618384,112.4127637148877,405.5995404956733,L16 ICM-45686,X_A0_U4_P4_L16_I3_T4,194.13317146412254,12
L20,P0,I5,T2,5,83.80536018006492,143.4077430395626,158.53973028331114,9.973189365415378,92.47672361861964,107.98733821333394,107.87114294464524,88.39439495591513,1.0,88.39439495591513,38.85788706702216,122.51361873776678,272.9168970276438,L20 Xsens MTi-3,X_A0_U4_P0_L20_I5_T2,195.17509271040774,13
L20,P4,I3,T3,5,75.56118454779555,133.37123453465264,134.9568445210498,1.152712116790859,83.6551687020063,89.09590750343949,105.48839208479254,5.515001408374823,1.0,98.43090346082506,23.473172568595288,113.22611767569035,413.5840566793439,L20 Xsens MTi-3,X_A0_U4_P4_L20_I3_T3,196.2112974162799,14
L16,P4,I3,T3,5,75.3144409320821,133.51371314930967,134.2732791777259,0.516084531907638,83.90593903588355,89.74653490921582,105.74070460620064,5.372522793717807,1.0,98.28842484616804,23.504602693421873,114.71418059722505,406.7900348895882,L16 ICM-45686,X_A0_U4_P4_L16_I3_T3,196.37335725266803,15
L2,P4,I5,T3,5,76.54828221773576,133.48923855710376,135.5314437405981,1.331180819674093,85.0564719441401,92.82587189629189,108.10993105563708,5.396997385923729,1.0,98.31289943837398,23.51724159848269,115.85689979132717,392.90771505372913,L2 MPU6050/JY61P-like,X_A0_U4_P4_L2_I5_T3,196.95452948853122,16
L2,P4,I5,T4,5,77.44038515936225,133.38522064697622,135.63736440907806,1.5862050059250121,86.02965661889331,93.50090231454253,109.236227833837,5.501015296051269,0.96,98.4169173485015,23.39008191834464,117.16786635138378,385.14533223078115,L2 MPU6050/JY61P-like,X_A0_U4_P4_L2_I5_T4,197.0582243188483,17
L20,P3,I3,T2,5,83.47339596331997,140.61313632757,150.53274015068297,7.001996044972376,91.12776130917881,109.83423858825351,105.92988928506843,59.6634926765833,1.0,91.18900166790772,43.59267475038293,128.05257036401318,305.5987136869563,L20 Xsens MTi-3,X_A0_U4_P3_L20_I3_T2,197.59160776576516,18
L16,P4,I5,T5,5,75.94092799402827,134.23764592635172,135.0987771750349,0.582641214172886,84.37077866617403,89.78166850448596,104.7824445574787,4.648590016675777,1.0,97.56449206912602,23.59064583830561,115.35699250585049,410.1836091708369,L16 ICM-45686,X_A0_U4_P4_L16_I5_T5,197.66361930932254,19
L20,P4,I5,T5,5,75.93480234066685,134.3251759252298,134.99775631743853,0.5224726429396421,84.09477958513096,90.2151167687075,105.08013513341925,4.561060017797704,1.0,97.47696207024794,23.577745404060536,115.22740343480504,410.6788872637434,L20 Xsens MTi-3,X_A0_U4_P4_L20_I5_T5,197.71823614710462,20
