stress_id,L,P,I,T,n,p50_mean,p95_mean,p95_std,rmse_mean,horiz_xz_p95_mean,vertical_y_p95_mean,sameP_delta_p95_mean,sameP_improved_fraction,b0_delta_p95_mean,radius_abs_mean,thickness_p95_mean,deltaR_rms_mean,sensor_label,experiment_short,stress_rank
ST0_nominal,L16,P0,I3,T2,5,85.42262068482405,150.25089054769757,3.218491766091072,95.20404965087944,113.19952185994812,117.57162658939151,81.55124744778016,1.0,81.55124744778016,45.236280200729354,135.3723278452423,334.4781284352322,L16 ICM-45686,X_A0_U4_P0_L16_I3_T2,49
ST0_nominal,L16,P0,I3,T3,5,93.17302976496032,191.63131950396283,1.8692829799064277,113.82680738456224,140.88315028406996,151.00361489594826,40.170818491514886,1.0,40.170818491514886,55.37085293951863,145.79626230260953,182.20025566762763,L16 ICM-45686,X_A0_U4_P0_L16_I3_T3,135
ST0_nominal,L16,P0,I3,T4,5,91.06269693172796,185.2370671201493,2.980445595496014,111.23311781380494,137.12517007846918,145.41678937296223,46.565070875328416,1.0,46.565070875328416,54.59087495817373,144.66365433550055,205.65380525248673,L16 ICM-45686,X_A0_U4_P0_L16_I3_T4,131
ST0_nominal,L16,P0,I3,T5,5,98.52896982578297,204.13161790006947,0.5430087288747968,120.39155064631741,149.76007859709745,164.77044451327228,27.67052009540825,1.0,27.67052009540825,57.110573799799475,156.90571211875303,130.20958481557642,L16 ICM-45686,X_A0_U4_P0_L16_I3_T5,142
ST0_nominal,L16,P0,I5,T2,5,78.86547596791335,134.24257322606564,4.749683109217297,86.03396785775077,98.72680271267359,103.0056081486769,97.5595647694121,1.0,97.5595647694121,37.93994320780468,121.81609100565547,309.8318027469266,L16 ICM-45686,X_A0_U4_P0_L16_I5_T2,29
ST0_nominal,L16,P0,I5,T3,5,89.50453257064571,176.87269444719672,0.41687479441283787,107.95771205340495,130.39081610205963,139.8058553197392,54.929443548280986,1.0,54.929443548280986,53.766812773997174,142.7710290332259,225.82849087151104,L16 ICM-45686,X_A0_U4_P0_L16_I5_T3,117
ST0_nominal,L16,P0,I5,T4,5,87.7634284890488,169.3195660297136,1.2754605723369024,104.5073834925234,125.4326378444878,134.48059058647817,62.48257196576412,1.0,62.48257196576412,52.616145091105274,139.67916362410395,249.33814216616125,L16 ICM-45686,X_A0_U4_P0_L16_I5_T4,100
ST0_nominal,L16,P0,I5,T5,5,95.02125028361093,195.54869465012882,1.01851078202712,116.02602914205484,142.87331297662982,154.89878705923417,36.253443345348906,1.0,36.253443345348906,56.01666958969774,146.62897454147475,162.04349468909754,L16 ICM-45686,X_A0_U4_P0_L16_I5_T5,138
ST0_nominal,L16,P1,I3,T2,5,80.37300755394958,135.20706193370393,2.513741212934036,88.10549919636082,106.09325888464825,104.90127850017582,44.374213437199366,1.0,96.59507606177381,41.19928196299728,128.83192093371161,389.21322927128693,L16 ICM-45686,X_A0_U4_P1_L16_I3_T2,31
ST0_nominal,L16,P1,I3,T3,5,85.73755008168214,161.90735174233032,1.3917867788787506,98.67565890726658,125.15686387834747,118.28964810522393,17.673923628572965,1.0,69.8947862531474,50.46526202954374,129.13766055974696,293.4820809779818,L16 ICM-45686,X_A0_U4_P1_L16_I3_T3,80
ST0_nominal,L16,P1,I3,T4,5,84.83482862222166,158.84884469915897,1.1291970530260083,97.19429764242807,122.18355929977979,116.7154742692671,20.732430671744318,1.0,72.95329329631875,49.944001126361954,127.00148446816203,307.6056198449356,L16 ICM-45686,X_A0_U4_P1_L16_I3_T4,74
ST0_nominal,L16,P1,I3,T5,5,88.02474154803762,169.67401300520027,0.7753492127544659,102.93014690360694,131.70820403459712,122.97811808183278,9.90726236570302,1.0,62.128124990277456,51.36237878545198,133.04785632504394,262.6226778838212,L16 ICM-45686,X_A0_U4_P1_L16_I3_T5,104
ST0_nominal,L16,P1,I5,T2,5,76.1264595775973,122.2272160332951,2.1377302844580677,80.86366607914407,93.96055434192768,93.03117405765258,57.35405933760818,1.0,109.57492196218261,34.679123750529676,117.22249444154632,342.0294987317176,L16 ICM-45686,X_A0_U4_P1_L16_I5_T2,4
ST0_nominal,L16,P1,I5,T3,5,84.18714561354435,153.9262979672098,2.15261227834871,95.36945774311546,118.10193717168283,113.62921140484396,25.654977403693493,1.0,77.87584002826793,49.33028412679443,124.60283601826404,314.5512782670015,L16 ICM-45686,X_A0_U4_P1_L16_I5_T3,61
ST0_nominal,L16,P1,I5,T4,5,82.93171029698375,148.3183714960015,2.695386771690055,93.5149108002735,114.70108547998393,110.30828543181818,31.262903874901763,1.0,83.4837664994762,48.37727948879179,122.04006345924734,327.38777506962026,L16 ICM-45686,X_A0_U4_P1_L16_I5_T4,43
ST0_nominal,L16,P1,I5,T5,5,86.75375835302853,163.44965026770447,0.8236337470075775,99.99421569320043,127.21604212922935,119.62811393943306,16.131625103198832,1.0,68.35248772777327,50.843454517046425,131.1800742689872,280.0995308207901,L16 ICM-45686,X_A0_U4_P1_L16_I5_T5,83
ST0_nominal,L16,P2,I3,T2,5,86.62991941801062,141.1781465651087,1.5455544040674003,93.31382455674881,108.8851585046981,107.3337615854088,50.16840408184203,1.0,90.62399143036902,33.25710556059519,128.7898956897684,342.9578798480805,L16 ICM-45686,X_A0_U4_P2_L16_I3_T2,41
ST0_nominal,L16,P2,I3,T3,5,93.18847015301256,172.97866775202587,1.2037347819908415,105.15890608187473,132.48666188678175,129.1072523535901,18.36788289492485,1.0,58.82347024345184,48.43570666744251,137.6676529395041,232.95861303759733,L16 ICM-45686,X_A0_U4_P2_L16_I3_T3,112
ST0_nominal,L16,P2,I3,T4,5,92.17562035732195,168.29818973379173,0.8867403661624023,103.56400631079842,128.7463847553563,125.9281206690353,23.04836091315901,1.0,63.50394826168599,47.35883100979858,134.87095169599644,249.29448393746105,L16 ICM-45686,X_A0_U4_P2_L16_I3_T4,97
ST0_nominal,L16,P2,I3,T5,5,95.64120654330917,182.24972358032727,0.5665093712862577,109.1572733425435,139.20126596861945,136.96679902450074,9.096827066623451,1.0,49.55241441515044,50.33641411267914,140.52047238275773,197.12192071892315,L16 ICM-45686,X_A0_U4_P2_L16_I3_T5,124
ST0_nominal,L16,P2,I5,T2,5,81.03718798834754,128.41887996612803,2.1285356648269573,86.5657216824389,98.31696524248063,97.35831624870579,62.927670680822715,1.0,103.38325802934972,24.86919355332455,117.62865632743542,310.3833651872644,L16 ICM-45686,X_A0_U4_P2_L16_I5_T2,10
ST0_nominal,L16,P2,I5,T3,5,91.06929934205733,163.8854708001623,1.1843832328531148,102.13848462778937,125.43220424408045,121.83991045442835,27.46107984678842,1.0,67.9166671953154,46.141027331398334,131.5872465064466,260.09310419136807,L16 ICM-45686,X_A0_U4_P2_L16_I5_T3,87
ST0_nominal,L16,P2,I5,T4,5,89.81464780072938,158.29314229202583,1.0543696162995402,100.5044290569635,121.00285758172868,118.07328950300935,33.05340835492488,1.0,73.50899570345186,44.40458226567982,127.78241974342237,276.4201406476294,L16 ICM-45686,X_A0_U4_P2_L16_I5_T4,72
