experiment_id,deployability,description,track_count,capture_count,sample_err3d_n,sample_err3d_p50_mm,sample_err3d_p90_mm,sample_err3d_p95_mm,sample_err3d_rmse_mm,sample_err_horizontal_xz_n,sample_err_horizontal_xz_p50_mm,sample_err_horizontal_xz_p90_mm,sample_err_horizontal_xz_p95_mm,sample_err_horizontal_xz_rmse_mm,sample_err_vertical_y_n,sample_err_vertical_y_p50_mm,sample_err_vertical_y_p90_mm,sample_err_vertical_y_p95_mm,sample_err_vertical_y_rmse_mm,trackmedian_err3d_p50_mm,trackmedian_err3d_p95_mm,trackmedian_err3d_rmse_mm,trackmedian_horizontal_xz_p95_mm,trackmedian_vertical_y_p95_mm,trackmedian_turn_center_abs_error_3d_mm,trackmedian_turn_center_abs_error_xz_mm,trackmedian_turn_center_abs_error_y_mm,trackmedian_radius_error_abs_mm,trackmedian_circle_thickness_rms_mm,trackmedian_circle_thickness_p95_mm,imu_only_endpoint_drift_3d_trackmedian_mm,imu_only_endpoint_drift_xz_trackmedian_mm,imu_only_drift_rate_3d_trackmedian_mm_s,uwb_update_accept_rate_trackmedian,uwb_innovation_nis_trackmedian,uwb_innovation_nis_p95_trackmedian,raw_range_ge4_ratio_trackmedian,raw_range_full8_ratio_trackmedian,capture_pair_count,legacy_deltaR_error_rms_mm,legacy_abs_deltaR_error_median_mm,legacy_abs_deltaR_error_p95_mm,A,L,I,T,kind,seed_id,experiment_uid,U,P,R
X_A0_L7_I0_T11,imu_only_diagnostic_screening,Phase4 L7 single-I T11.,34,17,40661,61579.19139109858,269264.89395947603,326121.0767392822,149964.36120058247,40661,48568.7297660579,234298.65931150934,293980.7482377296,132491.73447974498,40661,21801.31278169581,122122.61296931804,163676.52150349203,70251.33397201452,81857.30746744192,289693.97602083907,144515.87261360144,242032.32270577626,113885.7805074697,1148217.0913521375,1148177.8590904858,28945.356855158545,1146447.1199765655,988.6694781700853,1659.3416348043247,320104.7517442481,265896.3357844171,2668.1111101529236,nan,nan,nan,nan,nan,17,5539520.773410595,1133210.5475582054,13454354.163023936,A0,L7,I0,T11,imu_only,S03,X_A0_L7_I0_T11__S03,,,
X_A0_L7_I0_T12,imu_only_diagnostic_screening,Phase4 L7 single-I T12.,34,17,40661,61587.48234107989,269262.7098946384,326115.14428761514,149964.2664751596,40661,48566.82768016632,234264.885360272,293977.0859805908,132491.6509221318,40661,21802.336722024193,122117.39067674355,163682.89393560932,70251.2893501652,81854.04026145057,289704.22616081417,144515.78455336805,242033.46896690663,113878.99153384377,1149771.3013957345,1149732.18434882,28944.49176254672,1148005.0688538598,988.3767992595511,1658.198951746954,320104.7517442481,265896.3357844171,2668.1111101529236,nan,nan,nan,nan,nan,17,5546322.7793380665,1133943.834279752,13472545.59821213,A0,L7,I0,T12,imu_only,S03,X_A0_L7_I0_T12__S03,,,
X_A0_L7_I1_T11,imu_only_diagnostic_screening,Phase4 L7 single-I T11.,34,17,40661,29624.87462337473,122469.66016274173,156416.47741073978,72519.72495613353,40661,20926.640203077237,108477.62046185334,137531.1508560211,62057.14710715733,40661,8414.303608806611,59869.15793859795,85364.47836033377,37523.60591193084,33107.94856232266,125769.1207565614,61602.144270311444,111570.26588482688,50915.96649925114,359042.58286936535,358613.3353467868,15577.653576905097,358400.2042757233,679.7787805490523,1223.9474485549426,141275.63775862317,124981.39913838627,1187.002029652409,nan,nan,nan,nan,nan,17,1019027.1501965616,478584.2037805156,1598586.2109545837,A0,L7,I1,T11,imu_only,S03,X_A0_L7_I1_T11__S03,,,
X_A0_L7_I1_T12,imu_only_diagnostic_screening,Phase4 L7 single-I T12.,34,17,40661,29621.85224245198,122486.31742627948,156410.7053480265,72519.6760148972,40661,20923.806280335328,108485.66212866228,137530.0801590659,62057.10609447267,40661,8413.998229671775,59869.09254512235,85342.23135333204,37523.57915344723,33107.91930430269,125770.38794077159,61602.10247912109,111571.97556365322,50915.005856377575,359281.9233169766,358853.3850599892,15577.607718103896,358641.02227186237,678.8834557411909,1221.1718643674817,141275.63775862317,124981.39913838627,1187.002029652409,nan,nan,nan,nan,nan,17,1020126.7833465209,479513.0011643849,1604476.1535341388,A0,L7,I1,T12,imu_only,S03,X_A0_L7_I1_T12__S03,,,
X_A0_L7_I2_T11,imu_only_diagnostic_screening,Phase4 L7 single-I T11.,34,17,40661,34841.480384856346,149133.8481457191,187334.0779550479,88208.47127719362,40661,27077.952190387634,122919.23708624818,149930.62687752175,71427.96330494886,40661,13403.881728262848,81028.94754046811,119978.00191789388,51756.93637732404,42141.03405770421,154162.16614776425,77214.62230677324,134752.2359298247,60363.87737338203,355249.64655814844,354294.0111912255,17313.85447932421,353730.45367346203,749.1625539733977,1344.781120231119,170804.13466334803,149659.7614916094,1424.4473378909327,nan,nan,nan,nan,nan,17,762079.5019412511,271145.6819228795,1286446.747092263,A0,L7,I2,T11,imu_only,S03,X_A0_L7_I2_T11__S03,,,
X_A0_L7_I2_T12,imu_only_diagnostic_screening,Phase4 L7 single-I T12.,34,17,40661,34845.62371530039,149130.10093715705,187336.93593569403,88208.4143795553,40661,27079.54961102903,122923.14240274118,149907.37939065395,71427.91762489798,40661,13406.665363725839,81031.43809815105,119981.2534922847,51756.902449104564,42135.57369003021,154164.53291236347,77214.5806476087,134746.4456982137,60364.260183059276,355287.307339799,354332.0085369698,17313.78678116697,353768.7409371763,748.6657309527759,1344.538081022253,170804.13466334803,149659.7614916094,1424.4473378909327,nan,nan,nan,nan,nan,17,762270.389156867,271177.42349830584,1287654.4861515118,A0,L7,I2,T12,imu_only,S03,X_A0_L7_I2_T12__S03,,,
X_A0_L7_I3_T11,imu_only_diagnostic_screening,Phase4 L7 single-I T11.,34,17,40661,16388.05116326861,70799.61435435459,93538.76347155268,40700.841645720015,40661,13162.633724116418,57085.57964962818,76537.635831332,33605.89128669027,40661,4980.917821134248,35728.51550440404,50088.5288456776,22960.89243686169,17496.97603578084,67093.38609851003,33249.55241470673,56369.33231950502,26626.63227019486,93097.12114949989,92680.7707540105,5760.6211230909485,92350.8873664151,558.2687161849028,1128.8046986943757,76041.3443680369,63519.477821841836,634.0572087989709,nan,nan,nan,nan,nan,17,246623.23824859358,163901.26040084288,405906.8827930251,A0,L7,I3,T11,imu_only,S03,X_A0_L7_I3_T11__S03,,,
X_A0_L7_I3_T12,imu_only_diagnostic_screening,Phase4 L7 single-I T12.,34,17,40661,16390.333782589372,70810.85615566288,93544.12798651822,40700.81342396635,40661,13162.150010028621,57089.980185815984,76538.16622740228,33605.86872665964,40661,4981.578612887098,35730.18082657407,50084.72315026581,22960.875429718246,17497.963776624878,67096.27625367671,33249.53182558571,56369.5477079276,26626.855379236637,93135.96186444451,92719.90924875342,5759.907141545622,92390.54405426321,557.7416917219416,1127.412387707374,76041.3443680369,63519.477821841836,634.0572087989709,nan,nan,nan,nan,nan,17,246779.92221512285,164047.50868163185,406030.9480235212,A0,L7,I3,T12,imu_only,S03,X_A0_L7_I3_T12__S03,,,
X_A0_L7_I4_T11,imu_only_diagnostic_screening,Phase4 L7 single-I T11.,34,17,40661,24086.048843408826,97092.8653705874,120723.62587905386,54745.21542847336,40661,17395.42394372004,73973.54972657833,95402.91317324435,43163.931767247144,40661,10592.337197855699,55472.306937243746,74675.10533314168,33673.63370208792,26498.956978931998,104490.2245468524,50305.34223208725,77827.1652075444,49202.836196960576,173156.57331513247,172037.54593749705,13686.070473879772,161055.11069429875,678.2213551730875,1245.3818805777873,118741.03053515521,85731.34205348772,990.4167191735701,nan,nan,nan,nan,nan,17,285114.5895231886,196209.82019317657,497129.7593874869,A0,L7,I4,T11,imu_only,S03,X_A0_L7_I4_T11__S03,,,
X_A0_L7_I4_T12,imu_only_diagnostic_screening,Phase4 L7 single-I T12.,34,17,40661,24087.372976186874,97091.02782791769,120723.95442570682,54745.17927032223,40661,17395.463417093015,73971.51006888539,95409.53982879953,43163.902973110446,40661,10592.438568620491,55469.81467321416,74680.08620342151,33673.61182688347,26499.114476400413,104487.77371755117,50305.302008274935,77824.29804059718,49204.576072012,173485.44293093192,172367.09639139267,13685.994103290086,161386.679139079,676.2667697372931,1244.2786485569304,118741.03053515521,85731.34205348772,990.4167191735701,nan,nan,nan,nan,nan,17,285344.4699217123,197873.0835654075,496877.30251696607,A0,L7,I4,T12,imu_only,S03,X_A0_L7_I4_T12__S03,,,
