method,tag_method,layout,keep_k,repeats,elapsed_s,repeat_batch,captures_ok,solved_total,x_std_mm_median,y_std_mm_median,z_std_mm_median,d3_std_mm_median,d3_std_mm_p95,residual_rms_median_mm,residual_rms_p95_mm
T4_CUDA_REPLAY,T4,v3-lite,8,1,8.520475912000165,1000,24.0,26564.0,22.665241241455078,26.04104995727539,45.28173828125,62.09052848815918,91.09434738159179,87.2265625,168.94436607360848
T4_CUDA_REPLAY,T4,v3-lite,7,5000,171.35379672499948,1000,24.0,28818.0,30.161646842956543,37.42143630981445,63.49125671386719,85.37080001831055,125.99026374816894,84.54545783996582,165.1839141845703
T4_CUDA_REPLAY,T4,v3-lite,6,5000,125.19495923199997,1000,24.0,28818.0,41.32186412811279,50.43729114532471,83.30330467224121,107.88956260681152,162.77010231018065,78.00820350646973,150.90072631835938
T4_CUDA_REPLAY,T4,v3-lite,5,5000,111.63852109499976,1000,24.0,28818.0,62.43434715270996,75.54839515686035,108.61618041992188,146.52729415893555,239.25302619934078,64.88189888000488,131.89876174926758
T4_CUDA_REPLAY,T4,v3-lite,4,5000,109.08623115600017,1000,24.0,28818.0,88.65312194824219,110.36979484558105,144.28790664672852,201.66936874389648,330.0071166992187,36.72597026824951,117.3729305267334
