mount,action,stroke_index,start_hardware_s,end_hardware_s,imu_start_seq,imu_end_seq,imu_sample_count,t4_start_sweep,t4_end_sweep,start_plateau_center_m,start_uncertainty_m,end_plateau_center_m,end_uncertainty_m,delta_p_V4_m,magnitude_m,signed_unit_direction_V4,vertical_component_m,horizontal_component_m,t4_start_speed_mps,t4_end_speed_mps,imu_start_quiet_fraction,imu_end_quiet_fraction,gyro_attitude_change_deg,quaternion_start_wxyz,quaternion_end_wxyz,raw_sensor_preintegration_m,gravity_compensated_preintegration_N_m,raw_end_delta_v_N_mps,time_offset_s,decision,imu_raw_provenance,t4_raw_provenance
A,horizontal_2,1,2609.736572,2611.776620,62764,63171,408,21741,21760,"[3.5550290064743497,1.1051008288338724,0.8356448236471007]",0.075,"[2.817310339183285,1.146731423625564,1.0476894804377863]",0.48779504717810773,"[-0.7377186672910647,0.04163059479169151,0.21204465679068563]",0.7687163813565405,"[-0.9596760068898562,0.05415598756751706,0.2758425108835252]",0.1764059337660722,0.748201725137021,0.20106142344300582,0.4181273820348321,0.5742574257425742,0.6633663366336634,1.81164640929403,"[0.7188051122173763,0.046222712318095854,0.6935096712142214,0.01506676635733208]","[0.7127088153165325,0.03885052428956484,0.6999039541193456,0.025908229206869745]","[-0.014638388370396601,0.013333368900467815,-0.6017555328013166]","[-0.6836517757074432,0.04706391228581562,0.0008153716352641611]","[-0.2717779111489387,-1.3477695090259023,0.05122266372434592]",0.0,ACCEPT,"{""end_line_sha256"":""35b6c4c980d983b87e13abc682d33ee7cad25fde4e34966810ea8e4cc0a893bd"",""end_record"":14858,""end_sample"":4,""start_line_sha256"":""72d81b2b4f7241d1bcfc5b8d471418c6977dfd63ff6467c05853d2712ebfd322"",""start_record"":14774,""start_sample"":7}","{""end_line_sha256"":""3b1a7fe4cabcb168ab85d015b7e144434f216ead439027d089b38d05b9269ead"",""end_record"":14871,""start_line_sha256"":""fa5947757af8c0b1172c9abadd1e3952565dae3845aefbeaf1de0c5d249d3ec6"",""start_record"":14770}"
A,horizontal_2,2,2611.776620,2613.936633,63172,63603,432,21758,21778,"[2.817310339183285,1.146731423625564,1.0476894804377863]",0.48779504717810773,"[3.6438857127218536,1.1006419063994006,0.7560878367540262]",0.28222729181167644,"[0.8265753735385686,-0.04608951722616328,-0.29160164368376007]",0.8777144241367095,"[0.941736116905633,-0.052510834912500595,-0.3322283827915551]",-0.25127249901581955,0.840978442991246,0.4181273820348321,0.056621452065840905,0.6633663366336634,0.49504950495049505,1.2975936607026,"[0.7127098115870684,0.03886873370734632,0.6999025917316113,0.025890308899016994]","[0.7197274137372949,0.042020702031462576,0.692639211394303,0.02185482452196707]","[0.017470309949146032,-0.031982883022161984,0.5685733941683015]","[0.6703811512369827,-0.05615578256867455,-0.0024271257328496113]","[-0.3591865759884538,-1.4877339804876657,0.04473627575494506]",0.0,ACCEPT,"{""end_line_sha256"":""b029d5be6ae6c4cbfd3921f8e1e9172cb4640e27c4465115f107f9e4b578df65"",""end_record"":14955,""end_sample"":6,""start_line_sha256"":""35b6c4c980d983b87e13abc682d33ee7cad25fde4e34966810ea8e4cc0a893bd"",""start_record"":14858,""start_sample"":5}","{""end_line_sha256"":""ad74cbc1112ce7959668708a715495510a35cf977f83878b8a83d7a6d06531aa"",""end_record"":14958,""start_line_sha256"":""39e217c19ec9a4046845c91a1dc31ea5ffbadc3f873c028e11b9deadb786b5a2"",""start_record"":14854}"
A,horizontal_2,3,2613.936633,2615.976655,63604,64011,408,21776,21795,"[3.6438857127218536,1.1006419063994006,0.7560878367540262]",0.28222729181167644,"[2.758005460515685,1.1455130056336407,0.695014557909356]",0.31932932174324485,"[-0.8858802522061686,0.04487109923424004,-0.06107327884467029]",0.8891159554209973,"[-0.9963607635257242,0.05046709482678615,-0.06868989187777204]",-0.10049515085417031,0.8834183079600458,0.056621452065840905,0.0723523431614383,0.49504950495049505,0.7920792079207921,1.4334554526613987,"[0.7197209881710586,0.04200620278833747,0.6926463203108199,0.021868997993991973]","[0.7125395442616601,0.048835156881496054,0.699675373415293,0.018891721782722415]","[-0.015545371814229615,0.01362528193799533,-0.6009641294433774]","[-0.6852429063117614,0.05331230647857401,0.0011929815339616792]","[-0.3458213447787969,-1.4315537689614106,0.039037418780704006]",0.0,ACCEPT,"{""end_line_sha256"":""ad35c408babf71d4ef908baad52ce86868a1fc5a1f744f4319547669fbcdbb27"",""end_record"":15039,""end_sample"":4,""start_line_sha256"":""b029d5be6ae6c4cbfd3921f8e1e9172cb4640e27c4465115f107f9e4b578df65"",""start_record"":14955,""start_sample"":7}","{""end_line_sha256"":""c257668a42aa1ed7fe42d7b4de202c7b7c5dd2c5a4d650ef1aa4e2744f95caeb"",""end_record"":15042,""start_line_sha256"":""c75f04023e1686904137f669727ae5bbda71faecd96ec05f5449718cb11e8d68"",""start_record"":14951}"
A,horizontal_2,4,2615.976655,2618.256671,64012,64467,456,21793,21814,"[2.758005460515685,1.1455130056336407,0.695014557909356]",0.31932932174324485,"[3.609096049289489,1.127790058570457,0.8258529116161654]",0.075,"[0.8510905887738041,-0.01772294706318367,0.1308383537068094]",0.8612711349816926,"[0.9881796268394564,-0.02057766287913549,0.151913083339999]",0.16490340597882716,0.845337113020146,0.0723523431614383,0.15524531393649635,0.7920792079207921,0.7821782178217822,1.332499698880811,"[0.7125466563498404,0.048842107388479945,0.6996678384261725,0.018884568900619205]","[0.720114148002067,0.04464333427996578,0.6921093433964783,0.020669865382245058]","[0.013699861319603487,-0.021859121012244204,0.5812445867442473]","[0.6979323889485283,-0.062376428976063394,0.0007728372423663537]","[-0.4039225742323186,-1.627523439302349,0.04692801200780895]",0.0,ACCEPT,"{""end_line_sha256"":""654d573731e221fafa79110a44da1a15d2d347c7b9cb9b41501cb9e94f93f3e5"",""end_record"":15130,""end_sample"":0,""start_line_sha256"":""ad35c408babf71d4ef908baad52ce86868a1fc5a1f744f4319547669fbcdbb27"",""start_record"":15039,""start_sample"":5}","{""end_line_sha256"":""0ed0759f961a1d88be75468fa97d871d2c15efb5c01fbcf41335ee600aa0e7c2"",""end_record"":15132,""start_line_sha256"":""8ee73a650845dc834c397cc66bed88f1fd923b0863b88e3901c118cbf9e65774"",""start_record"":15035}"
A,horizontal_2,5,2618.256671,2619.937018,64468,64803,336,21812,21828,"[3.609096049289489,1.127790058570457,0.8258529116161654]",0.075,"[2.8395204308129403,1.0988875388756973,0.8402637762816144]",0.1659072063076783,"[-0.7695756184765488,-0.028902519694759654,0.014410864665449052]",0.7702529852059481,"[-0.9991205918803181,-0.03752341146335419,0.018709261687049374]",-0.011904817253036432,0.7701609809285629,0.15524531393649635,0.23666524287482613,0.7821782178217822,0.6831683168316832,1.12629572593462,"[0.7201131907644588,0.044630922712170125,0.6921107816375807,0.020681855958971446]","[0.7134352398756628,0.047137255149247825,0.6987973724490933,0.021690319010869066]","[-0.016780899581054377,0.02470690417670976,-0.6215913139900078]","[-0.6778965075727181,0.05861779138121476,0.0015042198711577974]","[-0.3084452722604114,-1.2155483808410183,0.029372570589298257]",0.0,ACCEPT,"{""end_line_sha256"":""9935a48a670b7dd61f2b5fc8bb8c180c46065677ecdf6aae63293327ad1a9fd9"",""end_record"":15205,""end_sample"":6,""start_line_sha256"":""654d573731e221fafa79110a44da1a15d2d347c7b9cb9b41501cb9e94f93f3e5"",""start_record"":15130,""start_sample"":1}","{""end_line_sha256"":""13b4212a1df3af88cb217e6eb3de5a607723cf118a4b993869e297c30597069d"",""end_record"":15208,""start_line_sha256"":""6c243dc773da7a3c0dbe2ccbf220b71fcd867bc40306bf99926e5568e1ba3c91"",""start_record"":15125}"
A,horizontal_2,6,2619.937018,2621.976732,64804,65211,408,21826,21845,"[2.8395204308129403,1.0988875388756973,0.8402637762816144]",0.1659072063076783,"[3.728928766525017,1.1522312281818576,0.8956125396646551]",0.14597505119128373,"[0.8894083357120768,0.05334368930616029,0.05534876338304073]",0.8927240460696408,"[0.9962858507372329,0.05975383943225719,0.06199985720864408]",0.08263784792999321,0.8888909992346922,0.23666524287482613,0.08599346902953435,0.693069306930693,0.9702970297029703,1.5143835409980761,"[0.7134406908684675,0.04714224769530218,0.6987915132290684,0.021688940370319813]","[0.7212436775997098,0.041371543066722964,0.6909538912348276,0.026051355707033583]","[0.015781140822831986,-0.014976449644821968,0.5805958778038063]","[0.6750824726351324,-0.044420765719862136,0.0018320871081854938]","[-0.41740717709449826,-1.493784300632757,0.03690525189937286]",0.0,ACCEPT,"{""end_line_sha256"":""039b7b2f2691b38350ed3458265a0de9960fa7ba948dda2b92c48237ff717aa1"",""end_record"":15289,""end_sample"":4,""start_line_sha256"":""9935a48a670b7dd61f2b5fc8bb8c180c46065677ecdf6aae63293327ad1a9fd9"",""start_record"":15205,""start_sample"":7}","{""end_line_sha256"":""85e858add6575d099d7c3a2fe07e26b2a1faef8d280b90e10feb0de188704dcf"",""end_record"":15292,""start_line_sha256"":""5d41561be63416aad9960ecd4a85fec19b3340529d9f542e94cfc5d194591dfd"",""start_record"":15201}"
B,vertical_original,1,2834.979062,2836.419062,42276,42563,288,23618,23632,"[2.925498484648768,1.1223835083813936,1.6802291230782243]",0.1821140237941267,"[2.7596045194661207,0.9830661102360323,0.7124326266363533]",0.13686520416007517,"[-0.1658939651826472,-0.13931739814536126,-0.9677964964418709]",0.9917460378721837,"[-0.16727464375716278,-0.14047688906755834,-0.975851134750488]",-0.9890125551808835,0.07358239823323534,0.029359159498289083,0.12146837304308512,0.0,0.0,2.8855538600266457,"[0.6558118146979427,-0.7548316278173616,0.0012731021133379936,0.011766756570638328]","[0.6743715740291271,-0.7382362061616252,-0.0003380454375758755,0.01517134729845429]","[-0.07756507089430997,0.5258838807416266,-0.03954053969253925]","[-0.01829369028076321,-0.04249192872191997,-0.5158871155473874]","[0.08555323798632533,-0.044678043875096426,-0.13125187961589896]",0.0,ACCEPT,"{""end_line_sha256"":""a5d9747ae9a78ec019236bd083017a1e380ec9bc98202b9bd89c1258e9b5c3a9"",""end_record"":24189,""end_sample"":2,""start_line_sha256"":""0d2999ed83e22417b4cee7af6a3ef37769583e59caa69f8b9df1181272c5c8d0"",""start_record"":24125,""start_sample"":5}","{""end_line_sha256"":""9c48434922b79faddc464d45831fefef5aa35467574eac52f6e1107fe9cf3a3b"",""end_record"":24192,""start_line_sha256"":""0cc2df88513aa0c42cb64dfcd583490c55545fa43bdb90df1ccea7779b416b67"",""start_record"":24121}"
B,vertical_original,2,2836.419062,2837.859061,42564,42851,288,23630,23644,"[2.7596045194661207,0.9830661102360323,0.7124326266363533]",0.13686520416007517,"[2.907628781371207,1.1132806293282265,1.5220556797527833]",0.10021668842154638,"[0.14802426190508644,0.13021451909219417,0.80962305311643]",0.8332805597351511,"[0.17764036395152946,0.1562673190570789,0.9716091941155565]",0.8296617902032232,0.07757451327149585,0.12146837304308512,0.10996151132003609,0.0,0.0,3.8368644390444393,"[0.6748053607410018,-0.7378275556685674,-0.00040647343577981536,0.01574985684696005]","[0.6510105663794811,-0.7590257609861446,-0.004816234126505254,0.006476149358240916]","[-0.04065803331761964,-0.5189506917189084,0.07137348583588071]","[-0.0010333234589964678,0.03410991897576767,0.5106184027844926]","[0.10729041939410677,-0.040735345632043445,0.10011405069897474]",0.0,ACCEPT,"{""end_line_sha256"":""8352af6bd354f61623e3b7977dff18890d2b9045cf809e000ff1626cf7f65d16"",""end_record"":24246,""end_sample"":0,""start_line_sha256"":""a5d9747ae9a78ec019236bd083017a1e380ec9bc98202b9bd89c1258e9b5c3a9"",""start_record"":24189,""start_sample"":3}","{""end_line_sha256"":""9e3f73148324a087aff683e75be5ecd60b366b479f321bab0763b13ab5f56f86"",""end_record"":24248,""start_line_sha256"":""e30fc760cfa5ae0b9c9706a600ae6019153f3c2568abe411b82d978b9bb798aa"",""start_record"":24175}"
B,vertical_original,3,2837.859061,2839.179412,42852,43115,264,23642,23655,"[2.907628781371207,1.1132806293282265,1.5220556797527833]",0.10021668842154638,"[2.7569404301426683,0.9543390335336401,0.6244273988572557]",0.09609183386409083,"[-0.15068835122853885,-0.15894159579458633,-0.8976282808955276]",0.9239620883635677,"[-0.1630893227398794,-0.17202177210115657,-0.9714990389760688]",-0.9196278836444651,0.08938957633173711,0.10996151132003609,0.0858462206364329,0.0,0.039603960396039604,5.428003591861341,"[0.6505616833753457,-0.7594089255666022,-0.004902934237652704,0.006598570260033204]","[0.6853682962450867,-0.7281876195073828,-0.0035218640470074053,-0.0008281134661618734]","[-0.04178540302454444,0.48126871091969914,-0.1357195708139818]","[-0.01920289403363535,-0.025067714286656557,-0.4607334126271956]","[0.12646823243016136,-0.06285711552485343,0.019599866390366254]",0.0,ACCEPT,"{""end_line_sha256"":""07578aff379270ae79b9c1b2899fcf833a2f4c7e953dc4725bce4bbb13fc50c2"",""end_record"":24296,""end_sample"":4,""start_line_sha256"":""8352af6bd354f61623e3b7977dff18890d2b9045cf809e000ff1626cf7f65d16"",""start_record"":24246,""start_sample"":1}","{""end_line_sha256"":""ca36cf08e7981fb4ee62cd5e7f08b6cb5734f2365ea2c8bdd9b18bd6c69952bd"",""end_record"":24299,""start_line_sha256"":""c3d0b81f469ee2055d568323a3b320926a9cb36aadde4dfaadc39dd1d812f329"",""start_record"":24242}"
B,vertical_original,4,2839.179412,2840.259414,43116,43331,216,23653,23664,"[2.7569404301426683,0.9543390335336401,0.6244273988572557]",0.09609183386409083,"[2.9009337936097155,1.1027415251826542,1.481168011458025]",0.075,"[0.14399336346704716,0.1484024916490141,0.8567406126007693]",0.8813409473805981,"[0.16337986325837314,0.1683826129831773,0.9720876071253213]",0.8774594382733563,0.08262444986041503,0.0858462206364329,0.08796535578066775,0.039603960396039604,0.0,6.318725494051266,"[0.6855182737055597,-0.728045560809111,-0.0036603438869600604,-0.000979634894186371]","[0.6726701407134714,-0.7383024862142781,0.03628360838396384,0.033283936140028884]","[0.08393765759796751,-0.44890072056090363,0.014554112471899453]","[0.00825562142903836,0.013448875926796156,0.4439400797529314]","[0.11636259044022793,-0.04407719658249912,0.08634743295078495]",0.0,ACCEPT,"{""end_line_sha256"":""b6d47d4f75767fdc03a754177cf63cde4c142fe62126466ac53727f7c926c152"",""end_record"":24342,""end_sample"":0,""start_line_sha256"":""07578aff379270ae79b9c1b2899fcf833a2f4c7e953dc4725bce4bbb13fc50c2"",""start_record"":24296,""start_sample"":5}","{""end_line_sha256"":""e16f293e1e94ad6fa2fcc5ca2d836fa4c7ccdbd8f6147976d8f8cbb4b496f964"",""end_record"":24354,""start_line_sha256"":""86e44df74c0f0988e2a03a8749a8df7c570c11bad2b884ce43416e6e5c588772"",""start_record"":24292}"
B,vertical_original,5,2840.259414,2841.699130,43332,43619,288,23662,23676,"[2.9009337936097155,1.1027415251826542,1.481168011458025]",0.075,"[2.737223099549689,0.8959890832981106,0.589303138958129]",0.17127444914824788,"[-0.16371069406002636,-0.20675244188454367,-0.891864872499896]",0.9300380177036275,"[-0.17602580856237166,-0.22230536596239323,-0.9589552851850235]",-0.9197315615143794,0.1380745057149007,0.08796535578066775,0.12476280783925996,0.0,0.019801980198019802,6.035798798858774,"[0.6722781458437493,-0.7386553721238421,0.036336454521105094,0.0333166313770555]","[0.6878705453081712,-0.7258061620908096,-0.0034081268387796144,0.005283241419759246]","[-0.23269030456906073,0.5373012299083543,-0.11971056184802506]","[-0.032829429955789545,-0.025657776592987062,-0.5129600235392867]","[0.18074449218488597,-0.09837619797724433,-0.04936327274033774]",0.0,ACCEPT,"{""end_line_sha256"":""3b80dc321d9ef80726453901df5902984eb85b13b9e7e2804f0b7d8949a42519"",""end_record"":24407,""end_sample"":8,""start_line_sha256"":""b6d47d4f75767fdc03a754177cf63cde4c142fe62126466ac53727f7c926c152"",""start_record"":24342,""start_sample"":1}","{""end_line_sha256"":""a74d758e839a15e9bc59e8d3e4d52c0bd9228790ec8043b727e5dd523616a996"",""end_record"":24411,""start_line_sha256"":""5b5b89a3fa6bcadd06d1b0553795587064f909fdf39c1671993de87f5fee057b"",""start_record"":24338}"
B,vertical_original,6,2841.699130,2842.779133,43620,43835,216,23674,23685,"[2.737223099549689,0.8959890832981106,0.589303138958129]",0.17127444914824788,"[2.9168236568191444,1.1362195396911987,1.4297664689969536]",0.13087594052490226,"[0.17960055726945523,0.24023045639308815,0.8404633300388246]",0.8923820042393731,"[0.20125972556174393,0.2692013680821029,0.9418201241689071]",0.8737165578802103,0.1815627108638704,0.12476280783925996,0.06163485114999947,0.019801980198019802,0.0,7.521702665274171,"[0.6875786675929448,-0.7260808910396612,-0.0035473723893518364,0.005434306514520802]","[0.6477952727486024,-0.7607143595273178,0.02384782399980978,0.03326002260944564]","[0.1067379392827351,-0.49094535576984183,0.09013415076961641]","[0.013647368306226246,0.018058063456184405,0.4751303382818512]","[0.1897681976960183,-0.08619289895353434,0.012887518915119009]",0.0,ACCEPT,"{""end_line_sha256"":""aa2f7313677bc2bb9eb48288714efb19e77358ee1afc0700c3eecd24fb1b30d5"",""end_record"":24452,""end_sample"":4,""start_line_sha256"":""3b80dc321d9ef80726453901df5902984eb85b13b9e7e2804f0b7d8949a42519"",""start_record"":24407,""start_sample"":9}","{""end_line_sha256"":""34083da060979df69bd938a5866e9c1f5633b62a91e977f5aa61123e2947ead7"",""end_record"":24455,""start_line_sha256"":""f5b06a613fea6f381a87941f4b39fe7bbfd621f76f85c9d01447ae0375c99fec"",""start_record"":24401}"
B,vertical_original,7,2842.779133,2843.859450,43836,44051,216,23683,23694,"[2.9168236568191444,1.1362195396911987,1.4297664689969536]",0.13087594052490226,"[2.83517712169202,1.0196235666716607,0.5475441844631836]",0.075,"[-0.0816465351271245,-0.11659597301953806,-0.8822222845337699]",0.8936313204843604,"[-0.09136489876258025,-0.13047435821334177,-0.9872329497757457]",-0.8926754444534368,0.041321759648889386,0.06163485114999947,0.1774460994473648,0.0,0.0,10.32262626528768,"[0.6480059175986651,-0.7605120189809802,0.024673951145572554,0.03318125792448749]","[0.7084188076918676,-0.7057748613273687,-0.0010356104897555158,0.004854434846584481]","[-0.12843784588452248,0.47554423460595713,-0.08843253179437337]","[-0.031276900702057964,-0.021132940513013305,-0.4646871764308294]","[0.17393255575559774,-0.08291582831852842,0.01614540965152069]",0.0,ACCEPT,"{""end_line_sha256"":""3def26aa84a525c792857cf0553edf5000907407943363118923328f4bfead1b"",""end_record"":24496,""end_sample"":0,""start_line_sha256"":""aa2f7313677bc2bb9eb48288714efb19e77358ee1afc0700c3eecd24fb1b30d5"",""start_record"":24452,""start_sample"":5}","{""end_line_sha256"":""65baf807aaf1e4d28fd51ea8d43896b3348928be227c2a9354430f11240295a2"",""end_record"":24498,""start_line_sha256"":""923536330949a18160ebe018eb75f8482babe1864ae827bdeeb135d8d79ad1f9"",""start_record"":24448}"
B,vertical_original,8,2843.859450,2844.939170,44052,44267,216,23692,23703,"[2.83517712169202,1.0196235666716607,0.5475441844631836]",0.075,"[2.8975627455186563,1.0412300028488888,1.482623142988144]",0.2341215842478516,"[0.06238562382663648,0.021606436177228128,0.9350789585249604]",0.9374067755359163,"[0.06655128323664032,0.0230491572507311,0.9975167482551797]",0.9341893653907775,0.07759956450535106,0.1774460994473648,0.17470170334020144,0.0,0.0,10.44988173005542,"[0.7065782584117581,-0.7076202651580599,-0.0009118759353066954,0.004460219694410023]","[0.6441520757397143,-0.7639916631598694,0.027795437402096192,0.024743799264873755]","[0.0923116771794885,-0.5337169903128622,0.1415587892427136]","[0.014568339860055332,0.046313386980980774,0.5136974883009048]","[0.16534721757217505,-0.17323369710459638,-0.13699859650655455]",0.0,ACCEPT,"{""end_line_sha256"":""5086805e42544e638f6ca07c8c616a77d63719b007b1257a9544e406ccae2c7d"",""end_record"":24538,""end_sample"":6,""start_line_sha256"":""3def26aa84a525c792857cf0553edf5000907407943363118923328f4bfead1b"",""start_record"":24496,""start_sample"":1}","{""end_line_sha256"":""e8cce57aaf9a09cbef3bcd0055c2b7b1ccd790465687f9ee694594266389dbec"",""end_record"":24542,""start_line_sha256"":""4ac8e89ee2072b6666d9441e9bc31470df2bb2e8384c394f38ceeb69c8180db3"",""start_record"":24492}"
B,vertical_original,9,2844.939170,2845.899150,44268,44459,192,23701,23711,"[2.8975627455186563,1.0412300028488888,1.482623142988144]",0.2341215842478516,"[2.7633660577293324,0.9216743811547589,0.5303261959508814]",0.12775295646555015,"[-0.13419668778932392,-0.11955562169412992,-0.9522969470372626]",0.9691087519101178,"[-0.1384743327565886,-0.123366568982568,-0.982652303119006]",-0.9682728479885906,0.0402425754251614,0.17470170334020144,0.20092295682475986,0.0,0.0,7.821380079013994,"[0.6446916695403108,-0.7635682500984428,0.02745450955093652,0.02413355697459662]","[0.6894779885518264,-0.7240136244883043,-0.00523723075577913,0.019923510530201437]","[0.011569081697027922,0.3800630534132533,0.023134452381542388]","[-0.011797634383791262,0.029524533803144126,-0.3754179036016713]","[0.1575067217364031,-0.1106507100832143,0.10171067326172792]",0.0,ACCEPT,"{""end_line_sha256"":""da7ad37332a64162f9fbe12afb65548cbf7996d4dd1d37366b0fb905affe963f"",""end_record"":24578,""end_sample"":8,""start_line_sha256"":""5086805e42544e638f6ca07c8c616a77d63719b007b1257a9544e406ccae2c7d"",""start_record"":24538,""start_sample"":7}","{""end_line_sha256"":""42470534fb48f8bd64a7b5559230bf5093c318415191d00402ca0e0bc7627f4b"",""end_record"":24582,""start_line_sha256"":""4c306cef544c40332ce1ea32cf44d97db3de0fa9da77a74617dfb2eac753090b"",""start_record"":24535}"
B,vertical_original,10,2845.899150,2846.979403,44460,44675,216,23709,23720,"[2.7633660577293324,0.9216743811547589,0.5303261959508814]",0.12775295646555015,"[2.9618544359872745,1.0446820782088546,1.4118074858255931]",0.08682340977919625,"[0.19848837825794208,0.12300769705409575,0.8814812898747117]",0.9118869415871717,"[0.2176677493730374,0.1348935832330228,0.9666563360809425]",0.9058672622192716,0.10460543712717392,0.20092295682475986,0.1394415161228463,0.0,0.0,7.177707252489219,"[0.6928129207612747,-0.7208253768227691,-0.005298944060955178,0.01982307106338083]","[0.6523157740840576,-0.7571790712457503,0.025570194630015232,0.022586502498683308]","[0.08893782805508381,-0.598074208328565,0.1326566087747243]","[0.028916286984667597,0.07904149418727513,0.5790785048244368]","[0.13357412680558303,-0.1704933585505944,-0.20370316222632429]",0.0,ACCEPT,"{""end_line_sha256"":""7dac2e1f51aa5210c04e418aabf0f5c68452020a33e5a1fd7abdac8e74f86451"",""end_record"":24623,""end_sample"":4,""start_line_sha256"":""da7ad37332a64162f9fbe12afb65548cbf7996d4dd1d37366b0fb905affe963f"",""start_record"":24578,""start_sample"":9}","{""end_line_sha256"":""12e07ce22d100fb971b16480d66fa4fa3c81dc0b7490fb8501fddbf12f5b1ec6"",""end_record"":24626,""start_line_sha256"":""607a290ccf316b9ed45bd23f99c0789a35f71d59a74fe4272dbf1be13c50c9e8"",""start_record"":24575}"
B,vertical_retry,1,2944.060242,2944.780261,64092,64235,144,24527,24535,"[2.7639142491202895,0.9578742866357163,1.1807786390089121]",0.24274890108018748,"[2.8260514221378013,0.9834280256146115,0.4092231905831307]",0.16191997674938569,"[0.06213717301751176,0.025553738978895235,-0.7715554484257814]",0.7744751976931982,"[0.08023132722983194,0.032994909398012945,-0.996230028700579]",-0.7539262192970688,0.17722044943613657,0.146147732626304,0.16481239196996045,0.0,0.0,3.2351253792796877,"[0.6644263564483757,-0.7463315579141788,0.002151097628622451,0.039015321312571016]","[0.6852276748524038,-0.7273997929491139,0.001275433819159819,0.036755245918480575]","[-0.008442912734364252,0.10349517269936864,-0.017923771743474943]","[-0.02018748625301793,0.00025842844939483444,-0.09990452060911618]","[0.18951936380647716,-0.09163909301903045,0.01602650770092118]",0.0,ACCEPT,"{""end_line_sha256"":""2fbe435c4b4217c0b5b1ec9df2cf7f4243d53662425a56ae271cb0f6d6627952"",""end_record"":28688,""end_sample"":4,""start_line_sha256"":""78f45f14ccae9a2e53c2f2cb75804b8a9574e3237333b14ef5a194208456da0b"",""start_record"":28655,""start_sample"":1}","{""end_line_sha256"":""d697432e836a6ce7bbb4db8b750baaab21bab2db1d6b9ca85f0853fc4d4a9608"",""end_record"":28691,""start_line_sha256"":""5f6a53ec3ac0ec2985c2b0d43ca16d5ee3a459a14f01a3cb7ea16d0f32ab9b37"",""start_record"":28651}"
B,vertical_retry,2,2944.780261,2946.220481,64236,64523,288,24533,24547,"[2.8260514221378013,0.9834280256146115,0.4092231905831307]",0.16191997674938569,"[2.864738405226965,1.0392698441578747,1.3052331584824828]",0.10393874773677234,"[0.03868698308916363,0.0558418185432632,0.8960099678993521]",0.8985815788974075,"[0.04305338991773454,0.062144406089186865,0.9971381440945952]",0.8959220221857376,0.0690838917286554,0.16481239196996045,0.0887505700912953,0.0,0.0,3.5438542966626674,"[0.6852432726966567,-0.7274166287767166,0.0011437242045212934,0.03613028228558113]","[0.669108142596511,-0.7428602158506021,0.01190275512246189,0.017644195587748133]","[0.015086702631221836,-0.5094947922623304,0.03337672737363738]","[0.021071664613346804,0.044835894946670465,0.4999588149014599]","[0.33746079729654577,-0.1599497223014561,0.06744782627889628]",0.0,ACCEPT,"{""end_line_sha256"":""21a35c44b2ea209bbd392a76d82394890ca0570098db4a09266fa1d31f71e502"",""end_record"":28742,""end_sample"":2,""start_line_sha256"":""2fbe435c4b4217c0b5b1ec9df2cf7f4243d53662425a56ae271cb0f6d6627952"",""start_record"":28688,""start_sample"":5}","{""end_line_sha256"":""2480525498fb0c04022b2f14a55ae9262afedfb2bfdf209e9ce72e3689631fb0"",""end_record"":28745,""start_line_sha256"":""a61d80c44fcd3409f61927ae3cca9eba9d719dceefaf0b6f3c4980b1ee13673a"",""start_record"":28681}"
B,vertical_retry,3,2946.220481,2947.300512,64524,64739,216,24545,24556,"[2.864738405226965,1.0392698441578747,1.3052331584824828]",0.10393874773677234,"[2.830525983466264,1.041984878446631,0.4885495997093977]",0.3402948762044862,"[-0.03421242176070072,0.0027150342887563017,-0.8166835587730851]",0.8174043652832986,"[-0.04185495357471362,0.0033215314281020707,-0.9991181763386304]",-0.8116412517640879,0.09689362630749675,0.0887505700912953,0.28120804085172385,0.0,0.0,3.393669089368217,"[0.669721420636503,-0.7423370429490557,0.010985194784787574,0.016978189002850676]","[0.6829587872638111,-0.7294193554140986,0.0032699461413146806,0.03878152006637021]","[0.014482765262448545,0.28265639539082127,-0.01652861058105502]","[-0.01692194793539627,0.005764990883842921,-0.2796587088703032]","[0.2902878953568147,-0.1590301732555998,0.040679010038729264]",0.0,ACCEPT,"{""end_line_sha256"":""ea562ca688f135dc9556db0752bc423f03d603f559d04da273d7d4ddbd1f5e71"",""end_record"":28784,""end_sample"":8,""start_line_sha256"":""21a35c44b2ea209bbd392a76d82394890ca0570098db4a09266fa1d31f71e502"",""start_record"":28742,""start_sample"":3}","{""end_line_sha256"":""be6569126b020a8f9087bc400bc8dc431e09074af4d2e6d6039399f5b69cdf90"",""end_record"":28788,""start_line_sha256"":""2df7d88539d4fe2e2c7f0491cf5d55644fb1fd358fbb4f29b8f8274fcfc0cf4a"",""start_record"":28738}"
