version,tag_method,eval_set,n_sessions,frames_solved_total,frames_input_total,err_3d_median_mm,err_3d_p75_mm,err_3d_p95_mm,err_3d_rms_mm,err_horizontal_median_mm,err_vertical_median_mm,d3_std_median_mm,radial_p95_median_mm,residual_rms_median_mm,pct_solved_ge8_median,median_scale_bias_expected_mm
v4-io-commonmode,T4,all8,24,28818,28818,1099.7671802035804,2836.242613416155,3069.1714883458667,1852.2030626983362,190.56906661590557,1077.0256249019894,64.45529214904175,121.85753520492253,94.61846134812845,91.88176519567027,7.275260582930261
