row_spec,stage,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R4:L12:I1+I3+I7:T6,simulate_imu_prior,0.5999992879951606,,,,
R4:L12:I1+I3+I7:T6,cpu_golden,20.630495054007042,,,,
R4:L12:I1+I3+I7:T6,torch_gpu,2.2680996709968895,0,1,2.2680996709968895,2.2680996709968895
R4:L12:I1+I3+I7:T8,simulate_imu_prior,0.5922705270058941,,,,
R4:L12:I1+I3+I7:T8,cpu_golden,21.013338043005206,,,,
R4:L12:I1+I3+I7:T8,torch_gpu,2.149353781991522,0,1,2.149353781991522,2.149353781991522
R4:L12:I1+I2+I3+I8:T6,simulate_imu_prior,0.608906093009864,,,,
R4:L12:I1+I2+I3+I8:T6,cpu_golden,21.417488955004956,,,,
R4:L12:I1+I2+I3+I8:T6,torch_gpu,2.180156475995318,0,1,2.180156475995318,2.180156475995318
R4:L12:I1+I2+I3+I8:T8,simulate_imu_prior,0.5865341540047666,,,,
R4:L12:I1+I2+I3+I8:T8,cpu_golden,20.648335587990005,,,,
R4:L12:I1+I2+I3+I8:T8,torch_gpu,2.2579074329987634,0,1,2.2579074329987634,2.2579074329987634
