host_elapsed_s,host_epoch_s,sweep,conn_id,peer_name,tag_id,plan,pmode,anchor_id,raw_mm,range_mm,quality_percent,valid,status,quality_flag_percent,first_to_last_us,frame_us,poll_count
0.000114,1777920819.34567,15474,,BSF66F,,f,0,0,3015,3015,100,1,O,100,0,671,8
0.000114,1777920819.34567,15474,,BSF66F,,f,0,1,2625,2625,100,1,O,100,0,671,8
0.000114,1777920819.34567,15474,,BSF66F,,f,0,2,2670,2670,100,1,O,100,0,671,8
0.000114,1777920819.34567,15474,,BSF66F,,f,0,3,3162,3162,100,1,O,100,0,671,8
0.000114,1777920819.34567,15474,,BSF66F,,f,0,4,2872,2872,100,1,O,100,0,671,8
0.000114,1777920819.34567,15474,,BSF66F,,f,0,5,2509,2509,100,1,O,100,0,671,8
0.000114,1777920819.34567,15474,,BSF66F,,f,0,6,2557,2557,100,1,O,100,0,671,8
0.000114,1777920819.34567,15474,,BSF66F,,f,0,7,0,3024,33,0,T,100,0,671,8
0.083381,1777920819.428937,15475,,BSF66F,,f,0,0,3048,3048,100,1,O,100,0,671,8
0.083381,1777920819.428937,15475,,BSF66F,,f,0,1,2607,2607,100,1,O,100,0,671,8
0.083381,1777920819.428937,15475,,BSF66F,,f,0,2,2658,2658,100,1,O,100,0,671,8
0.083381,1777920819.428937,15475,,BSF66F,,f,0,3,3220,3220,100,1,O,100,0,671,8
0.083381,1777920819.428937,15475,,BSF66F,,f,0,4,2910,2910,100,1,O,100,0,671,8
0.083381,1777920819.428937,15475,,BSF66F,,f,0,5,2561,2561,100,1,O,100,0,671,8
0.083381,1777920819.428937,15475,,BSF66F,,f,0,6,2505,2505,100,1,O,100,0,671,8
0.083381,1777920819.428937,15475,,BSF66F,,f,0,7,0,3024,28,0,T,100,0,671,8
0.188474,1777920819.53403,15476,,BSF66F,,f,0,0,3038,3038,100,1,O,92,0,671,8
0.188474,1777920819.53403,15476,,BSF66F,,f,0,1,2606,2606,100,1,O,92,0,671,8
0.188474,1777920819.53403,15476,,BSF66F,,f,0,2,2642,2642,100,1,O,92,0,671,8
0.188474,1777920819.53403,15476,,BSF66F,,f,0,3,3218,3218,100,1,O,92,0,671,8
0.188474,1777920819.53403,15476,,BSF66F,,f,0,4,2858,2858,100,1,O,92,0,671,8
0.188474,1777920819.53403,15476,,BSF66F,,f,0,5,2541,2541,100,1,O,92,0,671,8
0.188474,1777920819.53403,15476,,BSF66F,,f,0,6,2521,2521,100,1,O,92,0,671,8
0.188474,1777920819.53403,15476,,BSF66F,,f,0,7,3055,3055,37,1,O,92,0,671,8
0.293504,1777920819.63906,15477,,BSF66F,,f,0,0,3012,3012,100,1,O,100,0,640,8
0.293504,1777920819.63906,15477,,BSF66F,,f,0,1,2649,2649,100,1,O,100,0,640,8
0.293504,1777920819.63906,15477,,BSF66F,,f,0,2,2692,2692,100,1,O,100,0,640,8
0.293504,1777920819.63906,15477,,BSF66F,,f,0,3,3200,3200,100,1,O,100,0,640,8
0.293504,1777920819.63906,15477,,BSF66F,,f,0,4,2834,2834,100,1,O,100,0,640,8
0.293504,1777920819.63906,15477,,BSF66F,,f,0,5,2389,2389,100,1,O,100,0,640,8
0.293504,1777920819.63906,15477,,BSF66F,,f,0,6,2526,2526,100,1,O,100,0,640,8
0.293504,1777920819.63906,15477,,BSF66F,,f,0,7,0,3055,33,0,T,100,0,640,8
0.383503,1777920819.729059,15478,,BSF66F,,f,0,0,3032,3032,100,1,O,100,0,671,8
0.383503,1777920819.729059,15478,,BSF66F,,f,0,1,2601,2601,100,1,O,100,0,671,8
0.383503,1777920819.729059,15478,,BSF66F,,f,0,2,2646,2646,100,1,O,100,0,671,8
0.383503,1777920819.729059,15478,,BSF66F,,f,0,3,3165,3165,100,1,O,100,0,671,8
0.383503,1777920819.729059,15478,,BSF66F,,f,0,4,2901,2901,100,1,O,100,0,671,8
0.383503,1777920819.729059,15478,,BSF66F,,f,0,5,2535,2535,100,1,O,100,0,671,8
0.383503,1777920819.729059,15478,,BSF66F,,f,0,6,2536,2536,100,1,O,100,0,671,8
0.383503,1777920819.729059,15478,,BSF66F,,f,0,7,0,3055,30,0,T,100,0,671,8
0.543748,1777920819.889304,15479,,BSF66F,,f,0,0,3046,3046,100,1,O,92,0,44403,8
0.543748,1777920819.889304,15479,,BSF66F,,f,0,1,2647,2647,100,1,O,92,0,44403,8
0.543748,1777920819.889304,15479,,BSF66F,,f,0,2,2643,2643,100,1,O,92,0,44403,8
0.543748,1777920819.889304,15479,,BSF66F,,f,0,3,3199,3199,100,1,O,92,0,44403,8
0.543748,1777920819.889304,15479,,BSF66F,,f,0,4,2809,2809,100,1,O,92,0,44403,8
0.543748,1777920819.889304,15479,,BSF66F,,f,0,5,2559,2559,100,1,O,92,0,44403,8
