host_elapsed_s,host_epoch_s,sweep,conn_id,peer_name,tag_id,plan,pmode,anchor_id,raw_mm,range_mm,quality_percent,valid,status,quality_flag_percent,first_to_last_us,frame_us,poll_count,tr_version,rx_mask,air_us,post_us,cycle_us,rx_seen
0.000184,1779465829.345275,173,,BS2DCE,,f,0,0,1955,1955,100,1,O,0,0,0,0,2,,,,,
0.000184,1779465829.345275,173,,BS2DCE,,f,0,1,2296,2296,100,1,O,0,0,0,0,2,,,,,
0.000184,1779465829.345275,173,,BS2DCE,,f,0,2,1859,1859,100,1,O,0,0,0,0,2,,,,,
0.000184,1779465829.345275,173,,BS2DCE,,f,0,3,1405,1405,100,1,O,0,0,0,0,2,,,,,
0.000184,1779465829.345275,173,,BS2DCE,,f,0,4,1650,1650,100,1,O,0,0,0,0,2,,,,,
0.000184,1779465829.345275,173,,BS2DCE,,f,0,5,2290,2290,100,1,O,0,0,0,0,2,,,,,
0.000184,1779465829.345275,173,,BS2DCE,,f,0,6,1595,1595,100,1,O,0,0,0,0,2,,,,,
0.000184,1779465829.345275,173,,BS2DCE,,f,0,7,0,0,0,0,T,0,0,0,0,2,,,,,
0.056593,1779465829.401684,175,,BSDC91,,f,0,0,1701,1701,100,1,O,0,0,0,0,2,,,,,
0.056593,1779465829.401684,175,,BSDC91,,f,0,1,1197,1197,100,1,O,0,0,0,0,2,,,,,
0.056593,1779465829.401684,175,,BSDC91,,f,0,2,1848,1848,100,1,O,0,0,0,0,2,,,,,
0.056593,1779465829.401684,175,,BSDC91,,f,0,3,1972,1972,100,1,O,0,0,0,0,2,,,,,
0.056593,1779465829.401684,175,,BSDC91,,f,0,4,1681,1681,100,1,O,0,0,0,0,2,,,,,
0.056593,1779465829.401684,175,,BSDC91,,f,0,5,1375,1375,100,1,O,0,0,0,0,2,,,,,
0.056593,1779465829.401684,175,,BSDC91,,f,0,6,1705,1705,85,1,O,0,0,0,0,2,,,,,
0.056593,1779465829.401684,175,,BSDC91,,f,0,7,0,0,0,0,T,0,0,0,0,2,,,,,
0.094355,1779465829.439446,174,,BS2DCE,,f,0,0,2000,2000,100,1,O,0,0,0,0,2,,,,,
0.094355,1779465829.439446,174,,BS2DCE,,f,0,1,2425,2425,100,1,O,0,0,0,0,2,,,,,
0.094355,1779465829.439446,174,,BS2DCE,,f,0,2,1913,1913,100,1,O,0,0,0,0,2,,,,,
0.094355,1779465829.439446,174,,BS2DCE,,f,0,3,1394,1394,100,1,O,0,0,0,0,2,,,,,
0.094355,1779465829.439446,174,,BS2DCE,,f,0,4,1680,1680,100,1,O,0,0,0,0,2,,,,,
0.094355,1779465829.439446,174,,BS2DCE,,f,0,5,2229,2229,100,1,O,0,0,0,0,2,,,,,
0.094355,1779465829.439446,174,,BS2DCE,,f,0,6,1515,1515,100,1,O,0,0,0,0,2,,,,,
0.094355,1779465829.439446,174,,BS2DCE,,f,0,7,0,0,0,0,T,0,0,0,0,2,,,,,
0.154314,1779465829.499405,176,,BSDC91,,f,0,0,1567,1567,100,1,O,0,0,0,0,2,,,,,
0.154314,1779465829.499405,176,,BSDC91,,f,0,1,1390,1390,100,1,O,0,0,0,0,2,,,,,
0.154314,1779465829.499405,176,,BSDC91,,f,0,2,1861,1861,100,1,O,0,0,0,0,2,,,,,
0.154314,1779465829.499405,176,,BSDC91,,f,0,3,1917,1917,100,1,O,0,0,0,0,2,,,,,
0.154314,1779465829.499405,176,,BSDC91,,f,0,4,1698,1698,100,1,O,0,0,0,0,2,,,,,
0.154314,1779465829.499405,176,,BSDC91,,f,0,5,1416,1416,100,1,O,0,0,0,0,2,,,,,
0.154314,1779465829.499405,176,,BSDC91,,f,0,6,1748,1748,87,1,O,0,0,0,0,2,,,,,
0.154314,1779465829.499405,176,,BSDC91,,f,0,7,0,0,0,0,T,0,0,0,0,2,,,,,
0.197814,1779465829.542905,175,,BS2DCE,,f,0,0,2048,2048,100,1,O,0,0,0,0,2,,,,,
0.197814,1779465829.542905,175,,BS2DCE,,f,0,1,2460,2460,100,1,O,0,0,0,0,2,,,,,
0.197814,1779465829.542905,175,,BS2DCE,,f,0,2,1816,1816,100,1,O,0,0,0,0,2,,,,,
0.197814,1779465829.542905,175,,BS2DCE,,f,0,3,1445,1445,100,1,O,0,0,0,0,2,,,,,
0.197814,1779465829.542905,175,,BS2DCE,,f,0,4,1645,1645,100,1,O,0,0,0,0,2,,,,,
0.197814,1779465829.542905,175,,BS2DCE,,f,0,5,2239,2239,100,1,O,0,0,0,0,2,,,,,
0.197814,1779465829.542905,175,,BS2DCE,,f,0,6,1436,1436,100,1,O,0,0,0,0,2,,,,,
0.197814,1779465829.542905,175,,BS2DCE,,f,0,7,0,0,0,0,T,0,0,0,0,2,,,,,
0.24435,1779465829.589441,177,,BSDC91,,f,0,0,1413,1413,100,1,O,0,0,0,0,2,,,,,
0.24435,1779465829.589441,177,,BSDC91,,f,0,1,1528,1528,100,1,O,0,0,0,0,2,,,,,
0.24435,1779465829.589441,177,,BSDC91,,f,0,2,1875,1875,100,1,O,0,0,0,0,2,,,,,
0.24435,1779465829.589441,177,,BSDC91,,f,0,3,1893,1893,100,1,O,0,0,0,0,2,,,,,
0.24435,1779465829.589441,177,,BSDC91,,f,0,4,1599,1599,100,1,O,0,0,0,0,2,,,,,
0.24435,1779465829.589441,177,,BSDC91,,f,0,5,1429,1429,100,1,O,0,0,0,0,2,,,,,
0.24435,1779465829.589441,177,,BSDC91,,f,0,6,1874,1874,88,1,O,0,0,0,0,2,,,,,
0.24435,1779465829.589441,177,,BSDC91,,f,0,7,0,0,0,0,T,0,0,0,0,2,,,,,
0.319383,1779465829.664474,176,,BS2DCE,,f,0,0,2106,2106,100,1,O,0,0,0,0,2,,,,,
0.319383,1779465829.664474,176,,BS2DCE,,f,0,1,2555,2555,100,1,O,0,0,0,0,2,,,,,
0.319383,1779465829.664474,176,,BS2DCE,,f,0,2,1840,1840,100,1,O,0,0,0,0,2,,,,,
0.319383,1779465829.664474,176,,BS2DCE,,f,0,3,1510,1510,100,1,O,0,0,0,0,2,,,,,
0.319383,1779465829.664474,176,,BS2DCE,,f,0,4,1733,1733,100,1,O,0,0,0,0,2,,,,,
0.319383,1779465829.664474,176,,BS2DCE,,f,0,5,2102,2102,100,1,O,0,0,0,0,2,,,,,
0.319383,1779465829.664474,176,,BS2DCE,,f,0,6,1423,1423,100,1,O,0,0,0,0,2,,,,,
0.319383,1779465829.664474,176,,BS2DCE,,f,0,7,0,0,0,0,T,0,0,0,0,2,,,,,
0.349282,1779465829.694373,178,,BSDC91,,f,0,0,1362,1362,100,1,O,0,0,0,0,2,,,,,
0.349282,1779465829.694373,178,,BSDC91,,f,0,1,1355,1355,100,1,O,0,0,0,0,2,,,,,
0.349282,1779465829.694373,178,,BSDC91,,f,0,2,1957,1957,100,1,O,0,0,0,0,2,,,,,
0.349282,1779465829.694373,178,,BSDC91,,f,0,3,1781,1781,100,1,O,0,0,0,0,2,,,,,
0.349282,1779465829.694373,178,,BSDC91,,f,0,4,1529,1529,100,1,O,0,0,0,0,2,,,,,
0.349282,1779465829.694373,178,,BSDC91,,f,0,5,1562,1562,100,1,O,0,0,0,0,2,,,,,
0.349282,1779465829.694373,178,,BSDC91,,f,0,6,1919,1919,90,1,O,0,0,0,0,2,,,,,
0.349282,1779465829.694373,178,,BSDC91,,f,0,7,0,0,0,0,T,0,0,0,0,2,,,,,
0.386914,1779465829.732005,177,,BS2DCE,,f,0,0,2114,2114,100,1,O,0,0,0,0,2,,,,,
0.386914,1779465829.732005,177,,BS2DCE,,f,0,1,2346,2346,100,1,O,0,0,0,0,2,,,,,
0.386914,1779465829.732005,177,,BS2DCE,,f,0,2,1721,1721,100,1,O,0,0,0,0,2,,,,,
0.386914,1779465829.732005,177,,BS2DCE,,f,0,3,1591,1591,100,1,O,0,0,0,0,2,,,,,
0.386914,1779465829.732005,177,,BS2DCE,,f,0,4,1732,1732,100,1,O,0,0,0,0,2,,,,,
0.386914,1779465829.732005,177,,BS2DCE,,f,0,5,2100,2100,100,1,O,0,0,0,0,2,,,,,
0.386914,1779465829.732005,177,,BS2DCE,,f,0,6,1328,1328,100,1,O,0,0,0,0,2,,,,,
0.386914,1779465829.732005,177,,BS2DCE,,f,0,7,0,0,0,0,T,0,0,0,0,2,,,,,
0.504135,1779465829.849226,179,,BSDC91,,f,0,0,1261,1261,100,1,O,0,0,0,0,2,,,,,
0.504135,1779465829.849226,179,,BSDC91,,f,0,1,1364,1364,100,1,O,0,0,0,0,2,,,,,
0.504135,1779465829.849226,179,,BSDC91,,f,0,2,1887,1887,100,1,O,0,0,0,0,2,,,,,
0.504135,1779465829.849226,179,,BSDC91,,f,0,3,1680,1680,100,1,O,0,0,0,0,2,,,,,
0.504135,1779465829.849226,179,,BSDC91,,f,0,4,1443,1443,100,1,O,0,0,0,0,2,,,,,
0.504135,1779465829.849226,179,,BSDC91,,f,0,5,1623,1623,100,1,O,0,0,0,0,2,,,,,
0.504135,1779465829.849226,179,,BSDC91,,f,0,6,1997,1997,90,1,O,0,0,0,0,2,,,,,
0.504135,1779465829.849226,179,,BSDC91,,f,0,7,0,0,0,0,T,0,0,0,0,2,,,,,
0.548131,1779465829.893222,178,,BS2DCE,,f,0,0,2259,2259,100,1,O,0,0,0,0,2,,,,,
0.548131,1779465829.893222,178,,BS2DCE,,f,0,1,2251,2251,100,1,O,0,0,0,0,2,,,,,
0.548131,1779465829.893222,178,,BS2DCE,,f,0,2,1780,1780,100,1,O,0,0,0,0,2,,,,,
0.548131,1779465829.893222,178,,BS2DCE,,f,0,3,1624,1624,100,1,O,0,0,0,0,2,,,,,
0.548131,1779465829.893222,178,,BS2DCE,,f,0,4,1731,1731,100,1,O,0,0,0,0,2,,,,,
0.548131,1779465829.893222,178,,BS2DCE,,f,0,5,2057,2057,100,1,O,0,0,0,0,2,,,,,
0.548131,1779465829.893222,178,,BS2DCE,,f,0,6,1293,1293,100,1,O,0,0,0,0,2,,,,,
0.548131,1779465829.893222,178,,BS2DCE,,f,0,7,0,0,0,0,T,0,0,0,0,2,,,,,
0.552168,1779465829.897259,180,,BSDC91,,f,0,0,1232,1232,100,1,O,0,0,0,0,2,,,,,
0.552168,1779465829.897259,180,,BSDC91,,f,0,1,1486,1486,100,1,O,0,0,0,0,2,,,,,
0.552168,1779465829.897259,180,,BSDC91,,f,0,2,1881,1881,100,1,O,0,0,0,0,2,,,,,
0.552168,1779465829.897259,180,,BSDC91,,f,0,3,1672,1672,100,1,O,0,0,0,0,2,,,,,
0.552168,1779465829.897259,180,,BSDC91,,f,0,4,1491,1491,100,1,O,0,0,0,0,2,,,,,
0.552168,1779465829.897259,180,,BSDC91,,f,0,5,1593,1593,100,1,O,0,0,0,0,2,,,,,
0.552168,1779465829.897259,180,,BSDC91,,f,0,6,2166,2166,91,1,O,0,0,0,0,2,,,,,
0.552168,1779465829.897259,180,,BSDC91,,f,0,7,0,0,0,0,T,0,0,0,0,2,,,,,
0.597029,1779465829.94212,179,,BS2DCE,,f,0,0,2217,2217,100,1,O,0,0,0,0,2,,,,,
0.597029,1779465829.94212,179,,BS2DCE,,f,0,1,2290,2290,100,1,O,0,0,0,0,2,,,,,
0.597029,1779465829.94212,179,,BS2DCE,,f,0,2,1782,1782,100,1,O,0,0,0,0,2,,,,,
0.597029,1779465829.94212,179,,BS2DCE,,f,0,3,1622,1622,100,1,O,0,0,0,0,2,,,,,
0.597029,1779465829.94212,179,,BS2DCE,,f,0,4,1836,1836,100,1,O,0,0,0,0,2,,,,,
0.597029,1779465829.94212,179,,BS2DCE,,f,0,5,1983,1983,100,1,O,0,0,0,0,2,,,,,
0.597029,1779465829.94212,179,,BS2DCE,,f,0,6,1248,1248,100,1,O,0,0,0,0,2,,,,,
0.597029,1779465829.94212,179,,BS2DCE,,f,0,7,0,0,0,0,T,0,0,0,0,2,,,,,
0.671493,1779465830.016584,181,,BSDC91,,f,0,0,1235,1235,100,1,O,0,0,0,0,2,,,,,
0.671493,1779465830.016584,181,,BSDC91,,f,0,1,1630,1630,100,1,O,0,0,0,0,2,,,,,
0.671493,1779465830.016584,181,,BSDC91,,f,0,2,1899,1899,100,1,O,0,0,0,0,2,,,,,
0.671493,1779465830.016584,181,,BSDC91,,f,0,3,1684,1684,100,1,O,0,0,0,0,2,,,,,
0.671493,1779465830.016584,181,,BSDC91,,f,0,4,1479,1479,100,1,O,0,0,0,0,2,,,,,
0.671493,1779465830.016584,181,,BSDC91,,f,0,5,1756,1756,100,1,O,0,0,0,0,2,,,,,
0.671493,1779465830.016584,181,,BSDC91,,f,0,6,2161,2161,92,1,O,0,0,0,0,2,,,,,
0.671493,1779465830.016584,181,,BSDC91,,f,0,7,0,0,0,0,T,0,0,0,0,2,,,,,
0.716808,1779465830.061899,180,,BS2DCE,,f,0,0,2206,2206,100,1,O,0,0,0,0,2,,,,,
0.716808,1779465830.061899,180,,BS2DCE,,f,0,1,2295,2295,100,1,O,0,0,0,0,2,,,,,
0.716808,1779465830.061899,180,,BS2DCE,,f,0,2,1755,1755,100,1,O,0,0,0,0,2,,,,,
0.716808,1779465830.061899,180,,BS2DCE,,f,0,3,1741,1741,100,1,O,0,0,0,0,2,,,,,
