version,eval_set,anchor,n_pairs,rms,p50_abs,p95_abs,max_abs
v1-old,all1000,A,7,58.63907021910553,43.503397152955586,100.4104164201123,109.01736848713563
v1-old,all1000,B,7,105.07103346946509,75.06737160682951,184.16290720421262,192.3260979234135
v1-old,all1000,C,7,101.64577758379475,67.69249994768643,167.09700592107254,167.94623894749907
v1-old,all1000,D,7,98.53384985007645,75.06737160682951,165.64013960085015,189.90704150672786
v1-old,all1000,E,7,55.25643097563514,46.956065260930245,81.32116978715707,81.74701615434242
v1-old,all1000,F,7,87.17768955673732,56.361752055403485,157.60361725931784,192.3260979234135
v1-old,all1000,G,7,76.1815043561226,46.956065260930245,140.53771597617774,167.94623894749907
v1-old,all1000,H,7,84.61348343758726,65.39209603158042,154.3579666950394,189.90704150672786
v1-old,solve,A,7,58.63907021910553,43.503397152955586,100.4104164201123,109.01736848713563
v1-old,solve,B,7,105.07103346946509,75.06737160682951,184.16290720421262,192.3260979234135
v1-old,solve,C,7,101.64577758379475,67.69249994768643,167.09700592107254,167.94623894749907
v1-old,solve,D,7,98.53384985007645,75.06737160682951,165.64013960085015,189.90704150672786
v1-old,solve,E,7,55.25643097563514,46.956065260930245,81.32116978715707,81.74701615434242
v1-old,solve,F,7,87.17768955673732,56.361752055403485,157.60361725931784,192.3260979234135
v1-old,solve,G,7,76.1815043561226,46.956065260930245,140.53771597617774,167.94623894749907
v1-old,solve,H,7,84.61348343758726,65.39209603158042,154.3579666950394,189.90704150672786
v2,all1000,A,7,38.301983548899905,30.459219887626205,63.51331487364113,67.7299812742599
v2,all1000,B,7,62.497645921245265,63.72336994896364,95.6640653139726,98.26143377924836
v2,all1000,C,7,59.50305484489114,59.457077863542054,88.8891721920975,98.26143377924836
v2,all1000,D,7,53.919398120588234,55.060317055149426,78.30651758715929,82.8393188641162
v2,all1000,E,7,42.815285550601025,39.44720205485919,61.83451682552603,67.02056182207889
v2,all1000,F,7,56.529281922626474,60.318866490641994,77.32246368915801,82.8393188641162
v2,all1000,G,7,51.54464069150365,38.79118532498751,82.05741771077376,89.60353889499584
v2,all1000,H,7,49.23772772889192,53.6744266055307,63.97799811461754,65.54619738203564
v2,solve,A,7,38.301983548899905,30.459219887626205,63.51331487364113,67.7299812742599
v2,solve,B,7,62.497645921245265,63.72336994896364,95.6640653139726,98.26143377924836
v2,solve,C,7,59.50305484489114,59.457077863542054,88.8891721920975,98.26143377924836
v2,solve,D,7,53.919398120588234,55.060317055149426,78.30651758715929,82.8393188641162
v2,solve,E,7,42.815285550601025,39.44720205485919,61.83451682552603,67.02056182207889
v2,solve,F,7,56.529281922626474,60.318866490641994,77.32246368915801,82.8393188641162
v2,solve,G,7,51.54464069150365,38.79118532498751,82.05741771077376,89.60353889499584
v2,solve,H,7,49.23772772889192,53.6744266055307,63.97799811461754,65.54619738203564
v3-full,all1000,A,7,5.532772754019237,5.854826132802373,8.327050945503652,8.494123769336966
v3-full,all1000,B,7,119.90069247614981,4.5932976944359325,235.493997240727,311.87794587624376
v3-full,all1000,C,7,132.4566587428064,4.626675566750237,266.20676258280827,311.87794587624376
v3-full,all1000,D,7,162.09350823024548,6.49604313789996,306.9143882704621,370.03169685860644
v3-full,all1000,E,7,36.623672478855035,0.5806516867380651,69.06106892720948,96.67580893883496
v3-full,all1000,F,7,55.5348602881889,5.164978117877126,105.02174198349024,146.3907212181275
v3-full,all1000,G,7,36.686328347610655,1.769290400695354,69.52656087207818,96.67580893883496
v3-full,all1000,H,7,141.58822156477603,6.178315382979235,276.20162292838086,370.03169685860644
v3-full,solve,A,7,5.532772754019237,5.854826132802373,8.327050945503652,8.494123769336966
v3-full,solve,B,7,119.90069247614981,4.5932976944359325,235.493997240727,311.87794587624376
v3-full,solve,C,7,132.4566587428064,4.626675566750237,266.20676258280827,311.87794587624376
v3-full,solve,D,7,162.09350823024548,6.49604313789996,306.9143882704621,370.03169685860644
v3-full,solve,E,7,36.623672478855035,0.5806516867380651,69.06106892720948,96.67580893883496
v3-full,solve,F,7,55.5348602881889,5.164978117877126,105.02174198349024,146.3907212181275
v3-full,solve,G,7,36.686328347610655,1.769290400695354,69.52656087207818,96.67580893883496
v3-full,solve,H,7,141.58822156477603,6.178315382979235,276.20162292838086,370.03169685860644
v3-lite,all1000,A,7,37.83516941477697,28.57903070401244,63.50240654030885,67.43769268234064
v3-lite,all1000,B,7,62.69444703275819,62.653236930599405,96.33797070194386,98.89625859365151
v3-lite,all1000,C,7,59.577495862896384,59.965332991936975,89.23877203584482,98.89625859365151
v3-lite,all1000,D,7,53.8685463503377,56.034156525010985,78.57159895025069,83.3432730650693
