row_spec,seed_id,stage,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R2:L0:I0:T6,S04,simulate_imu_prior,0.09990009100874886,,,,
R2:L0:I0:T6,S04,cpu_golden,0.2381797920097597,,,,
R2:L0:I0:T6,S04,torch_gpu,0.7596047729894053,0,1,0.7596047729894053,0.7596047729894053
R2:L2:I3:T6,S04,simulate_imu_prior,0.9612606859882362,,,,
R2:L2:I3:T6,S04,cpu_golden,0.3210269379778765,,,,
R2:L2:I3:T6,S04,torch_gpu,0.49946305199409835,0,1,0.49946305199409835,0.49946305199409835
