stress_id,L,P,I,T,n,p50_mean,p95_mean,p95_std,rmse_mean,horiz_xz_p95_mean,vertical_y_p95_mean,sameP_delta_p95_mean,sameP_improved_fraction,b0_delta_p95_mean,radius_abs_mean,thickness_p95_mean,deltaR_rms_mean,sensor_label,experiment_short,stress_rank
ST0_nominal,L16,P0,I0,T2,5,92.4401249596377,182.9057216788817,3.2717911539458684,109.61899445085794,135.69980171729338,139.26417621610022,48.89641631659602,1.0,48.89641631659602,54.03932954227664,143.0640058695589,216.72401958377117,L16 ICM-45686,X_A0_U4_P0_L16_I0_T2,535
ST0_nominal,L16,P0,I0,T3,5,100.92848188348005,212.22331933438994,1.18553330133713,124.57811601418477,154.13426463425708,171.86016365440153,19.57881866108775,1.0,19.57881866108775,57.945321036710936,165.72509828583281,110.14729814360017,L16 ICM-45686,X_A0_U4_P0_L16_I0_T3,640
ST0_nominal,L16,P0,I0,T4,5,99.55608221643695,208.34275031177435,0.9143788243009041,122.68319722015296,151.9179863804415,167.29761824100905,23.459387683703387,1.0,23.459387683703387,57.48807597283044,160.55751086073306,120.65668927430792,L16 ICM-45686,X_A0_U4_P0_L16_I0_T4,635
ST0_nominal,L16,P0,I0,T5,5,103.29461200480436,222.1334325533161,0.4463199913755306,128.99736670886193,161.32165497417617,180.53310252871933,9.668705442161633,1.0,9.668705442161633,58.90977171015754,169.7270243919909,91.94531758380745,L16 ICM-45686,X_A0_U4_P0_L16_I0_T5,647
ST0_nominal,L16,P0,I1,T2,5,85.67697091434961,155.94644998357313,2.7224576068099475,98.44591361334031,114.99207758772123,116.5629649159248,75.85568801190462,1.0,75.85568801190462,46.92060624684127,129.05134538355165,286.89487846468484,L16 ICM-45686,X_A0_U4_P0_L16_I1_T2,281
ST0_nominal,L16,P0,I1,T3,5,93.72899286817378,194.3980814684538,1.5539430769747498,115.3253939761227,140.9237296517037,150.90140110016264,37.40405652702393,1.0,37.40405652702393,55.71914754779998,146.39564699276926,169.9229793979226,L16 ICM-45686,X_A0_U4_P0_L16_I1_T3,601
ST0_nominal,L16,P0,I1,T4,5,91.48145249375067,188.18603227740388,1.6899957226966238,112.75713582959699,137.09725950264254,145.3694580164764,43.616105718073825,1.0,43.616105718073825,55.00136539174427,145.00328983796848,190.49183919814195,L16 ICM-45686,X_A0_U4_P0_L16_I1_T4,578
ST0_nominal,L16,P0,I1,T5,5,99.25765215390915,206.86176455686177,1.3890294046285532,121.82931864988548,149.90501560573097,166.1215043756124,24.940373438615943,1.0,24.940373438615943,57.36394190029997,159.4250223421632,123.53253245457628,L16 ICM-45686,X_A0_U4_P0_L16_I1_T5,633
ST0_nominal,L16,P0,I2,T2,5,85.51059109891003,152.09923850651361,3.080314798792181,94.16444180905164,115.79711447036672,119.05315981340763,79.7028994889641,1.0,79.7028994889641,46.44757349997299,134.39972592520058,221.89126278589916,L16 ICM-45686,X_A0_U4_P0_L16_I2_T2,207
ST0_nominal,L16,P0,I2,T3,5,93.30587435125558,192.3708847559787,0.872206151362584,114.14235755418879,140.64158216903698,150.60449459089023,39.431253239499014,1.0,39.431253239499014,55.6294800022436,145.94832780383624,171.65724179935347,L16 ICM-45686,X_A0_U4_P0_L16_I2_T3,592
ST0_nominal,L16,P0,I2,T4,5,91.30959448586627,185.59406169093123,2.3077461462638436,111.28388064587372,136.85897719885543,145.46466681977654,46.20807630454651,1.0,46.20807630454651,54.89600159582248,144.95595638449407,191.18281963912904,L16 ICM-45686,X_A0_U4_P0_L16_I2_T4,561
