version,eval_set,method,n_tags,err_3d_median_mm,err_3d_p95_mm,err_3d_rms_mm,err_horizontal_median_mm,err_vertical_median_mm,range_median_min_mm,range_median_max_mm,range_p95_min_mm,range_p95_max_mm,det,scale,note
v4-io-commonmode,all8,A_tag_cloud_fit_WRONG_circular,24,56.055336749968724,139.8913470062465,80.00980223607199,30.186146828275554,47.27290369853915,,,,,-0.9999999999999996,1.0,WRONG for accuracy: transform fitted to tag truth; included only to show circular optimism.
v4-io-commonmode,all8,B_centroid_only_WRONG_underdetermined,24,,,,,,215.06564536774687,1538.161872678313,523.447887551786,2150.9635187586055,,1.0,"WRONG for accuracy: centroid fixes translation only; rotation/reflection remain free, so error is a range."
v4-io-commonmode,all8,C_anchor_locked_OFFICIAL,24,70.40482921941663,158.22160115946497,84.6470740046114,34.31706271807215,58.632874707975134,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
