host_elapsed_s,host_epoch_s,ver,listener_id,near_anchor_id,good_frames,accepted_polls,ignored_nonpoll,ignored_poll_mask,bad_header,too_long,rx_errors,cir_captures,last_status,last_src,last_dst,last_code,ring_drops,self_recover,rx_enable_failures,fps
0.546926,1784055038.829243,1,255,255,333433,141936,191497,0,0,0,852,14193,0x00800002,0xa106,0xb102,0xe1,0,755,0,0
5.546562,1784055043.828879,1,255,255,333433,141936,191497,0,0,0,852,14193,0x00800002,0xa106,0xb102,0xe1,0,755,0,0
10.546405,1784055048.828722,1,255,255,333433,141936,191497,0,0,0,852,14193,0x00800002,0xa106,0xb102,0xe1,0,755,0,0
15.546605,1784055053.828922,1,255,255,333433,141936,191497,0,0,0,852,14193,0x00800002,0xa106,0xb102,0xe1,0,756,0,0
20.545726,1784055058.828043,1,255,255,333433,141936,191497,0,0,0,852,14193,0x00800002,0xa106,0xb102,0xe1,0,756,0,0
25.545442,1784055063.827758,1,255,255,333433,141936,191497,0,0,0,852,14193,0x00800002,0xa106,0xb102,0xe1,0,756,0,0
30.545087,1784055068.827403,1,255,255,333433,141936,191497,0,0,0,852,14193,0x00800002,0xa106,0xb102,0xe1,0,757,0,0
35.544775,1784055073.827091,1,255,255,333433,141936,191497,0,0,0,852,14193,0x00800002,0xa106,0xb102,0xe1,0,757,0,0
40.544513,1784055078.826830,1,255,255,333433,141936,191497,0,0,0,852,14193,0x00800002,0xa106,0xb102,0xe1,0,757,0,0
45.544170,1784055083.826487,1,255,255,333433,141936,191497,0,0,0,852,14193,0x00800002,0xa106,0xb102,0xe1,0,758,0,0
50.543852,1784055088.826169,1,255,255,333433,141936,191497,0,0,0,852,14193,0x00800002,0xa106,0xb102,0xe1,0,758,0,0
55.543574,1784055093.825890,1,255,255,333433,141936,191497,0,0,0,852,14193,0x00800002,0xa106,0xb102,0xe1,0,758,0,0
60.671543,1784055098.953859,1,255,255,333473,141950,191523,0,0,0,852,14195,0x00806f02,0xa104,0xb104,0xe1,0,758,0,8
65.805145,1784055104.087461,1,255,255,333675,142020,191655,0,0,0,852,14202,0x00806f02,0xa103,0xb102,0xe1,0,758,0,40
70.806926,1784055109.089242,1,255,255,333892,142095,191797,0,0,0,852,14209,0x00806f02,0xa106,0xb102,0xe1,0,758,0,43
75.801468,1784055114.083785,1,255,255,334020,142139,191881,0,0,0,852,14213,0x00800002,0xa106,0xb104,0xe1,0,758,0,25
80.801144,1784055119.083460,1,255,255,334020,142139,191881,0,0,0,853,14213,0x00800002,0xa106,0xb104,0xe1,0,758,0,0
85.800785,1784055124.083102,1,255,255,334020,142139,191881,0,0,0,853,14213,0x00800002,0xa106,0xb104,0xe1,0,758,0,0
90.800467,1784055129.082784,1,255,255,334020,142139,191881,0,0,0,853,14213,0x00800002,0xa106,0xb104,0xe1,0,759,0,0
95.800163,1784055134.082480,1,255,255,334020,142139,191881,0,0,0,853,14213,0x00800002,0xa106,0xb104,0xe1,0,759,0,0
100.799843,1784055139.082159,1,255,255,334020,142139,191881,0,0,0,853,14213,0x00800002,0xa106,0xb104,0xe1,0,759,0,0
105.799935,1784055144.082252,1,255,255,334020,142139,191881,0,0,0,853,14213,0x00800002,0xa106,0xb104,0xe1,0,760,0,0
110.799216,1784055149.081533,1,255,255,334020,142139,191881,0,0,0,853,14213,0x00800002,0xa106,0xb104,0xe1,0,760,0,0
115.799012,1784055154.081329,1,255,255,334020,142139,191881,0,0,0,853,14213,0x00800002,0xa106,0xb104,0xe1,0,760,0,0
120.798615,1784055159.080932,1,255,255,334020,142139,191881,0,0,0,853,14213,0x00800002,0xa106,0xb104,0xe1,0,761,0,0
125.798439,1784055164.080755,1,255,255,334020,142139,191881,0,0,0,853,14213,0x00800002,0xa106,0xb104,0xe1,0,761,0,0
130.798201,1784055169.080518,1,255,255,334020,142139,191881,0,0,0,853,14213,0x00800002,0xa106,0xb104,0xe1,0,761,0,0
135.856064,1784055174.138381,1,255,255,334166,142190,191976,0,0,0,853,14219,0x00806f02,0xa104,0xb103,0xe1,0,761,0,29
140.938763,1784055179.221079,1,255,255,334367,142260,192107,0,0,0,853,14226,0x00806f02,0xa104,0xb102,0xe1,0,761,0,40
146.037855,1784055184.320172,1,255,255,334570,142330,192240,0,0,0,853,14233,0x00806f02,0xa103,0xb102,0xe1,0,761,0,40
151.031843,1784055189.314160,1,255,255,334591,142337,192254,0,0,0,853,14233,0x00800002,0xa106,0xb104,0xe1,0,761,0,4
156.032034,1784055194.314351,1,255,255,334591,142337,192254,0,0,0,853,14233,0x00800002,0xa106,0xb104,0xe1,0,761,0,0
161.032842,1784055199.315159,1,255,255,334591,142337,192254,0,0,0,853,14233,0x00800002,0xa106,0xb104,0xe1,0,761,0,0
166.030886,1784055204.313203,1,255,255,334591,142337,192254,0,0,0,853,14233,0x00800002,0xa106,0xb104,0xe1,0,762,0,0
171.030635,1784055209.312952,1,255,255,334591,142337,192254,0,0,0,853,14233,0x00800002,0xa106,0xb104,0xe1,0,762,0,0
176.030311,1784055214.312628,1,255,255,334591,142337,192254,0,0,0,853,14233,0x00800002,0xa106,0xb104,0xe1,0,762,0,0
181.029920,1784055219.312236,1,255,255,334591,142337,192254,0,0,0,853,14233,0x00800002,0xa106,0xb104,0xe1,0,763,0,0
186.029680,1784055224.311996,1,255,255,334591,142337,192254,0,0,0,853,14233,0x00800002,0xa106,0xb104,0xe1,0,763,0,0
191.029415,1784055229.311732,1,255,255,334591,142337,192254,0,0,0,853,14233,0x00800002,0xa106,0xb104,0xe1,0,763,0,0
196.029054,1784055234.311371,1,255,255,334591,142337,192254,0,0,0,853,14233,0x00800002,0xa106,0xb104,0xe1,0,764,0,0
201.028864,1784055239.311180,1,255,255,334591,142337,192254,0,0,0,853,14233,0x00800002,0xa106,0xb104,0xe1,0,764,0,0
206.028449,1784055244.310766,1,255,255,334726,142384,192342,0,0,0,854,14238,0x00800002,0xa106,0xb102,0xe1,0,764,0,27
211.028197,1784055249.310514,1,255,255,334931,142455,192476,0,0,0,854,14245,0x00800002,0xa106,0xb102,0xe1,0,764,0,41
216.027903,1784055254.310220,1,255,255,335131,142525,192606,0,0,0,854,14252,0x00800002,0xa106,0xb102,0xe1,0,764,0,40
221.027563,1784055259.309880,1,255,255,335173,142540,192633,0,0,0,854,14254,0x00800002,0xb103,0xffff,0xe0,0,764,0,8
226.027268,1784055264.309584,1,255,255,335173,142540,192633,0,0,0,854,14254,0x00800002,0xb103,0xffff,0xe0,0,764,0,0
231.026914,1784055269.309230,1,255,255,335173,142540,192633,0,0,0,854,14254,0x00800002,0xb103,0xffff,0xe0,0,764,0,0
236.026587,1784055274.308904,1,255,255,335173,142540,192633,0,0,0,854,14254,0x00800002,0xb103,0xffff,0xe0,0,765,0,0
241.026277,1784055279.308594,1,255,255,335173,142540,192633,0,0,0,854,14254,0x00800002,0xb103,0xffff,0xe0,0,765,0,0
