host_elapsed_s,host_epoch_s,ver,listener_id,near_anchor_id,accepted_polls,poll_seq,tag_id,poll_mask,rx_ts_lo32,carrier_integrator,fp_index,fp1,fp2,fp3,cir_pwr,rxpacc,acc_len
773.326648,1784055811.608965,1,255,255,144280,246,3,0xff,3527982502,-5889,48042,7268,7245,5349,1838,119,4064
774.159495,1784055812.441812,1,255,255,144290,72,4,0xff,913700501,-7654,47777,7765,7747,6862,2093,125,4064
774.902019,1784055813.184336,1,255,255,144300,180,2,0xff,1110031095,-2385,47867,7166,6669,3835,1778,120,4064
775.559961,1784055813.842277,1,255,255,144310,83,4,0xff,208050327,-7632,47795,7597,7423,4701,2028,124,4064
776.302204,1784055814.584521,1,255,255,144320,191,2,0xff,388698189,-2198,47705,6621,7313,6354,1736,118,4064
777.002519,1784055815.284836,1,255,255,144330,196,2,0xff,2186128139,-2351,47895,7295,7165,6515,1945,124,4064
777.702584,1784055815.984901,1,255,255,144340,201,2,0xff,3967061411,-2269,48039,7505,7096,5419,1896,120,4064
778.460149,1784055816.742465,1,255,255,144350,106,4,0xff,831828756,-7448,47904,7051,7042,6268,1700,120,4064
779.226155,1784055817.508471,1,255,255,144360,39,3,0xff,2534192189,-5799,47689,7599,7559,7297,1899,124,4064
779.901941,1784055818.184258,1,255,255,144370,220,2,0xff,2765126816,-2221,47772,7350,7104,6353,1826,120,4064
780.559290,1784055818.841606,1,255,255,144380,122,4,0xff,1817914760,-7447,48020,7768,7776,7304,2039,124,4064
781.359689,1784055819.642005,1,255,255,144390,129,4,0xff,1421734692,-7487,47936,6140,7369,6833,1779,119,4064
782.125916,1784055820.408232,1,255,255,144400,62,3,0xff,3135786758,-5762,47882,7085,7102,6819,1679,117,4064
782.825440,1784055821.107757,1,255,255,144410,69,3,0xff,590628227,-5745,48007,6712,6696,6475,1612,118,4064
783.459214,1784055821.741531,1,255,255,144420,145,4,0xff,2431709907,-7508,47839,7522,7536,6679,1930,124,4064
784.226352,1784055822.508669,1,255,255,144430,81,3,0xff,4171405807,-5743,47603,7486,7375,4610,1910,121,4064
785.025239,1784055823.307556,1,255,255,144440,88,3,0xff,3703608779,-5760,48079,7319,7219,6813,1792,121,4064
785.659152,1784055823.941469,1,255,255,144450,163,4,0xff,1267505235,-7303,47711,7086,7070,6551,1904,124,4064
786.325129,1784055824.607445,1,255,255,144460,101,3,0xff,867834454,-5633,47714,7256,7250,6244,1898,118,4064
787.002036,1784055825.284353,1,255,255,144470,19,2,0xff,1173955391,-2159,47939,6953,6984,7049,1694,117,4064
787.701731,1784055825.984048,1,255,255,144480,25,2,0xff,2929801225,-2103,47621,7008,7758,7044,1994,124,4064
788.458861,1784055826.741178,1,255,255,144490,185,4,0xff,4060539260,-7349,48016,6915,7228,6641,1739,119,4064
789.225100,1784055827.507416,1,255,255,144500,125,3,0xff,1486450981,-5666,47913,7191,7138,5357,1792,117,4064
789.859064,1784055828.141381,1,255,255,144510,196,4,0xff,3338211974,-7311,47762,7036,7089,6666,1744,121,4064
790.525288,1784055828.807605,1,255,255,144520,137,3,0xff,2959761932,-5537,47648,7502,7483,6426,1964,122,4064
791.258250,1784055829.540566,1,255,255,144530,208,4,0xff,2546852531,-7323,47815,6847,6882,6606,1610,117,4064
791.924656,1784055830.206973,1,255,255,144540,148,3,0xff,2174580584,-5569,47980,6880,6754,4844,1720,118,4064
792.559306,1784055830.841623,1,255,255,144550,220,4,0xff,4058432924,-7272,48048,7288,7180,4833,1740,121,4064
793.224309,1784055831.506626,1,255,255,144560,159,3,0xff,3615865696,-5509,47972,7200,7104,5882,1905,120,4064
794.058915,1784055832.341232,1,255,255,144570,232,4,0xff,1110392647,-7336,47955,7360,7385,6941,1901,123,4064
794.701558,1784055832.983875,1,255,255,144580,80,2,0xff,3514937742,-2017,48018,7494,7322,6503,1983,123,4064
795.500906,1784055833.783223,1,255,255,144590,86,2,0xff,3057791425,-1955,48069,6633,7041,6836,1746,117,4064
796.200713,1784055834.483030,1,255,255,144600,92,2,0xff,521639791,-1995,47995,6853,6980,3845,1777,118,4064
796.900469,1784055835.182786,1,255,255,144610,97,2,0xff,2297137183,-1974,47651,7478,7599,5842,2051,124,4064
797.557744,1784055835.840060,1,255,255,144620,4,4,0xff,1344422741,-7256,47969,7454,7473,6519,1903,123,4064
798.358330,1784055836.640647,1,255,255,144630,11,4,0xff,957048659,-7188,47967,7593,7614,6709,1878,123,4064
799.224552,1784055837.506869,1,255,255,144640,208,3,0xff,475912341,-5447,47777,7303,7343,6441,1964,122,4064
800.058379,1784055838.340696,1,255,255,144650,25,4,0xff,2212219917,-7233,47641,7450,7454,6895,1983,124,4064
800.757891,1784055839.040208,1,255,255,144660,31,4,0xff,3961920081,-7197,47709,6837,6889,6096,1593,117,4064
801.400483,1784055839.682800,1,255,255,144670,130,2,0xff,2069043472,-1879,47900,7486,7133,6026,1902,122,4064
802.058195,1784055840.340512,1,255,255,144680,41,4,0xff,1136885765,-7125,47633,7208,7171,6845,1808,122,4064
802.800273,1784055841.082589,1,255,255,144690,141,2,0xff,1314560078,-1870,47690,6962,7367,7261,1978,124,4064
803.457944,1784055841.740260,1,255,255,144700,54,4,0xff,393492053,-7086,47713,7064,7030,6165,1694,117,4064
804.223372,1784055842.505689,1,255,255,144710,252,3,0xff,2055801364,-5381,47648,7235,7191,6227,1851,121,4064
804.900221,1784055843.182538,1,255,255,144720,157,2,0xff,2356642198,-1749,48010,6667,7561,6721,1783,124,4064
805.624035,1784055843.906352,1,255,255,144730,9,3,0xff,1343815475,-5395,47927,7078,6888,4020,1709,117,4064
806.358168,1784055844.640484,1,255,255,144740,76,4,0xff,1022980381,-7096,47905,7275,7237,6304,1817,121,4064
807.057268,1784055845.339584,1,255,255,144750,82,4,0xff,2741127841,-7098,47797,7437,7329,4531,1956,123,4064
807.700576,1784055845.982892,1,255,255,144760,180,2,0xff,899939478,-1806,47770,6867,7305,6531,1751,119,4064
808.500379,1784055846.782696,1,255,255,144770,186,2,0xff,458629583,-1882,48091,7370,7523,6453,2080,124,4064
809.356699,1784055847.639016,1,255,255,144780,98,4,0xff,3643080151,-7072,47587,7521,7488,6480,2001,124,4064
810.157470,1784055848.439786,1,255,255,144790,103,4,0xff,3270497747,-7043,48087,7485,7453,6930,1857,122,4064
810.957493,1784055849.239810,1,255,255,144800,108,4,0xff,2847918240,-7075,47780,7343,7334,6239,1813,120,4064
811.656745,1784055849.939062,1,255,255,144810,113,4,0xff,281154372,-7054,47960,7417,7438,6650,1798,121,4064
812.323563,1784055850.605879,1,255,255,144820,60,3,0xff,4228611250,-5382,47798,7640,7499,4473,2005,124,4064
812.999423,1784055851.281739,1,255,255,144830,218,2,0xff,176317451,-1856,47639,7470,6849,6017,1908,121,4064
813.722884,1784055852.005201,1,255,255,144840,72,3,0xff,3453351765,-5364,47969,7687,7654,6528,2105,124,4064
814.523368,1784055852.805685,1,255,255,144850,78,3,0xff,3062769932,-5364,47896,7350,7374,6901,1857,122,4064
815.323007,1784055853.605324,1,255,255,144860,86,3,0xff,2611050047,-5257,47691,7253,7251,6730,1739,118,4064
816.000042,1784055854.282359,1,255,255,144870,243,2,0xff,2929557622,-1712,47730,7451,7531,4867,2067,124,4064
816.699017,1784055854.981333,1,255,255,144880,249,2,0xff,344599751,-1681,47819,6838,7332,6957,1843,120,4064
817.422443,1784055855.704760,1,255,255,144890,102,3,0xff,3623174094,-5363,48082,7224,7127,6682,1765,123,4064
818.222658,1784055856.504975,1,255,255,144900,108,3,0xff,3210738318,-5235,47762,7074,7031,6775,1776,123,4064
819.122740,1784055857.405057,1,255,255,144910,115,3,0xff,598969948,-5243,47712,7284,7243,6322,1894,118,4064
819.856489,1784055858.138806,1,255,255,144920,170,4,0xff,236094501,-6940,47665,7000,6840,4560,1747,118,4064
820.522693,1784055858.805010,1,255,255,144930,128,3,0xff,4149548489,-5271,48077,7164,7189,6966,1829,124,4064
821.256176,1784055859.538493,1,255,255,144940,182,4,0xff,3775101656,-6931,47852,7721,7641,5459,2151,125,4064
821.955950,1784055860.238267,1,255,255,144950,186,4,0xff,1242445888,-6920,47692,7564,7564,7205,1904,121,4064
822.755908,1784055861.038224,1,255,255,144960,191,4,0xff,819078722,-6901,47694,7389,7413,6960,1878,124,4064
823.498848,1784055861.781165,1,255,255,144970,46,2,0xff,1044411724,-1673,47944,6810,6921,6735,1732,118,4064
824.398478,1784055862.680794,1,255,255,144980,51,2,0xff,2693018774,-1793,47770,6790,7587,5924,1800,121,4064
825.055874,1784055863.338191,1,255,255,144990,210,4,0xff,1745999117,-6901,47913,7613,7591,5868,2031,123,4064
825.722081,1784055864.004398,1,255,255,145000,165,3,0xff,1368989669,-5286,47593,7063,7070,5272,1864,123,4064
826.456016,1784055864.738333,1,255,255,145010,222,4,0xff,1020827681,-6854,47669,7217,6998,4314,1778,118,4064
827.198238,1784055865.480555,1,255,255,145020,71,2,0xff,1198960310,-1659,47794,7555,6763,4326,1899,123,4064
827.922175,1784055866.204492,1,255,255,145030,185,3,0xff,215226375,-5145,47635,7202,7195,6559,1680,120,4064
828.621436,1784055866.903753,1,255,255,145040,191,3,0xff,1943541132,-5178,48024,7094,7127,6548,1707,121,4064
829.322312,1784055867.604629,1,255,255,145050,196,3,0xff,3736098065,-5101,47901,7306,7351,6396,1916,124,4064
830.098352,1784055868.380668,1,255,255,145060,95,2,0xff,1825224974,-1737,47882,7105,7162,6756,1896,121,4064
830.856036,1784055869.138353,1,255,255,145070,254,4,0xff,2993665612,-6803,47712,7554,7560,6448,1923,123,4064
831.655439,1784055869.937756,1,255,255,145080,3,4,0xff,2536562174,-6844,47626,7239,7322,6967,1801,120,4064
832.421661,1784055870.703978,1,255,255,145090,220,3,0xff,4244547573,-5185,47609,7233,7178,4080,1812,120,4064
833.121065,1784055871.403382,1,255,255,145100,226,3,0xff,1694027341,-5182,47697,7209,7196,6933,1773,119,4064
833.798007,1784055872.080324,1,255,255,145110,123,2,0xff,1999417890,-1600,47662,7031,6809,4625,1663,117,4064
834.598521,1784055872.880838,1,255,255,145120,129,2,0xff,1607516468,-1732,47920,6698,6989,4676,1685,117,4064
835.320918,1784055873.603235,1,255,255,145130,241,3,0xff,527928669,-5082,47969,7008,7002,6031,1779,117,4064
836.055358,1784055874.337675,1,255,255,145140,35,4,0xff,204126165,-6811,48097,7175,7139,6237,1702,119,4064
836.755090,1784055875.037406,1,255,255,145150,41,4,0xff,1970661140,-6697,47896,7256,7246,6784,1859,124,4064
837.420981,1784055875.703298,1,255,255,145160,3,3,0xff,1559177682,-5081,48094,7112,7125,6517,1764,118,4064
838.120432,1784055876.402749,1,255,255,145170,7,3,0xff,3318598677,-5139,47649,7389,7409,6415,1921,120,4064
838.998101,1784055877.280418,1,255,255,145180,165,2,0xff,3553733541,-1696,48041,6881,7182,5268,1748,120,4064
839.797742,1784055878.080059,1,255,255,145190,170,2,0xff,3111057413,-1629,47617,6841,6717,6702,1662,117,4064
840.520963,1784055878.803279,1,255,255,145200,26,3,0xff,2078132020,-5031,47928,6783,6646,3819,1689,117,4064
841.254700,1784055879.537017,1,255,255,145210,71,4,0xff,1723461270,-6781,47778,7442,7446,6514,1979,123,4064
841.897471,1784055880.179788,1,255,255,145220,188,2,0xff,4135490361,-1396,47917,7536,7038,4820,1880,124,4064
842.654073,1784055880.936389,1,255,255,145230,82,4,0xff,943553442,-6736,48054,7404,7117,4335,1838,120,4064
843.420321,1784055881.702638,1,255,255,145240,48,3,0xff,2656875084,-5047,47696,6944,6964,6801,1715,120,4064
844.354855,1784055882.637172,1,255,255,145250,93,4,0xff,2241919388,-6796,48032,6734,6756,6133,1713,118,4064
845.197499,1784055883.479815,1,255,255,145260,212,2,0xff,250665734,-1538,47890,7344,6953,6475,1961,123,4064
845.920326,1784055884.202642,1,255,255,145270,67,3,0xff,3480794975,-5073,47971,6983,6927,5753,1796,121,4064
846.620527,1784055884.902843,1,255,255,145280,72,3,0xff,980643278,-5072,48090,7012,6961,6485,1752,122,4064
847.319699,1784055885.602015,1,255,255,145290,78,3,0xff,2707661792,-5049,47588,7129,7149,5944,1830,119,4064
848.023935,1784055886.306252,1,255,255,145300,83,3,0xff,238514130,-5043,48094,6865,6902,6161,1733,119,4064
848.796808,1784055887.079125,1,255,255,145310,241,2,0xff,2603005498,-1476,47678,6816,6843,3584,1691,118,4064
849.597185,1784055887.879502,1,255,255,145320,246,2,0xff,2194136625,-1553,47677,7443,6924,3790,1853,124,4064
850.397031,1784055888.679347,1,255,255,145330,253,2,0xff,1768550190,-1482,47914,6926,7069,5064,1678,120,4064
851.096967,1784055889.379284,1,255,255,145340,3,2,0xff,3547837061,-1499,47761,7033,6838,6723,1748,121,4064
851.719611,1784055890.001928,1,255,255,145350,113,3,0xff,381331341,-4966,48033,7317,7295,6198,1873,120,4064
852.520058,1784055890.802375,1,255,255,145360,119,3,0xff,4272097565,-5000,47905,7191,7177,6224,1864,118,4064
853.296203,1784055891.578520,1,255,255,145370,20,2,0xff,2337838025,-1453,48085,7247,7056,6342,1917,123,4064
854.096608,1784055892.378925,1,255,255,145380,26,2,0xff,1923003978,-1399,47702,7078,6812,6236,1799,120,4064
854.853924,1784055893.136240,1,255,255,145390,165,4,0xff,3081803939,-6658,47799,7401,7195,4273,1928,122,4064
855.619163,1784055893.901479,1,255,255,145400,143,3,0xff,441642902,-5013,48034,6996,6878,5764,1728,118,4064
856.295999,1784055894.578315,1,255,255,145410,42,2,0xff,743297993,-1509,48085,6953,7047,6341,1779,119,4064
856.996089,1784055895.278406,1,255,255,145420,47,2,0xff,2526022318,-1496,47786,7155,7508,5467,1912,124,4064
857.796658,1784055896.078974,1,255,255,145430,53,2,0xff,2137666308,-1426,47872,7239,7222,7179,1921,124,4064
858.695957,1784055896.978274,1,255,255,145440,59,2,0xff,3770006985,-1353,48069,7213,7228,7010,1912,122,4064
859.653389,1784055897.935706,1,255,255,145450,199,4,0xff,522236241,-6635,47965,7116,7098,6461,1732,122,4064
860.453345,1784055898.735661,1,255,255,145460,205,4,0xff,98170318,-6667,48098,7490,7479,6364,1841,121,4064
861.219746,1784055899.502062,1,255,255,145470,180,3,0xff,1782400786,-4900,47902,7077,7118,6451,1859,123,4064
861.995653,1784055900.277970,1,255,255,145480,84,2,0xff,4158490104,-1526,47604,7656,7712,4710,1981,124,4064
862.696619,1784055900.978936,1,255,255,145490,90,2,0xff,1683638689,-1487,48045,7225,6567,4627,1665,118,4064
863.352626,1784055901.634942,1,255,255,145500,229,4,0xff,670791329,-6581,47781,7150,7067,5817,1761,121,4064
864.097488,1784055902.379804,1,255,255,145510,101,2,0xff,928982894,-1501,47986,6935,6791,4351,1731,118,4064
864.852916,1784055903.135233,1,255,255,145520,241,4,0xff,2035114333,-6550,47977,7427,7357,5601,1979,122,4064
865.553692,1784055903.836008,1,255,255,145530,247,4,0xff,3868016771,-6560,47759,7237,7273,6930,1867,121,4064
866.195404,1784055904.477721,1,255,255,145540,117,2,0xff,1914873862,-1244,47626,7276,7039,6610,1803,120,4064
866.952904,1784055905.235221,1,255,255,145550,3,4,0xff,3088225572,-6512,47928,7317,7141,4152,1970,124,4064
867.718931,1784055906.001247,1,255,255,145560,227,3,0xff,483309352,-4842,47916,7318,7239,5115,1821,118,4064
868.418376,1784055906.700692,1,255,255,145570,233,3,0xff,2229235801,-4906,47717,7253,7135,5785,1959,120,4064
869.152318,1784055907.434635,1,255,255,145580,21,4,0xff,1882513356,-6515,48096,7382,7390,6451,1821,122,4064
869.917956,1784055908.200273,1,255,255,145590,245,3,0xff,3559939987,-4912,48031,7209,7242,6509,1895,122,4064
870.552766,1784055908.835083,1,255,255,145600,30,4,0xff,1175587683,-6498,47975,7258,7273,5766,1797,118,4064
871.295547,1784055909.577863,1,255,255,145610,155,2,0xff,1385284583,-1241,48099,7490,7353,5953,1843,121,4064
872.053907,1784055910.336224,1,255,255,145620,41,4,0xff,2485241243,-6502,48039,7236,7198,5667,1896,124,4064
872.752185,1784055911.034502,1,255,255,145630,47,4,0xff,4257187255,-6423,48075,6612,7108,6611,1726,120,4064
873.395136,1784055911.677453,1,255,255,145640,172,2,0xff,2406031360,-1123,47620,7132,7264,6508,1731,118,4064
874.094980,1784055912.377297,1,255,255,145650,177,2,0xff,4170622903,-1280,48059,7075,7498,4191,1884,122,4064
874.851520,1784055913.133837,1,255,255,145660,62,4,0xff,976570514,-6430,47774,7561,7573,6906,1900,122,4064
875.594952,1784055913.877269,1,255,255,145670,190,2,0xff,1230709993,-1163,47853,7535,7206,5039,1930,125,4064
876.317691,1784055914.600008,1,255,255,145680,41,3,0xff,170749593,-4893,47781,6977,6755,5404,1790,119,4064
876.994510,1784055915.276827,1,255,255,145690,201,2,0xff,469318846,-1314,47810,6933,7055,7467,1836,120,4064
877.652998,1784055915.935315,1,255,255,145700,84,4,0xff,3801509010,-6413,47774,7216,7225,6526,1760,120,4064
878.395111,1784055916.677428,1,255,255,145710,211,2,0xff,4054491564,-1306,48048,7060,7251,4844,1867,121,4064
879.151549,1784055917.433866,1,255,255,145720,96,4,0xff,859595935,-6476,47779,7582,7572,6578,1969,121,4064
879.917067,1784055918.199383,1,255,255,145730,68,3,0xff,2528419224,-4748,48028,7241,7249,6705,1795,119,4064
880.617970,1784055918.900286,1,255,255,145740,73,3,0xff,49598484,-4712,47648,7686,7662,6763,2178,125,4064
881.351302,1784055919.633619,1,255,255,145750,111,4,0xff,3971654942,-6444,47906,7403,7396,6551,1862,119,4064
882.051559,1784055920.333876,1,255,255,145760,116,4,0xff,1471272484,-6436,47672,7378,7023,4093,1801,119,4064
882.817165,1784055921.099482,1,255,255,145770,91,3,0xff,3143816917,-4792,47833,6812,6763,6285,1671,119,4064
883.616880,1784055921.899197,1,255,255,145780,97,3,0xff,2705457651,-4792,47607,7329,7272,4272,1874,120,4064
884.417538,1784055922.699855,1,255,255,145790,104,3,0xff,2327438332,-4781,47616,7312,7260,7131,1853,121,4064
885.117481,1784055923.399798,1,255,255,145800,110,3,0xff,4102806049,-4784,47653,7048,7088,5720,1852,122,4064
885.794190,1784055924.076507,1,255,255,145810,12,2,0xff,102251638,-1231,47730,7296,7484,4828,1830,119,4064
886.517803,1784055924.800120,1,255,255,145820,121,3,0xff,3384151825,-4761,47901,7129,7049,6252,1803,120,4064
887.316922,1784055925.599239,1,255,255,145830,128,3,0xff,2912000664,-4763,47780,7303,7299,5956,1900,119,4064
888.051034,1784055926.333351,1,255,255,145840,160,4,0xff,2563477548,-6395,47680,6829,6992,6768,1712,120,4064
888.716293,1784055926.998610,1,255,255,145850,140,3,0xff,2126715439,-4772,47667,7139,7081,4432,1792,117,4064
889.451070,1784055927.733386,1,255,255,145860,171,4,0xff,1834877399,-6466,48099,7324,7329,6253,1786,121,4064
890.216693,1784055928.499010,1,255,255,145870,151,3,0xff,3514579279,-4746,47963,7249,7262,6868,1895,121,4064
890.950895,1784055929.233212,1,255,255,145880,180,4,0xff,3180648519,-6330,47707,6919,7188,6324,1671,119,4064
891.750670,1784055930.032987,1,255,255,145890,186,4,0xff,2746477724,-6323,47776,7337,7313,6659,1847,119,4064
892.516406,1784055930.798722,1,255,255,145900,170,3,0xff,132795988,-4706,47712,7431,7416,6540,1943,120,4064
893.216305,1784055931.498622,1,255,255,145910,175,3,0xff,1887452227,-4718,47679,7220,7045,3725,1867,123,4064
893.916530,1784055932.198847,1,255,255,145920,180,3,0xff,3695665184,-4789,47652,7128,7082,5804,1851,117,4064
894.750433,1784055933.032750,1,255,255,145930,209,4,0xff,1137058325,-6366,47649,7553,7531,6544,1878,121,4064
895.450753,1784055933.733069,1,255,255,145940,214,4,0xff,2942818983,-6279,47803,7253,6766,3827,1696,119,4064
896.293503,1784055934.575819,1,255,255,145950,95,2,0xff,953236740,-1167,47880,6887,7472,6905,1851,121,4064
897.093316,1784055935.375633,1,255,255,145960,101,2,0xff,528319625,-1018,47757,7196,7795,6785,1891,121,4064
897.750543,1784055936.032859,1,255,255,145970,231,4,0xff,3865641775,-6261,47939,6704,7400,6902,1822,120,4064
898.415629,1784055936.697945,1,255,255,145980,214,3,0xff,3410293159,-4676,48043,6736,6730,4859,1700,119,4064
899.150493,1784055937.432810,1,255,255,145990,242,4,0xff,3123283868,-6295,48032,7186,7193,6637,1823,118,4064
899.993499,1784055938.275816,1,255,255,146000,126,2,0xff,1154576265,-1174,48013,7415,6966,7069,2034,122,4064
900.850023,1784055939.132340,1,255,255,146010,250,4,0xff,52089944,-6351,47716,7299,7223,6044,1824,122,4064
901.693437,1784055939.975753,1,255,255,146020,138,2,0xff,2401345710,-1251,47794,6800,7346,4755,1946,120,4064
902.393570,1784055940.675887,1,255,255,146030,145,2,0xff,4185669810,-1013,47806,7881,7306,3943,1790,119,4064
903.092985,1784055941.375302,1,255,255,146040,150,2,0xff,1622599232,-1146,47684,7002,7596,7247,1877,124,4064
903.792991,1784055942.075308,1,255,255,146050,155,2,0xff,3399754720,-1010,48108,7534,6712,4715,1824,121,4064
904.515589,1784055942.797905,1,255,255,146060,5,3,0xff,2342832792,-4667,47772,7428,7412,6906,1891,120,4064
905.292896,1784055943.575213,1,255,255,146070,166,2,0xff,470583858,-1080,47654,7568,7825,5975,1957,123,4064
906.049438,1784055944.331755,1,255,255,146080,30,4,0xff,1562821256,-6283,47772,7238,7267,6319,1827,124,4064
906.749865,1784055945.032181,1,255,255,146090,35,4,0xff,3372280142,-6300,47962,7159,7254,6575,1704,117,4064
907.415574,1784055945.697891,1,255,255,146100,28,3,0xff,2960252351,-4703,48067,6978,6854,6749,1666,119,4064
908.149209,1784055946.431525,1,255,255,146110,46,4,0xff,2588639657,-6230,48061,7492,7047,3796,1854,120,4064
908.915108,1784055947.197425,1,255,255,146120,40,3,0xff,4287443093,-4696,47769,7293,7257,6808,2002,125,4064
909.792370,1784055948.074687,1,255,255,146130,201,2,0xff,211703969,-1130,47773,7520,6865,6186,1843,118,4064
910.548779,1784055948.831096,1,255,255,146140,61,4,0xff,1294665615,-6209,48027,7194,7148,6881,1774,117,4064
911.292527,1784055949.574844,1,255,255,146150,213,2,0xff,1579494325,-995,48057,7708,6732,3847,1693,117,4064
911.949088,1784055950.231405,1,255,255,146160,73,4,0xff,579906499,-6233,48087,6912,7232,6571,1688,118,4064
912.648742,1784055950.931058,1,255,255,146170,78,4,0xff,2330208789,-6185,47649,7085,7062,6283,1699,117,4064
913.349661,1784055951.631978,1,255,255,146180,83,4,0xff,4163179989,-6234,48089,7484,7410,6899,1939,124,4064
914.092286,1784055952.374603,1,255,255,146190,235,2,0xff,77573964,-1092,47952,7167,7167,6752,1877,119,4064
914.849121,1784055953.131437,1,255,255,146200,94,4,0xff,1199267602,-6210,47902,7247,7247,6541,1774,122,4064
915.548853,1784055953.831170,1,255,255,146210,100,4,0xff,2960874717,-6204,47841,7267,7259,6467,1781,119,4064
916.292338,1784055954.574655,1,255,255,146220,251,2,0xff,3222242239,-1037,48051,7674,7191,4601,1774,119,4064
917.014454,1784055955.296771,1,255,255,146230,103,3,0xff,2116050316,-4573,48016,7353,7344,7171,1912,123,4064
917.748532,1784055956.030849,1,255,255,146240,117,4,0xff,1778101778,-6192,47646,7274,7308,6702,1777,118,4064
918.414765,1784055956.697082,1,255,255,146250,113,3,0xff,1396114086,-4530,47786,7341,7202,5334,1999,124,4064
919.091873,1784055957.374190,1,255,255,146260,18,2,0xff,1720025109,-933,47641,7715,7750,6401,1890,122,4064
919.914473,1784055958.196789,1,255,255,146270,123,3,0xff,2728931229,-4616,48033,7407,7364,6325,1913,119,4064
920.648599,1784055958.930915,1,255,255,146280,141,4,0xff,2398761621,-6104,47777,7265,7266,6523,1790,120,4064
921.292415,1784055959.574732,1,255,255,146290,36,2,0xff,590989982,-943,47778,7340,7229,5599,1887,120,4064
921.913906,1784055960.196223,1,255,255,146300,139,3,0xff,1643471410,-4569,47670,6972,6858,4144,1784,121,4064
922.691170,1784055960.973487,1,255,255,146310,46,2,0xff,4065962125,-934,47761,7043,7251,6768,2121,124,4064
923.491383,1784055961.773700,1,255,255,146320,51,2,0xff,3659536167,-1057,47915,7389,7310,5151,1820,117,4064
924.248529,1784055962.530846,1,255,255,146330,170,4,0xff,495905807,-6183,47643,7096,7183,6555,1781,123,4064
925.147837,1784055963.430153,1,255,255,146340,176,4,0xff,2121039831,-6095,48091,7692,7695,7075,2044,123,4064
925.948702,1784055964.231018,1,255,255,146350,182,4,0xff,1760831891,-6174,48031,7386,7385,6662,1850,120,4064
926.613773,1784055964.896089,1,255,255,146360,174,3,0xff,1307178994,-4535,47606,7455,7282,4350,1903,120,4064
927.248305,1784055965.530622,1,255,255,146370,194,4,0xff,3195744541,-6131,47905,7482,7479,6738,1890,120,4064
927.947374,1784055966.229691,1,255,255,146380,199,4,0xff,621166286,-6151,47834,7191,7165,6684,1775,120,4064
928.813503,1784055967.095819,1,255,255,146390,191,3,0xff,129352466,-4563,47902,6967,6887,6122,1807,120,4064
929.691298,1784055967.973614,1,255,255,146400,97,2,0xff,386921528,-1143,47668,7365,7592,4771,1984,120,4064
930.447338,1784055968.729655,1,255,255,146410,216,4,0xff,1445369294,-6078,48090,7148,7264,6516,1768,122,4064
931.149381,1784055969.431698,1,255,255,146420,222,4,0xff,3299561697,-6137,47861,7614,7272,4479,1922,123,4064
931.847717,1784055970.130033,1,255,255,146430,229,4,0xff,734884578,-6108,47854,7474,7364,5105,1863,121,4064
932.513152,1784055970.795468,1,255,255,146440,219,3,0xff,299581404,-4547,48096,6811,6720,5985,1835,119,4064
933.247838,1784055971.530154,1,255,255,146450,241,4,0xff,4550123,-6112,47599,7211,7144,4843,1716,118,4064
934.013242,1784055972.295559,1,255,255,146460,231,3,0xff,1658543254,-4502,47770,7425,7370,6786,1923,123,4064
934.814339,1784055973.096656,1,255,255,146470,237,3,0xff,1247928753,-4512,48061,7285,6871,3716,1830,120,4064
935.513166,1784055973.795483,1,255,255,146480,244,3,0xff,3013696863,-4485,47971,7316,7215,6000,1948,122,4064
936.190649,1784055974.472966,1,255,255,146490,148,2,0xff,3355433922,-961,48078,7354,7009,5976,1824,117,4064
936.912946,1784055975.195262,1,255,255,146500,0,3,0xff,2263960789,-4503,47825,7377,7385,7188,1854,119,4064
937.712376,1784055975.994693,1,255,255,146510,6,3,0xff,1808427327,-4518,47931,6909,6679,3723,1669,119,4064
938.514786,1784055976.797102,1,255,255,146520,11,3,0xff,1413065305,-4482,47709,7210,7164,6585,1853,118,4064
939.212553,1784055977.494869,1,255,255,146530,17,3,0xff,3172514141,-4510,47969,6823,6753,5901,1740,119,4064
939.990650,1784055978.272967,1,255,255,146540,176,2,0xff,1349990461,-932,47673,7939,7268,4236,1864,123,4064
940.689760,1784055978.972077,1,255,255,146550,182,2,0xff,3073566080,-845,48004,7345,7049,6817,1733,118,4064
941.390174,1784055979.672491,1,255,255,146560,187,2,0xff,578364315,-833,48023,7048,6901,6580,1916,121,4064
942.146825,1784055980.429142,1,255,255,146570,53,4,0xff,1681962150,-6070,47802,6861,6448,3631,1546,117,4064
942.946759,1784055981.229076,1,255,255,146580,59,4,0xff,1260858032,-6049,47812,6848,7181,6786,1762,123,4064
943.612313,1784055981.894630,1,255,255,146590,49,3,0xff,838980746,-4479,47766,7277,7181,6632,1804,124,4064
944.290327,1784055982.572644,1,255,255,146600,210,2,0xff,1212476272,-965,47988,6855,7022,4363,1780,118,4064
945.046761,1784055983.329077,1,255,255,146610,75,4,0xff,2298614372,-6032,47736,7496,7308,4292,2031,122,4064
945.790130,1784055984.072447,1,255,255,146620,221,2,0xff,2557755066,-916,47790,7539,7314,5010,1822,118,4064
946.490389,1784055984.772705,1,255,255,146630,227,2,0xff,56811372,-1021,47984,7431,7838,5176,2012,121,4064
