host_elapsed_s,host_epoch_s,ver,accepted_polls,acc_len
1395.698612,1784056433.980929,1,148490,4064
1396.464360,1784056434.746676,1,148500,4064
1397.198023,1784056435.480340,1,148510,4064
1397.864827,1784056436.147144,1,148520,4064
1398.664587,1784056436.946904,1,148530,4064
1399.364709,1784056437.647026,1,148540,4064
1400.097878,1784056438.380194,1,148550,4064
1400.863840,1784056439.146157,1,148560,4064
1401.633498,1784056439.915815,1,148570,4064
1402.397721,1784056440.680037,1,148580,4064
1403.097844,1784056441.380161,1,148590,4064
1403.797907,1784056442.080223,1,148600,4064
1404.698092,1784056442.980409,1,148610,4064
1405.433201,1784056443.715518,1,148620,4064
1406.163857,1784056444.446174,1,148630,4064
1406.897457,1784056445.179774,1,148640,4064
1407.663822,1784056445.946139,1,148650,4064
1408.397091,1784056446.679408,1,148660,4064
1409.132740,1784056447.415056,1,148670,4064
1409.932765,1784056448.215082,1,148680,4064
1410.596936,1784056448.879252,1,148690,4064
1411.297115,1784056449.579432,1,148700,4064
1412.032449,1784056450.314766,1,148710,4064
1412.797619,1784056451.079936,1,148720,4064
1413.637449,1784056451.919766,1,148730,4064
1414.296671,1784056452.578988,1,148740,4064
1415.063349,1784056453.345666,1,148750,4064
1415.732258,1784056454.014575,1,148760,4064
1416.462753,1784056454.745070,1,148770,4064
1417.232115,1784056455.514431,1,148780,4064
1417.962497,1784056456.244813,1,148790,4064
1418.662210,1784056456.944526,1,148800,4064
1419.395906,1784056457.678223,1,148810,4064
1420.231399,1784056458.513716,1,148820,4064
1420.931872,1784056459.214189,1,148830,4064
1421.631929,1784056459.914246,1,148840,4064
1422.432155,1784056460.714472,1,148850,4064
1423.132087,1784056461.414403,1,148860,4064
1423.862052,1784056462.144369,1,148870,4064
1424.562708,1784056462.845024,1,148880,4064
1425.296036,1784056463.578352,1,148890,4064
1426.032267,1784056464.314584,1,148900,4064
1426.861784,1784056465.144100,1,148910,4064
1427.562300,1784056465.844617,1,148920,4064
1428.231625,1784056466.513942,1,148930,4064
1428.996618,1784056467.278934,1,148940,4064
1429.731567,1784056468.013884,1,148950,4064
1430.531478,1784056468.813794,1,148960,4064
1431.361393,1784056469.643710,1,148970,4064
1432.061011,1784056470.343328,1,148980,4064
1432.831092,1784056471.113409,1,148990,4064
1433.531315,1784056471.813631,1,149000,4064
1434.294785,1784056472.577102,1,149010,4064
1435.061089,1784056473.343405,1,149020,4064
1435.830902,1784056474.113219,1,149030,4064
1436.595484,1784056474.877801,1,149040,4064
1437.295030,1784056475.577347,1,149050,4064
1438.030114,1784056476.312431,1,149060,4064
1438.760937,1784056477.043253,1,149070,4064
1439.495485,1784056477.777801,1,149080,4064
1440.294227,1784056478.576543,1,149090,4064
1440.994109,1784056479.276426,1,149100,4064
1441.695704,1784056479.978020,1,149110,4064
1442.461055,1784056480.743372,1,149120,4064
1443.195019,1784056481.477336,1,149130,4064
1443.960831,1784056482.243147,1,149140,4064
1444.695347,1784056482.977664,1,149150,4064
1445.330131,1784056483.612447,1,149160,4064
1446.029923,1784056484.312240,1,149170,4064
1446.760023,1784056485.042340,1,149180,4064
1447.393966,1784056485.676282,1,149190,4064
1448.160328,1784056486.442645,1,149200,4064
1448.860286,1784056487.142602,1,149210,4064
1449.560195,1784056487.842511,1,149220,4064
1450.260142,1784056488.542459,1,149230,4064
1450.959359,1784056489.241676,1,149240,4064
1451.693632,1784056489.975949,1,149250,4064
1452.430212,1784056490.712528,1,149260,4064
1453.093825,1784056491.376142,1,149270,4064
1453.860053,1784056492.142370,1,149280,4064
1454.529717,1784056492.812034,1,149290,4064
1455.293457,1784056493.575773,1,149300,4064
1456.029170,1784056494.311486,1,149310,4064
1456.693592,1784056494.975908,1,149320,4064
1457.529354,1784056495.811671,1,149330,4064
1458.259838,1784056496.542155,1,149340,4064
1458.929249,1784056497.211565,1,149350,4064
1459.729820,1784056498.012137,1,149360,4064
1460.658879,1784056498.941196,1,149370,4064
1461.393173,1784056499.675489,1,149380,4064
1462.193380,1784056500.475696,1,149390,4064
1462.928718,1784056501.211035,1,149400,4064
1463.593372,1784056501.875689,1,149410,4064
1464.258408,1784056502.540724,1,149420,4064
1465.129238,1784056503.411554,1,149430,4064
1465.892182,1784056504.174499,1,149440,4064
1466.628419,1784056504.910735,1,149450,4064
1467.329023,1784056505.611340,1,149460,4064
1468.092063,1784056506.374380,1,149470,4064
1468.828273,1784056507.110590,1,149480,4064
1469.558591,1784056507.840907,1,149490,4064
1470.358314,1784056508.640631,1,149500,4064
1471.092468,1784056509.374784,1,149510,4064
1471.792772,1784056510.075089,1,149520,4064
1472.458017,1784056510.740333,1,149530,4064
1473.227727,1784056511.510044,1,149540,4064
1473.958412,1784056512.240729,1,149550,4064
1474.692315,1784056512.974632,1,149560,4064
1475.458256,1784056513.740572,1,149570,4064
1476.228084,1784056514.510401,1,149580,4064
1476.891402,1784056515.173719,1,149590,4064
1477.627973,1784056515.910290,1,149600,4064
1478.358317,1784056516.640634,1,149610,4064
1479.157346,1784056517.439663,1,149620,4064
1479.927714,1784056518.210031,1,149630,4064
1480.591466,1784056518.873783,1,149640,4064
1481.357475,1784056519.639792,1,149650,4064
1482.127664,1784056520.409980,1,149660,4064
1482.826945,1784056521.109261,1,149670,4064
1483.557021,1784056521.839338,1,149680,4064
1484.256827,1784056522.539143,1,149690,4064
1484.957486,1784056523.239802,1,149700,4064
1485.690874,1784056523.973191,1,149710,4064
1486.390885,1784056524.673202,1,149720,4064
1487.091026,1784056525.373342,1,149730,4064
1487.790995,1784056526.073311,1,149740,4064
1488.491027,1784056526.773344,1,149750,4064
1489.127113,1784056527.409430,1,149760,4064
1489.857070,1784056528.139387,1,149770,4064
1490.590944,1784056528.873261,1,149780,4064
1491.290896,1784056529.573213,1,149790,4064
1492.026547,1784056530.308863,1,149800,4064
1492.689773,1784056530.972090,1,149810,4064
1493.526708,1784056531.809025,1,149820,4064
1494.255909,1784056532.538226,1,149830,4064
1494.956561,1784056533.238878,1,149840,4064
1495.756117,1784056534.038434,1,149850,4064
1496.428110,1784056534.710427,1,149860,4064
1497.190119,1784056535.472435,1,149870,4064
1497.990390,1784056536.272707,1,149880,4064
1498.759035,1784056537.041352,1,149890,4064
1499.490053,1784056537.772370,1,149900,4064
1500.225852,1784056538.508169,1,149910,4064
1500.956441,1784056539.238758,1,149920,4064
1501.689595,1784056539.971912,1,149930,4064
1502.389963,1784056540.672280,1,149940,4064
1503.056298,1784056541.338614,1,149950,4064
1503.756073,1784056542.038389,1,149960,4064
1504.526318,1784056542.808635,1,149970,4064
1505.225673,1784056543.507989,1,149980,4064
1505.889772,1784056544.172089,1,149990,4064
1506.555203,1784056544.837519,1,150000,4064
1507.255259,1784056545.537575,1,150010,4064
1507.925642,1784056546.207958,1,150020,4064
1508.626073,1784056546.908390,1,150030,4064
1509.289859,1784056547.572175,1,150040,4064
1509.989092,1784056548.271408,1,150050,4064
1510.725025,1784056549.007342,1,150060,4064
1511.426020,1784056549.708337,1,150070,4064
1512.088557,1784056550.370873,1,150080,4064
1512.789021,1784056551.071338,1,150090,4064
1513.589264,1784056551.871580,1,150100,4064
1514.388969,1784056552.671286,1,150110,4064
1515.124757,1784056553.407073,1,150120,4064
1515.888618,1784056554.170934,1,150130,4064
1516.554395,1784056554.836712,1,150140,4064
1517.254391,1784056555.536708,1,150150,4064
1518.024939,1784056556.307256,1,150160,4064
1518.788746,1784056557.071062,1,150170,4064
1519.525194,1784056557.807511,1,150180,4064
1520.324732,1784056558.607049,1,150190,4064
1520.988757,1784056559.271074,1,150200,4064
1521.754271,1784056560.036587,1,150210,4064
1522.455028,1784056560.737344,1,150220,4064
1523.124289,1784056561.406606,1,150230,4064
1611.866685,1784056650.149001,1,150240,4064
1612.583082,1784056650.865399,1,150250,4064
1613.282952,1784056651.565269,1,150260,4064
1613.982609,1784056652.264926,1,150270,4064
1614.709964,1784056652.992281,1,150280,4064
1615.582067,1784056653.864383,1,150290,4064
1616.210141,1784056654.492458,1,150300,4064
1616.882580,1784056655.164897,1,150310,4064
1617.566368,1784056655.848685,1,150320,4064
1618.309593,1784056656.591909,1,150330,4064
1619.081822,1784056657.364139,1,150340,4064
1619.710369,1784056657.992686,1,150350,4064
1620.382166,1784056658.664483,1,150360,4064
1621.109609,1784056659.391926,1,150370,4064
1621.866596,1784056660.148913,1,150380,4064
1622.582000,1784056660.864316,1,150390,4064
1623.309659,1784056661.591976,1,150400,4064
1623.981719,1784056662.264036,1,150410,4064
1624.682401,1784056662.964718,1,150420,4064
1625.466240,1784056663.748557,1,150430,4064
1682.344077,1784056720.626394,1,150440,4064
1683.059376,1784056721.341692,1,150450,4064
1683.943585,1784056722.225901,1,150460,4064
1684.809629,1784056723.091946,1,150470,4064
1685.543833,1784056723.826149,1,150480,4064
1686.409877,1784056724.692194,1,150490,4064
1687.243485,1784056725.525802,1,150500,4064
1688.055667,1784056726.337983,1,150510,4064
1688.943906,1784056727.226223,1,150520,4064
1689.643969,1784056727.926286,1,150530,4064
1690.343392,1784056728.625709,1,150540,4064
1691.244009,1784056729.526326,1,150550,4064
1692.008740,1784056730.291056,1,150560,4064
1692.843055,1784056731.125371,1,150570,4064
1693.543514,1784056731.825831,1,150580,4064
1694.308544,1784056732.590860,1,150590,4064
1695.058833,1784056733.341149,1,150600,4064
1695.758360,1784056734.040676,1,150610,4064
1754.702241,1784056792.984558,1,150620,4064
1755.419115,1784056793.701432,1,150630,4064
1756.203928,1784056794.486244,1,150640,4064
1756.902952,1784056795.185269,1,150650,4064
1757.518834,1784056795.801151,1,150660,4064
1758.218575,1784056796.500891,1,150670,4064
1759.018351,1784056797.300668,1,150680,4064
1759.801870,1784056798.084187,1,150690,4064
1760.447078,1784056798.729395,1,150700,4064
1761.201994,1784056799.484311,1,150710,4064
1761.847567,1784056800.129884,1,150720,4064
1762.602000,1784056800.884317,1,150730,4064
1763.418630,1784056801.700946,1,150740,4064
1764.201785,1784056802.484101,1,150750,4064
1764.901758,1784056803.184075,1,150760,4064
1765.546778,1784056803.829095,1,150770,4064
1766.301817,1784056804.584134,1,150780,4064
1766.945998,1784056805.228315,1,150790,4064
1767.702171,1784056805.984488,1,150800,4064
1768.346486,1784056806.628803,1,150810,4064
1769.101979,1784056807.384296,1,150820,4064
1825.433162,1784056863.715479,1,150830,4064
1826.132234,1784056864.414551,1,150840,4064
1826.816238,1784056865.098555,1,150850,4064
1827.516610,1784056865.798927,1,150860,4064
1828.232676,1784056866.514993,1,150870,4064
1828.958243,1784056867.240559,1,150880,4064
1829.657943,1784056867.940259,1,150890,4064
1830.332663,1784056868.614979,1,150900,4064
1831.115651,1784056869.397968,1,150910,4064
1831.815984,1784056870.098300,1,150920,4064
1832.458162,1784056870.740478,1,150930,4064
1833.131831,1784056871.414148,1,150940,4064
1833.857721,1784056872.140038,1,150950,4064
1834.657855,1784056872.940172,1,150960,4064
1835.358363,1784056873.640680,1,150970,4064
1836.058081,1784056874.340398,1,150980,4064
1836.731737,1784056875.014053,1,150990,4064
1837.457609,1784056875.739926,1,151000,4064
1838.332169,1784056876.614486,1,151010,4064
1839.057993,1784056877.340310,1,151020,4064
1898.029586,1784056936.311902,1,151030,4064
1898.704785,1784056936.987102,1,151040,4064
1899.428811,1784056937.711127,1,151050,4064
1900.204477,1784056938.486794,1,151060,4064
1900.829067,1784056939.111384,1,151070,4064
1901.504804,1784056939.787121,1,151080,4064
1902.228757,1784056940.511074,1,151090,4064
1902.961862,1784056941.244179,1,151100,4064
1903.663474,1784056941.945791,1,151110,4064
1904.429168,1784056942.711484,1,151120,4064
1905.104488,1784056943.386805,1,151130,4064
1905.804153,1784056944.086470,1,151140,4064
1906.529426,1784056944.811743,1,151150,4064
1907.262161,1784056945.544478,1,151160,4064
1907.928974,1784056946.211291,1,151170,4064
1908.562161,1784056946.844478,1,151180,4064
1909.328121,1784056947.610437,1,151190,4064
1910.104541,1784056948.386858,1,151200,4064
1910.804209,1784056949.086525,1,151210,4064
1911.528807,1784056949.811124,1,151220,4064
1912.261157,1784056950.543473,1,151230,4064
1913.003714,1784056951.286031,1,151240,4064
1913.703671,1784056951.985988,1,151250,4064
1914.427813,1784056952.710129,1,151260,4064
1915.061402,1784056953.343718,1,151270,4064
1915.728219,1784056954.010536,1,151280,4064
1916.461512,1784056954.743829,1,151290,4064
1917.260859,1784056955.543175,1,151300,4064
1918.129167,1784056956.411483,1,151310,4064
1918.827964,1784056957.110280,1,151320,4064
1919.527136,1784056957.809453,1,151330,4064
1920.303358,1784056958.585674,1,151340,4064
1921.060268,1784056959.342585,1,151350,4064
1921.927296,1784056960.209613,1,151360,4064
1922.627868,1784056960.910185,1,151370,4064
1923.427315,1784056961.709631,1,151380,4064
1924.126602,1784056962.408919,1,151390,4064
1924.803069,1784056963.085386,1,151400,4064
1925.502311,1784056963.784627,1,151410,4064
1926.259828,1784056964.542145,1,151420,4064
1927.159749,1784056965.442066,1,151430,4064
1927.927103,1784056966.209420,1,151440,4064
1928.702300,1784056966.984617,1,151450,4064
1929.426381,1784056967.708698,1,151460,4064
1930.060439,1784056968.342755,1,151470,4064
1930.827127,1784056969.109443,1,151480,4064
1931.560556,1784056969.842872,1,151490,4064
1932.302783,1784056970.585100,1,151500,4064
1933.002288,1784056971.284605,1,151510,4064
1933.701564,1784056971.983880,1,151520,4064
1934.459848,1784056972.742165,1,151530,4064
1935.227145,1784056973.509462,1,151540,4064
1935.901862,1784056974.184179,1,151550,4064
1936.560260,1784056974.842576,1,151560,4064
1937.325558,1784056975.607875,1,151570,4064
1938.101263,1784056976.383579,1,151580,4064
1938.859335,1784056977.141652,1,151590,4064
1939.628409,1784056977.910726,1,151600,4064
1940.325662,1784056978.607979,1,151610,4064
1941.001569,1784056979.283885,1,151620,4064
1941.725326,1784056980.007643,1,151630,4064
1942.458572,1784056980.740888,1,151640,4064
1943.225234,1784056981.507551,1,151650,4064
1943.925899,1784056982.208216,1,151660,4064
1944.601569,1784056982.883885,1,151670,4064
1945.300719,1784056983.583036,1,151680,4064
1946.025537,1784056984.307853,1,151690,4064
1946.758609,1784056985.040926,1,151700,4064
1947.458984,1784056985.741301,1,151710,4064
1948.125284,1784056986.407601,1,151720,4064
1948.858150,1784056987.140466,1,151730,4064
1949.626379,1784056987.908696,1,151740,4064
1950.358268,1784056988.640585,1,151750,4064
1951.000582,1784056989.282898,1,151760,4064
1951.701395,1784056989.983711,1,151770,4064
1952.524897,1784056990.807214,1,151780,4064
1953.258309,1784056991.540626,1,151790,4064
1954.057544,1784056992.339861,1,151800,4064
1954.700617,1784056992.982934,1,151810,4064
1955.400578,1784056993.682895,1,151820,4064
1956.124431,1784056994.406748,1,151830,4064
1956.924803,1784056995.207120,1,151840,4064
1957.658334,1784056995.940651,1,151850,4064
1958.357664,1784056996.639980,1,151860,4064
1959.000142,1784056997.282459,1,151870,4064
1959.757360,1784056998.039677,1,151880,4064
1960.425887,1784056998.708204,1,151890,4064
1961.224530,1784056999.506847,1,151900,4064
1962.057964,1784057000.340281,1,151910,4064
1962.800533,1784057001.082849,1,151920,4064
1963.457739,1784057001.740056,1,151930,4064
1964.123727,1784057002.406044,1,151940,4064
1964.956954,1784057003.239271,1,151950,4064
1965.723743,1784057004.006059,1,151960,4064
1966.456878,1784057004.739195,1,151970,4064
1967.299518,1784057005.581835,1,151980,4064
1968.023702,1784057006.306019,1,151990,4064
1968.699371,1784057006.981687,1,152000,4064
1969.424032,1784057007.706349,1,152010,4064
1970.223562,1784057008.505878,1,152020,4064
1970.899362,1784057009.181679,1,152030,4064
1971.522988,1784057009.805305,1,152040,4064
1972.399024,1784057010.681341,1,152050,4064
1973.122819,1784057011.405136,1,152060,4064
1973.899024,1784057012.181340,1,152070,4064
1974.556362,1784057012.838679,1,152080,4064
1975.256295,1784057013.538612,1,152090,4064
1975.923091,1784057014.205407,1,152100,4064
1976.698608,1784057014.980924,1,152110,4064
1977.598842,1784057015.881159,1,152120,4064
1978.322987,1784057016.605304,1,152130,4064
1979.055731,1784057017.338048,1,152140,4064
1979.698799,1784057017.981116,1,152150,4064
1980.355620,1784057018.637937,1,152160,4064
1981.123294,1784057019.405610,1,152170,4064
1981.898433,1784057020.180750,1,152180,4064
1982.597915,1784057020.880231,1,152190,4064
1983.321568,1784057021.603884,1,152200,4064
1984.055609,1784057022.337925,1,152210,4064
1984.822325,1784057023.104641,1,152220,4064
1985.555286,1784057023.837602,1,152230,4064
1986.256102,1784057024.538418,1,152240,4064
1986.897600,1784057025.179917,1,152250,4064
1987.654739,1784057025.937056,1,152260,4064
1988.397576,1784057026.679892,1,152270,4064
1989.122141,1784057027.404457,1,152280,4064
1989.821339,1784057028.103656,1,152290,4064
1990.456095,1784057028.738412,1,152300,4064
1991.120973,1784057029.403290,1,152310,4064
1991.954300,1784057030.236616,1,152320,4064
1992.754305,1784057031.036622,1,152330,4064
1993.597533,1784057031.879849,1,152340,4064
1994.297317,1784057032.579634,1,152350,4064
1995.021068,1784057033.303384,1,152360,4064
1995.720892,1784057034.003209,1,152370,4064
1996.521361,1784057034.803678,1,152380,4064
1997.254045,1784057035.536362,1,152390,4064
1997.921122,1784057036.203438,1,152400,4064
1998.653985,1784057036.936301,1,152410,4064
1999.354663,1784057037.636979,1,152420,4064
2000.021181,1784057038.303497,1,152430,4064
2000.796549,1784057039.078865,1,152440,4064
2001.454458,1784057039.736775,1,152450,4064
2002.154451,1784057040.436768,1,152460,4064
2002.996091,1784057041.278408,1,152470,4064
2003.719978,1784057042.002295,1,152480,4064
2004.554178,1784057042.836495,1,152490,4064
2005.353562,1784057043.635879,1,152500,4064
2006.220857,1784057044.503174,1,152510,4064
2006.920137,1784057045.202454,1,152520,4064
2007.595960,1784057045.878277,1,152530,4064
2008.320215,1784057046.602532,1,152540,4064
2008.996489,1784057047.278805,1,152550,4064
2009.796325,1784057048.078641,1,152560,4064
2010.519699,1784057048.802016,1,152570,4064
2011.195921,1784057049.478238,1,152580,4064
2011.895667,1784057050.177983,1,152590,4064
2012.695873,1784057050.978189,1,152600,4064
2013.453291,1784057051.735608,1,152610,4064
2014.153568,1784057052.435885,1,152620,4064
2014.795720,1784057053.078036,1,152630,4064
2015.552735,1784057053.835052,1,152640,4064
2016.296206,1784057054.578522,1,152650,4064
2017.152625,1784057055.434942,1,152660,4064
2017.895188,1784057056.177505,1,152670,4064
2018.618866,1784057056.901183,1,152680,4064
2019.352420,1784057057.634737,1,152690,4064
2020.052295,1784057058.334612,1,152700,4064
2020.752763,1784057059.035080,1,152710,4064
2021.519478,1784057059.801795,1,152720,4064
2022.452755,1784057060.735072,1,152730,4064
2023.218718,1784057061.501034,1,152740,4064
2023.918508,1784057062.200824,1,152750,4064
2024.618659,1784057062.900976,1,152760,4064
2025.451908,1784057063.734225,1,152770,4064
2026.194875,1784057064.477191,1,152780,4064
2026.894664,1784057065.176980,1,152790,4064
2027.595551,1784057065.877868,1,152800,4064
2028.251392,1784057066.533709,1,152810,4064
2028.918451,1784057067.200767,1,152820,4064
2029.718077,1784057068.000393,1,152830,4064
2030.494625,1784057068.776942,1,152840,4064
2031.251388,1784057069.533705,1,152850,4064
2031.894727,1784057070.177043,1,152860,4064
2032.618667,1784057070.900983,1,152870,4064
2033.351969,1784057071.634286,1,152880,4064
2034.151454,1784057072.433771,1,152890,4064
2034.994606,1784057073.276923,1,152900,4064
2035.695031,1784057073.977348,1,152910,4064
2036.318367,1784057074.600684,1,152920,4064
2037.094035,1784057075.376352,1,152930,4064
2037.851022,1784057076.133338,1,152940,4064
2038.618450,1784057076.900767,1,152950,4064
2039.351300,1784057077.633616,1,152960,4064
2040.016995,1784057078.299312,1,152970,4064
2040.717450,1784057078.999767,1,152980,4064
2041.393932,1784057079.676248,1,152990,4064
2042.151394,1784057080.433710,1,153000,4064
2042.950405,1784057081.232721,1,153010,4064
2043.717626,1784057081.999943,1,153020,4064
2044.393298,1784057082.675614,1,153030,4064
2045.150587,1784057083.432904,1,153040,4064
2045.850317,1784057084.132634,1,153050,4064
2046.616660,1784057084.898977,1,153060,4064
2047.417205,1784057085.699521,1,153070,4064
2048.116968,1784057086.399284,1,153080,4064
2048.793487,1784057087.075803,1,153090,4064
2049.517017,1784057087.799333,1,153100,4064
2050.216843,1784057088.499160,1,153110,4064
2050.916052,1784057089.198369,1,153120,4064
2051.550020,1784057089.832336,1,153130,4064
2052.292992,1784057090.575308,1,153140,4064
2053.092974,1784057091.375290,1,153150,4064
2053.816335,1784057092.098652,1,153160,4064
2054.549757,1784057092.832074,1,153170,4064
2055.316528,1784057093.598845,1,153180,4064
2055.992752,1784057094.275069,1,153190,4064
2056.692917,1784057094.975233,1,153200,4064
2057.416397,1784057095.698713,1,153210,4064
2058.192499,1784057096.474816,1,153220,4064
2058.849404,1784057097.131721,1,153230,4064
2059.592940,1784057097.875256,1,153240,4064
2060.316606,1784057098.598922,1,153250,4064
2061.049904,1784057099.332221,1,153260,4064
2061.849049,1784057100.131366,1,153270,4064
2062.615607,1784057100.897924,1,153280,4064
2063.292677,1784057101.574994,1,153290,4064
2063.992355,1784057102.274672,1,153300,4064
2064.749011,1784057103.031328,1,153310,4064
2065.492304,1784057103.774621,1,153320,4064
2066.115523,1784057104.397840,1,153330,4064
2066.791574,1784057105.073891,1,153340,4064
2067.491339,1784057105.773656,1,153350,4064
2068.249016,1784057106.531333,1,153360,4064
2069.048321,1784057107.330637,1,153370,4064
2069.715446,1784057107.997762,1,153380,4064
2070.415160,1784057108.697477,1,153390,4064
2071.147911,1784057109.430227,1,153400,4064
2071.891480,1784057110.173797,1,153410,4064
2072.614573,1784057110.896889,1,153420,4064
2073.291365,1784057111.573682,1,153430,4064
2073.947907,1784057112.230224,1,153440,4064
2074.691611,1784057112.973927,1,153450,4064
2075.414479,1784057113.696796,1,153460,4064
2076.247771,1784057114.530087,1,153470,4064
2077.014512,1784057115.296829,1,153480,4064
2077.714460,1784057115.996777,1,153490,4064
2078.413906,1784057116.696223,1,153500,4064
2079.114666,1784057117.396983,1,153510,4064
2079.990822,1784057118.273139,1,153520,4064
2080.791035,1784057119.073351,1,153530,4064
2081.514172,1784057119.796489,1,153540,4064
2082.147547,1784057120.429863,1,153550,4064
2082.916947,1784057121.199264,1,153560,4064
2083.647478,1784057121.929795,1,153570,4064
2084.390744,1784057122.673060,1,153580,4064
2085.113936,1784057123.396253,1,153590,4064
2085.814016,1784057124.096333,1,153600,4064
2086.547176,1784057124.829492,1,153610,4064
2087.313093,1784057125.595410,1,153620,4064
2088.089884,1784057126.372200,1,153630,4064
2088.846814,1784057127.129131,1,153640,4064
2089.613469,1784057127.895786,1,153650,4064
2090.313446,1784057128.595762,1,153660,4064
2091.013161,1784057129.295478,1,153670,4064
2091.746983,1784057130.029299,1,153680,4064
2092.589534,1784057130.871850,1,153690,4064
2093.412839,1784057131.695156,1,153700,4064
2094.113148,1784057132.395464,1,153710,4064
2094.746666,1784057133.028983,1,153720,4064
2095.546050,1784057133.828367,1,153730,4064
