sample_utc,pid,ppid,etime,pcpu,pmem,rss_kib,cmd
2026-06-06T22:00:28Z,37102,37091,00:39,9.5,1.9,1844580,python3 scripts/run_phase4_l2_singleI_full_factory.py --run-id phase4_L0_TRUEFULL_S00_5090D_STABLE_20260606T215948Z --phase2-run 20260604T163422Z --seed-id S00 --sensor-id L0 --workers 20
2026-06-06T22:00:28Z,37338,37102,00:36,99.4,1.6,1602992,python3 scripts/run_phase4_l2_singleI_full_factory.py --run-id phase4_L0_TRUEFULL_S00_5090D_STABLE_20260606T215948Z --phase2-run 20260604T163422Z --seed-id S00 --sensor-id L0 --workers 20
2026-06-06T22:00:28Z,37339,37102,00:36,99.4,1.6,1603112,python3 scripts/run_phase4_l2_singleI_full_factory.py --run-id phase4_L0_TRUEFULL_S00_5090D_STABLE_20260606T215948Z --phase2-run 20260604T163422Z --seed-id S00 --sensor-id L0 --workers 20
2026-06-06T22:00:28Z,37340,37102,00:36,99.4,1.6,1602760,python3 scripts/run_phase4_l2_singleI_full_factory.py --run-id phase4_L0_TRUEFULL_S00_5090D_STABLE_20260606T215948Z --phase2-run 20260604T163422Z --seed-id S00 --sensor-id L0 --workers 20
2026-06-06T22:00:28Z,37341,37102,00:36,99.5,1.6,1604572,python3 scripts/run_phase4_l2_singleI_full_factory.py --run-id phase4_L0_TRUEFULL_S00_5090D_STABLE_20260606T215948Z --phase2-run 20260604T163422Z --seed-id S00 --sensor-id L0 --workers 20
2026-06-06T22:00:28Z,37342,37102,00:35,99.5,1.6,1608612,python3 scripts/run_phase4_l2_singleI_full_factory.py --run-id phase4_L0_TRUEFULL_S00_5090D_STABLE_20260606T215948Z --phase2-run 20260604T163422Z --seed-id S00 --sensor-id L0 --workers 20
2026-06-06T22:00:28Z,37345,37102,00:35,99.6,1.6,1605896,python3 scripts/run_phase4_l2_singleI_full_factory.py --run-id phase4_L0_TRUEFULL_S00_5090D_STABLE_20260606T215948Z --phase2-run 20260604T163422Z --seed-id S00 --sensor-id L0 --workers 20
2026-06-06T22:00:28Z,37346,37102,00:35,99.5,1.6,1602204,python3 scripts/run_phase4_l2_singleI_full_factory.py --run-id phase4_L0_TRUEFULL_S00_5090D_STABLE_20260606T215948Z --phase2-run 20260604T163422Z --seed-id S00 --sensor-id L0 --workers 20
2026-06-06T22:00:28Z,37347,37102,00:35,99.6,1.6,1606592,python3 scripts/run_phase4_l2_singleI_full_factory.py --run-id phase4_L0_TRUEFULL_S00_5090D_STABLE_20260606T215948Z --phase2-run 20260604T163422Z --seed-id S00 --sensor-id L0 --workers 20
2026-06-06T22:00:28Z,37350,37102,00:35,99.6,1.6,1603308,python3 scripts/run_phase4_l2_singleI_full_factory.py --run-id phase4_L0_TRUEFULL_S00_5090D_STABLE_20260606T215948Z --phase2-run 20260604T163422Z --seed-id S00 --sensor-id L0 --workers 20
2026-06-06T22:00:28Z,37351,37102,00:35,99.6,1.6,1603276,python3 scripts/run_phase4_l2_singleI_full_factory.py --run-id phase4_L0_TRUEFULL_S00_5090D_STABLE_20260606T215948Z --phase2-run 20260604T163422Z --seed-id S00 --sensor-id L0 --workers 20
2026-06-06T22:00:28Z,37352,37102,00:35,99.7,1.6,1603520,python3 scripts/run_phase4_l2_singleI_full_factory.py --run-id phase4_L0_TRUEFULL_S00_5090D_STABLE_20260606T215948Z --phase2-run 20260604T163422Z --seed-id S00 --sensor-id L0 --workers 20
2026-06-06T22:00:28Z,37353,37102,00:35,99.7,1.6,1603776,python3 scripts/run_phase4_l2_singleI_full_factory.py --run-id phase4_L0_TRUEFULL_S00_5090D_STABLE_20260606T215948Z --phase2-run 20260604T163422Z --seed-id S00 --sensor-id L0 --workers 20
2026-06-06T22:00:28Z,37354,37102,00:35,99.7,1.6,1602724,python3 scripts/run_phase4_l2_singleI_full_factory.py --run-id phase4_L0_TRUEFULL_S00_5090D_STABLE_20260606T215948Z --phase2-run 20260604T163422Z --seed-id S00 --sensor-id L0 --workers 20
2026-06-06T22:00:28Z,37355,37102,00:35,99.8,1.6,1604464,python3 scripts/run_phase4_l2_singleI_full_factory.py --run-id phase4_L0_TRUEFULL_S00_5090D_STABLE_20260606T215948Z --phase2-run 20260604T163422Z --seed-id S00 --sensor-id L0 --workers 20
2026-06-06T22:00:28Z,37358,37102,00:35,99.8,1.6,1603060,python3 scripts/run_phase4_l2_singleI_full_factory.py --run-id phase4_L0_TRUEFULL_S00_5090D_STABLE_20260606T215948Z --phase2-run 20260604T163422Z --seed-id S00 --sensor-id L0 --workers 20
2026-06-06T22:00:28Z,37359,37102,00:35,99.8,1.6,1603824,python3 scripts/run_phase4_l2_singleI_full_factory.py --run-id phase4_L0_TRUEFULL_S00_5090D_STABLE_20260606T215948Z --phase2-run 20260604T163422Z --seed-id S00 --sensor-id L0 --workers 20
2026-06-06T22:00:28Z,37360,37102,00:35,99.8,1.6,1605728,python3 scripts/run_phase4_l2_singleI_full_factory.py --run-id phase4_L0_TRUEFULL_S00_5090D_STABLE_20260606T215948Z --phase2-run 20260604T163422Z --seed-id S00 --sensor-id L0 --workers 20
2026-06-06T22:00:28Z,37363,37102,00:35,99.9,1.6,1606892,python3 scripts/run_phase4_l2_singleI_full_factory.py --run-id phase4_L0_TRUEFULL_S00_5090D_STABLE_20260606T215948Z --phase2-run 20260604T163422Z --seed-id S00 --sensor-id L0 --workers 20
2026-06-06T22:00:28Z,37365,37102,00:35,99.9,1.6,1605608,python3 scripts/run_phase4_l2_singleI_full_factory.py --run-id phase4_L0_TRUEFULL_S00_5090D_STABLE_20260606T215948Z --phase2-run 20260604T163422Z --seed-id S00 --sensor-id L0 --workers 20
2026-06-06T22:00:28Z,37368,37102,00:35,100,1.6,1603548,python3 scripts/run_phase4_l2_singleI_full_factory.py --run-id phase4_L0_TRUEFULL_S00_5090D_STABLE_20260606T215948Z --phase2-run 20260604T163422Z --seed-id S00 --sensor-id L0 --workers 20
2026-06-06T22:00:38Z,37102,37091,00:49,7.7,1.9,1850284,python3 scripts/run_phase4_l2_singleI_full_factory.py --run-id phase4_L0_TRUEFULL_S00_5090D_STABLE_20260606T215948Z --phase2-run 20260604T163422Z --seed-id S00 --sensor-id L0 --workers 20
2026-06-06T22:00:38Z,37338,37102,00:46,99.5,1.6,1604860,python3 scripts/run_phase4_l2_singleI_full_factory.py --run-id phase4_L0_TRUEFULL_S00_5090D_STABLE_20260606T215948Z --phase2-run 20260604T163422Z --seed-id S00 --sensor-id L0 --workers 20
2026-06-06T22:00:38Z,37339,37102,00:46,99.5,1.6,1604932,python3 scripts/run_phase4_l2_singleI_full_factory.py --run-id phase4_L0_TRUEFULL_S00_5090D_STABLE_20260606T215948Z --phase2-run 20260604T163422Z --seed-id S00 --sensor-id L0 --workers 20
2026-06-06T22:00:38Z,37340,37102,00:46,99.5,1.6,1604848,python3 scripts/run_phase4_l2_singleI_full_factory.py --run-id phase4_L0_TRUEFULL_S00_5090D_STABLE_20260606T215948Z --phase2-run 20260604T163422Z --seed-id S00 --sensor-id L0 --workers 20
2026-06-06T22:00:38Z,37341,37102,00:46,99.6,1.6,1605808,python3 scripts/run_phase4_l2_singleI_full_factory.py --run-id phase4_L0_TRUEFULL_S00_5090D_STABLE_20260606T215948Z --phase2-run 20260604T163422Z --seed-id S00 --sensor-id L0 --workers 20
2026-06-06T22:00:38Z,37342,37102,00:46,99.6,1.6,1608420,python3 scripts/run_phase4_l2_singleI_full_factory.py --run-id phase4_L0_TRUEFULL_S00_5090D_STABLE_20260606T215948Z --phase2-run 20260604T163422Z --seed-id S00 --sensor-id L0 --workers 20
2026-06-06T22:00:38Z,37345,37102,00:46,99.6,1.6,1607676,python3 scripts/run_phase4_l2_singleI_full_factory.py --run-id phase4_L0_TRUEFULL_S00_5090D_STABLE_20260606T215948Z --phase2-run 20260604T163422Z --seed-id S00 --sensor-id L0 --workers 20
2026-06-06T22:00:38Z,37346,37102,00:46,99.6,1.6,1603376,python3 scripts/run_phase4_l2_singleI_full_factory.py --run-id phase4_L0_TRUEFULL_S00_5090D_STABLE_20260606T215948Z --phase2-run 20260604T163422Z --seed-id S00 --sensor-id L0 --workers 20
2026-06-06T22:00:38Z,37347,37102,00:46,99.6,1.6,1608376,python3 scripts/run_phase4_l2_singleI_full_factory.py --run-id phase4_L0_TRUEFULL_S00_5090D_STABLE_20260606T215948Z --phase2-run 20260604T163422Z --seed-id S00 --sensor-id L0 --workers 20
2026-06-06T22:00:38Z,37350,37102,00:46,99.7,1.6,1607676,python3 scripts/run_phase4_l2_singleI_full_factory.py --run-id phase4_L0_TRUEFULL_S00_5090D_STABLE_20260606T215948Z --phase2-run 20260604T163422Z --seed-id S00 --sensor-id L0 --workers 20
2026-06-06T22:00:38Z,37351,37102,00:46,99.7,1.6,1605056,python3 scripts/run_phase4_l2_singleI_full_factory.py --run-id phase4_L0_TRUEFULL_S00_5090D_STABLE_20260606T215948Z --phase2-run 20260604T163422Z --seed-id S00 --sensor-id L0 --workers 20
2026-06-06T22:00:38Z,37352,37102,00:46,99.7,1.6,1604668,python3 scripts/run_phase4_l2_singleI_full_factory.py --run-id phase4_L0_TRUEFULL_S00_5090D_STABLE_20260606T215948Z --phase2-run 20260604T163422Z --seed-id S00 --sensor-id L0 --workers 20
2026-06-06T22:00:38Z,37353,37102,00:46,99.8,1.6,1607520,python3 scripts/run_phase4_l2_singleI_full_factory.py --run-id phase4_L0_TRUEFULL_S00_5090D_STABLE_20260606T215948Z --phase2-run 20260604T163422Z --seed-id S00 --sensor-id L0 --workers 20
2026-06-06T22:00:38Z,37354,37102,00:46,99.8,1.6,1604288,python3 scripts/run_phase4_l2_singleI_full_factory.py --run-id phase4_L0_TRUEFULL_S00_5090D_STABLE_20260606T215948Z --phase2-run 20260604T163422Z --seed-id S00 --sensor-id L0 --workers 20
2026-06-06T22:00:38Z,37355,37102,00:45,99.8,1.6,1606328,python3 scripts/run_phase4_l2_singleI_full_factory.py --run-id phase4_L0_TRUEFULL_S00_5090D_STABLE_20260606T215948Z --phase2-run 20260604T163422Z --seed-id S00 --sensor-id L0 --workers 20
2026-06-06T22:00:38Z,37358,37102,00:45,99.8,1.6,1604272,python3 scripts/run_phase4_l2_singleI_full_factory.py --run-id phase4_L0_TRUEFULL_S00_5090D_STABLE_20260606T215948Z --phase2-run 20260604T163422Z --seed-id S00 --sensor-id L0 --workers 20
2026-06-06T22:00:38Z,37359,37102,00:45,99.8,1.6,1605016,python3 scripts/run_phase4_l2_singleI_full_factory.py --run-id phase4_L0_TRUEFULL_S00_5090D_STABLE_20260606T215948Z --phase2-run 20260604T163422Z --seed-id S00 --sensor-id L0 --workers 20
2026-06-06T22:00:38Z,37360,37102,00:45,99.9,1.6,1606128,python3 scripts/run_phase4_l2_singleI_full_factory.py --run-id phase4_L0_TRUEFULL_S00_5090D_STABLE_20260606T215948Z --phase2-run 20260604T163422Z --seed-id S00 --sensor-id L0 --workers 20
2026-06-06T22:00:38Z,37363,37102,00:45,99.9,1.6,1608680,python3 scripts/run_phase4_l2_singleI_full_factory.py --run-id phase4_L0_TRUEFULL_S00_5090D_STABLE_20260606T215948Z --phase2-run 20260604T163422Z --seed-id S00 --sensor-id L0 --workers 20
2026-06-06T22:00:38Z,37365,37102,00:45,99.9,1.6,1607364,python3 scripts/run_phase4_l2_singleI_full_factory.py --run-id phase4_L0_TRUEFULL_S00_5090D_STABLE_20260606T215948Z --phase2-run 20260604T163422Z --seed-id S00 --sensor-id L0 --workers 20
2026-06-06T22:00:38Z,37368,37102,00:45,100,1.6,1607328,python3 scripts/run_phase4_l2_singleI_full_factory.py --run-id phase4_L0_TRUEFULL_S00_5090D_STABLE_20260606T215948Z --phase2-run 20260604T163422Z --seed-id S00 --sensor-id L0 --workers 20
2026-06-06T22:00:48Z,37102,37091,01:00,6.5,1.9,1856316,python3 scripts/run_phase4_l2_singleI_full_factory.py --run-id phase4_L0_TRUEFULL_S00_5090D_STABLE_20260606T215948Z --phase2-run 20260604T163422Z --seed-id S00 --sensor-id L0 --workers 20
2026-06-06T22:00:48Z,37338,37102,00:56,99.6,1.6,1606092,python3 scripts/run_phase4_l2_singleI_full_factory.py --run-id phase4_L0_TRUEFULL_S00_5090D_STABLE_20260606T215948Z --phase2-run 20260604T163422Z --seed-id S00 --sensor-id L0 --workers 20
