sample_utc,gpu_util_pct,gpu_mem_used_mb,gpu_mem_total_mb,gpu_temp_c,gpu_power_w,gpu_power_limit_w,mem_used,mem_total,swap_used,cpu_tctl_c
2026-06-06T22:00:28Z,0,843,32607,31,5.66,500.00,12513,94084,0,81.5
2026-06-06T22:00:38Z,0,843,32607,30,6.09,500.00,12543,94084,0,82.0
2026-06-06T22:00:48Z,0,843,32607,30,5.74,500.00,12598,94084,0,81.9
2026-06-06T22:00:58Z,0,843,32607,30,6.17,500.00,12669,94084,0,81.8
2026-06-06T22:01:08Z,0,843,32607,30,6.14,500.00,12697,94084,0,90.5
2026-06-06T22:01:18Z,0,843,32607,29,5.80,500.00,13998,94084,0,90.5
2026-06-06T22:01:29Z,0,843,32607,29,6.21,500.00,14149,94084,0,91.1
