host_elapsed_s,host_epoch_s,sweep,conn_id,peer_name,tag_id,plan,pmode,anchor_label,status,reason,raw_mm,filt_mm,pred_mm,resid_mm,tracker_quality_percent,solve_quality_percent
0.00207,1777158943.36973,3094,,BSF66F,,cal_static,4,A,ok,ok,3119,3119,0,0,100,100
0.002122,1777158943.369782,3094,,BSF66F,,cal_static,4,B,ok,ok,2696,2696,0,0,100,100
0.026857,1777158943.394517,3094,,BSF66F,,cal_static,4,C,ok,ok,2434,2434,0,0,100,100
0.029443,1777158943.397103,3094,,BSF66F,,cal_static,4,D,ok,ok,3126,3126,0,0,100,100
0.157497,1777158943.525157,3095,,BSF66F,,cal_static,4,E,ok,ok,3251,3251,0,0,100,100
0.157574,1777158943.525234,3095,,BSF66F,,cal_static,4,F,ok,ok,2441,2441,0,0,100,100
0.159208,1777158943.526868,3095,,BSF66F,,cal_static,4,G,ok,ok,2506,2506,0,0,100,100
0.176917,1777158943.544577,3095,,BSF66F,,cal_static,4,H,ok,ok,3168,3168,0,0,100,100
0.387064,1777158943.754724,3096,,BSF66F,,cal_static,4,A,ok,ok,3275,3275,0,0,100,100
0.389462,1777158943.757122,3096,,BSF66F,,cal_static,4,B,ok,ok,2717,2717,0,0,100,100
0.389666,1777158943.757326,3096,,BSF66F,,cal_static,4,C,ok,ok,2391,2391,0,0,100,100
0.392071,1777158943.759731,3096,,BSF66F,,cal_static,4,D,ok,ok,3147,3147,0,0,100,100
0.571383,1777158943.939043,3097,,BSF66F,,cal_static,4,E,ok,ok,3212,3212,0,0,100,100
0.572768,1777158943.940428,3097,,BSF66F,,cal_static,4,F,ok,ok,2451,2451,0,0,100,100
0.589509,1777158943.957169,3097,,BSF66F,,cal_static,4,G,ok,ok,2507,2507,0,0,100,100
0.591977,1777158943.959637,3097,,BSF66F,,cal_static,4,H,ok,ok,3148,3148,0,0,100,100
0.750092,1777158944.117752,3098,,BSF66F,,cal_static,4,A,ok,ok,3700,3700,0,0,100,100
0.75014,1777158944.1178,3098,,BSF66F,,cal_static,4,B,ok,ok,2709,2709,0,0,100,100
0.75199,1777158944.11965,3098,,BSF66F,,cal_static,4,C,ok,ok,2442,2442,0,0,100,100
0.769421,1777158944.137081,3098,,BSF66F,,cal_static,4,D,ok,ok,3126,3126,0,0,100,100
0.952378,1777158944.320038,3099,,BSF66F,,cal_static,4,E,ok,ok,3263,3263,0,0,100,100
0.952453,1777158944.320113,3099,,BSF66F,,cal_static,4,F,ok,ok,2500,2500,0,0,100,100
0.955749,1777158944.323409,3099,,BSF66F,,cal_static,4,G,ok,ok,2485,2485,0,0,100,100
0.980141,1777158944.347801,3099,,BSF66F,,cal_static,4,H,ok,ok,3208,3208,0,0,100,100
1.239461,1777158944.607121,3100,,BSF66F,,cal_static,4,A,ok,ok,3484,3484,0,0,100,100
