host_elapsed_s,host_epoch_s,sweep,conn_id,peer_name,tag_id,plan,pmode,quality_flag_percent,targets,statuses,qualities
0.031467,1777158943.399127,3094,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
0.179166,1777158943.546826,3095,,BSF66F,,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
0.409847,1777158943.777507,3096,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
0.593708,1777158943.961368,3097,,BSF66F,,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
0.771768,1777158944.139428,3098,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
0.981541,1777158944.349201,3099,,BSF66F,,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
1.261622,1777158944.629282,3100,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
1.364507,1777158944.732167,3101,,BSF66F,,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
1.62053,1777158944.98819,3102,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
1.778702,1777158945.146362,3103,,BSF66F,,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
2.030147,1777158945.397807,3104,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
2.159113,1777158945.526773,3105,,BSF66F,,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
2.423901,1777158945.791561,3106,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
2.571816,1777158945.939476,3107,,BSF66F,,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
2.751633,1777158946.119293,3108,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
2.986028,1777158946.353688,3109,,BSF66F,,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
3.164176,1777158946.531836,3110,,BSF66F,,cal_static,4,97,"A,B,C,D","reject,ok,ok,ok","90,100,100,100"
3.396795,1777158946.764455,3111,,BSF66F,,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
3.555826,1777158946.923486,3112,,BSF66F,,cal_static,4,95,"A,B,C,D","reject,ok,ok,ok","83,100,100,100"
3.779283,1777158947.146943,3113,,BSF66F,,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
3.95982,1777158947.32748,3114,,BSF66F,,cal_static,4,96,"A,B,C,D","ok,ok,ok,ok","84,100,100,100"
4.170999,1777158947.538659,3115,,BSF66F,,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
4.424869,1777158947.792529,3116,,BSF66F,,cal_static,4,96,"A,B,C,D","ok,ok,ok,ok","85,100,100,100"
4.581852,1777158947.949512,3117,,BSF66F,,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
4.839182,1777158948.206842,3118,,BSF66F,,cal_static,4,96,"A,B,C,D","ok,ok,ok,ok","86,100,100,100"
4.964207,1777158948.331867,3119,,BSF66F,,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
