host_elapsed_s,host_epoch_s,sweep,conn_id,peer_name,tag_id,anchor_id,status,raw_mm,filt_mm,quality_percent,ok_count,fail_count
0.155222,1777158943.522882,3094,,BSF66F,,4,ok,3251,3251,100,4,0
0.155222,1777158943.522882,3094,,BSF66F,,5,ok,2441,2441,100,4,0
0.155222,1777158943.522882,3094,,BSF66F,,6,ok,2506,2506,100,4,0
0.337765,1777158943.705425,3095,,BSF66F,,0,ok,3275,3275,100,4,0
0.337765,1777158943.705425,3095,,BSF66F,,1,ok,2717,2717,100,4,0
0.568068,1777158943.935728,3096,,BSF66F,,4,ok,3212,3212,100,5,0
0.569799,1777158943.937459,3096,,BSF66F,,5,ok,2451,2451,100,5,0
0.569799,1777158943.937459,3096,,BSF66F,,6,ok,2507,2507,100,5,0
0.569799,1777158943.937459,3096,,BSF66F,,7,ok,3148,3148,100,5,0
0.748,1777158944.11566,3097,,BSF66F,,0,ok,3700,3700,100,5,0
0.748,1777158944.11566,3097,,BSF66F,,1,ok,2709,2709,100,5,0
0.748,1777158944.11566,3097,,BSF66F,,2,ok,2442,2442,100,5,0
0.950218,1777158944.317878,3098,,BSF66F,,4,ok,3263,3263,100,6,0
0.950218,1777158944.317878,3098,,BSF66F,,5,ok,2500,2500,100,6,0
1.234852,1777158944.602512,3099,,BSF66F,,0,ok,3484,3484,100,6,0
1.237158,1777158944.604818,3099,,BSF66F,,1,ok,2685,2685,100,6,0
1.237158,1777158944.604818,3099,,BSF66F,,2,ok,2393,2393,100,6,0
1.237158,1777158944.604818,3099,,BSF66F,,3,ok,3150,3150,100,6,0
1.340323,1777158944.707983,3100,,BSF66F,,4,ok,3226,3226,100,7,0
1.340323,1777158944.707983,3100,,BSF66F,,5,ok,2452,2452,100,7,0
1.340323,1777158944.707983,3100,,BSF66F,,6,ok,2491,2491,100,7,0
1.59581,1777158944.96347,3101,,BSF66F,,0,ok,3446,3446,100,7,0
1.59581,1777158944.96347,3101,,BSF66F,,1,ok,2723,2723,100,7,0
