version,eval_set,anchor,n_pairs,rms,p50_abs,p95_abs,max_abs
v1-old,all1000,A,7,93.8172233913846,93.26773558688501,142.12005007892353,149.009195258845
v1-old,all1000,B,7,84.54098584507591,38.981031674048154,151.4231772970083,152.45774102764972
v1-old,all1000,C,7,126.26680954586578,64.68246883898928,234.29204707025525,266.697572585839
v1-old,all1000,D,7,186.0889373982855,152.45774102764972,293.42244666159206,295.3236351598946
v1-old,all1000,E,7,73.17059472604711,57.841126651101604,124.78083707345382,138.9859897173592
v1-old,all1000,F,7,93.27108054361601,91.63548090434142,126.69765704468635,130.54636584815307
v1-old,all1000,G,7,169.0634255993854,130.54636584815307,286.7358163876779,295.3236351598946
v1-old,all1000,H,7,123.90502858538805,57.841126651101604,237.60563906686602,288.98634016555275
v1-old,solve,A,7,93.8172233913846,93.26773558688501,142.12005007892353,149.009195258845
v1-old,solve,B,7,84.54098584507591,38.981031674048154,151.4231772970083,152.45774102764972
v1-old,solve,C,7,126.26680954586578,64.68246883898928,234.29204707025525,266.697572585839
v1-old,solve,D,7,186.0889373982855,152.45774102764972,293.42244666159206,295.3236351598946
v1-old,solve,E,7,73.17059472604711,57.841126651101604,124.78083707345382,138.9859897173592
v1-old,solve,F,7,93.27108054361601,91.63548090434142,126.69765704468635,130.54636584815307
v1-old,solve,G,7,169.0634255993854,130.54636584815307,286.7358163876779,295.3236351598946
v1-old,solve,H,7,123.90502858538805,57.841126651101604,237.60563906686602,288.98634016555275
v2,all1000,A,7,120.67657510405377,97.36839078884532,192.5375536982427,212.20534383399354
v2,all1000,B,7,82.94282011642265,96.61507080184674,121.1225929241641,124.87993340396042
v2,all1000,C,7,64.20659591138732,50.04209147552774,100.22167471311704,101.99916228379698
v2,all1000,D,7,121.66479351470726,97.36839078884532,207.79546690289806,247.90021225846613
v2,all1000,E,7,80.13587688917599,50.04209147552774,124.63927471563528,128.8680433205759
v2,all1000,F,7,142.48504722921058,114.77214797077386,237.19175173112433,247.90021225846613
v2,all1000,G,7,98.57558866009121,98.77179296094937,141.3126433632164,146.64604338149093
v2,all1000,H,7,79.4654773508336,72.72087989997362,120.90227895826958,123.76708662328247
v2,solve,A,7,120.67657510405377,97.36839078884532,192.5375536982427,212.20534383399354
v2,solve,B,7,82.94282011642265,96.61507080184674,121.1225929241641,124.87993340396042
v2,solve,C,7,64.20659591138732,50.04209147552774,100.22167471311704,101.99916228379698
v2,solve,D,7,121.66479351470726,97.36839078884532,207.79546690289806,247.90021225846613
v2,solve,E,7,80.13587688917599,50.04209147552774,124.63927471563528,128.8680433205759
v2,solve,F,7,142.48504722921058,114.77214797077386,237.19175173112433,247.90021225846613
v2,solve,G,7,98.57558866009121,98.77179296094937,141.3126433632164,146.64604338149093
v2,solve,H,7,79.4654773508336,72.72087989997362,120.90227895826958,123.76708662328247
v3-full,all1000,A,7,210.49927789912832,29.295337961080804,404.5791329522251,549.5149487261501
v3-full,all1000,B,7,38.092026175129966,29.295337961080804,63.660288758959354,65.86813644412314
v3-full,all1000,C,7,37.14364407990896,37.655473024160074,53.79763355938221,54.633070215139924
v3-full,all1000,D,7,165.58059607887174,62.27516756800014,317.22062939416617,417.83998083874894
v3-full,all1000,E,7,126.43053528904609,36.350606994853706,243.93939427582796,321.79549143632585
v3-full,all1000,F,7,265.1016906062949,50.55521885164944,510.01245835992967,549.5149487261501
v3-full,all1000,G,7,128.23569450144709,48.04707503953068,245.1755128493483,321.79549143632585
v3-full,all1000,H,7,56.86895747444115,51.848281362614216,95.35777649987469,100.89304813261788
v3-full,solve,A,7,210.49927789912832,29.295337961080804,404.5791329522251,549.5149487261501
v3-full,solve,B,7,38.092026175129966,29.295337961080804,63.660288758959354,65.86813644412314
v3-full,solve,C,7,37.14364407990896,37.655473024160074,53.79763355938221,54.633070215139924
v3-full,solve,D,7,165.58059607887174,62.27516756800014,317.22062939416617,417.83998083874894
v3-full,solve,E,7,126.43053528904609,36.350606994853706,243.93939427582796,321.79549143632585
v3-full,solve,F,7,265.1016906062949,50.55521885164944,510.01245835992967,549.5149487261501
v3-full,solve,G,7,128.23569450144709,48.04707503953068,245.1755128493483,321.79549143632585
v3-full,solve,H,7,56.86895747444115,51.848281362614216,95.35777649987469,100.89304813261788
v3-lite,all1000,A,7,118.31919188900667,87.70347733622884,192.85684810280057,219.40453795799885
v3-lite,all1000,B,7,84.8339523723988,101.50855297784801,123.20521316597375,128.09430092113757
v3-lite,all1000,C,7,59.41385377475329,49.138650632111194,93.61703096720343,94.32507615654413
v3-lite,all1000,D,7,120.35337706436512,87.70347733622884,211.7219858651398,254.5468333485178
v3-lite,all1000,E,7,79.66993270985863,43.23643713550791,119.11443157668882,120.07812091789174
v3-lite,all1000,F,7,146.5768950973862,120.07812091789174,244.0041447313621,254.5468333485178
v3-lite,all1000,G,7,91.99183592292142,91.96492552540849,126.6983138426346,130.91223844067144
v3-lite,all1000,H,7,76.60969171794812,61.059563371688455,118.70064669787074,125.16813554696591
v3-lite,solve,A,7,118.31919188900667,87.70347733622884,192.85684810280057,219.40453795799885
v3-lite,solve,B,7,84.8339523723988,101.50855297784801,123.20521316597375,128.09430092113757
v3-lite,solve,C,7,59.41385377475329,49.138650632111194,93.61703096720343,94.32507615654413
v3-lite,solve,D,7,120.35337706436512,87.70347733622884,211.7219858651398,254.5468333485178
v3-lite,solve,E,7,79.66993270985863,43.23643713550791,119.11443157668882,120.07812091789174
v3-lite,solve,F,7,146.5768950973862,120.07812091789174,244.0041447313621,254.5468333485178
v3-lite,solve,G,7,91.99183592292142,91.96492552540849,126.6983138426346,130.91223844067144
v3-lite,solve,H,7,76.60969171794812,61.059563371688455,118.70064669787074,125.16813554696591
v4-io,all1000,A,7,176.09983477416444,25.56993807512299,332.3823150169993,462.8240292585774
v4-io,all1000,B,7,64.68948805100494,20.30829394146849,121.39650613353977,126.1930683773744
v4-io,all1000,C,7,27.83970820866938,20.80237428593091,50.02354700462338,60.21096740996268
v4-io,all1000,D,7,125.48187720064155,27.979719756014674,232.4424293911229,277.1399059546052
v4-io,all1000,E,7,107.20180954045689,20.30829394146849,204.46294995253413,280.098620036757
v4-io,all1000,F,7,205.38636874586945,27.802341427167676,407.11879226738563,462.8240292585774
v4-io,all1000,G,7,116.50702111868779,22.043465397057844,229.13039229510747,280.098620036757
v4-io,all1000,H,7,54.1803610064172,25.56993807512299,105.47990634353525,128.14831740966451
v4-io,solve,A,7,176.09983477416444,25.56993807512299,332.3823150169993,462.8240292585774
v4-io,solve,B,7,64.68948805100494,20.30829394146849,121.39650613353977,126.1930683773744
v4-io,solve,C,7,27.83970820866938,20.80237428593091,50.02354700462338,60.21096740996268
v4-io,solve,D,7,125.48187720064155,27.979719756014674,232.4424293911229,277.1399059546052
v4-io,solve,E,7,107.20180954045689,20.30829394146849,204.46294995253413,280.098620036757
v4-io,solve,F,7,205.38636874586945,27.802341427167676,407.11879226738563,462.8240292585774
v4-io,solve,G,7,116.50702111868779,22.043465397057844,229.13039229510747,280.098620036757
v4-io,solve,H,7,54.1803610064172,25.56993807512299,105.47990634353525,128.14831740966451
